dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Stieger2021,1,1,0,Fp1,0.03496947,0.01591268,0.04475027,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,1,Fpz,0.02541475,-0.01196827,0.02841477,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,2,Fp2,0.03540718,0.00766492,0.04024136,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,3,AF3,0.07510386,-0.02732616,0.08350973,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,4,AF4,0.06168944,0.03223012,0.07534205,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,5,F7,0.12588711,0.06993456,0.13341093,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,6,F5,0.10146116,0.00030306,0.10947942,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,7,F3,0.07759371,-0.05041623,0.1025638,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,8,F1,0.07542516,-0.07542516,0.09140874,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
Stieger2021,1,1,9,Fz,0.07784991,0.07679966,0.0978689,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,1.12847397,0.21849366,0.99032362,True
