dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Stieger2021,1,1,0.8418708240534521,0.8421198888447796,"[227, 222]",0.50556793,False,0,1.12847397,0.21849366,0.99032362,True,0.89954432,0.35154004,1782
Stieger2021,1,2,0.8040089086859689,0.802858277094085,"[196, 253]",0.56347439,False,1,1.10598382,0.2669151,0.97058677,True,0.9005129,0.34683764,1782
Stieger2021,1,3,0.8307349665924276,0.8311135371179039,"[230, 219]",0.51224944,False,0,1.11804022,0.28214683,0.9811672,True,0.89035745,0.36536379,1782
Stieger2021,1,4,0.7817371937639198,0.7820067487098055,"[228, 221]",0.5077951,False,0,1.05673397,0.20471466,0.9273662,True,0.88134589,0.39551996,1782
Stieger2021,1,5,0.8236607142857143,0.8237240829346093,"[223, 225]",0.50223214,False,1,1.13930017,0.24056811,0.99982446,True,0.88100374,0.39572911,1782
Stieger2021,2,1,0.8662420382165605,0.8660714285714286,"[228, 243]",0.51592357,False,1,1.14961584,0.22432312,1.00887726,True,0.92407109,0.26542281,1782
Stieger2021,2,2,0.9065817409766455,0.9067099567099568,"[235, 236]",0.50106157,False,1,1.10775057,0.2500517,0.97213724,True,0.92663472,0.25087098,1782
Stieger2021,2,3,0.881104033970276,0.8807621555331121,"[222, 249]",0.52866242,False,1,1.16631974,0.20343612,1.02353623,True,0.91412434,0.29250395,1782
Stieger2021,2,4,0.8832271762208068,0.8833591833790218,"[237, 234]",0.50318471,False,0,1.12102829,0.24720681,0.98378947,True,0.92330805,0.27011827,1782
Stieger2021,2,5,0.8893617021276595,0.8892571863283161,"[229, 241]",0.51276596,False,1,1.12742397,0.26531464,0.98940218,True,0.93425307,0.23954458,1782
Stieger2021,3,1,0.9047619047619048,0.9047619047619048,"[149, 145]",0.50680272,False,0,0.88413081,0.16569883,0.77589352,True,0.93719829,0.21508426,1782
Stieger2021,3,2,0.9421768707482994,0.9421768707482994,"[150, 144]",0.51020408,False,0,0.95118309,0.21031542,0.8347371,True,0.94875228,0.1907616,1782
Stieger2021,3,3,0.9251700680272109,0.9251700680272109,"[143, 151]",0.51360544,False,1,0.89888851,0.18835017,0.78884454,True,0.94804074,0.20204554,1782
Stieger2021,3,4,0.931740614334471,0.9317631162053863,"[148, 145]",0.50511945,False,0,1.01627694,0.1780387,0.89186201,True,0.94559789,0.20254621,1782
Stieger2021,3,5,0.931740614334471,0.9317864131954152,"[150, 143]",0.51194539,False,0,0.98531599,0.21326521,0.86469138,True,0.94986724,0.18104013,1782
Stieger2021,4,1,0.7181818181818181,0.7181818181818183,"[214, 226]",0.51363636,False,1,1.13378104,0.26253014,0.99498099,True,0.80404839,0.60700225,1782
Stieger2021,4,2,0.6788154897494305,0.6788086342880864,"[221, 218]",0.50341686,False,0,1.10542747,0.28591,0.97009854,True,0.81251688,0.58581694,1782
Stieger2021,4,3,0.7198177676537585,0.7199252801992528,"[199, 240]",0.54669704,False,1,1.13580226,0.19444166,0.99675477,True,0.80425012,0.59780425,1782
Stieger2021,4,4,0.7585421412300684,0.7585616438356164,"[216, 223]",0.50797267,False,1,1.13963501,0.28468296,1.0001183,True,0.80927691,0.58666543,1782
Stieger2021,4,5,0.7835990888382688,0.7835408883354089,"[231, 208]",0.5261959,False,0,1.17238373,0.31949754,1.02885786,True,0.81620934,0.5658339,1782
Stieger2021,5,1,0.7569721115537849,0.7565162110616657,"[120, 131]",0.52191235,False,1,0.93902464,0.18412633,0.82406711,True,0.82359238,0.55929623,1782
Stieger2021,5,2,0.7450199203187251,0.7409726636999364,"[95, 156]",0.62151394,False,1,0.92689969,0.19218574,0.81342653,True,0.84806473,0.48291223,1782
Stieger2021,5,3,0.784,0.782051282051282,"[110, 140]",0.56,False,1,0.87851309,0.18977373,0.77096353,True,0.81106529,0.57400878,1782
Stieger2021,5,4,0.716,0.7153244922800948,"[118, 132]",0.528,False,1,0.88767725,0.21222146,0.77900579,True,0.81840547,0.5657444,1782
Stieger2021,5,5,0.768,0.768787238131847,"[129, 121]",0.516,False,0,0.90244056,0.15445855,0.79196174,True,0.82843893,0.54190818,1782
