pretrained_mode,strategy,subject_id,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,mean_confidence,mean_normalized_prediction_entropy,collapse_rate,n_folds
from_pretrained,new,1,0.375,0.125,37.5,12.5,0.375,0.125,37.5,12.5,0.515186996,0.9988774380000001,0.2,5
from_pretrained,new,2,0.675,0.18957188610128878,67.5,18.957188610128878,0.675,0.18957188610128878,67.5,18.957188610128878,0.541649388,0.9913584820000001,0.2,5
from_pretrained,new,3,0.5,0.08838834764831845,50.0,8.838834764831844,0.5,0.08838834764831845,50.0,8.838834764831844,0.62305887,0.902046272,0.2,5
from_pretrained,new,4,0.55,0.1118033988749895,55.0,11.180339887498949,0.55,0.1118033988749895,55.0,11.180339887498949,0.5663683660000001,0.9659300720000001,0.2,5
from_pretrained,new,5,0.5,0.08838834764831845,50.0,8.838834764831844,0.5,0.08838834764831845,50.0,8.838834764831844,0.523400924,0.9937608539999999,0.6,5
from_pretrained,new,6,0.5,0.15309310892394862,50.0,15.309310892394864,0.5,0.15309310892394862,50.0,15.309310892394864,0.524350588,0.9968823920000001,0.2,5
from_pretrained,new,7,0.5,0.0,50.0,0.0,0.5,0.0,50.0,0.0,0.550203048,0.974271012,0.4,5
from_pretrained,new,8,0.7,0.11180339887498948,70.0,11.180339887498949,0.7,0.11180339887498948,70.0,11.180339887498949,0.651162932,0.90717518,0.0,5
from_pretrained,new,9,0.475,0.16298006013006622,47.5,16.29800601300662,0.475,0.16298006013006622,47.5,16.29800601300662,0.523805112,0.9958365560000001,0.0,5
from_pretrained,new,10,0.4,0.10458250331675945,40.0,10.458250331675945,0.4,0.10458250331675945,40.0,10.458250331675945,0.5582634179999999,0.9712729920000001,0.4,5
from_pretrained,new,11,0.525,0.055901699437494734,52.5,5.590169943749474,0.525,0.055901699437494734,52.5,5.590169943749474,0.510620442,0.9994542479999999,0.6,5
from_pretrained,new,12,0.5,0.15309310892394862,50.0,15.309310892394864,0.5,0.15309310892394862,50.0,15.309310892394864,0.50735872,0.999769208,0.4,5
from_pretrained,new,13,0.725,0.16298006013006622,72.5,16.29800601300662,0.725,0.16298006013006622,72.5,16.29800601300662,0.564503124,0.963039934,0.2,5
from_pretrained,new,14,0.4,0.13693063937629152,40.0,13.693063937629153,0.4,0.13693063937629152,40.0,13.693063937629153,0.52237076,0.98930007,0.6,5
from_pretrained,new,15,0.575,0.18957188610128875,57.5,18.957188610128878,0.575,0.18957188610128875,57.5,18.957188610128878,0.536637058,0.99025677,0.4,5
