subject_id,channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
1,4,F4,0.14596189,0.04409585041985414,0.004294138,0.163043322,5,0.8,0.2,0.6216633939999999
1,19,TP7,0.140277042,0.05133390789479913,-0.11417693200000001,0.160475018,5,0.8,0.2,0.6216633939999999
1,21,Pz,0.128761714,0.022177321557547924,0.010935624000000001,0.138995162,5,0.8,0.2,0.6216633939999999
1,22,P3,0.12432479599999999,0.02527940511998117,0.097694174,0.155734386,5,0.8,0.2,0.6216633939999999
1,28,O2,0.122159354,0.012483056564743264,-0.034651336,0.135010422,5,0.8,0.2,0.6216633939999999
1,14,C4,0.117988852,0.04065731080397313,-0.09498715799999999,0.132699612,5,0.8,0.2,0.6216633939999999
1,15,T3,0.11579218799999999,0.038782959199672604,0.112617632,0.125578222,5,0.8,0.2,0.6216633939999999
1,16,T4,0.111071472,0.023783251553334123,-0.029997846,0.136661558,5,0.8,0.2,0.6216633939999999
1,18,CP4,0.10989977399999999,0.04046533292988616,0.052875592000000006,0.12258170399999999,5,0.8,0.2,0.6216633939999999
1,27,O1,0.10619589599999998,0.029983015173771794,0.055659946,0.11780379,5,0.8,0.2,0.6216633939999999
1,9,FC4,0.10506636,0.045450647314529524,-0.031364888,0.119793664,5,0.8,0.2,0.6216633939999999
1,7,FCz,0.101923966,0.029784667088785466,0.10029695000000001,0.12059464,5,0.8,0.2,0.6216633939999999
1,17,CP3,0.09740869599999999,0.026328460671748925,0.033356232,0.121921752,5,0.8,0.2,0.6216633939999999
1,23,P4,0.097284972,0.025097209803937762,-0.026691586,0.11262326,5,0.8,0.2,0.6216633939999999
1,5,F7,0.095966466,0.014710317434579035,0.091307432,0.119690166,5,0.8,0.2,0.6216633939999999
1,0,Fp1,0.095235254,0.023092758769818516,-0.076752712,0.10348949600000001,5,0.8,0.2,0.6216633939999999
1,12,Cz,0.093566678,0.02719924176679783,0.077934746,0.10715297399999998,5,0.8,0.2,0.6216633939999999
1,3,F3,0.092573478,0.011976198826074574,0.026005025999999997,0.10874914799999999,5,0.8,0.2,0.6216633939999999
1,20,TP8,0.08867475999999999,0.025829607429312583,-0.048731038,0.10791303000000001,5,0.8,0.2,0.6216633939999999
1,24,T5,0.087121236,0.019700014671830322,0.014034162,0.094110456,5,0.8,0.2,0.6216633939999999
1,13,C3,0.075968504,0.031032505810613006,0.016624474,0.084558578,5,0.8,0.2,0.6216633939999999
1,26,Oz,0.073714842,0.0181325952614503,0.033526246,0.082092598,5,0.8,0.2,0.6216633939999999
1,10,FT7,0.071218406,0.019092543123623684,-0.009971022,0.081508768,5,0.8,0.2,0.6216633939999999
1,1,Fp2,0.06567213400000001,0.013103359476410243,0.047050789999999995,0.075497256,5,0.8,0.2,0.6216633939999999
1,2,Fz,0.064896694,0.03341911755671565,-0.032115318,0.074740074,5,0.8,0.2,0.6216633939999999
1,6,F8,0.059261166,0.02458271179972889,-0.036629237999999995,0.06596412,5,0.8,0.2,0.6216633939999999
1,8,FC3,0.056536766,0.029781714322270468,-0.0288283,0.063501474,5,0.8,0.2,0.6216633939999999
1,25,T6,0.05595934,0.01689722092600289,-0.031185341999999998,0.06495759999999999,5,0.8,0.2,0.6216633939999999
1,11,FT8,0.050621294000000004,0.02281931516844951,-0.0028052219999999996,0.062393752000000004,5,0.8,0.2,0.6216633939999999
10,22,P3,0.145442352,0.05139883498351369,0.133944186,0.155570798,5,0.825,0.6,0.308534782
10,28,O2,0.134401898,0.018480805264769175,-0.017625374,0.14016857200000002,5,0.825,0.6,0.308534782
10,21,Pz,0.128890426,0.03522953171978134,-0.008673286,0.136267144,5,0.825,0.6,0.308534782
10,17,CP3,0.12049122599999999,0.009539356060299879,0.028387946000000004,0.140152586,5,0.825,0.6,0.308534782
10,27,O1,0.114544936,0.010582520343704997,0.03373874,0.12913317600000002,5,0.825,0.6,0.308534782
10,23,P4,0.11338713199999999,0.0237472669799615,-0.08437214400000001,0.12194114600000001,5,0.825,0.6,0.308534782
