dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.25,0.25,"[2, 6]",0.75,False,1,0.1305443,0.02340174,0.11171271,True,0.73666915,0.80025318,16010
Liu2024_SourceMAT,1,2,0.5,0.5,"[4, 4]",0.5,False,0,0.14824568,0.02332935,0.12686059,True,0.72506968,0.71502143,16010
Liu2024_SourceMAT,1,3,0.25,0.25,"[6, 2]",0.75,False,0,0.13166191,0.02349716,0.11266911,True,0.70760459,0.79788238,16010
Liu2024_SourceMAT,1,4,0.5,0.5,"[4, 4]",0.5,False,0,0.13515225,0.0227502,0.11565595,True,0.71078322,0.82519277,16010
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.12194545,0.02205552,0.10435429,True,0.68358772,0.86600408,16010
Liu2024_SourceMAT,2,1,0.5,0.5,"[4, 4]",0.5,False,0,0.11923739,0.02220372,0.10203688,True,0.74730783,0.76774434,16010
Liu2024_SourceMAT,2,2,0.75,0.75,"[2, 6]",0.75,False,1,0.11920869,0.02365193,0.10201232,True,0.74556346,0.76395789,16010
Liu2024_SourceMAT,2,3,0.5,0.5,"[4, 4]",0.5,False,0,0.1304976,0.02285407,0.11167276,True,0.72007167,0.81162575,16010
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.13686725,0.02311155,0.11712356,True,0.72908376,0.77620237,16010
Liu2024_SourceMAT,2,5,0.75,0.75,"[6, 2]",0.75,False,0,0.11633178,0.02163655,0.09955042,True,0.88334177,0.48572358,16010
Liu2024_SourceMAT,3,1,0.625,0.625,"[3, 5]",0.625,False,1,0.14922051,0.02318965,0.1276948,True,0.78083976,0.68063461,16010
Liu2024_SourceMAT,3,2,0.375,0.375,"[7, 1]",0.875,False,0,0.14608738,0.02284338,0.12501364,True,0.74082688,0.74762258,16010
Liu2024_SourceMAT,3,3,0.625,0.625,"[5, 3]",0.625,False,0,0.14214587,0.02299177,0.12164071,True,0.80231015,0.59750328,16010
Liu2024_SourceMAT,3,4,0.125,0.125,"[3, 5]",0.625,False,1,0.15737922,0.02309347,0.13467659,True,0.74396333,0.72804009,16010
