pretrained_mode,strategy,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,mean_confidence,mean_normalized_prediction_entropy,collapse_rate,n_folds_total,n_subjects
from_pretrained,new,0.5585,0.14993388770631846,55.85,14.99338877063185,0.5585,0.14993388770631846,55.85,14.99338877063185,0.54860049224,0.97026672964,0.472,250,50
