dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Liu2024_SourceMAT,1,1,0,Fp1,0.11350058,0.11350058,0.12412994,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,1,Fp2,0.09282584,-0.06219965,0.09737524,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,2,Fz,0.0747515,0.06672269,0.09029654,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,3,F3,0.03803649,-0.0198658,0.04322968,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,4,F4,0.03996558,0.03996558,0.05885599,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,5,F7,0.09991778,0.03870953,0.10950618,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,6,F8,0.10311395,0.0288746,0.11089551,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,7,FCz,0.11628926,0.07854436,0.12558688,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,8,FC3,0.11571913,0.02079364,0.11944477,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,9,FC4,0.15657797,-0.00628948,0.15826833,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,10,FT7,0.12874489,0.05036398,0.13673411,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,11,FT8,0.08919616,-0.04160234,0.09890805,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,12,Cz,0.07419276,0.02445612,0.082011,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,13,C3,0.11625272,0.09298658,0.12524703,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,14,C4,0.09845673,-0.0007556,0.11945686,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,15,T7,0.10662144,0.08964302,0.11566205,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,16,T8,0.06428377,-0.00800726,0.07432728,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,17,CP3,0.08538155,-0.07851419,0.09874432,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,18,CP4,0.11765154,0.05891092,0.13530152,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,19,TP7,0.08517441,-0.0165597,0.09394469,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,20,TP8,0.11138325,-0.02658105,0.12368627,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,21,Pz,0.13074699,0.03449348,0.14351003,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,22,P3,0.0600761,-0.04939972,0.06856415,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,23,P4,0.08099823,0.00597212,0.09356246,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,24,P7,0.11162578,0.01734476,0.13059874,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,25,P8,0.0859209,-0.00138286,0.1078326,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,26,Oz,0.0895844,-0.03693985,0.09703973,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,27,O1,0.0454633,0.02497206,0.04789275,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,1,28,O2,0.10807469,0.00365407,0.12063126,0.75,0.75,"[2, 6]",0.75,False,0.13614194,0.02376208,0.11650287,True
Liu2024_SourceMAT,1,2,0,Fp1,0.11668368,0.11668368,0.12676886,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,1,Fp2,0.1023957,-0.07519751,0.10977545,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,2,Fz,0.07423253,0.06516443,0.09777849,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,3,F3,0.02733813,-0.01806533,0.03197845,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,4,F4,0.04808702,0.04295366,0.06618119,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,5,F7,0.07640667,0.03180065,0.08595797,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,6,F8,0.09052792,0.01819891,0.10147382,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,7,FCz,0.12623279,0.07591419,0.13269107,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,8,FC3,0.11140552,0.01974525,0.11441696,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,9,FC4,0.15520835,0.00451218,0.15614368,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,10,FT7,0.11967883,0.03644886,0.13318048,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,11,FT8,0.10860169,-0.03180932,0.11414219,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,12,Cz,0.07769015,0.0255424,0.0821128,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
Liu2024_SourceMAT,1,2,13,C3,0.11851684,0.09145094,0.12622839,0.375,0.375,"[7, 1]",0.875,False,0.15299936,0.02556488,0.13092854,True
