pretrained_mode,strategy,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,mean_confidence,mean_normalized_prediction_entropy,collapse_rate,n_folds_total,n_subjects
from_pretrained,new,0.5055,0.17508532056660744,50.55,17.50853205666073,0.5055,0.17508532056660744,50.55,17.50853205666073,0.5157252343200001,0.99573447016,0.02,250,50
