dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Cho2017,1,1,0.6,0.6000000000000001,"[18, 22]",0.55,False,1,1.48150845,0.31968763,1.30886778,True,0.68864231,0.82661005,1798
Cho2017,1,2,0.775,0.775,"[19, 21]",0.525,False,1,1.25654701,0.28502382,1.11012116,True,0.59849491,0.95721616,1798
Cho2017,1,3,0.55,0.55,"[24, 16]",0.6,False,0,1.35734149,0.33440615,1.19917003,True,0.6377736,0.90994515,1798
Cho2017,1,4,0.625,0.625,"[19, 21]",0.525,False,1,1.39389277,0.26048259,1.23146197,True,0.68484531,0.84628624,1798
Cho2017,1,5,0.65,0.65,"[20, 20]",0.5,False,0,1.34168035,0.23958875,1.18533389,True,0.63406552,0.92340534,1798
Cho2017,2,1,0.375,0.375,"[21, 19]",0.525,False,0,0.67546838,0.12717707,0.59675583,True,0.54285973,0.99208908,1798
Cho2017,2,2,0.45,0.45,"[38, 2]",0.95,True,0,0.13790639,0.02206468,0.12183611,True,0.51001523,0.99958654,1798
Cho2017,2,3,0.6,0.6,"[34, 6]",0.85,False,0,0.12150715,0.02071261,0.10734788,True,0.50627719,0.99983365,1798
Cho2017,2,4,0.475,0.47500000000000003,"[33, 7]",0.825,False,0,0.13527475,0.02312852,0.11951114,True,0.50800528,0.99971641,1798
Cho2017,2,5,0.5,0.5,"[40, 0]",1.0,True,0,0.03808359,0.0039046,0.0336457,True,0.51072283,0.99964227,1798
Cho2017,3,1,0.65,0.65,"[20, 20]",0.5,False,0,1.20892284,0.21709689,1.06804666,True,0.62853569,0.92457927,1798
Cho2017,3,2,0.5,0.5,"[22, 18]",0.55,False,0,1.22525897,0.28525798,1.08247913,True,0.61643542,0.93449803,1798
Cho2017,3,3,0.625,0.625,"[23, 17]",0.575,False,0,0.41616937,0.0623713,0.36767301,True,0.53561591,0.99410696,1798
Cho2017,3,4,0.725,0.725,"[25, 15]",0.625,False,0,0.33786572,0.04966101,0.29849412,True,0.53591795,0.99403634,1798
Cho2017,3,5,0.625,0.625,"[27, 13]",0.675,False,0,0.7228715,0.13445933,0.63863504,True,0.54894603,0.98809392,1798
Cho2017,4,1,0.7,0.7,"[18, 22]",0.55,False,1,1.3436019,0.29735149,1.18703152,True,0.71907719,0.81381558,1798
