dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.375,0.375,"[3, 5]",0.625,False,1,0.0,0.0,0.0,False,0.50190904,0.99997867,2170
Liu2024_SourceMAT,1,2,0.625,0.625,"[3, 5]",0.625,False,1,0.0,0.0,0.0,False,0.50212961,0.99998023,2170
Liu2024_SourceMAT,1,3,0.25,0.25,"[2, 6]",0.75,False,1,0.0,0.0,0.0,False,0.50291972,0.9999695,2170
Liu2024_SourceMAT,1,4,0.375,0.375,"[5, 3]",0.625,False,0,0.0,0.0,0.0,False,0.50140339,0.99999117,2170
Liu2024_SourceMAT,1,5,0.625,0.625,"[3, 5]",0.625,False,1,0.0,0.0,0.0,False,0.50239953,0.99997394,2170
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.0,0.0,0.0,False,0.50204332,0.99998188,2170
Liu2024_SourceMAT,2,2,0.5,0.5,"[4, 4]",0.5,False,0,0.0,0.0,0.0,False,0.5019477,0.99998295,2170
Liu2024_SourceMAT,2,3,0.375,0.375,"[3, 5]",0.625,False,1,0.0,0.0,0.0,False,0.50245229,0.99997205,2170
Liu2024_SourceMAT,2,4,0.5,0.5,"[2, 6]",0.75,False,1,0.0,0.0,0.0,False,0.50150531,0.99999164,2170
Liu2024_SourceMAT,2,5,0.5,0.5,"[4, 4]",0.5,False,0,0.0,0.0,0.0,False,0.50170054,0.99998864,2170
Liu2024_SourceMAT,3,1,0.25,0.25,"[2, 6]",0.75,False,1,0.0,0.0,0.0,False,0.50183214,0.99998384,2170
Liu2024_SourceMAT,3,2,0.5,0.5,"[0, 8]",1.0,True,1,0.0,0.0,0.0,False,0.5028928,0.99996832,2170
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.0,0.0,0.0,False,0.50222354,0.9999771,2170
