subject_id,fold_id,classifier_name,accuracy,balanced_accuracy,collapse_ratio,collapse_flag,representation_layer,representation_pooling,feature_dim
19,4,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
19,4,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
19,5,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
19,5,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
19,5,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
19,5,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
20,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,1,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
20,1,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
20,1,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
20,2,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
20,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,2,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
20,3,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
20,3,linear_svm,1.0,1.0,0.5,False,final_layer_input,flatten,1024
20,3,ridge,1.0,1.0,0.5,False,final_layer_input,flatten,1024
20,3,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
20,4,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,4,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,4,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
20,4,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
20,5,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
20,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
20,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
21,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
21,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
21,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
21,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
21,2,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
21,2,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
21,2,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
21,2,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
21,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
21,3,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
21,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
21,3,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
21,4,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
21,4,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
21,4,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
21,4,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
21,5,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
21,5,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
21,5,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
21,5,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
22,1,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,1,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,1,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,1,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,2,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
22,2,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,2,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,2,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,3,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,3,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
22,3,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
22,3,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
22,4,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,4,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,4,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,4,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,5,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,5,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
22,5,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
22,5,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
23,1,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
23,1,linear_svm,0.125,0.125,0.625,False,final_layer_input,flatten,1024
23,1,ridge,0.125,0.125,0.625,False,final_layer_input,flatten,1024
23,1,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
23,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
23,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
23,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
23,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
23,3,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
23,3,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
23,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
23,3,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
23,4,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
23,4,linear_svm,0.25,0.25,0.5,False,final_layer_input,flatten,1024
23,4,ridge,0.25,0.25,0.5,False,final_layer_input,flatten,1024
23,4,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
23,5,logistic_regression,0.125,0.125,0.625,False,final_layer_input,flatten,1024
23,5,linear_svm,0.125,0.125,0.625,False,final_layer_input,flatten,1024
23,5,ridge,0.125,0.125,0.625,False,final_layer_input,flatten,1024
23,5,lda,0.125,0.125,0.625,False,final_layer_input,flatten,1024
24,1,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
24,1,linear_svm,0.25,0.25,0.75,False,final_layer_input,flatten,1024
24,1,ridge,0.25,0.25,0.75,False,final_layer_input,flatten,1024
24,1,lda,0.25,0.25,0.75,False,final_layer_input,flatten,1024
24,2,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
24,2,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
24,2,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
24,2,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
24,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
24,3,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
24,3,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
24,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
24,4,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
24,4,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
24,4,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
24,4,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
24,5,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
24,5,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
24,5,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
24,5,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
25,1,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
25,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,2,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
25,2,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
25,2,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
25,2,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
25,3,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,3,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,3,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
25,4,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,4,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,4,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,4,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,5,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,5,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,5,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
25,5,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
26,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
26,3,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
26,3,linear_svm,0.25,0.25,0.5,False,final_layer_input,flatten,1024
26,3,ridge,0.25,0.25,0.5,False,final_layer_input,flatten,1024
26,3,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
26,4,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
26,4,linear_svm,0.25,0.25,0.75,False,final_layer_input,flatten,1024
26,4,ridge,0.25,0.25,0.75,False,final_layer_input,flatten,1024
26,4,lda,0.25,0.25,0.75,False,final_layer_input,flatten,1024
26,5,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
26,5,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
26,5,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
26,5,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
27,1,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
27,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,1,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
27,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,2,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
27,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
27,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
27,3,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
27,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
27,4,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
27,4,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
27,4,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
27,4,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
27,5,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
27,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
27,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
28,1,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
28,1,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
28,1,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
28,1,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
28,2,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
28,2,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
28,2,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
28,2,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
28,3,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
28,3,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
28,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
28,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
28,4,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
28,4,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
28,4,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
28,4,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
28,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
28,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
28,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
28,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
29,1,logistic_regression,0.5,0.5,1.0,True,final_layer_input,flatten,1024
29,1,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
29,1,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
29,1,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
29,2,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
29,2,linear_svm,0.25,0.25,0.5,False,final_layer_input,flatten,1024
29,2,ridge,0.25,0.25,0.5,False,final_layer_input,flatten,1024
29,2,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
29,3,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,3,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,3,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,3,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,4,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,4,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,4,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,4,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
29,5,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
29,5,linear_svm,0.25,0.25,0.75,False,final_layer_input,flatten,1024
29,5,ridge,0.25,0.25,0.75,False,final_layer_input,flatten,1024
29,5,lda,0.25,0.25,0.75,False,final_layer_input,flatten,1024
30,1,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
30,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,1,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
30,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,3,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
30,3,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
30,3,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
30,3,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
30,4,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
30,4,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
30,4,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
30,4,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
30,5,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
30,5,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
30,5,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
30,5,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
31,1,logistic_regression,0.5,0.5,1.0,True,final_layer_input,flatten,1024
31,1,linear_svm,0.5,0.5,1.0,True,final_layer_input,flatten,1024
31,1,ridge,0.5,0.5,1.0,True,final_layer_input,flatten,1024
31,1,lda,0.5,0.5,1.0,True,final_layer_input,flatten,1024
31,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
31,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
31,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
31,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
31,3,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
31,3,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
31,3,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
31,3,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
31,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
31,4,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
31,4,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
31,4,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
31,5,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
31,5,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
31,5,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
31,5,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
32,1,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
32,1,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
32,1,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
32,1,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
32,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
32,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
32,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
32,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
32,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
32,3,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
32,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
32,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
32,4,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
32,4,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
32,4,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
32,4,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
32,5,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
32,5,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
32,5,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
32,5,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,1,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
33,1,linear_svm,0.25,0.25,0.75,False,final_layer_input,flatten,1024
33,1,ridge,0.25,0.25,0.75,False,final_layer_input,flatten,1024
33,1,lda,0.25,0.25,0.75,False,final_layer_input,flatten,1024
33,2,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
33,2,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,2,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,2,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,3,logistic_regression,0.125,0.125,0.625,False,final_layer_input,flatten,1024
33,3,linear_svm,0.125,0.125,0.625,False,final_layer_input,flatten,1024
33,3,ridge,0.125,0.125,0.625,False,final_layer_input,flatten,1024
33,3,lda,0.125,0.125,0.625,False,final_layer_input,flatten,1024
33,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,4,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,4,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,4,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
33,5,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
33,5,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
33,5,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
33,5,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
34,1,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
34,1,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
34,1,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
34,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
34,2,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
34,2,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
34,2,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
34,2,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
34,3,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
34,3,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
34,3,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
34,3,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
34,4,logistic_regression,1.0,1.0,0.5,False,final_layer_input,flatten,1024
34,4,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
34,4,ridge,1.0,1.0,0.5,False,final_layer_input,flatten,1024
34,4,lda,1.0,1.0,0.5,False,final_layer_input,flatten,1024
34,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
34,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
34,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
34,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,3,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
35,3,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
35,3,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
35,3,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
35,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
35,4,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
35,4,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
35,4,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
35,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
35,5,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
35,5,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
35,5,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
36,1,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
36,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,1,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
36,2,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
36,2,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
36,2,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
36,2,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
36,3,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
36,3,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
36,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
36,3,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
36,4,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,4,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,4,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,4,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
36,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
37,1,logistic_regression,0.5,0.5,1.0,True,final_layer_input,flatten,1024
37,1,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
37,1,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
37,1,lda,0.5,0.5,1.0,True,final_layer_input,flatten,1024
37,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
37,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
37,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
37,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
37,3,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
37,3,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
37,3,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
37,3,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
37,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
37,4,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
37,4,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
37,4,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
37,5,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
37,5,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
37,5,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
37,5,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
38,1,logistic_regression,0.5,0.5,1.0,True,final_layer_input,flatten,1024
38,1,linear_svm,0.5,0.5,1.0,True,final_layer_input,flatten,1024
38,1,ridge,0.5,0.5,1.0,True,final_layer_input,flatten,1024
38,1,lda,0.5,0.5,1.0,True,final_layer_input,flatten,1024
38,2,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
38,2,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
38,2,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
38,2,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
38,3,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
38,3,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
