method,reference,mean_delta,median_delta,paired_bootstrap_95_ci_low,paired_bootstrap_95_ci_high,wilcoxon_statistic,wilcoxon_p,wins,ties,losses
temporal_trajectory_lda,absolute_motor_power_lda,0.003999999999999983,-0.024999999999999994,-0.03850000000000001,0.048999999999999974,597.5,0.6993179036123971,21,3,26
