subject_id,repeat_id,method_name,window_name,window_start_sample,window_stop_sample,n_train,n_test,n_channels,n_times,train_indices_0based,test_indices_0based,train_class_counts,test_class_counts,n_features,accuracy,balanced_accuracy,kappa_sklearn,precision_macro,sensitivity_macro,prediction_counts,confusion_matrix_standard_labels_1_2,confusion_matrix_author_labels_2_1,left_total,left_correct,right_total,right_correct
23,3,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[5, 16, 8, 1, 11, 9, 7, 14, 21, 23, 17, 30, 13, 6, 27, 36, 34, 10, 0, 32, 24, 39, 12, 25]","[28, 4, 15, 37, 33, 22, 26, 19, 29, 20, 31, 18, 38, 2, 3, 35]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,57.27272727272727,56.25,"{1: 11, 2: 5}","[[6, 2], [5, 3]]","[[3, 5], [2, 6]]",8,6,8,3
23,4,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[6, 22, 32, 2, 13, 20, 12, 38, 5, 3, 4, 23, 26, 17, 35, 27, 25, 36, 28, 18, 37, 11, 9, 7]","[34, 31, 24, 30, 0, 14, 21, 29, 16, 8, 15, 39, 19, 1, 10, 33]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,68.75,68.75,0.375,80.76923076923077,68.75,"{1: 3, 2: 13}","[[3, 5], [0, 8]]","[[8, 0], [5, 3]]",8,3,8,8
23,4,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[6, 22, 32, 2, 13, 20, 12, 38, 5, 3, 4, 23, 26, 17, 35, 27, 25, 36, 28, 18, 37, 11, 9, 7]","[34, 31, 24, 30, 0, 14, 21, 29, 16, 8, 15, 39, 19, 1, 10, 33]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,68.75,68.75,0.375,69.04761904761905,68.75,"{1: 9, 2: 7}","[[6, 2], [3, 5]]","[[5, 3], [2, 6]]",8,6,8,5
23,5,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[5, 20, 36, 26, 17, 29, 28, 23, 38, 34, 15, 37, 18, 11, 7, 27, 22, 35, 31, 32, 16, 9, 8, 0]","[10, 30, 4, 13, 25, 3, 21, 2, 6, 19, 14, 24, 12, 39, 1, 33]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,81.25,81.25,0.625,81.74603174603175,81.25,"{1: 9, 2: 7}","[[7, 1], [2, 6]]","[[6, 2], [1, 7]]",8,7,8,6
23,5,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[5, 20, 36, 26, 17, 29, 28, 23, 38, 34, 15, 37, 18, 11, 7, 27, 22, 35, 31, 32, 16, 9, 8, 0]","[10, 30, 4, 13, 25, 3, 21, 2, 6, 19, 14, 24, 12, 39, 1, 33]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,50.0,50.0,0.0,50.0,50.0,"{1: 10, 2: 6}","[[5, 3], [5, 3]]","[[3, 5], [3, 5]]",8,5,8,3
23,6,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[22, 2, 30, 20, 32, 35, 9, 6, 21, 34, 3, 15, 29, 16, 19, 10, 5, 33, 24, 38, 11, 25, 14, 17]","[8, 13, 23, 27, 37, 36, 7, 1, 4, 12, 28, 31, 26, 0, 39, 18]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,68.75,68.75,0.375,69.04761904761905,68.75,"{1: 9, 2: 7}","[[6, 2], [3, 5]]","[[5, 3], [2, 6]]",8,6,8,5
23,6,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[22, 2, 30, 20, 32, 35, 9, 6, 21, 34, 3, 15, 29, 16, 19, 10, 5, 33, 24, 38, 11, 25, 14, 17]","[8, 13, 23, 27, 37, 36, 7, 1, 4, 12, 28, 31, 26, 0, 39, 18]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 9, 2: 7}","[[5, 3], [4, 4]]","[[4, 4], [3, 5]]",8,5,8,4
23,7,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[11, 27, 32, 21, 5, 36, 33, 30, 19, 31, 24, 29, 20, 6, 13, 0, 26, 16, 35, 38, 15, 22, 4, 17]","[1, 7, 14, 3, 37, 25, 28, 2, 8, 39, 34, 10, 23, 9, 18, 12]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,56.25,56.25,0.125,57.27272727272727,56.25,"{1: 11, 2: 5}","[[6, 2], [5, 3]]","[[3, 5], [2, 6]]",8,6,8,3
23,7,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[11, 27, 32, 21, 5, 36, 33, 30, 19, 31, 24, 29, 20, 6, 13, 0, 26, 16, 35, 38, 15, 22, 4, 17]","[1, 7, 14, 3, 37, 25, 28, 2, 8, 39, 34, 10, 23, 9, 18, 12]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 9, 2: 7}","[[5, 3], [4, 4]]","[[4, 4], [3, 5]]",8,5,8,4
23,8,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[26, 1, 34, 39, 31, 35, 16, 23, 17, 11, 30, 24, 3, 20, 0, 29, 28, 8, 6, 27, 5, 19, 12, 36]","[10, 13, 38, 22, 15, 37, 4, 21, 7, 14, 33, 25, 18, 32, 2, 9]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,62.5,62.5,0.25,62.5,62.5,"{1: 8, 2: 8}","[[5, 3], [3, 5]]","[[5, 3], [3, 5]]",8,5,8,5
23,8,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[26, 1, 34, 39, 31, 35, 16, 23, 17, 11, 30, 24, 3, 20, 0, 29, 28, 8, 6, 27, 5, 19, 12, 36]","[10, 13, 38, 22, 15, 37, 4, 21, 7, 14, 33, 25, 18, 32, 2, 9]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,60.256410256410255,56.25,"{1: 13, 2: 3}","[[7, 1], [6, 2]]","[[2, 6], [1, 7]]",8,7,8,2
23,9,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[3, 15, 26, 14, 6, 29, 17, 21, 33, 23, 36, 0, 16, 24, 9, 13, 34, 20, 22, 25, 11, 35, 18, 8]","[31, 10, 5, 32, 2, 19, 37, 7, 38, 1, 28, 4, 30, 39, 27, 12]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,62.5,62.5,0.25,63.33333333333333,62.5,"{1: 6, 2: 10}","[[4, 4], [2, 6]]","[[6, 2], [4, 4]]",8,4,8,6
23,9,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[3, 15, 26, 14, 6, 29, 17, 21, 33, 23, 36, 0, 16, 24, 9, 13, 34, 20, 22, 25, 11, 35, 18, 8]","[31, 10, 5, 32, 2, 19, 37, 7, 38, 1, 28, 4, 30, 39, 27, 12]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,50.0,50.0,0.0,50.0,50.0,"{1: 4, 2: 12}","[[2, 6], [2, 6]]","[[6, 2], [6, 2]]",8,2,8,6
23,10,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[35, 20, 19, 5, 33, 22, 3, 12, 32, 13, 39, 9, 4, 18, 26, 10, 34, 21, 38, 30, 7, 23, 17, 36]","[16, 28, 14, 11, 6, 27, 37, 2, 25, 24, 29, 8, 15, 0, 31, 1]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,75.0,75.0,0.5,83.33333333333333,75.0,"{1: 4, 2: 12}","[[4, 4], [0, 8]]","[[8, 0], [4, 4]]",8,4,8,8
23,10,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[35, 20, 19, 5, 33, 22, 3, 12, 32, 13, 39, 9, 4, 18, 26, 10, 34, 21, 38, 30, 7, 23, 17, 36]","[16, 28, 14, 11, 6, 27, 37, 2, 25, 24, 29, 8, 15, 0, 31, 1]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,37.5,37.5,-0.25,21.428571428571427,37.5,"{1: 2, 2: 14}","[[0, 8], [2, 6]]","[[6, 2], [8, 0]]",8,0,8,6
24,1,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[36, 1, 34, 19, 37, 15, 18, 28, 30, 35, 16, 24, 2, 27, 11, 33, 39, 4, 0, 21, 17, 25, 20, 22]","[14, 8, 10, 31, 38, 13, 7, 12, 3, 6, 32, 26, 5, 23, 9, 29]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 7, 2: 9}","[[4, 4], [3, 5]]","[[5, 3], [4, 4]]",8,4,8,5
24,1,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[36, 1, 34, 19, 37, 15, 18, 28, 30, 35, 16, 24, 2, 27, 11, 33, 39, 4, 0, 21, 17, 25, 20, 22]","[14, 8, 10, 31, 38, 13, 7, 12, 3, 6, 32, 26, 5, 23, 9, 29]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,43.75,43.75,-0.125,43.65079365079365,43.75,"{1: 7, 2: 9}","[[3, 5], [4, 4]]","[[4, 4], [5, 3]]",8,3,8,4
24,2,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[7, 11, 33, 17, 24, 36, 22, 6, 27, 26, 14, 31, 1, 0, 20, 34, 32, 35, 29, 15, 10, 5, 23, 30]","[25, 18, 12, 8, 4, 21, 2, 19, 9, 13, 37, 38, 3, 28, 39, 16]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,50.0,50.0,0.0,50.0,50.0,"{1: 4, 2: 12}","[[2, 6], [2, 6]]","[[6, 2], [6, 2]]",8,2,8,6
24,2,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[7, 11, 33, 17, 24, 36, 22, 6, 27, 26, 14, 31, 1, 0, 20, 34, 32, 35, 29, 15, 10, 5, 23, 30]","[25, 18, 12, 8, 4, 21, 2, 19, 9, 13, 37, 38, 3, 28, 39, 16]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 7, 2: 9}","[[4, 4], [3, 5]]","[[5, 3], [4, 4]]",8,4,8,5
24,3,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[19, 24, 0, 36, 29, 21, 1, 2, 4, 6, 13, 11, 26, 39, 18, 33, 34, 14, 25, 35, 7, 8, 9, 16]","[37, 3, 5, 23, 20, 38, 30, 10, 15, 22, 27, 12, 31, 17, 32, 28]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,56.25,56.25,0.125,57.27272727272727,56.25,"{1: 5, 2: 11}","[[3, 5], [2, 6]]","[[6, 2], [5, 3]]",8,3,8,6
24,3,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[19, 24, 0, 36, 29, 21, 1, 2, 4, 6, 13, 11, 26, 39, 18, 33, 34, 14, 25, 35, 7, 8, 9, 16]","[37, 3, 5, 23, 20, 38, 30, 10, 15, 22, 27, 12, 31, 17, 32, 28]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,43.75,43.75,-0.125,39.743589743589745,43.75,"{1: 3, 2: 13}","[[1, 7], [2, 6]]","[[6, 2], [7, 1]]",8,1,8,6
24,4,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[35, 5, 16, 6, 19, 37, 13, 12, 0, 36, 30, 26, 8, 23, 24, 33, 17, 28, 39, 15, 9, 7, 32, 10]","[2, 1, 25, 3, 29, 27, 34, 31, 21, 18, 38, 20, 11, 22, 4, 14]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,31.25,31.25,-0.375,30.952380952380953,31.25,"{1: 7, 2: 9}","[[2, 6], [5, 3]]","[[3, 5], [6, 2]]",8,2,8,3
24,4,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[35, 5, 16, 6, 19, 37, 13, 12, 0, 36, 30, 26, 8, 23, 24, 33, 17, 28, 39, 15, 9, 7, 32, 10]","[2, 1, 25, 3, 29, 27, 34, 31, 21, 18, 38, 20, 11, 22, 4, 14]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,37.5,37.5,-0.25,36.66666666666667,37.5,"{1: 6, 2: 10}","[[2, 6], [4, 4]]","[[4, 4], [6, 2]]",8,2,8,4
24,5,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[24, 7, 29, 32, 23, 2, 17, 9, 1, 13, 0, 20, 22, 38, 36, 31, 18, 27, 8, 11, 6, 14, 3, 39]","[15, 33, 10, 19, 12, 30, 37, 5, 16, 28, 25, 34, 21, 4, 35, 26]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,62.5,62.5,0.25,62.5,62.5,"{1: 8, 2: 8}","[[5, 3], [3, 5]]","[[5, 3], [3, 5]]",8,5,8,5
24,5,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[24, 7, 29, 32, 23, 2, 17, 9, 1, 13, 0, 20, 22, 38, 36, 31, 18, 27, 8, 11, 6, 14, 3, 39]","[15, 33, 10, 19, 12, 30, 37, 5, 16, 28, 25, 34, 21, 4, 35, 26]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,43.75,43.75,-0.125,42.72727272727273,43.75,"{1: 11, 2: 5}","[[5, 3], [6, 2]]","[[2, 6], [3, 5]]",8,5,8,2
24,6,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[38, 29, 9, 4, 12, 25, 24, 21, 27, 31, 13, 11, 2, 6, 0, 7, 3, 28, 34, 16, 23, 20, 26, 33]","[15, 32, 37, 22, 1, 19, 10, 39, 30, 8, 14, 5, 36, 35, 18, 17]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,25.0,25.0,-0.5,23.333333333333332,25.0,"{1: 6, 2: 10}","[[1, 7], [5, 3]]","[[3, 5], [7, 1]]",8,1,8,3
24,6,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[38, 29, 9, 4, 12, 25, 24, 21, 27, 31, 13, 11, 2, 6, 0, 7, 3, 28, 34, 16, 23, 20, 26, 33]","[15, 32, 37, 22, 1, 19, 10, 39, 30, 8, 14, 5, 36, 35, 18, 17]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 9, 2: 7}","[[5, 3], [4, 4]]","[[4, 4], [3, 5]]",8,5,8,4
24,7,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[20, 14, 30, 15, 18, 39, 17, 2, 22, 13, 28, 31, 1, 6, 32, 7, 33, 23, 26, 10, 21, 27, 3, 34]","[8, 25, 16, 12, 37, 19, 38, 0, 36, 9, 24, 29, 35, 4, 5, 11]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,37.5,37.5,-0.25,36.66666666666667,37.5,"{1: 6, 2: 10}","[[2, 6], [4, 4]]","[[4, 4], [6, 2]]",8,2,8,4
24,7,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[20, 14, 30, 15, 18, 39, 17, 2, 22, 13, 28, 31, 1, 6, 32, 7, 33, 23, 26, 10, 21, 27, 3, 34]","[8, 25, 16, 12, 37, 19, 38, 0, 36, 9, 24, 29, 35, 4, 5, 11]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,37.5,37.5,-0.25,36.66666666666667,37.5,"{1: 6, 2: 10}","[[2, 6], [4, 4]]","[[4, 4], [6, 2]]",8,2,8,4
24,8,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[15, 36, 20, 2, 19, 33, 3, 38, 23, 4, 17, 12, 18, 6, 29, 5, 24, 39, 1, 8, 0, 28, 13, 37]","[27, 11, 10, 14, 16, 9, 31, 25, 35, 32, 22, 26, 30, 34, 21, 7]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,43.75,43.75,-0.125,43.65079365079365,43.75,"{1: 9, 2: 7}","[[4, 4], [5, 3]]","[[3, 5], [4, 4]]",8,4,8,3
24,8,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[15, 36, 20, 2, 19, 33, 3, 38, 23, 4, 17, 12, 18, 6, 29, 5, 24, 39, 1, 8, 0, 28, 13, 37]","[27, 11, 10, 14, 16, 9, 31, 25, 35, 32, 22, 26, 30, 34, 21, 7]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,31.25,31.25,-0.375,28.181818181818187,31.25,"{1: 11, 2: 5}","[[4, 4], [7, 1]]","[[1, 7], [4, 4]]",8,4,8,1
24,9,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[38, 14, 19, 27, 1, 16, 23, 17, 6, 4, 21, 37, 12, 10, 39, 35, 9, 36, 15, 8, 22, 25, 30, 2]","[34, 11, 28, 3, 18, 24, 0, 5, 26, 20, 32, 31, 13, 33, 29, 7]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,31.25,31.25,-0.375,28.181818181818187,31.25,"{1: 5, 2: 11}","[[1, 7], [4, 4]]","[[4, 4], [7, 1]]",8,1,8,4
24,9,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[38, 14, 19, 27, 1, 16, 23, 17, 6, 4, 21, 37, 12, 10, 39, 35, 9, 36, 15, 8, 22, 25, 30, 2]","[34, 11, 28, 3, 18, 24, 0, 5, 26, 20, 32, 31, 13, 33, 29, 7]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,37.5,37.5,-0.25,36.66666666666667,37.5,"{1: 6, 2: 10}","[[2, 6], [4, 4]]","[[4, 4], [6, 2]]",8,2,8,4
24,10,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[1, 4, 10, 0, 18, 11, 38, 37, 19, 31, 21, 32, 9, 8, 16, 25, 17, 27, 22, 20, 24, 29, 12, 15]","[5, 7, 34, 28, 3, 2, 33, 6, 14, 39, 30, 13, 26, 36, 23, 35]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,37.5,37.5,-0.25,36.66666666666667,37.5,"{1: 6, 2: 10}","[[2, 6], [4, 4]]","[[4, 4], [6, 2]]",8,2,8,4
24,10,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[1, 4, 10, 0, 18, 11, 38, 37, 19, 31, 21, 32, 9, 8, 16, 25, 17, 27, 22, 20, 24, 29, 12, 15]","[5, 7, 34, 28, 3, 2, 33, 6, 14, 39, 30, 13, 26, 36, 23, 35]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,31.25,31.25,-0.375,19.230769230769234,31.25,"{1: 13, 2: 3}","[[5, 3], [8, 0]]","[[0, 8], [3, 5]]",8,5,8,0
25,1,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[2, 11, 34, 31, 32, 18, 10, 27, 7, 28, 23, 29, 22, 19, 39, 20, 35, 16, 12, 9, 17, 8, 1, 0]","[14, 38, 36, 6, 24, 21, 25, 15, 37, 4, 5, 3, 33, 30, 26, 13]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,43.75,43.75,-0.125,42.72727272727273,43.75,"{1: 11, 2: 5}","[[5, 3], [6, 2]]","[[2, 6], [3, 5]]",8,5,8,2
25,1,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[2, 11, 34, 31, 32, 18, 10, 27, 7, 28, 23, 29, 22, 19, 39, 20, 35, 16, 12, 9, 17, 8, 1, 0]","[14, 38, 36, 6, 24, 21, 25, 15, 37, 4, 5, 3, 33, 30, 26, 13]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,50.0,50.0,0.0,50.0,50.0,"{1: 10, 2: 6}","[[5, 3], [5, 3]]","[[3, 5], [3, 5]]",8,5,8,3
25,2,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[24, 8, 33, 35, 26, 11, 34, 30, 25, 2, 1, 37, 32, 3, 28, 36, 27, 7, 13, 15, 22, 38, 4, 19]","[5, 9, 39, 21, 6, 16, 31, 20, 0, 10, 14, 17, 18, 29, 12, 23]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,68.75,68.75,0.375,71.81818181818183,68.75,"{1: 5, 2: 11}","[[4, 4], [1, 7]]","[[7, 1], [4, 4]]",8,4,8,7
25,2,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[24, 8, 33, 35, 26, 11, 34, 30, 25, 2, 1, 37, 32, 3, 28, 36, 27, 7, 13, 15, 22, 38, 4, 19]","[5, 9, 39, 21, 6, 16, 31, 20, 0, 10, 14, 17, 18, 29, 12, 23]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,75.0,75.0,0.5,76.66666666666666,75.0,"{1: 6, 2: 10}","[[5, 3], [1, 7]]","[[7, 1], [3, 5]]",8,5,8,7
25,3,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[25, 34, 17, 23, 14, 38, 29, 21, 12, 7, 24, 15, 9, 36, 19, 16, 0, 28, 32, 4, 27, 3, 18, 11]","[35, 39, 1, 37, 6, 13, 2, 30, 31, 33, 5, 8, 22, 26, 20, 10]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,68.75,68.75,0.375,69.04761904761905,68.75,"{1: 7, 2: 9}","[[5, 3], [2, 6]]","[[6, 2], [3, 5]]",8,5,8,6
25,3,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[25, 34, 17, 23, 14, 38, 29, 21, 12, 7, 24, 15, 9, 36, 19, 16, 0, 28, 32, 4, 27, 3, 18, 11]","[35, 39, 1, 37, 6, 13, 2, 30, 31, 33, 5, 8, 22, 26, 20, 10]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 9, 2: 7}","[[5, 3], [4, 4]]","[[4, 4], [3, 5]]",8,5,8,4
25,4,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[33, 21, 18, 3, 36, 38, 11, 16, 5, 29, 9, 39, 20, 22, 26, 15, 13, 34, 17, 14, 32, 1, 28, 10]","[24, 35, 6, 8, 0, 2, 7, 12, 19, 30, 31, 25, 4, 27, 23, 37]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,37.5,37.5,-0.25,36.66666666666667,37.5,"{1: 6, 2: 10}","[[2, 6], [4, 4]]","[[4, 4], [6, 2]]",8,2,8,4
25,4,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[33, 21, 18, 3, 36, 38, 11, 16, 5, 29, 9, 39, 20, 22, 26, 15, 13, 34, 17, 14, 32, 1, 28, 10]","[24, 35, 6, 8, 0, 2, 7, 12, 19, 30, 31, 25, 4, 27, 23, 37]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 7, 2: 9}","[[4, 4], [3, 5]]","[[5, 3], [4, 4]]",8,4,8,5
25,5,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[1, 9, 25, 10, 14, 34, 28, 30, 4, 32, 22, 12, 35, 11, 20, 17, 16, 3, 6, 5, 21, 27, 33, 19]","[26, 2, 38, 36, 15, 13, 39, 8, 23, 7, 29, 31, 18, 24, 37, 0]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,56.25,56.25,0.125,56.34920634920635,56.25,"{1: 9, 2: 7}","[[5, 3], [4, 4]]","[[4, 4], [3, 5]]",8,5,8,4
25,5,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[1, 9, 25, 10, 14, 34, 28, 30, 4, 32, 22, 12, 35, 11, 20, 17, 16, 3, 6, 5, 21, 27, 33, 19]","[26, 2, 38, 36, 15, 13, 39, 8, 23, 7, 29, 31, 18, 24, 37, 0]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,75.0,75.0,0.5,75.0,75.0,"{1: 8, 2: 8}","[[6, 2], [2, 6]]","[[6, 2], [2, 6]]",8,6,8,6
25,6,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[36, 12, 30, 38, 32, 27, 29, 9, 1, 11, 3, 0, 19, 22, 8, 17, 2, 28, 14, 13, 33, 37, 18, 15]","[26, 25, 35, 21, 31, 16, 20, 5, 23, 10, 24, 39, 34, 7, 4, 6]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,68.75,68.75,0.375,69.04761904761905,68.75,"{1: 9, 2: 7}","[[6, 2], [3, 5]]","[[5, 3], [2, 6]]",8,6,8,5
25,6,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[36, 12, 30, 38, 32, 27, 29, 9, 1, 11, 3, 0, 19, 22, 8, 17, 2, 28, 14, 13, 33, 37, 18, 15]","[26, 25, 35, 21, 31, 16, 20, 5, 23, 10, 24, 39, 34, 7, 4, 6]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,50.0,50.0,0.0,50.0,50.0,"{1: 12, 2: 4}","[[6, 2], [6, 2]]","[[2, 6], [2, 6]]",8,6,8,2
25,7,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[35, 16, 2, 18, 21, 34, 17, 20, 15, 7, 1, 23, 11, 19, 25, 10, 4, 32, 12, 38, 3, 30, 13, 26]","[6, 33, 36, 5, 14, 27, 28, 29, 22, 37, 8, 24, 0, 9, 31, 39]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,62.5,62.5,0.25,66.66666666666667,62.5,"{1: 12, 2: 4}","[[7, 1], [5, 3]]","[[3, 5], [1, 7]]",8,7,8,3
25,7,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[35, 16, 2, 18, 21, 34, 17, 20, 15, 7, 1, 23, 11, 19, 25, 10, 4, 32, 12, 38, 3, 30, 13, 26]","[6, 33, 36, 5, 14, 27, 28, 29, 22, 37, 8, 24, 0, 9, 31, 39]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,50.0,50.0,0.0,50.0,50.0,"{1: 8, 2: 8}","[[4, 4], [4, 4]]","[[4, 4], [4, 4]]",8,4,8,4
25,8,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[25, 0, 20, 16, 34, 13, 31, 19, 22, 27, 9, 32, 38, 11, 36, 33, 26, 6, 35, 21, 8, 3, 12, 5]","[30, 7, 1, 39, 15, 10, 24, 29, 2, 28, 14, 17, 37, 4, 18, 23]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,43.75,43.75,-0.125,43.65079365079365,43.75,"{1: 9, 2: 7}","[[4, 4], [5, 3]]","[[3, 5], [4, 4]]",8,4,8,3
25,8,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[25, 0, 20, 16, 34, 13, 31, 19, 22, 27, 9, 32, 38, 11, 36, 33, 26, 6, 35, 21, 8, 3, 12, 5]","[30, 7, 1, 39, 15, 10, 24, 29, 2, 28, 14, 17, 37, 4, 18, 23]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,68.75,68.75,0.375,71.81818181818183,68.75,"{1: 11, 2: 5}","[[7, 1], [4, 4]]","[[4, 4], [1, 7]]",8,7,8,4
25,9,CSP_LDA,1_5s,500,2500,24,16,29,2000,"[7, 3, 4, 13, 27, 2, 22, 6, 10, 8, 28, 37, 18, 38, 29, 20, 19, 25, 9, 14, 12, 33, 17, 21]","[23, 30, 11, 24, 34, 15, 0, 36, 1, 39, 16, 31, 32, 35, 5, 26]","{1: 12, 2: 12}","{1: 8, 2: 8}",4,68.75,68.75,0.375,69.04761904761905,68.75,"{1: 9, 2: 7}","[[6, 2], [3, 5]]","[[5, 3], [2, 6]]",8,6,8,5
25,9,FBCSP_SVM,1_5s,500,2500,24,16,29,2000,"[7, 3, 4, 13, 27, 2, 22, 6, 10, 8, 28, 37, 18, 38, 29, 20, 19, 25, 9, 14, 12, 33, 17, 21]","[23, 30, 11, 24, 34, 15, 0, 36, 1, 39, 16, 31, 32, 35, 5, 26]","{1: 12, 2: 12}","{1: 8, 2: 8}",76,56.25,56.25,0.125,57.27272727272727,56.25,"{1: 11, 2: 5}","[[6, 2], [5, 3]]","[[3, 5], [2, 6]]",8,6,8,3
