window_name,window_start_sample,window_stop_sample,method_name,subject_id,mean_accuracy,std_accuracy,mean_balanced_accuracy,mean_kappa_sklearn,n_repeats
3_7s,1500,3500,CSP_LDA,13,50.625,8.041774610674493,50.625,0.0125,10
3_7s,1500,3500,CSP_LDA,14,44.375,10.80525206657495,44.375,-0.1125,10
3_7s,1500,3500,CSP_LDA,15,48.75,11.711224435462663,48.75,-0.025,10
3_7s,1500,3500,CSP_LDA,16,54.375,10.22744809052798,54.375,0.0875,10
3_7s,1500,3500,CSP_LDA,17,58.75,8.936504412303007,58.75,0.175,10
3_7s,1500,3500,CSP_LDA,18,43.75,12.147816447594376,43.75,-0.125,10
3_7s,1500,3500,CSP_LDA,19,38.125,9.524274542218718,38.125,-0.2375,10
3_7s,1500,3500,CSP_LDA,20,56.875,5.4724689735682075,56.875,0.1375,10
3_7s,1500,3500,CSP_LDA,21,43.125,11.949691999749989,43.125,-0.1375,10
3_7s,1500,3500,CSP_LDA,22,59.375,15.65968372747178,59.375,0.1875,10
3_7s,1500,3500,CSP_LDA,23,83.75,7.336173692357919,83.75,0.675,10
3_7s,1500,3500,CSP_LDA,24,50.625,11.580785091406081,50.625,0.0125,10
3_7s,1500,3500,CSP_LDA,25,37.5,9.771699499632144,37.5,-0.25,10
3_7s,1500,3500,CSP_LDA,26,51.25,9.682458365518542,51.25,0.025,10
3_7s,1500,3500,CSP_LDA,27,42.5,14.373490258883619,42.5,-0.15,10
3_7s,1500,3500,CSP_LDA,28,65.0,9.409658158863513,65.0,0.3,10
3_7s,1500,3500,CSP_LDA,29,50.0,11.785113019775793,50.0,0.0,10
3_7s,1500,3500,CSP_LDA,30,57.5,7.68295371441074,57.5,0.15,10
3_7s,1500,3500,CSP_LDA,31,45.0,9.223309842157773,45.0,-0.1,10
3_7s,1500,3500,CSP_LDA,32,45.625,7.822909731466077,45.625,-0.0875,10
3_7s,1500,3500,CSP_LDA,33,52.5,11.102427162061856,52.5,0.05,10
3_7s,1500,3500,CSP_LDA,34,50.0,11.41088661469096,50.0,0.0,10
3_7s,1500,3500,CSP_LDA,35,46.25,14.191155304938668,46.25,-0.075,10
3_7s,1500,3500,CSP_LDA,36,41.25,9.409658158863513,41.25,-0.175,10
3_7s,1500,3500,CSP_LDA,37,55.0,17.873008824606014,55.0,0.1,10
3_7s,1500,3500,CSP_LDA,38,53.75,13.881942707464734,53.75,0.075,10
3_7s,1500,3500,CSP_LDA,39,45.625,14.448784070333087,45.625,-0.0875,10
3_7s,1500,3500,CSP_LDA,40,57.5,9.223309842157773,57.5,0.15,10
3_7s,1500,3500,CSP_LDA,41,40.0,7.33617369235792,40.0,-0.2,10
3_7s,1500,3500,CSP_LDA,42,57.5,5.743353646704259,57.5,0.15,10
3_7s,1500,3500,CSP_LDA,43,43.75,11.41088661469096,43.75,-0.125,10
3_7s,1500,3500,CSP_LDA,44,45.0,8.740073734751263,45.0,-0.1,10
3_7s,1500,3500,CSP_LDA,45,57.5,14.965237496723306,57.5,0.15,10
3_7s,1500,3500,CSP_LDA,46,38.75,14.67234738471584,38.75,-0.225,10
3_7s,1500,3500,CSP_LDA,47,58.75,9.860132971832693,58.75,0.175,10
3_7s,1500,3500,CSP_LDA,48,40.0,8.436856971381912,40.0,-0.2,10
3_7s,1500,3500,CSP_LDA,49,49.375,6.878155841341323,49.375,-0.0125,10
3_7s,1500,3500,CSP_LDA,50,46.25,12.56925260749863,46.25,-0.075,10
3_7s,1500,3500,FBCSP_SVM,1,49.375,5.4724689735682075,49.375,-0.0125,10
3_7s,1500,3500,FBCSP_SVM,2,41.875,8.359334436557868,41.875,-0.1625,10
3_7s,1500,3500,FBCSP_SVM,3,50.625,11.19973337976301,50.625,0.0125,10
3_7s,1500,3500,FBCSP_SVM,4,37.5,9.771699499632145,37.5,-0.25,10
3_7s,1500,3500,FBCSP_SVM,5,43.125,8.041774610674494,43.125,-0.1375,10
3_7s,1500,3500,FBCSP_SVM,6,54.375,12.165667767213694,54.375,0.0875,10
3_7s,1500,3500,FBCSP_SVM,7,79.375,5.929270612815709,79.375,0.5875,10
3_7s,1500,3500,FBCSP_SVM,8,46.25,9.860132971832694,46.25,-0.075,10
3_7s,1500,3500,FBCSP_SVM,9,54.375,5.145453764678529,54.375,0.0875,10
3_7s,1500,3500,FBCSP_SVM,10,50.0,12.842529172852034,50.0,0.0,10
3_7s,1500,3500,FBCSP_SVM,11,51.25,13.110110602126895,51.25,0.025,10
3_7s,1500,3500,FBCSP_SVM,12,45.625,8.863353077576102,45.625,-0.0875,10
3_7s,1500,3500,FBCSP_SVM,13,48.75,17.380544678845173,48.75,-0.025,10
3_7s,1500,3500,FBCSP_SVM,14,38.75,12.0761472884912,38.75,-0.225,10
3_7s,1500,3500,FBCSP_SVM,15,58.125,10.22744809052798,58.125,0.1625,10
3_7s,1500,3500,FBCSP_SVM,16,56.875,11.580785091406081,56.875,0.1375,10
3_7s,1500,3500,FBCSP_SVM,17,49.375,10.395812458228873,49.375,-0.0125,10
3_7s,1500,3500,FBCSP_SVM,18,46.25,12.909944487358056,46.25,-0.075,10
3_7s,1500,3500,FBCSP_SVM,19,40.625,13.89756673346493,40.625,-0.1875,10
3_7s,1500,3500,FBCSP_SVM,20,59.375,6.073908223797188,59.375,0.1875,10
3_7s,1500,3500,FBCSP_SVM,21,44.375,9.524274542218718,44.375,-0.1125,10
3_7s,1500,3500,FBCSP_SVM,22,51.875,10.22744809052798,51.875,0.0375,10
3_7s,1500,3500,FBCSP_SVM,23,65.0,10.290907529357057,65.0,0.3,10
3_7s,1500,3500,FBCSP_SVM,24,50.625,10.395812458228875,50.625,0.0125,10
3_7s,1500,3500,FBCSP_SVM,25,46.875,11.505584392903398,46.875,-0.0625,10
3_7s,1500,3500,FBCSP_SVM,26,57.5,10.540925533894598,57.5,0.15,10
3_7s,1500,3500,FBCSP_SVM,27,45.0,8.740073734751263,45.0,-0.1,10
3_7s,1500,3500,FBCSP_SVM,28,74.375,7.482618748361653,74.375,0.4875,10
3_7s,1500,3500,FBCSP_SVM,29,50.625,11.580785091406081,50.625,0.0125,10
3_7s,1500,3500,FBCSP_SVM,30,61.875,11.58078509140608,61.875,0.2375,10
3_7s,1500,3500,FBCSP_SVM,31,46.25,10.290907529357057,46.25,-0.075,10
3_7s,1500,3500,FBCSP_SVM,32,48.75,9.223309842157771,48.75,-0.025,10
3_7s,1500,3500,FBCSP_SVM,33,43.125,9.969571761671165,43.125,-0.1375,10
3_7s,1500,3500,FBCSP_SVM,34,50.625,4.611654921078886,50.625,0.0125,10
3_7s,1500,3500,FBCSP_SVM,35,41.875,9.340213238108289,41.875,-0.1625,10
3_7s,1500,3500,FBCSP_SVM,36,43.75,11.41088661469096,43.75,-0.125,10
3_7s,1500,3500,FBCSP_SVM,37,65.625,14.508737788733457,65.625,0.3125,10
3_7s,1500,3500,FBCSP_SVM,38,50.0,13.501543121683042,50.0,0.0,10
3_7s,1500,3500,FBCSP_SVM,39,48.125,13.83496476323666,48.125,-0.0375,10
3_7s,1500,3500,FBCSP_SVM,40,60.625,7.822909731466078,60.625,0.2125,10
3_7s,1500,3500,FBCSP_SVM,41,42.5,10.540925533894598,42.5,-0.15,10
3_7s,1500,3500,FBCSP_SVM,42,63.125,10.80525206657495,63.125,0.2625,10
3_7s,1500,3500,FBCSP_SVM,43,42.5,7.68295371441074,42.5,-0.15,10
3_7s,1500,3500,FBCSP_SVM,44,58.125,12.859416135009138,58.125,0.1625,10
3_7s,1500,3500,FBCSP_SVM,45,63.125,15.436361294035585,63.125,0.2625,10
3_7s,1500,3500,FBCSP_SVM,46,34.375,7.365695637359871,34.375,-0.3125,10
3_7s,1500,3500,FBCSP_SVM,47,42.5,11.711224435462663,42.5,-0.15,10
3_7s,1500,3500,FBCSP_SVM,48,42.5,10.540925533894598,42.5,-0.15,10
3_7s,1500,3500,FBCSP_SVM,49,46.25,8.936504412303007,46.25,-0.075,10
3_7s,1500,3500,FBCSP_SVM,50,45.0,6.454972243679028,45.0,-0.1,10
4_8s,2000,4000,CSP_LDA,1,39.375,11.429888936954336,39.375,-0.2125,10
4_8s,2000,4000,CSP_LDA,2,41.875,9.340213238108289,41.875,-0.1625,10
4_8s,2000,4000,CSP_LDA,3,46.25,10.70436048222094,46.25,-0.075,10
4_8s,2000,4000,CSP_LDA,4,49.375,14.863382484780807,49.375,-0.0125,10
4_8s,2000,4000,CSP_LDA,5,48.75,10.540925533894598,48.75,-0.025,10
4_8s,2000,4000,CSP_LDA,6,55.0,15.252504348102605,55.0,0.1,10
4_8s,2000,4000,CSP_LDA,7,81.25,15.866193970549809,81.25,0.625,10
4_8s,2000,4000,CSP_LDA,8,46.875,11.121956512532616,46.875,-0.0625,10
4_8s,2000,4000,CSP_LDA,9,68.125,11.580785091406081,68.125,0.3625,10
4_8s,2000,4000,CSP_LDA,10,46.875,10.311973892303818,46.875,-0.0625,10
4_8s,2000,4000,CSP_LDA,11,53.125,16.20453040219171,53.125,0.0625,10
4_8s,2000,4000,CSP_LDA,12,50.625,11.949691999749989,50.625,0.0125,10
4_8s,2000,4000,CSP_LDA,13,41.875,9.793882727952631,41.875,-0.1625,10
4_8s,2000,4000,CSP_LDA,14,40.625,12.236812629657011,40.625,-0.1875,10
4_8s,2000,4000,CSP_LDA,15,57.5,7.095577652469334,57.5,0.15,10
4_8s,2000,4000,CSP_LDA,16,57.5,17.12900399257872,57.5,0.15,10
4_8s,2000,4000,CSP_LDA,17,52.5,14.493772609105072,52.5,0.05,10
4_8s,2000,4000,CSP_LDA,18,43.125,11.19973337976301,43.125,-0.1375,10
4_8s,2000,4000,CSP_LDA,19,37.5,8.838834764831843,37.5,-0.25,10
4_8s,2000,4000,CSP_LDA,20,55.625,8.56450199628936,55.625,0.1125,10
4_8s,2000,4000,CSP_LDA,21,45.625,13.517606831256947,45.625,-0.0875,10
4_8s,2000,4000,CSP_LDA,22,54.375,14.746115307655325,54.375,0.0875,10
4_8s,2000,4000,CSP_LDA,23,56.875,11.19973337976301,56.875,0.1375,10
4_8s,2000,4000,CSP_LDA,24,48.75,7.095577652469333,48.75,-0.025,10
4_8s,2000,4000,CSP_LDA,25,53.125,8.462540004829124,53.125,0.0625,10
4_8s,2000,4000,CSP_LDA,26,47.5,6.718548123582124,47.5,-0.05,10
4_8s,2000,4000,CSP_LDA,27,57.5,13.756311682682648,57.5,0.15,10
4_8s,2000,4000,CSP_LDA,28,77.5,4.370036867375631,77.5,0.55,10
4_8s,2000,4000,CSP_LDA,29,41.875,9.793882727952631,41.875,-0.1625,10
4_8s,2000,4000,CSP_LDA,30,56.25,11.02396379610246,56.25,0.125,10
4_8s,2000,4000,CSP_LDA,31,43.75,10.622957319984968,43.75,-0.125,10
4_8s,2000,4000,CSP_LDA,32,50.0,7.795119555779044,50.0,0.0,10
4_8s,2000,4000,CSP_LDA,33,43.125,12.655285457072868,43.125,-0.1375,10
4_8s,2000,4000,CSP_LDA,34,51.875,9.340213238108289,51.875,0.0375,10
4_8s,2000,4000,CSP_LDA,35,48.75,9.223309842157773,48.75,-0.025,10
4_8s,2000,4000,CSP_LDA,36,43.125,12.655285457072868,43.125,-0.1375,10
4_8s,2000,4000,CSP_LDA,37,46.25,16.45701471510958,46.25,-0.075,10
4_8s,2000,4000,CSP_LDA,38,57.5,13.437096247164249,57.5,0.15,10
4_8s,2000,4000,CSP_LDA,39,39.375,12.165667767213694,39.375,-0.2125,10
4_8s,2000,4000,CSP_LDA,40,64.375,12.517349071499835,64.375,0.2875,10
4_8s,2000,4000,CSP_LDA,41,46.875,9.432692852226475,46.875,-0.0625,10
4_8s,2000,4000,CSP_LDA,42,59.375,7.933096985274905,59.375,0.1875,10
4_8s,2000,4000,CSP_LDA,43,35.625,13.834964763236659,35.625,-0.2875,10
4_8s,2000,4000,CSP_LDA,44,52.5,19.587765455905263,52.5,0.05,10
4_8s,2000,4000,CSP_LDA,45,61.25,9.223309842157773,61.25,0.225,10
4_8s,2000,4000,CSP_LDA,46,50.0,8.838834764831844,50.0,0.0,10
4_8s,2000,4000,CSP_LDA,47,60.625,16.93789718681487,60.625,0.2125,10
4_8s,2000,4000,CSP_LDA,48,43.75,12.5,43.75,-0.125,10
4_8s,2000,4000,CSP_LDA,49,49.375,11.19973337976301,49.375,-0.0125,10
4_8s,2000,4000,CSP_LDA,50,61.875,18.03016376951567,61.875,0.2375,10
4_8s,2000,4000,FBCSP_SVM,1,42.5,9.682458365518542,42.5,-0.15,10
4_8s,2000,4000,FBCSP_SVM,2,48.125,7.246886304552536,48.125,-0.0375,10
4_8s,2000,4000,FBCSP_SVM,3,55.625,11.19973337976301,55.625,0.1125,10
4_8s,2000,4000,FBCSP_SVM,4,36.875,8.56450199628936,36.875,-0.2625,10
4_8s,2000,4000,FBCSP_SVM,5,40.0,11.102427162061856,40.0,-0.2,10
4_8s,2000,4000,FBCSP_SVM,6,53.125,11.876827344782686,53.125,0.0625,10
4_8s,2000,4000,FBCSP_SVM,7,75.0,13.501543121683042,75.0,0.5,10
4_8s,2000,4000,FBCSP_SVM,8,48.75,7.68295371441074,48.75,-0.025,10
4_8s,2000,4000,FBCSP_SVM,9,58.75,11.102427162061856,58.75,0.175,10
4_8s,2000,4000,FBCSP_SVM,10,54.375,10.643366478704001,54.375,0.0875,10
4_8s,2000,4000,FBCSP_SVM,11,49.375,9.969571761671165,49.375,-0.0125,10
4_8s,2000,4000,FBCSP_SVM,12,56.25,14.433756729740644,56.25,0.125,10
4_8s,2000,4000,FBCSP_SVM,13,45.625,12.859416135009136,45.625,-0.0875,10
4_8s,2000,4000,FBCSP_SVM,14,41.875,9.340213238108289,41.875,-0.1625,10
4_8s,2000,4000,FBCSP_SVM,15,61.25,14.965237496723308,61.25,0.225,10
4_8s,2000,4000,FBCSP_SVM,16,58.75,7.905694150420948,58.75,0.175,10
4_8s,2000,4000,FBCSP_SVM,17,49.375,12.655285457072868,49.375,-0.0125,10
4_8s,2000,4000,FBCSP_SVM,18,40.0,7.905694150420948,40.0,-0.2,10
4_8s,2000,4000,FBCSP_SVM,19,38.125,10.80525206657495,38.125,-0.2375,10
4_8s,2000,4000,FBCSP_SVM,20,55.0,8.228507357554792,55.0,0.1,10
4_8s,2000,4000,FBCSP_SVM,21,50.0,13.176156917368248,50.0,0.0,10
4_8s,2000,4000,FBCSP_SVM,22,54.375,9.340213238108289,54.375,0.0875,10
4_8s,2000,4000,FBCSP_SVM,23,63.125,7.482618748361654,63.125,0.2625,10
4_8s,2000,4000,FBCSP_SVM,24,53.125,14.80486500369989,53.125,0.0625,10
4_8s,2000,4000,FBCSP_SVM,25,50.0,10.622957319984968,50.0,0.0,10
4_8s,2000,4000,FBCSP_SVM,26,49.375,7.482618748361655,49.375,-0.0125,10
4_8s,2000,4000,FBCSP_SVM,27,42.5,7.68295371441074,42.5,-0.15,10
4_8s,2000,4000,FBCSP_SVM,28,70.0,8.228507357554792,70.0,0.4,10
4_8s,2000,4000,FBCSP_SVM,29,40.625,10.724614730194793,40.625,-0.1875,10
4_8s,2000,4000,FBCSP_SVM,30,59.375,11.121956512532615,59.375,0.1875,10
4_8s,2000,4000,FBCSP_SVM,31,41.25,6.718548123582124,41.25,-0.175,10
4_8s,2000,4000,FBCSP_SVM,32,51.25,12.076147288491198,51.25,0.025,10
4_8s,2000,4000,FBCSP_SVM,33,43.125,16.522816715748625,43.125,-0.1375,10
4_8s,2000,4000,FBCSP_SVM,34,47.5,11.486707293408518,47.5,-0.05,10
4_8s,2000,4000,FBCSP_SVM,35,45.0,9.682458365518542,45.0,-0.1,10
4_8s,2000,4000,FBCSP_SVM,36,40.0,12.909944487358056,40.0,-0.2,10
4_8s,2000,4000,FBCSP_SVM,37,47.5,7.33617369235792,47.5,-0.05,10
4_8s,2000,4000,FBCSP_SVM,38,51.875,8.863353077576102,51.875,0.0375,10
4_8s,2000,4000,FBCSP_SVM,39,41.875,13.834964763236659,41.875,-0.1625,10
4_8s,2000,4000,FBCSP_SVM,40,67.5,3.952847075210473,67.5,0.35,10
4_8s,2000,4000,FBCSP_SVM,41,41.25,9.409658158863511,41.25,-0.175,10
4_8s,2000,4000,FBCSP_SVM,42,66.875,10.227448090527986,66.875,0.3375,10
4_8s,2000,4000,FBCSP_SVM,43,38.125,15.715018471371758,38.125,-0.2375,10
4_8s,2000,4000,FBCSP_SVM,44,53.125,12.236812629657011,53.125,0.0625,10
4_8s,2000,4000,FBCSP_SVM,45,53.75,8.936504412303007,53.75,0.075,10
4_8s,2000,4000,FBCSP_SVM,46,45.625,9.793882727952631,45.625,-0.0875,10
4_8s,2000,4000,FBCSP_SVM,47,52.5,11.486707293408518,52.5,0.05,10
4_8s,2000,4000,FBCSP_SVM,48,45.0,8.740073734751261,45.0,-0.1,10
4_8s,2000,4000,FBCSP_SVM,49,53.75,10.290907529357057,53.75,0.075,10
4_8s,2000,4000,FBCSP_SVM,50,46.875,8.960755486502736,46.875,-0.0625,10
