dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.625,0.625,"[3, 5]",0.625,False,1,0.0628067,0.00953113,0.05374656,True,0.50522715,0.99988464,16010
Liu2024_SourceMAT,1,2,0.5,0.5,"[6, 2]",0.75,False,0,0.062996,0.01006347,0.05390856,True,0.50972773,0.99961381,16010
Liu2024_SourceMAT,1,3,0.375,0.375,"[3, 5]",0.625,False,1,0.06478038,0.01048494,0.05543553,True,0.5087123,0.99973699,16010
Liu2024_SourceMAT,1,4,0.75,0.75,"[6, 2]",0.75,False,0,0.06917692,0.01018771,0.05919785,True,0.50822499,0.99973638,16010
Liu2024_SourceMAT,1,5,0.5,0.5,"[6, 2]",0.75,False,0,0.06806476,0.01046079,0.05824612,True,0.50892065,0.99971484,16010
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.06430943,0.01010941,0.05503252,True,0.53477485,0.99574402,16010
Liu2024_SourceMAT,2,2,0.375,0.375,"[1, 7]",0.875,False,1,0.0610774,0.01054371,0.05226672,True,0.51274275,0.99924896,16010
Liu2024_SourceMAT,2,3,0.75,0.75,"[4, 4]",0.5,False,0,0.06598051,0.01046835,0.05646253,True,0.52101409,0.99820758,16010
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.06958305,0.01009961,0.05954539,True,0.52546135,0.99750438,16010
Liu2024_SourceMAT,2,5,0.625,0.625,"[5, 3]",0.625,False,0,0.06340517,0.01023082,0.0542587,True,0.52633568,0.99691024,16010
Liu2024_SourceMAT,3,1,0.375,0.375,"[3, 5]",0.625,False,1,0.07746341,0.01048283,0.06628898,True,0.52049621,0.99699172,16010
Liu2024_SourceMAT,3,2,0.625,0.625,"[7, 1]",0.875,False,0,0.07468813,0.0103204,0.06391404,True,0.51589269,0.99910816,16010
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.07491887,0.01046407,0.0641115,True,0.51665825,0.99906248,16010
Liu2024_SourceMAT,3,4,0.625,0.625,"[5, 3]",0.625,False,0,0.07198567,0.01048627,0.06160143,True,0.5117707,0.9994186,16010
Liu2024_SourceMAT,3,5,0.625,0.625,"[5, 3]",0.625,False,0,0.07617634,0.01042119,0.06518757,True,0.51262391,0.9992606,16010
Liu2024_SourceMAT,4,1,0.5,0.5,"[2, 6]",0.75,False,1,0.07254577,0.01093877,0.06208073,True,0.53006949,0.99631011,16010
Liu2024_SourceMAT,4,2,0.625,0.625,"[1, 7]",0.875,False,1,0.08003021,0.0109285,0.06848551,True,0.51064949,0.9995913,16010
Liu2024_SourceMAT,4,3,0.75,0.75,"[4, 4]",0.5,False,0,0.06693967,0.01099779,0.05728333,True,0.51583972,0.99912649,16010
Liu2024_SourceMAT,4,4,0.875,0.875,"[5, 3]",0.625,False,0,0.07841514,0.01090734,0.06710341,True,0.52107416,0.99839695,16010
Liu2024_SourceMAT,4,5,0.5,0.5,"[4, 4]",0.5,False,0,0.06813769,0.01075348,0.05830853,True,0.52465916,0.99773358,16010
Liu2024_SourceMAT,5,1,0.5,0.5,"[6, 2]",0.75,False,0,0.07203466,0.01060756,0.06164335,True,0.50555411,0.99985943,16010
Liu2024_SourceMAT,5,2,0.875,0.875,"[5, 3]",0.625,False,0,0.07342435,0.01033425,0.06283257,True,0.50587998,0.99987235,16010
Liu2024_SourceMAT,5,3,0.625,0.625,"[3, 5]",0.625,False,1,0.07569866,0.01030099,0.0647788,True,0.50549985,0.99988592,16010
Liu2024_SourceMAT,5,4,0.375,0.375,"[5, 3]",0.625,False,0,0.07268914,0.01042274,0.06220342,True,0.50543796,0.99988195,16010
Liu2024_SourceMAT,5,5,0.5,0.5,"[6, 2]",0.75,False,0,0.07346841,0.0103443,0.06287027,True,0.50805189,0.99966619,16010
Liu2024_SourceMAT,6,1,0.5,0.5,"[6, 2]",0.75,False,0,0.07188574,0.01047447,0.06151591,True,0.51477827,0.9992444,16010
Liu2024_SourceMAT,6,2,0.75,0.75,"[4, 4]",0.5,False,0,0.0706749,0.01087905,0.06047974,True,0.52198568,0.99784659,16010
Liu2024_SourceMAT,6,3,0.25,0.25,"[4, 4]",0.5,False,0,0.07052873,0.01040289,0.06035465,True,0.51833492,0.99815183,16010
Liu2024_SourceMAT,6,4,0.625,0.625,"[7, 1]",0.875,False,0,0.07004813,0.01049066,0.05994338,True,0.51245692,0.99937667,16010
Liu2024_SourceMAT,6,5,0.625,0.625,"[5, 3]",0.625,False,0,0.06198921,0.01050551,0.053047,True,0.51480211,0.99910535,16010
Liu2024_SourceMAT,7,1,0.5,0.5,"[8, 0]",1.0,True,0,0.06386187,0.00987826,0.05464952,True,0.51038256,0.99957308,16010
Liu2024_SourceMAT,7,2,0.5,0.5,"[6, 2]",0.75,False,0,0.08049913,0.01088968,0.06888678,True,0.51300158,0.99901123,16010
Liu2024_SourceMAT,7,3,0.5,0.5,"[2, 6]",0.75,False,1,0.07822894,0.01076193,0.06694407,True,0.51421393,0.99911414,16010
Liu2024_SourceMAT,7,4,0.25,0.25,"[4, 4]",0.5,False,0,0.0739168,0.01036881,0.06325398,True,0.50900952,0.99971326,16010
Liu2024_SourceMAT,7,5,0.25,0.25,"[6, 2]",0.75,False,0,0.07504638,0.01064835,0.06422061,True,0.51459089,0.99902776,16010
Liu2024_SourceMAT,8,1,0.625,0.625,"[3, 5]",0.625,False,1,0.07017876,0.01103245,0.06005517,True,0.5289949,0.99533075,16010
Liu2024_SourceMAT,8,2,0.875,0.875,"[5, 3]",0.625,False,0,0.05869832,0.00997058,0.05023083,True,0.53623915,0.99581342,16010
Liu2024_SourceMAT,8,3,0.625,0.625,"[5, 3]",0.625,False,0,0.05906638,0.01072398,0.0505458,True,0.52690966,0.99615613,16010
Liu2024_SourceMAT,8,4,0.625,0.625,"[5, 3]",0.625,False,0,0.07692094,0.01099944,0.06582476,True,0.5437097,0.99156944,16010
