subject_id,fold_id,feature_set,cv_scheme,classifier,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,meta_sjepa_dim,meta_sjepa_pca,meta_sjepa_pca_var,meta_fused_dim
3,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9083972573280334,15
3,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9075785279273987,15
3,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9108569025993347,15
4,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9232858419418335,15
4,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9187435507774353,15
4,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9229583740234375,15
4,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9145248532295227,15
4,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9191627502441406,15
5,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.75,0.75,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9007774591445923,15
5,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9169336557388306,15
5,2,sjepa,sjepa_5fold,shrinkage_lda,0.125,0.125,0.6875,0.6875,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9079793095588684,15
5,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.6875,0.6875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9074883460998535,15
5,4,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.71875,0.71875,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9171841144561768,15
6,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9320634603500366,15
6,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9278729557991028,15
6,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9325377941131592,15
6,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9333392381668091,15
6,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.928252100944519,15
7,0,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9227296113967896,15
7,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9185702800750732,15
7,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9185253381729126,15
7,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9060946106910706,15
7,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9171317219734192,15
8,0,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9169233441352844,15
8,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9266975522041321,15
8,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]","[16, 16]","[4, 4]",32,8,64,15,0.9291016459465027,15
8,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9212954640388489,15
8,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9246402382850647,15
9,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9179061055183411,15
9,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.96875,0.96875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9254077672958374,15
9,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.96875,0.96875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9259886145591736,15
9,3,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9232045412063599,15
9,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.9375,0.9375,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]","[16, 16]","[4, 4]",32,8,64,15,0.929229736328125,15
10,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9247947931289673,15
10,1,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9285058379173279,15
10,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9304332733154297,15
10,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9281570315361023,15
10,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9278930425643921,15
11,0,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.75,0.75,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9283524751663208,15
11,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9301062226295471,15
11,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.75,0.75,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9236883521080017,15
11,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.71875,0.71875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9187302589416504,15
11,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9266553521156311,15
12,0,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.75,0.75,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9297736883163452,15
12,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.71875,0.71875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9260062575340271,15
12,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.5625,0.5625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.928774356842041,15
12,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.75,0.75,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9314422011375427,15
12,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9273400902748108,15
13,0,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.78125,0.78125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9235823750495911,15
13,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9180126786231995,15
13,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9145803451538086,15
13,3,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9175111055374146,15
13,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9286766648292542,15
14,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9055346846580505,15
14,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9156591892242432,15
14,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9169546961784363,15
14,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.875,0.875,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9106919765472412,15
14,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9103218913078308,15
15,0,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.84375,0.84375,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9079469442367554,15
15,1,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.8963274955749512,15
15,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.75,0.75,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9003141522407532,15
15,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.8962720632553101,15
15,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.6875,0.6875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.8981333374977112,15
16,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9320359826087952,15
16,1,sjepa,sjepa_5fold,shrinkage_lda,0.125,0.125,0.8125,0.8125,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.92280113697052,15
16,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.71875,0.71875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9236485958099365,15
16,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.71875,0.71875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9205983877182007,15
16,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.71875,0.71875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9259344935417175,15
17,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.913825511932373,15
17,1,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.9375,0.9375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9203415513038635,15
17,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.96875,0.96875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9271987676620483,15
17,3,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.9375,0.9375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9134467840194702,15
17,4,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.920903742313385,15
18,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9178556799888611,15
18,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9030124545097351,15
18,2,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.84375,0.84375,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9107940793037415,15
18,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.921378493309021,15
18,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9185177683830261,15
19,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9301121234893799,15
19,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9236196875572205,15
19,2,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.90625,0.90625,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9318450093269348,15
19,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.71875,0.71875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9280138611793518,15
19,4,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.875,0.875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9190189242362976,15
20,0,sjepa,sjepa_5fold,shrinkage_lda,0.875,0.875,0.9375,0.9375,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9345166683197021,15
20,1,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.84375,0.84375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9303547143936157,15
20,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.933133065700531,15
20,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.96875,0.96875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9297900199890137,15
20,4,sjepa,sjepa_5fold,shrinkage_lda,0.875,0.875,0.875,0.875,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9302669167518616,15
21,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.90625,0.90625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9290193915367126,15
21,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.90625,0.90625,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9234310984611511,15
21,2,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.875,0.875,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9270763397216797,15
21,3,sjepa,sjepa_5fold,shrinkage_lda,0.875,0.875,0.8125,0.8125,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9296728372573853,15
21,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.9375,0.9375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9315076470375061,15
22,0,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9243122935295105,15
22,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9258830547332764,15
22,2,sjepa,sjepa_5fold,shrinkage_lda,1.0,1.0,0.84375,0.84375,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9303410053253174,15
22,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9256464242935181,15
22,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9300585389137268,15
23,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9224267601966858,15
23,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9204758405685425,15
23,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9230235815048218,15
23,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9252328276634216,15
23,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9214311838150024,15
24,0,sjepa,sjepa_5fold,shrinkage_lda,0.125,0.125,0.875,0.875,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9331009984016418,15
24,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9297707080841064,15
24,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9326143860816956,15
