run_id,subject_id,accuracies,balanced_accuracies,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy
20260408_1432_2e68245e,51,"[0.625, 0.65, 0.675, 0.525, 0.6]","[0.625, 0.6499999999999999, 0.6749999999999999, 0.525, 0.6]",0.615,0.05147815070493501,0.615,0.051478150704934965
20260408_1457_89f91aac,51,"[0.35, 0.55, 0.4, 0.35, 0.25]","[0.35000000000000003, 0.55, 0.4, 0.35000000000000003, 0.25]",0.38,0.09797958971132714,0.38000000000000006,0.09797958971132714
20260408_1515_cdfe1f4d,51,"[0.3, 0.45, 0.4, 0.35, 0.2]","[0.30000000000000004, 0.44999999999999996, 0.4, 0.35000000000000003, 0.2]",0.33999999999999997,0.08602325267042628,0.33999999999999997,0.08602325267042626
20260408_1533_6fe9c54d,51,"[0.3, 0.45, 0.4, 0.5, 0.2]","[0.3, 0.45, 0.39999999999999997, 0.5, 0.2]",0.37,0.10770329614269009,0.37,0.10770329614269007
20260408_1544_4c52a808,51,"[0.35, 0.4, 0.4, 0.5, 0.2]","[0.35000000000000003, 0.4, 0.4, 0.5, 0.2]",0.37,0.09797958971132713,0.37,0.09797958971132713
20260408_1555_ea484d88,51,"[0.05, 0.45, 0.4, 0.45, 0.15]","[0.05, 0.45, 0.4, 0.45, 0.15000000000000002]",0.3,0.16733200530681513,0.3,0.16733200530681513
20260408_1606_a87ad29d,51,"[0.25, 0.4, 0.4, 0.55, 0.15]","[0.25, 0.4, 0.39999999999999997, 0.55, 0.15]",0.35,0.13784048752090225,0.35,0.13784048752090225
