subject_id,20260331_1304_61594178,20260331_1306_bc15a0c0,20260331_1308_5c46bfc1,20260331_1310_c2465f34,20260331_1312_1935b109,20260331_1314_02258360,20260331_1316_657f9624,20260331_1317_e90fca4e,20260331_1318_ae2c0beb,20260331_1320_920f8664
51,0.425,0.445,0.31,0.41,0.44000000000000006,0.35000000000000003,0.395,0.36500000000000005,0.33499999999999996,0.37
