channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
21,Pz,0.13913911648000002,0.031275420754483585,0.0018728796800000004,0.14468249364,250,0.8025,0.416,0.34192246536
28,O2,0.13709183636,0.02620308727243794,-0.02024878804,0.14557911284,250,0.8025,0.416,0.34192246536
17,CP3,0.12275883408,0.024705323218237537,0.021977234,0.14170351252,250,0.8025,0.416,0.34192246536
15,T3,0.11760790156,0.024888359128928294,0.1097022436,0.12727081984,250,0.8025,0.416,0.34192246536
16,T4,0.11409774752,0.020677679313650086,0.01303871484,0.12856886828,250,0.8025,0.416,0.34192246536
18,CP4,0.1140032618,0.018800030467007137,0.03868955468,0.13174853135999998,250,0.8025,0.416,0.34192246536
27,O1,0.1128972368,0.02170877218610948,0.04610127448,0.12549120376,250,0.8025,0.416,0.34192246536
13,C3,0.11115207136,0.026160248281604463,0.0621930434,0.11984422592,250,0.8025,0.416,0.34192246536
2,Fz,0.10528638656,0.022151492909521866,-0.0940669754,0.1191814538,250,0.8025,0.416,0.34192246536
22,P3,0.10186279272,0.023219175146655578,0.09284371556,0.1138449148,250,0.8025,0.416,0.34192246536
7,FCz,0.09947623688,0.024256728010826303,0.09042770984000001,0.11403664372,250,0.8025,0.416,0.34192246536
23,P4,0.0989661646,0.02563279976752777,-0.07658232667999999,0.11189007336000001,250,0.8025,0.416,0.34192246536
0,Fp1,0.09885677508,0.023529371573839747,-0.08164227016,0.11183233072,250,0.8025,0.416,0.34192246536
24,T5,0.0961305674,0.024803997301357975,0.05784626924,0.10812900492,250,0.8025,0.416,0.34192246536
4,F4,0.09151384192,0.019685609151107685,0.016985347440000003,0.10389102052,250,0.8025,0.416,0.34192246536
20,TP8,0.09034572496,0.02456972640503613,-0.04514134764,0.1078803282,250,0.8025,0.416,0.34192246536
14,C4,0.0886378882,0.02190579347308472,-0.06307526608,0.10086694407999999,250,0.8025,0.416,0.34192246536
3,F3,0.08644671764,0.018786865591628118,0.02508430152,0.09676108000000001,250,0.8025,0.416,0.34192246536
10,FT7,0.08623554472,0.021925587136617384,-0.0438981484,0.09984635012,250,0.8025,0.416,0.34192246536
5,F7,0.08582054995999999,0.02181481582657562,0.07767876359999999,0.10050108048,250,0.8025,0.416,0.34192246536
19,TP7,0.08574260564,0.02061504537319152,-0.023951341039999997,0.09802054424000001,250,0.8025,0.416,0.34192246536
26,Oz,0.08301268348,0.02605674680458295,0.04360515676,0.09002397344,250,0.8025,0.416,0.34192246536
11,FT8,0.08297585928,0.023884969205250756,-0.00165634396,0.0983205592,250,0.8025,0.416,0.34192246536
12,Cz,0.08170407756,0.02007803430991075,0.06662047988,0.09598490696,250,0.8025,0.416,0.34192246536
25,T6,0.0812891838,0.021013713680722513,-0.051313959320000005,0.0930551706,250,0.8025,0.416,0.34192246536
6,F8,0.07447526655999999,0.020598800372513673,-0.0218649092,0.08044003172,250,0.8025,0.416,0.34192246536
1,Fp2,0.07191917312,0.015023357210071602,0.050415859679999994,0.08889946704,250,0.8025,0.416,0.34192246536
9,FC4,0.06773399516,0.0248859140775295,-0.04530399316,0.08444363767999999,250,0.8025,0.416,0.34192246536
8,FC3,0.046580987479999995,0.026016075505967844,0.0005819713600000001,0.055369108439999995,250,0.8025,0.416,0.34192246536
