method,reference,mean_delta,median_delta,paired_bootstrap_95_ci_low,paired_bootstrap_95_ci_high,wilcoxon_statistic,wilcoxon_p,wins,ties,losses
frozen_eegpt_lda,fixed_spectral_lda,-0.02499999999999999,-0.03749999999999998,-0.06299999999999999,0.014500000000000013,504.5,0.1989828933166703,20,2,28
