method_name,model_name,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,n_folds,n_predictions,confusion_matrix,prediction_histogram
EEGNetv4__eegnet_preprocess,EEGNetv4,0.522,0.14496896219536098,52.2,14.496896219536099,0.522,0.14496896219536098,52.2,14.496896219536099,250,2000,"[[587, 413], [543, 457]]","[1130, 870]"
