method_name,model_name,subject_id,fold_id,accuracy,accuracy_percent,balanced_accuracy,balanced_accuracy_percent,n_train,n_test,train_class_counts,test_class_counts,prediction_histogram,collapse_ratio,collapse_flag,mean_confidence,mean_normalized_prediction_entropy,best_epoch,stopped_epoch,epochs_ran,best_valid_loss,fold_seed
EEGNetv4__eegnet_preprocess,EEGNetv4,26,1,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50167152,0.99999135,1,41,41,0.6932549476623535,13
EEGNetv4__eegnet_preprocess,EEGNetv4,26,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.5020219,0.99998493,4,43,43,0.6952760219573975,14
EEGNetv4__eegnet_preprocess,EEGNetv4,26,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50189608,0.99998615,1,41,41,0.6934287548065186,15
EEGNetv4__eegnet_preprocess,EEGNetv4,26,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.51289212,0.99941147,65,92,92,0.6911258101463318,16
EEGNetv4__eegnet_preprocess,EEGNetv4,26,5,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50091307,0.9999959,1,41,41,0.6928951144218445,17
EEGNetv4__eegnet_preprocess,EEGNetv4,27,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.51296075,0.99947467,18,57,57,0.6912384033203125,13
EEGNetv4__eegnet_preprocess,EEGNetv4,27,2,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.70778029,0.80484362,168,208,208,0.5598620176315308,14
EEGNetv4__eegnet_preprocess,EEGNetv4,27,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.82616665,0.6226732,230,270,270,0.48431918025016785,15
EEGNetv4__eegnet_preprocess,EEGNetv4,27,4,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.53176742,0.99430498,85,124,124,0.6830509901046753,16
EEGNetv4__eegnet_preprocess,EEGNetv4,27,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.53310174,0.99585085,101,141,141,0.6343117952346802,17
EEGNetv4__eegnet_preprocess,EEGNetv4,28,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.55437776,0.99028259,118,158,158,0.6652491092681885,13
EEGNetv4__eegnet_preprocess,EEGNetv4,28,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.63350518,0.93338065,146,186,186,0.6476818919181824,14
EEGNetv4__eegnet_preprocess,EEGNetv4,28,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[2, 6]",0.75,False,0.58929034,0.96811708,146,186,186,0.6744934916496277,15
EEGNetv4__eegnet_preprocess,EEGNetv4,28,4,0.25,25.0,0.25,25.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50470666,0.99990259,44,76,76,0.6912146806716919,16
EEGNetv4__eegnet_preprocess,EEGNetv4,28,5,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50179545,0.99998364,2,41,41,0.6939858198165894,17
EEGNetv4__eegnet_preprocess,EEGNetv4,29,1,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.85700703,0.54492043,214,254,254,0.6111090779304504,13
EEGNetv4__eegnet_preprocess,EEGNetv4,29,2,0.25,25.0,0.25,25.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.71780998,0.78656513,211,250,250,0.49834251403808594,14
EEGNetv4__eegnet_preprocess,EEGNetv4,29,3,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.72439146,0.70990738,284,300,300,0.29633063077926636,15
EEGNetv4__eegnet_preprocess,EEGNetv4,29,4,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.53760067,0.99515984,123,163,163,0.6865267157554626,16
EEGNetv4__eegnet_preprocess,EEGNetv4,29,5,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.77873161,0.65789196,299,300,300,0.5199169516563416,17
EEGNetv4__eegnet_preprocess,EEGNetv4,30,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.55217288,0.99184576,53,93,93,0.6912990212440491,13
EEGNetv4__eegnet_preprocess,EEGNetv4,30,2,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.52163258,0.99840676,82,120,120,0.689297616481781,14
EEGNetv4__eegnet_preprocess,EEGNetv4,30,3,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.68055021,0.8756987,144,184,184,0.639499843120575,15
EEGNetv4__eegnet_preprocess,EEGNetv4,30,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50166401,0.99999078,1,41,41,0.6945943832397461,16
EEGNetv4__eegnet_preprocess,EEGNetv4,30,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.66736103,0.87758453,92,131,131,0.6772739887237549,17
EEGNetv4__eegnet_preprocess,EEGNetv4,31,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.50258199,0.9999631,1,41,41,0.6942635774612427,13
EEGNetv4__eegnet_preprocess,EEGNetv4,31,2,0.125,12.5,0.125,12.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.5012776,0.99999311,1,41,41,0.6939857602119446,14
EEGNetv4__eegnet_preprocess,EEGNetv4,31,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.58844038,0.9754416,125,165,165,0.6718343496322632,15
EEGNetv4__eegnet_preprocess,EEGNetv4,31,4,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.5010666,0.99999572,1,41,41,0.6931050419807434,16
EEGNetv4__eegnet_preprocess,EEGNetv4,31,5,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.54823851,0.98825747,71,110,110,0.6768125891685486,17
EEGNetv4__eegnet_preprocess,EEGNetv4,32,1,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.5029142,0.99996912,2,42,42,0.693025529384613,13
EEGNetv4__eegnet_preprocess,EEGNetv4,32,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.50374384,0.99995881,13,47,47,0.6917600035667419,14
EEGNetv4__eegnet_preprocess,EEGNetv4,32,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.54205445,0.99419867,53,90,90,0.6848945617675781,15
EEGNetv4__eegnet_preprocess,EEGNetv4,32,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.50084204,0.99999773,2,41,41,0.6925681829452515,16
EEGNetv4__eegnet_preprocess,EEGNetv4,32,5,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[1, 7]",0.875,False,0.50704306,0.99982461,24,61,61,0.6914547681808472,17
EEGNetv4__eegnet_preprocess,EEGNetv4,33,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.50445492,0.99993906,7,45,45,0.693384051322937,13
EEGNetv4__eegnet_preprocess,EEGNetv4,33,2,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50066949,0.99999812,3,41,41,0.6925080418586731,14
EEGNetv4__eegnet_preprocess,EEGNetv4,33,3,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50188481,0.99998093,14,43,43,0.6936026811599731,15
EEGNetv4__eegnet_preprocess,EEGNetv4,33,4,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50124492,0.99999424,18,52,52,0.6920946836471558,16
EEGNetv4__eegnet_preprocess,EEGNetv4,33,5,0.0,0.0,0.0,0.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.60926849,0.89300012,59,98,98,0.6864056587219238,17
EEGNetv4__eegnet_preprocess,EEGNetv4,34,1,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50391734,0.99992651,52,91,91,0.6927002668380737,13
EEGNetv4__eegnet_preprocess,EEGNetv4,34,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.59896711,0.96560394,101,141,141,0.6833019256591797,14
EEGNetv4__eegnet_preprocess,EEGNetv4,34,3,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.63781151,0.91554002,135,174,174,0.5842137932777405,15
EEGNetv4__eegnet_preprocess,EEGNetv4,34,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.51605617,0.99857445,81,121,121,0.6849609613418579,16
EEGNetv4__eegnet_preprocess,EEGNetv4,34,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50124616,0.99999216,1,41,41,0.6948299407958984,17
EEGNetv4__eegnet_preprocess,EEGNetv4,35,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.51797273,0.99902665,24,61,61,0.691885232925415,13
EEGNetv4__eegnet_preprocess,EEGNetv4,35,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.51084525,0.99961205,39,79,79,0.6919828057289124,14
EEGNetv4__eegnet_preprocess,EEGNetv4,35,3,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.51967783,0.99878383,41,81,81,0.6920520067214966,15
EEGNetv4__eegnet_preprocess,EEGNetv4,35,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50102941,0.99999463,4,41,41,0.6934778690338135,16
EEGNetv4__eegnet_preprocess,EEGNetv4,35,5,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.5052557,0.99986021,23,61,61,0.6927587985992432,17
EEGNetv4__eegnet_preprocess,EEGNetv4,36,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.68659155,0.84779287,226,266,266,0.4485553205013275,13
EEGNetv4__eegnet_preprocess,EEGNetv4,36,2,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50127218,0.99999207,1,41,41,0.6931620836257935,14
EEGNetv4__eegnet_preprocess,EEGNetv4,36,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.83572167,0.59922537,197,237,237,0.5132567882537842,15
EEGNetv4__eegnet_preprocess,EEGNetv4,36,4,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50080731,0.99999701,1,41,41,0.6937656998634338,16
EEGNetv4__eegnet_preprocess,EEGNetv4,36,5,0.125,12.5,0.125,12.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50207099,0.99996917,2,41,41,0.6931948661804199,17
EEGNetv4__eegnet_preprocess,EEGNetv4,37,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.5682691,0.98347658,128,160,160,0.6642870903015137,13
EEGNetv4__eegnet_preprocess,EEGNetv4,37,2,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[1, 7]",0.875,False,0.50121906,0.99999305,3,43,43,0.693219780921936,14
EEGNetv4__eegnet_preprocess,EEGNetv4,37,3,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50140359,0.99999176,1,41,41,0.6966320872306824,15
EEGNetv4__eegnet_preprocess,EEGNetv4,37,4,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50098172,0.99999589,1,41,41,0.6936497092247009,16
EEGNetv4__eegnet_preprocess,EEGNetv4,37,5,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.5029322,0.99991837,1,41,41,0.69624924659729,17
EEGNetv4__eegnet_preprocess,EEGNetv4,38,1,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50751048,0.99968266,67,104,104,0.6854127049446106,13
EEGNetv4__eegnet_preprocess,EEGNetv4,38,2,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.50110137,0.99999466,1,41,41,0.6924877166748047,14
EEGNetv4__eegnet_preprocess,EEGNetv4,38,3,0.25,25.0,0.25,25.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50182397,0.99997986,1,41,41,0.6906682848930359,15
EEGNetv4__eegnet_preprocess,EEGNetv4,38,4,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.64637303,0.87529156,161,201,201,0.6064251661300659,16
EEGNetv4__eegnet_preprocess,EEGNetv4,38,5,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50108644,0.99999463,1,41,41,0.6948930621147156,17
EEGNetv4__eegnet_preprocess,EEGNetv4,39,1,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.77616497,0.66828434,196,236,236,0.5995700359344482,13
EEGNetv4__eegnet_preprocess,EEGNetv4,39,2,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50111863,0.99999404,1,41,41,0.6928319334983826,14
EEGNetv4__eegnet_preprocess,EEGNetv4,39,3,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50073207,0.99999671,1,41,41,0.6916657090187073,15
EEGNetv4__eegnet_preprocess,EEGNetv4,39,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[2, 6]",0.75,False,0.55712111,0.98801429,92,132,132,0.619769811630249,16
EEGNetv4__eegnet_preprocess,EEGNetv4,39,5,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50183895,0.99998565,1,41,41,0.6927106380462646,17
EEGNetv4__eegnet_preprocess,EEGNetv4,40,1,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.57138746,0.98040679,76,113,113,0.6776500940322876,13
EEGNetv4__eegnet_preprocess,EEGNetv4,40,2,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[1, 7]",0.875,False,0.50221208,0.99998393,28,43,43,0.692979633808136,14
EEGNetv4__eegnet_preprocess,EEGNetv4,40,3,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50348818,0.99991533,1,41,41,0.6927157640457153,15
EEGNetv4__eegnet_preprocess,EEGNetv4,40,4,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.61182558,0.95463601,115,155,155,0.6345843076705933,16
EEGNetv4__eegnet_preprocess,EEGNetv4,40,5,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50196636,0.99997814,1,41,41,0.6945116519927979,17
EEGNetv4__eegnet_preprocess,EEGNetv4,41,1,0.875,87.5,0.875,87.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50122472,0.99999385,1,41,41,0.6940577626228333,13
EEGNetv4__eegnet_preprocess,EEGNetv4,41,2,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50072625,0.99999823,1,41,41,0.6940640211105347,14
EEGNetv4__eegnet_preprocess,EEGNetv4,41,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.50214393,0.99998062,1,41,41,0.6958498358726501,15
EEGNetv4__eegnet_preprocess,EEGNetv4,41,4,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.56081171,0.98468669,133,173,173,0.6418067812919617,16
EEGNetv4__eegnet_preprocess,EEGNetv4,41,5,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50152042,0.99998819,1,41,41,0.6939615607261658,17
EEGNetv4__eegnet_preprocess,EEGNetv4,42,1,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.61119213,0.86812734,79,119,119,0.6690729856491089,13
EEGNetv4__eegnet_preprocess,EEGNetv4,42,2,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[1, 7]",0.875,False,0.59611659,0.96006728,174,214,214,0.615706205368042,14
EEGNetv4__eegnet_preprocess,EEGNetv4,42,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[2, 6]",0.75,False,0.65167158,0.88022891,85,125,125,0.6783460378646851,15
EEGNetv4__eegnet_preprocess,EEGNetv4,42,4,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.77758432,0.70230249,191,231,231,0.3274955153465271,16
EEGNetv4__eegnet_preprocess,EEGNetv4,42,5,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50095849,0.99999693,10,47,47,0.6948831081390381,17
EEGNetv4__eegnet_preprocess,EEGNetv4,43,1,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50112943,0.99999241,1,41,41,0.6963266134262085,13
EEGNetv4__eegnet_preprocess,EEGNetv4,43,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.51247872,0.99914836,55,93,93,0.6924859881401062,14
EEGNetv4__eegnet_preprocess,EEGNetv4,43,3,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50434998,0.99994069,20,55,55,0.691085934638977,15
EEGNetv4__eegnet_preprocess,EEGNetv4,43,4,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50095544,0.99999614,1,41,41,0.6936337947845459,16
EEGNetv4__eegnet_preprocess,EEGNetv4,43,5,0.25,25.0,0.25,25.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50120567,0.99999431,4,43,43,0.6949239373207092,17
EEGNetv4__eegnet_preprocess,EEGNetv4,44,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.84103286,0.62611432,213,253,253,0.5563822984695435,13
EEGNetv4__eegnet_preprocess,EEGNetv4,44,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.66871814,0.91064124,152,192,192,0.6401903629302979,14
EEGNetv4__eegnet_preprocess,EEGNetv4,44,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.56809064,0.98649599,88,128,128,0.6891325116157532,15
EEGNetv4__eegnet_preprocess,EEGNetv4,44,4,0.875,87.5,0.875,87.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.63771275,0.91483406,169,209,209,0.581734299659729,16
EEGNetv4__eegnet_preprocess,EEGNetv4,44,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.52598639,0.99802175,44,80,80,0.6903359889984131,17
EEGNetv4__eegnet_preprocess,EEGNetv4,45,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.53032877,0.99709418,67,104,104,0.6879456043243408,13
EEGNetv4__eegnet_preprocess,EEGNetv4,45,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[2, 6]",0.75,False,0.79077187,0.63569905,281,300,300,0.5022280216217041,14
EEGNetv4__eegnet_preprocess,EEGNetv4,45,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.71711113,0.76337464,195,235,235,0.4407392740249634,15
EEGNetv4__eegnet_preprocess,EEGNetv4,45,4,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.79212745,0.57530883,293,300,300,0.4392399787902832,16
EEGNetv4__eegnet_preprocess,EEGNetv4,45,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.50230982,0.99998156,3,43,43,0.6923761367797852,17
EEGNetv4__eegnet_preprocess,EEGNetv4,46,1,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50152019,0.9999898,1,41,41,0.6948491930961609,13
EEGNetv4__eegnet_preprocess,EEGNetv4,46,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[2, 6]",0.75,False,0.50071802,0.99999745,1,41,41,0.6937016844749451,14
EEGNetv4__eegnet_preprocess,EEGNetv4,46,3,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.5013013,0.99999216,1,41,41,0.6921122074127197,15
EEGNetv4__eegnet_preprocess,EEGNetv4,46,4,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50176658,0.9999883,20,60,60,0.6936949491500854,16
EEGNetv4__eegnet_preprocess,EEGNetv4,46,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50124803,0.99999304,6,41,41,0.6936864852905273,17
EEGNetv4__eegnet_preprocess,EEGNetv4,47,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.50469477,0.99993331,11,48,48,0.6939868927001953,13
EEGNetv4__eegnet_preprocess,EEGNetv4,47,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.50750679,0.9998338,19,52,52,0.6934789419174194,14
EEGNetv4__eegnet_preprocess,EEGNetv4,47,3,0.375,37.5,0.375,37.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50153457,0.99998845,15,53,53,0.6937398910522461,15
EEGNetv4__eegnet_preprocess,EEGNetv4,47,4,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.56944893,0.97872864,159,199,199,0.6764284372329712,16
EEGNetv4__eegnet_preprocess,EEGNetv4,47,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.51445065,0.99896921,40,80,80,0.6928327083587646,17
EEGNetv4__eegnet_preprocess,EEGNetv4,48,1,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.5306984,0.99724245,48,87,87,0.6919687986373901,13
EEGNetv4__eegnet_preprocess,EEGNetv4,48,2,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[1, 7]",0.875,False,0.50114714,0.99999211,30,63,63,0.6930416822433472,14
EEGNetv4__eegnet_preprocess,EEGNetv4,48,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.50105914,0.99999591,1,41,41,0.6929529905319214,15
EEGNetv4__eegnet_preprocess,EEGNetv4,48,4,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50084907,0.99999722,1,41,41,0.6946303844451904,16
EEGNetv4__eegnet_preprocess,EEGNetv4,48,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.59081443,0.97561892,99,139,139,0.68748939037323,17
EEGNetv4__eegnet_preprocess,EEGNetv4,49,1,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[3, 5]",0.625,False,0.50099146,0.99999644,1,41,41,0.6937488317489624,13
EEGNetv4__eegnet_preprocess,EEGNetv4,49,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.59745773,0.96713804,184,224,224,0.6719259023666382,14
EEGNetv4__eegnet_preprocess,EEGNetv4,49,3,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.50069744,0.99999773,3,41,41,0.6927050948143005,15
EEGNetv4__eegnet_preprocess,EEGNetv4,49,4,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[0, 8]",1.0,True,0.50382923,0.99995234,44,84,84,0.6920931935310364,16
EEGNetv4__eegnet_preprocess,EEGNetv4,49,5,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[7, 1]",0.875,False,0.50095689,0.99999633,1,41,41,0.6943001747131348,17
EEGNetv4__eegnet_preprocess,EEGNetv4,50,1,0.625,62.5,0.625,62.5,32,8,"[16, 16]","[4, 4]","[5, 3]",0.625,False,0.5020912,0.99997871,1,41,41,0.6934893131256104,13
EEGNetv4__eegnet_preprocess,EEGNetv4,50,2,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[6, 2]",0.75,False,0.5009286,0.99999587,1,41,41,0.6935979127883911,14
EEGNetv4__eegnet_preprocess,EEGNetv4,50,3,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.68441635,0.88005884,148,188,188,0.657421886920929,15
EEGNetv4__eegnet_preprocess,EEGNetv4,50,4,0.75,75.0,0.75,75.0,32,8,"[16, 16]","[4, 4]","[4, 4]",0.5,False,0.5029071,0.999956,52,91,91,0.6923240423202515,16
EEGNetv4__eegnet_preprocess,EEGNetv4,50,5,0.5,50.0,0.5,50.0,32,8,"[16, 16]","[4, 4]","[8, 0]",1.0,True,0.88246973,0.50119684,164,204,204,0.5994932651519775,17
