curve,target_coverage,partition,n_subjects,achieved_coverage,mean_subject_ba,ci95_low,ci95_high,rank_variable,validity_status,clinical_composition_json
oracle_invalid,1.0,retained,50,1.0,0.5745,0.542,0.607,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 28, ""right"": 22}, ""age_category"": {""45-64"": 33, ""<45"": 7, "">=65"": 10}, ""duration_category"": {""1-3"": 27, ""4-7"": 14, ""8-14"": 4, "">=15"": 5}, ""mRS_category"": {""0"": 2, ""1"": 15, ""2"": 4, ""3"": 6, ""4"": 22, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 20, ""61-90_moderate"": 25, ""91-99_slight"": 2}, ""nihss_category"": {""1-4_minor"": 33, ""5-15_moderate"": 17}}"
oracle_invalid,1.0,rejected,0,0.0,,,,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {}, ""age_category"": {}, ""duration_category"": {}, ""mRS_category"": {}, ""mbi_category"": {}, ""nihss_category"": {}}"
oracle_invalid,0.9,retained,45,0.9,0.5966666666666666,0.5677777777777778,0.6266666666666667,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 25, ""right"": 20}, ""age_category"": {""45-64"": 30, ""<45"": 6, "">=65"": 9}, ""duration_category"": {""1-3"": 23, ""4-7"": 14, ""8-14"": 4, "">=15"": 4}, ""mRS_category"": {""1"": 14, ""2"": 3, ""3"": 6, ""4"": 21, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 19, ""61-90_moderate"": 22, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 28, ""5-15_moderate"": 17}}"
oracle_invalid,0.9,rejected,5,0.1,0.375,0.31,0.42000000000000004,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 3, ""right"": 2}, ""age_category"": {""45-64"": 3, ""<45"": 1, "">=65"": 1}, ""duration_category"": {""1-3"": 4, "">=15"": 1}, ""mRS_category"": {""0"": 2, ""1"": 1, ""2"": 1, ""4"": 1}, ""mbi_category"": {""21-60_severe"": 1, ""61-90_moderate"": 3, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 5}}"
oracle_invalid,0.8,retained,40,0.8,0.6137499999999999,0.585625,0.6431250000000001,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 22, ""right"": 18}, ""age_category"": {""45-64"": 27, ""<45"": 6, "">=65"": 7}, ""duration_category"": {""1-3"": 19, ""4-7"": 14, ""8-14"": 3, "">=15"": 4}, ""mRS_category"": {""1"": 10, ""2"": 3, ""3"": 6, ""4"": 20, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 18, ""61-90_moderate"": 18, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 24, ""5-15_moderate"": 16}}"
oracle_invalid,0.8,rejected,10,0.2,0.4175,0.375,0.45,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 6, ""right"": 4}, ""age_category"": {""45-64"": 6, ""<45"": 1, "">=65"": 3}, ""duration_category"": {""1-3"": 8, ""8-14"": 1, "">=15"": 1}, ""mRS_category"": {""0"": 2, ""1"": 5, ""2"": 1, ""4"": 2}, ""mbi_category"": {""21-60_severe"": 2, ""61-90_moderate"": 7, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 9, ""5-15_moderate"": 1}}"
oracle_invalid,0.7,retained,35,0.7,0.6314285714285713,0.604267857142857,0.6592857142857143,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 17, ""right"": 18}, ""age_category"": {""45-64"": 25, ""<45"": 5, "">=65"": 5}, ""duration_category"": {""1-3"": 17, ""4-7"": 13, ""8-14"": 2, "">=15"": 3}, ""mRS_category"": {""1"": 10, ""2"": 3, ""3"": 5, ""4"": 16, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 14, ""61-90_moderate"": 17, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 22, ""5-15_moderate"": 13}}"
oracle_invalid,0.7,rejected,15,0.3,0.44166666666666665,0.4066666666666667,0.4683333333333334,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 11, ""right"": 4}, ""age_category"": {""45-64"": 8, ""<45"": 2, "">=65"": 5}, ""duration_category"": {""1-3"": 10, ""4-7"": 1, ""8-14"": 2, "">=15"": 2}, ""mRS_category"": {""0"": 2, ""1"": 5, ""2"": 1, ""3"": 1, ""4"": 6}, ""mbi_category"": {""21-60_severe"": 6, ""61-90_moderate"": 8, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 11, ""5-15_moderate"": 4}}"
oracle_invalid,0.6,retained,30,0.6,0.6508333333333334,0.6241666666666668,0.678333333333333,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 16, ""right"": 14}, ""age_category"": {""45-64"": 22, ""<45"": 4, "">=65"": 4}, ""duration_category"": {""1-3"": 13, ""4-7"": 12, ""8-14"": 2, "">=15"": 3}, ""mRS_category"": {""1"": 9, ""2"": 3, ""3"": 4, ""4"": 13, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 12, ""61-90_moderate"": 14, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 19, ""5-15_moderate"": 11}}"
oracle_invalid,0.6,rejected,20,0.4,0.4600000000000001,0.43000000000000005,0.485,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 12, ""right"": 8}, ""age_category"": {""45-64"": 11, ""<45"": 3, "">=65"": 6}, ""duration_category"": {""1-3"": 14, ""4-7"": 2, ""8-14"": 2, "">=15"": 2}, ""mRS_category"": {""0"": 2, ""1"": 6, ""2"": 1, ""3"": 2, ""4"": 9}, ""mbi_category"": {""21-60_severe"": 8, ""61-90_moderate"": 11, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 14, ""5-15_moderate"": 6}}"
oracle_invalid,0.5,retained,25,0.5,0.6730000000000002,0.6489999999999999,0.698,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 13, ""right"": 12}, ""age_category"": {""45-64"": 20, ""<45"": 3, "">=65"": 2}, ""duration_category"": {""1-3"": 12, ""4-7"": 9, ""8-14"": 2, "">=15"": 2}, ""mRS_category"": {""1"": 6, ""2"": 3, ""3"": 3, ""4"": 12, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 10, ""61-90_moderate"": 11, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 15, ""5-15_moderate"": 10}}"
oracle_invalid,0.5,rejected,25,0.5,0.47600000000000003,0.449,0.49902499999999966,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 15, ""right"": 10}, ""age_category"": {""45-64"": 13, ""<45"": 4, "">=65"": 8}, ""duration_category"": {""1-3"": 15, ""4-7"": 5, ""8-14"": 2, "">=15"": 3}, ""mRS_category"": {""0"": 2, ""1"": 9, ""2"": 1, ""3"": 3, ""4"": 10}, ""mbi_category"": {""21-60_severe"": 10, ""61-90_moderate"": 14, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 18, ""5-15_moderate"": 7}}"
oracle_invalid,0.4,retained,20,0.4,0.6937500000000001,0.6725000000000001,0.7175,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 12, ""right"": 8}, ""age_category"": {""45-64"": 16, ""<45"": 3, "">=65"": 1}, ""duration_category"": {""1-3"": 7, ""4-7"": 9, ""8-14"": 2, "">=15"": 2}, ""mRS_category"": {""1"": 6, ""2"": 1, ""3"": 2, ""4"": 10, ""5"": 1}, ""mbi_category"": {""100_independent"": 3, ""21-60_severe"": 8, ""61-90_moderate"": 8, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 11, ""5-15_moderate"": 9}}"
oracle_invalid,0.4,rejected,30,0.6,0.49500000000000005,0.4675,0.52,observed_held_out_ba,INVALID_CIRCULAR_NOT_DEPLOYABLE,"{""ParalysisSide"": {""left"": 16, ""right"": 14}, ""age_category"": {""45-64"": 17, ""<45"": 4, "">=65"": 9}, ""duration_category"": {""1-3"": 20, ""4-7"": 5, ""8-14"": 2, "">=15"": 3}, ""mRS_category"": {""0"": 2, ""1"": 9, ""2"": 3, ""3"": 4, ""4"": 12}, ""mbi_category"": {""21-60_severe"": 12, ""61-90_moderate"": 17, ""91-99_slight"": 1}, ""nihss_category"": {""1-4_minor"": 22, ""5-15_moderate"": 8}}"
