pretrained_mode,strategy,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,mean_confidence,mean_normalized_prediction_entropy,collapse_rate,n_folds_total,n_subjects
from_pretrained,new,0.5445,0.1554958708887597,54.45,15.549587088875965,0.5445,0.1554958708887597,54.45,15.549587088875965,0.55301366988,0.9647158702399999,0.448,250,50
