subject_id,fold_id,cv_scheme,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,embedding_dim,pca_n_components,pca_explained_variance_sum,finetune_use_validation,finetune_val_split,finetune_n_train_inner,finetune_n_val_inner,finetune_train_counts_inner,finetune_val_counts_inner,finetune_epochs_ran,finetune_best_val_loss,finetune_last_train_loss,finetune_last_val_loss,finetune_selected_checkpoint
17,2,sjepa_5fold,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9818634986877441,True,0.2,26,6,"[13, 13]","[3, 3]",57,0.6897928714752197,0.4498803839087486,0.7280034422874451,best_internal_validation_loss
17,3,sjepa_5fold,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9803476333618164,True,0.2,26,6,"[13, 13]","[3, 3]",531,0.46904850006103516,0.03429547278210521,0.47158578038215637,best_internal_validation_loss
17,4,sjepa_5fold,0.375,0.375,0.90625,0.90625,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9771671295166016,True,0.2,26,6,"[13, 13]","[3, 3]",83,0.6730868220329285,0.34809789061546326,0.6886155009269714,best_internal_validation_loss
18,0,sjepa_5fold,0.75,0.75,0.90625,0.90625,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9811878204345703,True,0.2,26,6,"[13, 13]","[3, 3]",942,0.03061506152153015,0.005883637932129204,0.031447045505046844,best_internal_validation_loss
18,1,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9797109365463257,True,0.2,26,6,"[13, 13]","[3, 3]",402,0.17910510301589966,0.019559522857889533,0.18708330392837524,best_internal_validation_loss
18,2,sjepa_5fold,0.625,0.625,0.90625,0.90625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9823833107948303,True,0.2,26,6,"[13, 13]","[3, 3]",985,0.11690259724855423,0.0047037770273163915,0.14035169780254364,best_internal_validation_loss
18,3,sjepa_5fold,0.625,0.625,0.9375,0.9375,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,20,20,0.9767219424247742,True,0.2,26,6,"[13, 13]","[3, 3]",675,0.12138890475034714,0.008420258294790983,0.12258333712816238,best_internal_validation_loss
18,4,sjepa_5fold,0.75,0.75,0.78125,0.78125,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9790448546409607,True,0.2,26,6,"[13, 13]","[3, 3]",786,0.06447123736143112,0.009275142685510218,0.06912919878959656,best_internal_validation_loss
19,0,sjepa_5fold,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9876686334609985,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.693071186542511,0.40966959297657013,0.804642379283905,best_internal_validation_loss
19,1,sjepa_5fold,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.985264241695404,True,0.2,26,6,"[13, 13]","[3, 3]",120,0.5785124897956848,0.25602566450834274,0.6626278758049011,best_internal_validation_loss
19,2,sjepa_5fold,0.5,0.5,0.875,0.875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9868223667144775,True,0.2,26,6,"[13, 13]","[3, 3]",132,0.678896963596344,0.2444959282875061,0.7614586353302002,best_internal_validation_loss
19,3,sjepa_5fold,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9901619553565979,True,0.2,26,6,"[13, 13]","[3, 3]",58,0.6841676235198975,0.4180135279893875,0.7347947955131531,best_internal_validation_loss
19,4,sjepa_5fold,0.375,0.375,0.84375,0.84375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9881104826927185,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6933939456939697,0.40779417008161545,0.7853609919548035,best_internal_validation_loss
20,0,sjepa_5fold,0.5,0.5,1.0,1.0,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9864572286605835,True,0.2,26,6,"[13, 13]","[3, 3]",195,0.3503950834274292,0.07402078993618488,0.35689571499824524,best_internal_validation_loss
20,1,sjepa_5fold,0.5,0.5,0.96875,0.96875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9891223907470703,True,0.2,26,6,"[13, 13]","[3, 3]",112,0.624201238155365,0.18125386536121368,0.6410274505615234,best_internal_validation_loss
20,2,sjepa_5fold,1.0,1.0,0.875,0.875,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9900832772254944,True,0.2,26,6,"[13, 13]","[3, 3]",91,0.6410629153251648,0.28307676687836647,0.7459413409233093,best_internal_validation_loss
20,3,sjepa_5fold,0.375,0.375,1.0,1.0,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,20,20,0.987973690032959,True,0.2,26,6,"[13, 13]","[3, 3]",183,0.49213099479675293,0.12922405824065208,0.5594119429588318,best_internal_validation_loss
20,4,sjepa_5fold,0.5,0.5,1.0,1.0,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9828912019729614,True,0.2,26,6,"[13, 13]","[3, 3]",564,0.28480198979377747,0.0178299059625715,0.2951728403568268,best_internal_validation_loss
21,0,sjepa_5fold,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9773246645927429,True,0.2,26,6,"[13, 13]","[3, 3]",119,0.6619768142700195,0.2914670966565609,0.694588840007782,best_internal_validation_loss
21,1,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9815140962600708,True,0.2,26,6,"[13, 13]","[3, 3]",547,0.4020932912826538,0.022801883053034544,0.4161349833011627,best_internal_validation_loss
21,2,sjepa_5fold,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9792055487632751,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6951477527618408,0.4593072310090065,0.7773988842964172,best_internal_validation_loss
21,3,sjepa_5fold,0.75,0.75,1.0,1.0,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.984092652797699,True,0.2,26,6,"[13, 13]","[3, 3]",689,0.3077145516872406,0.02679690020158887,0.3273508846759796,best_internal_validation_loss
21,4,sjepa_5fold,0.5,0.5,0.96875,0.96875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9805495142936707,True,0.2,26,6,"[13, 13]","[3, 3]",246,0.43897345662117004,0.12553692609071732,0.4941391050815582,best_internal_validation_loss
22,0,sjepa_5fold,0.875,0.875,0.875,0.875,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9857916235923767,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6934391856193542,0.34785881638526917,0.8224129676818848,best_internal_validation_loss
22,1,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.98682701587677,True,0.2,26,6,"[13, 13]","[3, 3]",772,0.039961252361536026,0.005255454685539007,0.04542102292180061,best_internal_validation_loss
22,2,sjepa_5fold,0.625,0.625,0.9375,0.9375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9886857271194458,True,0.2,26,6,"[13, 13]","[3, 3]",406,0.179382786154747,0.026904419530183077,0.180280864238739,best_internal_validation_loss
22,3,sjepa_5fold,0.5,0.5,0.90625,0.90625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9861301779747009,True,0.2,26,6,"[13, 13]","[3, 3]",281,0.26831936836242676,0.04058620426803827,0.27698269486427307,best_internal_validation_loss
22,4,sjepa_5fold,0.75,0.75,1.0,1.0,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9896514415740967,True,0.2,26,6,"[13, 13]","[3, 3]",157,0.30275121331214905,0.08406852185726166,0.37101849913597107,best_internal_validation_loss
23,0,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9773441553115845,True,0.2,26,6,"[13, 13]","[3, 3]",70,0.6769784092903137,0.3888549953699112,0.720796525478363,best_internal_validation_loss
23,1,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9788070917129517,True,0.2,26,6,"[13, 13]","[3, 3]",81,0.6930091977119446,0.3642166554927826,0.7210683226585388,best_internal_validation_loss
23,2,sjepa_5fold,0.25,0.25,0.9375,0.9375,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9757741689682007,True,0.2,26,6,"[13, 13]","[3, 3]",61,0.6919414401054382,0.43636292964220047,0.7552894949913025,best_internal_validation_loss
23,3,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.975618839263916,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6936668753623962,0.47128012031316757,0.7038435935974121,best_internal_validation_loss
23,4,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9750028252601624,True,0.2,26,6,"[13, 13]","[3, 3]",162,0.5765590667724609,0.1339818760752678,0.5976452827453613,best_internal_validation_loss
24,0,sjepa_5fold,0.5,0.5,0.90625,0.90625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9801114797592163,True,0.2,26,6,"[13, 13]","[3, 3]",92,0.6638858914375305,0.32202058285474777,0.6709179878234863,best_internal_validation_loss
24,1,sjepa_5fold,0.625,0.625,0.9375,0.9375,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,20,20,0.9817265272140503,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6965931057929993,0.44113439321517944,0.8108372092247009,best_internal_validation_loss
24,2,sjepa_5fold,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9815419912338257,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.6933167576789856,0.48773040622472763,0.7318921685218811,best_internal_validation_loss
24,3,sjepa_5fold,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9840491414070129,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6981268525123596,0.4748063236474991,0.7638289332389832,best_internal_validation_loss
24,4,sjepa_5fold,0.75,0.75,0.84375,0.84375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9839343428611755,True,0.2,26,6,"[13, 13]","[3, 3]",72,0.6890256404876709,0.37090403586626053,0.7034602761268616,best_internal_validation_loss
25,0,sjepa_5fold,0.75,0.75,0.90625,0.90625,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9829861521720886,True,0.2,26,6,"[13, 13]","[3, 3]",396,0.4618169367313385,0.03312499448657036,0.4871337115764618,best_internal_validation_loss
25,1,sjepa_5fold,0.375,0.375,0.9375,0.9375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9834271669387817,True,0.2,26,6,"[13, 13]","[3, 3]",144,0.4835866391658783,0.1744019091129303,0.5088935494422913,best_internal_validation_loss
25,2,sjepa_5fold,0.5,0.5,1.0,1.0,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.983718752861023,True,0.2,26,6,"[13, 13]","[3, 3]",141,0.6300249695777893,0.1730668768286705,0.6895163655281067,best_internal_validation_loss
25,3,sjepa_5fold,0.75,0.75,0.96875,0.96875,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9829342365264893,True,0.2,26,6,"[13, 13]","[3, 3]",354,0.4116584062576294,0.04494188632816076,0.4361826479434967,best_internal_validation_loss
25,4,sjepa_5fold,0.625,0.625,0.875,0.875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9785057902336121,True,0.2,26,6,"[13, 13]","[3, 3]",245,0.48055848479270935,0.11866695247590542,0.4918871819972992,best_internal_validation_loss
26,0,sjepa_5fold,0.625,0.625,0.9375,0.9375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9813618659973145,True,0.2,26,6,"[13, 13]","[3, 3]",526,0.3867398500442505,0.029244175646454096,0.3979685306549072,best_internal_validation_loss
26,1,sjepa_5fold,0.25,0.25,0.96875,0.96875,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9801380634307861,True,0.2,26,6,"[13, 13]","[3, 3]",761,0.35577985644340515,0.02613122947514057,0.36669066548347473,best_internal_validation_loss
26,2,sjepa_5fold,0.625,0.625,0.90625,0.90625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9841265678405762,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6906866431236267,0.4628930687904358,0.7291151881217957,best_internal_validation_loss
26,3,sjepa_5fold,0.375,0.375,0.9375,0.9375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9799183011054993,True,0.2,26,6,"[13, 13]","[3, 3]",293,0.601364254951477,0.06578592490404844,0.6158772110939026,best_internal_validation_loss
26,4,sjepa_5fold,0.375,0.375,1.0,1.0,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9794920682907104,True,0.2,26,6,"[13, 13]","[3, 3]",116,0.6811292171478271,0.2728040926158428,0.7106154561042786,best_internal_validation_loss
27,0,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.982557475566864,True,0.2,26,6,"[13, 13]","[3, 3]",315,0.5108221173286438,0.08124987967312336,0.5218138694763184,best_internal_validation_loss
27,1,sjepa_5fold,0.25,0.25,0.9375,0.9375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9870849251747131,True,0.2,26,6,"[13, 13]","[3, 3]",76,0.6832095980644226,0.3678581714630127,0.7188878655433655,best_internal_validation_loss
27,2,sjepa_5fold,0.625,0.625,1.0,1.0,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9798914790153503,True,0.2,26,6,"[13, 13]","[3, 3]",211,0.5759796500205994,0.12452836148440838,0.6119264960289001,best_internal_validation_loss
27,3,sjepa_5fold,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9844847917556763,True,0.2,26,6,"[13, 13]","[3, 3]",647,0.2039957046508789,0.026517849415540695,0.21319253742694855,best_internal_validation_loss
27,4,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9824047684669495,True,0.2,26,6,"[13, 13]","[3, 3]",85,0.6905412673950195,0.3281770944595337,0.7426573634147644,best_internal_validation_loss
28,0,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9698006510734558,True,0.2,26,6,"[13, 13]","[3, 3]",54,0.6934712529182434,0.4847804382443428,0.7109789848327637,best_internal_validation_loss
28,1,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9785176515579224,True,0.2,26,6,"[13, 13]","[3, 3]",839,0.36870670318603516,0.01534720091149211,0.3755333423614502,best_internal_validation_loss
28,2,sjepa_5fold,0.375,0.375,0.9375,0.9375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9819621443748474,True,0.2,26,6,"[13, 13]","[3, 3]",147,0.6385231018066406,0.21059588342905045,0.6632183194160461,best_internal_validation_loss
28,3,sjepa_5fold,0.625,0.625,0.9375,0.9375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9822138547897339,True,0.2,26,6,"[13, 13]","[3, 3]",109,0.6712040305137634,0.2883228063583374,0.7046017646789551,best_internal_validation_loss
28,4,sjepa_5fold,0.25,0.25,0.875,0.875,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9776264429092407,True,0.2,26,6,"[13, 13]","[3, 3]",291,0.5793596506118774,0.08860698156058788,0.6249362826347351,best_internal_validation_loss
29,0,sjepa_5fold,0.625,0.625,1.0,1.0,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9826504588127136,True,0.2,26,6,"[13, 13]","[3, 3]",239,0.4581352174282074,0.07863910309970379,0.47871801257133484,best_internal_validation_loss
29,1,sjepa_5fold,0.5,0.5,0.8125,0.8125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9829882383346558,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6935491561889648,0.4505267068743706,0.750745952129364,best_internal_validation_loss
29,2,sjepa_5fold,0.5,0.5,0.875,0.875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9857295751571655,True,0.2,26,6,"[13, 13]","[3, 3]",102,0.6348156929016113,0.29328374564647675,0.6853505969047546,best_internal_validation_loss
29,3,sjepa_5fold,0.25,0.25,0.90625,0.90625,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9855926036834717,True,0.2,26,6,"[13, 13]","[3, 3]",203,0.5710737705230713,0.0958940926939249,0.5978888869285583,best_internal_validation_loss
29,4,sjepa_5fold,0.625,0.625,0.9375,0.9375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9879957437515259,True,0.2,26,6,"[13, 13]","[3, 3]",350,0.5539989471435547,0.05596209969371557,0.5827539563179016,best_internal_validation_loss
30,0,sjepa_5fold,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9834113717079163,True,0.2,26,6,"[13, 13]","[3, 3]",548,0.2975618541240692,0.012008453952148557,0.30143049359321594,best_internal_validation_loss
30,1,sjepa_5fold,0.75,0.75,0.90625,0.90625,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9864370226860046,True,0.2,26,6,"[13, 13]","[3, 3]",917,0.09121059626340866,0.008522635325789452,0.09555679559707642,best_internal_validation_loss
30,2,sjepa_5fold,0.875,0.875,0.9375,0.9375,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9844825863838196,True,0.2,26,6,"[13, 13]","[3, 3]",489,0.17865879833698273,0.02127481554634869,0.18782144784927368,best_internal_validation_loss
30,3,sjepa_5fold,0.625,0.625,1.0,1.0,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.988979160785675,True,0.2,26,6,"[13, 13]","[3, 3]",450,0.23165936768054962,0.021889660973101854,0.2319379597902298,best_internal_validation_loss
30,4,sjepa_5fold,0.875,0.875,1.0,1.0,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9831411242485046,True,0.2,26,6,"[13, 13]","[3, 3]",241,0.29217615723609924,0.055383373983204365,0.32054945826530457,best_internal_validation_loss
31,0,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9864774346351624,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6926271319389343,0.48919129371643066,0.7206211090087891,best_internal_validation_loss
31,1,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9857141375541687,True,0.2,26,6,"[13, 13]","[3, 3]",140,0.6399924159049988,0.2357553243637085,0.7403373122215271,best_internal_validation_loss
31,2,sjepa_5fold,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9847766160964966,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6991033554077148,0.4813579395413399,0.8272905349731445,best_internal_validation_loss
31,3,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9794187545776367,True,0.2,26,6,"[13, 13]","[3, 3]",171,0.6085937023162842,0.1282152496278286,0.6357811093330383,best_internal_validation_loss
31,4,sjepa_5fold,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9833928942680359,True,0.2,26,6,"[13, 13]","[3, 3]",70,0.6723564267158508,0.42102406919002533,0.7573704719543457,best_internal_validation_loss
32,0,sjepa_5fold,0.75,0.75,0.84375,0.84375,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9779987335205078,True,0.2,26,6,"[13, 13]","[3, 3]",408,0.2890397310256958,0.02403532899916172,0.3384573459625244,best_internal_validation_loss
32,1,sjepa_5fold,0.25,0.25,0.90625,0.90625,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9810107350349426,True,0.2,26,6,"[13, 13]","[3, 3]",374,0.5080350041389465,0.03458189405500889,0.5288780331611633,best_internal_validation_loss
32,2,sjepa_5fold,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9768383502960205,True,0.2,26,6,"[13, 13]","[3, 3]",59,0.6778643131256104,0.41046178340911865,0.737875759601593,best_internal_validation_loss
32,3,sjepa_5fold,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9792782068252563,True,0.2,26,6,"[13, 13]","[3, 3]",322,0.5826051831245422,0.06647405680269003,0.6562488079071045,best_internal_validation_loss
32,4,sjepa_5fold,0.125,0.125,0.875,0.875,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9822521805763245,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6926717758178711,0.4533631056547165,0.7419067025184631,best_internal_validation_loss
33,0,sjepa_5fold,0.5,0.5,0.6875,0.6875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.976345956325531,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6926641464233398,0.491521880030632,0.7962231636047363,best_internal_validation_loss
33,1,sjepa_5fold,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9848553538322449,True,0.2,26,6,"[13, 13]","[3, 3]",286,0.52565598487854,0.06000401172786951,0.5754412412643433,best_internal_validation_loss
33,2,sjepa_5fold,0.625,0.625,1.0,1.0,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9851008057594299,True,0.2,26,6,"[13, 13]","[3, 3]",200,0.5773789882659912,0.13464699499309063,0.5783860087394714,best_internal_validation_loss
33,3,sjepa_5fold,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9797590374946594,True,0.2,26,6,"[13, 13]","[3, 3]",299,0.4592159688472748,0.07713175192475319,0.4907113313674927,best_internal_validation_loss
33,4,sjepa_5fold,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9859117865562439,True,0.2,26,6,"[13, 13]","[3, 3]",71,0.6642749905586243,0.3821481838822365,0.7114701271057129,best_internal_validation_loss
