subject_id,fold_id,cv_scheme,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,embedding_dim,pca_n_components,pca_explained_variance_sum,finetune_use_validation,finetune_val_split,finetune_n_train_inner,finetune_n_val_inner,finetune_train_counts_inner,finetune_val_counts_inner,finetune_epochs_ran,finetune_best_val_loss,finetune_last_train_loss,finetune_last_val_loss,finetune_selected_checkpoint
4,3,sjepa_5fold,0.625,0.625,0.90625,0.90625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.979259729385376,True,0.2,26,6,"[13, 13]","[3, 3]",143,0.6181187629699707,0.2152162455022335,0.6487273573875427,best_internal_validation_loss
4,4,sjepa_5fold,0.5,0.5,1.0,1.0,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9860406517982483,True,0.2,26,6,"[13, 13]","[3, 3]",148,0.5224108099937439,0.20329328253865242,0.5457403063774109,best_internal_validation_loss
5,0,sjepa_5fold,0.625,0.625,1.0,1.0,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.97567218542099,True,0.2,26,6,"[13, 13]","[3, 3]",267,0.6440572142601013,0.11362281814217567,0.6517204642295837,best_internal_validation_loss
5,1,sjepa_5fold,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9703630805015564,True,0.2,26,6,"[13, 13]","[3, 3]",62,0.6901728510856628,0.438625305891037,0.7039180397987366,best_internal_validation_loss
5,2,sjepa_5fold,0.25,0.25,1.0,1.0,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9720125198364258,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.6905810832977295,0.48804301023483276,0.6988136768341064,best_internal_validation_loss
5,3,sjepa_5fold,0.25,0.25,1.0,1.0,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.974122941493988,True,0.2,26,6,"[13, 13]","[3, 3]",94,0.6811947822570801,0.34689537435770035,0.6930856108665466,best_internal_validation_loss
5,4,sjepa_5fold,0.375,0.375,0.96875,0.96875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9746977686882019,True,0.2,26,6,"[13, 13]","[3, 3]",60,0.6912636756896973,0.443080797791481,0.728158175945282,best_internal_validation_loss
6,0,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9805210828781128,True,0.2,26,6,"[13, 13]","[3, 3]",239,0.5049424171447754,0.059970006346702576,0.5317526459693909,best_internal_validation_loss
6,1,sjepa_5fold,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9843409657478333,True,0.2,26,6,"[13, 13]","[3, 3]",659,0.14366088807582855,0.021072276402264833,0.1460012048482895,best_internal_validation_loss
6,2,sjepa_5fold,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.985216498374939,True,0.2,26,6,"[13, 13]","[3, 3]",270,0.4835752248764038,0.0588978948071599,0.49434390664100647,best_internal_validation_loss
6,3,sjepa_5fold,0.5,0.5,0.96875,0.96875,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]","[16, 16]","[4, 4]",32,8,20,20,0.9882557988166809,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.696242094039917,0.39163554459810257,0.765223503112793,best_internal_validation_loss
6,4,sjepa_5fold,0.0,0.0,0.9375,0.9375,0.0,0.0,"[[0, 4], [4, 0]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9865780472755432,True,0.2,26,6,"[13, 13]","[3, 3]",124,0.5568481087684631,0.1814982183277607,0.5614157319068909,best_internal_validation_loss
7,0,sjepa_5fold,0.5,0.5,0.96875,0.96875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9859232902526855,True,0.2,26,6,"[13, 13]","[3, 3]",185,0.5396531224250793,0.12019099108874798,0.5473635196685791,best_internal_validation_loss
7,1,sjepa_5fold,0.375,0.375,1.0,1.0,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9853642582893372,True,0.2,26,6,"[13, 13]","[3, 3]",180,0.6304110884666443,0.09492884948849678,0.653270423412323,best_internal_validation_loss
7,2,sjepa_5fold,0.375,0.375,0.9375,0.9375,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,20,20,0.9850465059280396,True,0.2,26,6,"[13, 13]","[3, 3]",114,0.6009951233863831,0.22577954828739166,0.6170790791511536,best_internal_validation_loss
7,3,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.984844446182251,True,0.2,26,6,"[13, 13]","[3, 3]",749,0.2686023414134979,0.012934579281136394,0.2712419927120209,best_internal_validation_loss
7,4,sjepa_5fold,0.25,0.25,0.84375,0.84375,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9875930547714233,True,0.2,26,6,"[13, 13]","[3, 3]",148,0.5452473759651184,0.12960395030677319,0.5576379895210266,best_internal_validation_loss
8,0,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,20,20,0.9916557669639587,True,0.2,26,6,"[13, 13]","[3, 3]",139,0.48544296622276306,0.12898596562445164,0.5725328326225281,best_internal_validation_loss
8,1,sjepa_5fold,0.625,0.625,1.0,1.0,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9870356917381287,True,0.2,26,6,"[13, 13]","[3, 3]",101,0.5966296195983887,0.24893176555633545,0.6481649279594421,best_internal_validation_loss
8,2,sjepa_5fold,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9952475428581238,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.694063663482666,0.36209308356046677,0.7756496071815491,best_internal_validation_loss
8,3,sjepa_5fold,0.625,0.625,0.9375,0.9375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9889983534812927,True,0.2,26,6,"[13, 13]","[3, 3]",122,0.44649043679237366,0.167598906904459,0.46039876341819763,best_internal_validation_loss
8,4,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9903929233551025,True,0.2,26,6,"[13, 13]","[3, 3]",414,0.2654706835746765,0.026964697521179914,0.26537656784057617,best_internal_validation_loss
9,0,sjepa_5fold,0.5,0.5,0.96875,0.96875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9792437553405762,True,0.2,26,6,"[13, 13]","[3, 3]",676,0.38673433661460876,0.022210425697267056,0.3915386497974396,best_internal_validation_loss
9,1,sjepa_5fold,0.375,0.375,1.0,1.0,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9831917881965637,True,0.2,26,6,"[13, 13]","[3, 3]",698,0.2855321764945984,0.02172439731657505,0.29512250423431396,best_internal_validation_loss
9,2,sjepa_5fold,0.25,0.25,0.90625,0.90625,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.979399561882019,True,0.2,26,6,"[13, 13]","[3, 3]",369,0.48919108510017395,0.05042452923953533,0.5012090802192688,best_internal_validation_loss
9,3,sjepa_5fold,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9760993123054504,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6946315765380859,0.4981311038136482,0.723982036113739,best_internal_validation_loss
9,4,sjepa_5fold,0.625,0.625,0.78125,0.78125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9755097031593323,True,0.2,26,6,"[13, 13]","[3, 3]",167,0.6636595129966736,0.19414006918668747,0.699537456035614,best_internal_validation_loss
10,0,sjepa_5fold,0.75,0.75,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9909498691558838,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.691763162612915,0.4537389501929283,0.8297867178916931,best_internal_validation_loss
10,1,sjepa_5fold,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9798643589019775,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.6920765042304993,0.5033136084675789,0.7313032746315002,best_internal_validation_loss
10,2,sjepa_5fold,0.375,0.375,0.9375,0.9375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.987912654876709,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.6958987712860107,0.4324919804930687,0.7560169100761414,best_internal_validation_loss
10,3,sjepa_5fold,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9877127408981323,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6955567002296448,0.4581405594944954,0.8012104630470276,best_internal_validation_loss
10,4,sjepa_5fold,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9826472997665405,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6951075196266174,0.49477893859148026,0.7756808400154114,best_internal_validation_loss
11,0,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9855853319168091,True,0.2,26,6,"[13, 13]","[3, 3]",87,0.6615063548088074,0.31326453387737274,0.6819457411766052,best_internal_validation_loss
11,1,sjepa_5fold,0.125,0.125,0.90625,0.90625,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9758310914039612,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.697876513004303,0.4500022903084755,0.7388107776641846,best_internal_validation_loss
11,2,sjepa_5fold,0.5,0.5,0.84375,0.84375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9861606955528259,True,0.2,26,6,"[13, 13]","[3, 3]",61,0.6909286379814148,0.48592930287122726,0.7061235308647156,best_internal_validation_loss
11,3,sjepa_5fold,0.25,0.25,0.9375,0.9375,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9802118539810181,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6958608627319336,0.49848902970552444,0.8868544697761536,best_internal_validation_loss
11,4,sjepa_5fold,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9843112826347351,True,0.2,26,6,"[13, 13]","[3, 3]",73,0.6811423301696777,0.39289887994527817,0.6991249918937683,best_internal_validation_loss
12,0,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9860804080963135,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6963346600532532,0.4601823762059212,0.7182156443595886,best_internal_validation_loss
12,1,sjepa_5fold,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9854272603988647,True,0.2,26,6,"[13, 13]","[3, 3]",346,0.4787478446960449,0.05287839099764824,0.4953583776950836,best_internal_validation_loss
12,2,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9815704226493835,True,0.2,26,6,"[13, 13]","[3, 3]",336,0.44358745217323303,0.05576092842966318,0.44372233748435974,best_internal_validation_loss
12,3,sjepa_5fold,0.625,0.625,0.96875,0.96875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9817839860916138,True,0.2,26,6,"[13, 13]","[3, 3]",55,0.6914598345756531,0.41288192570209503,0.7143332362174988,best_internal_validation_loss
12,4,sjepa_5fold,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9808260202407837,True,0.2,26,6,"[13, 13]","[3, 3]",84,0.6674025654792786,0.3347891792654991,0.7097004055976868,best_internal_validation_loss
13,0,sjepa_5fold,0.75,0.75,0.90625,0.90625,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9882482290267944,True,0.2,26,6,"[13, 13]","[3, 3]",436,0.2202497124671936,0.02025058981962502,0.22227060794830322,best_internal_validation_loss
13,1,sjepa_5fold,0.625,0.625,0.90625,0.90625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9838939905166626,True,0.2,26,6,"[13, 13]","[3, 3]",879,0.04589201137423515,0.007995163672603667,0.05264860391616821,best_internal_validation_loss
13,2,sjepa_5fold,0.5,0.5,1.0,1.0,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9866376519203186,True,0.2,26,6,"[13, 13]","[3, 3]",684,0.047638606280088425,0.012388202478177845,0.0499560721218586,best_internal_validation_loss
13,3,sjepa_5fold,0.875,0.875,0.90625,0.90625,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9844127297401428,True,0.2,26,6,"[13, 13]","[3, 3]",432,0.11149472743272781,0.02494995598681271,0.11913623660802841,best_internal_validation_loss
13,4,sjepa_5fold,0.75,0.75,0.96875,0.96875,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,20,20,0.9914535284042358,True,0.2,26,6,"[13, 13]","[3, 3]",232,0.371562123298645,0.06259390152990818,0.422567754983902,best_internal_validation_loss
14,0,sjepa_5fold,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.985153079032898,True,0.2,26,6,"[13, 13]","[3, 3]",65,0.6893065571784973,0.45631690323352814,0.7092970013618469,best_internal_validation_loss
14,1,sjepa_5fold,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.974617600440979,True,0.2,26,6,"[13, 13]","[3, 3]",697,0.33646509051322937,0.0242774928919971,0.348029226064682,best_internal_validation_loss
14,2,sjepa_5fold,0.5,0.5,0.8125,0.8125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9729827642440796,True,0.2,26,6,"[13, 13]","[3, 3]",59,0.6879182457923889,0.48183003067970276,0.7085180878639221,best_internal_validation_loss
14,3,sjepa_5fold,0.75,0.75,0.9375,0.9375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9844323396682739,True,0.2,26,6,"[13, 13]","[3, 3]",86,0.6851981282234192,0.37668267637491226,0.6978201866149902,best_internal_validation_loss
14,4,sjepa_5fold,0.625,0.625,0.875,0.875,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,20,20,0.978532075881958,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6958480477333069,0.4996504932641983,0.7247340083122253,best_internal_validation_loss
15,0,sjepa_5fold,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.975783109664917,True,0.2,26,6,"[13, 13]","[3, 3]",100,0.6841127872467041,0.33723465353250504,0.6967299580574036,best_internal_validation_loss
15,1,sjepa_5fold,0.875,0.875,0.9375,0.9375,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9692411422729492,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6933369636535645,0.4650748446583748,0.7458357810974121,best_internal_validation_loss
15,2,sjepa_5fold,0.5,0.5,0.9375,0.9375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9713863730430603,True,0.2,26,6,"[13, 13]","[3, 3]",107,0.6579856276512146,0.3224857524037361,0.6641931533813477,best_internal_validation_loss
15,3,sjepa_5fold,0.625,0.625,0.9375,0.9375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9726622104644775,True,0.2,26,6,"[13, 13]","[3, 3]",338,0.594296395778656,0.07827938720583916,0.5971952676773071,best_internal_validation_loss
15,4,sjepa_5fold,0.5,0.5,1.0,1.0,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9722007513046265,True,0.2,26,6,"[13, 13]","[3, 3]",52,0.6910802721977234,0.4839474707841873,0.7213776707649231,best_internal_validation_loss
16,0,sjepa_5fold,0.25,0.25,0.84375,0.84375,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,20,20,0.9868274927139282,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6928620338439941,0.4827619343996048,0.7751142978668213,best_internal_validation_loss
16,1,sjepa_5fold,0.375,0.375,0.84375,0.84375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9862185716629028,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6961665749549866,0.485986165702343,0.8388440012931824,best_internal_validation_loss
16,2,sjepa_5fold,0.25,0.25,0.78125,0.78125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9848158359527588,True,0.2,26,6,"[13, 13]","[3, 3]",150,0.6589354872703552,0.21312475576996803,0.6819929480552673,best_internal_validation_loss
16,3,sjepa_5fold,0.5,0.5,0.96875,0.96875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.9853138327598572,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6920766830444336,0.4540427401661873,0.8150760531425476,best_internal_validation_loss
16,4,sjepa_5fold,0.125,0.125,0.875,0.875,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,20,20,0.9870737195014954,True,0.2,26,6,"[13, 13]","[3, 3]",51,0.6978244185447693,0.5154379233717918,0.7820004820823669,best_internal_validation_loss
17,0,sjepa_5fold,0.25,0.25,0.9375,0.9375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,20,20,0.981705367565155,True,0.2,26,6,"[13, 13]","[3, 3]",242,0.6163431406021118,0.088959701359272,0.6406344771385193,best_internal_validation_loss
17,1,sjepa_5fold,0.625,0.625,1.0,1.0,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,20,20,0.9791654348373413,True,0.2,26,6,"[13, 13]","[3, 3]",218,0.6248934268951416,0.16146022081375122,0.66361004114151,best_internal_validation_loss
