subject_id,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,n_folds,n_collapsed_folds
1,0.55,0.09999999999999999,0.55,0.09999999999999999,5,1
2,0.425,0.1,0.425,0.1,5,0
3,0.625,0.11180339887498948,0.625,0.11180339887498948,5,0
4,0.475,0.1224744871391589,0.475,0.1224744871391589,5,1
5,0.425,0.16955824957813173,0.425,0.16955824957813173,5,0
6,0.375,0.2091650066335189,0.375,0.2091650066335189,5,1
7,0.425,0.12747548783981963,0.425,0.12747548783981963,5,0
8,0.6,0.049999999999999996,0.6,0.049999999999999996,5,0
9,0.425,0.12747548783981963,0.425,0.12747548783981963,5,0
10,0.5,0.13693063937629152,0.5,0.13693063937629152,5,0
11,0.375,0.15811388300841897,0.375,0.15811388300841897,5,0
12,0.55,0.1,0.55,0.1,5,0
13,0.7,0.12747548783981963,0.7,0.12747548783981963,5,0
14,0.575,0.1274754878398196,0.575,0.1274754878398196,5,0
15,0.625,0.13693063937629152,0.625,0.13693063937629152,5,0
16,0.3,0.12747548783981963,0.3,0.12747548783981963,5,0
17,0.425,0.12747548783981963,0.425,0.12747548783981963,5,0
18,0.625,0.13693063937629152,0.625,0.13693063937629152,5,0
19,0.45,0.06123724356957945,0.45,0.06123724356957945,5,0
20,0.575,0.21794494717703367,0.575,0.21794494717703367,5,0
21,0.55,0.1695582495781317,0.55,0.1695582495781317,5,0
22,0.625,0.1767766952966369,0.625,0.1767766952966369,5,0
23,0.45,0.1,0.45,0.1,5,0
24,0.6,0.09354143466934853,0.6,0.09354143466934853,5,0
25,0.6,0.1457737973711325,0.6,0.1457737973711325,5,0
26,0.45,0.15000000000000002,0.45,0.15000000000000002,5,0
27,0.45,0.15000000000000002,0.45,0.15000000000000002,5,0
28,0.45,0.15,0.45,0.15,5,0
29,0.5,0.13693063937629152,0.5,0.13693063937629152,5,0
30,0.725,0.1457737973711325,0.725,0.1457737973711325,5,0
31,0.475,0.09354143466934853,0.475,0.09354143466934853,5,0
32,0.425,0.23184046238739262,0.425,0.23184046238739262,5,0
33,0.475,0.09354143466934853,0.475,0.09354143466934853,5,0
34,0.575,0.1274754878398196,0.575,0.1274754878398196,5,0
35,0.6,0.1457737973711325,0.6,0.1457737973711325,5,0
36,0.625,0.2091650066335189,0.625,0.2091650066335189,5,0
37,0.6,0.1457737973711325,0.6,0.1457737973711325,5,0
38,0.55,0.09999999999999999,0.55,0.09999999999999999,5,0
39,0.5,0.2091650066335189,0.5,0.2091650066335189,5,0
40,0.725,0.09354143466934853,0.725,0.09354143466934853,5,0
41,0.575,0.21794494717703367,0.575,0.21794494717703367,5,0
42,0.45,0.2806243040080456,0.45,0.2806243040080456,5,0
43,0.525,0.09354143466934853,0.525,0.09354143466934853,5,0
44,0.625,0.13693063937629152,0.625,0.13693063937629152,5,0
45,0.6,0.18371173070873836,0.6,0.18371173070873836,5,0
46,0.5,0.11180339887498948,0.5,0.11180339887498948,5,0
47,0.6,0.09354143466934853,0.6,0.09354143466934853,5,0
48,0.5,0.2091650066335189,0.5,0.2091650066335189,5,0
49,0.4,0.1837117307087384,0.4,0.1837117307087384,5,0
50,0.525,0.16583123951777,0.525,0.16583123951777,5,0
