method_name,subject_id,mean_accuracy,std_accuracy,mean_balanced_accuracy,mean_kappa_sklearn,n_repeats,left_total,left_correct,right_total,right_correct
CSP_LDA,1,49.375,11.949691999749989,50.9825036075036,0.01794995247935225,10,73,36,87,43
CSP_LDA,2,42.5,10.540925533894598,43.43055555555556,-0.1337632149634047,10,78,32,82,36
CSP_LDA,3,44.375,12.30754623978494,46.25198412698413,-0.0707412176815162,10,77,38,83,33
CSP_LDA,4,48.75,8.740073734751261,50.519480519480524,0.010249195527302978,10,80,42,80,36
CSP_LDA,5,37.5,10.622957319984968,40.039682539682545,-0.18289168542899886,10,74,31,86,29
CSP_LDA,6,45.0,9.682458365518542,45.0,-0.10175636142849254,10,81,40,79,32
CSP_LDA,7,70.0,11.711224435462661,69.59920634920636,0.39066887166720315,10,79,52,81,60
CSP_LDA,8,45.625,9.340213238108289,47.15873015873016,-0.057442199377683266,10,81,36,79,37
CSP_LDA,9,42.5,8.228507357554792,45.68921356421356,-0.08201480022071103,10,81,31,79,37
CSP_LDA,10,45.0,14.672347384715842,45.54761904761905,-0.08507738033425537,10,84,35,76,37
CSP_LDA,11,85.625,5.929270612815711,85.88852813852813,0.7079135471782585,10,77,61,83,76
CSP_LDA,12,50.0,9.771699499632144,53.25306637806638,0.04453614037205369,10,79,39,81,41
CSP_LDA,13,70.0,15.811388300841896,71.18813131313132,0.41150869739579415,10,77,49,83,63
CSP_LDA,14,48.125,10.22744809052798,51.42338217338217,0.02521528488718041,10,84,33,76,44
CSP_LDA,15,47.5,9.409658158863513,51.56583694083694,0.020703497281524874,10,89,33,71,43
CSP_LDA,16,43.125,13.323564129432901,47.698412698412696,-0.055641254132589024,10,84,35,76,34
CSP_LDA,17,52.5,9.409658158863513,53.398989898989896,0.06037993321524733,10,88,51,72,33
CSP_LDA,18,50.625,6.215180787573457,51.5741341991342,0.03068916952564039,10,80,41,80,40
CSP_LDA,19,33.75,8.936504412303007,38.240620490620486,-0.2165233407901921,10,91,23,69,31
CSP_LDA,20,58.75,11.858541225631422,59.73611111111111,0.18891189913843465,10,78,44,82,50
CSP_LDA,21,48.75,17.129003992578717,50.72258297258297,0.03323739300720173,10,70,33,90,45
CSP_LDA,22,69.375,13.323564129432901,70.18344155844156,0.39843132862050623,10,90,61,70,50
CSP_LDA,23,64.375,12.165667767213694,67.98322510822511,0.3266059884952265,10,78,48,82,55
CSP_LDA,24,50.0,7.216878364870322,53.27435064935065,0.05885243549582725,10,83,26,77,54
CSP_LDA,25,43.75,7.216878364870323,46.36904761904762,-0.06617673371404711,10,81,29,79,41
CSP_LDA,26,50.625,9.524274542218718,53.051587301587304,0.06360209901730926,10,85,36,75,45
CSP_LDA,27,41.875,14.145204330639963,45.34920634920635,-0.08933445762951242,10,83,35,77,32
CSP_LDA,28,50.0,11.41088661469096,51.84126984126984,0.03608711515205486,10,72,42,88,38
CSP_LDA,29,41.875,14.746115307655323,45.93818681318682,-0.07341787525586273,10,79,38,81,29
CSP_LDA,30,57.5,8.228507357554792,58.362193362193366,0.15535714285714286,10,84,43,76,49
CSP_LDA,31,40.625,11.876827344782688,45.617243867243864,-0.07383861481694562,10,87,36,73,29
CSP_LDA,32,34.375,6.073908223797187,35.12698412698413,-0.2895303698034496,10,83,21,77,34
CSP_LDA,33,41.25,10.70436048222094,45.12770562770562,-0.088851138541541,10,78,36,82,30
CSP_LDA,34,46.25,13.241873818392254,51.58982683982684,0.014705357407358888,10,77,40,83,34
CSP_LDA,35,37.5,5.892556509887896,38.88654401154401,-0.2065950916852394,10,89,32,71,28
CSP_LDA,36,41.25,6.718548123582124,43.670634920634924,-0.11765395691714797,10,81,31,79,35
CSP_LDA,37,56.875,14.267411390219944,57.34776334776335,0.14348992226663762,10,77,41,83,50
CSP_LDA,38,51.875,6.620936909196127,52.916666666666664,0.057873058314234796,10,78,41,82,42
CSP_LDA,39,42.5,5.743353646704259,47.933982683982684,-0.04469674858415695,10,87,32,73,36
CSP_LDA,40,73.75,7.68295371441074,75.53373015873015,0.47900483503424685,10,74,57,86,61
CSP_LDA,41,49.375,8.041774610674493,50.31439393939394,0.007856441824905969,10,81,38,79,41
CSP_LDA,42,45.625,9.340213238108289,48.95454545454545,-0.01678925761204244,10,83,38,77,35
CSP_LDA,43,48.75,10.944937947136417,51.00198412698413,0.007400925333862529,10,84,28,76,50
CSP_LDA,44,76.25,10.120798167909268,77.81746031746032,0.5275427350427351,10,73,61,87,61
CSP_LDA,45,76.875,12.165667767213694,77.2936507936508,0.5361302825501661,10,83,62,77,61
CSP_LDA,46,41.875,7.822909731466078,43.0959595959596,-0.1310160051885157,10,78,32,82,35
CSP_LDA,47,58.125,17.933616013881117,58.57936507936508,0.163365540333523,10,73,43,87,50
CSP_LDA,48,41.875,5.145453764678529,43.742063492063494,-0.11628087027875503,10,77,33,83,34
CSP_LDA,49,58.125,10.22744809052798,62.932539682539684,0.2263110092521857,10,75,51,85,42
CSP_LDA,50,53.75,9.409658158863511,54.44047619047619,0.08567943250779073,10,83,49,77,37
FBCSP_SVM,1,48.125,9.793882727952633,50.294011544011546,0.010132638643874236,10,73,36,87,41
FBCSP_SVM,2,39.375,9.793882727952631,41.29761904761905,-0.16903501799012635,10,78,25,82,38
FBCSP_SVM,3,43.75,12.147816447594376,46.99007936507936,-0.05390259462910911,10,77,36,83,34
FBCSP_SVM,4,40.625,14.80486500369989,46.10335497835497,-0.07251589100054574,10,80,34,80,31
FBCSP_SVM,5,48.125,12.517349071499835,51.86309523809524,0.039509364904101764,10,74,43,86,34
FBCSP_SVM,6,50.0,11.41088661469096,50.097222222222214,0.0017401306388533434,10,81,44,79,36
FBCSP_SVM,7,63.125,9.0571104663684,63.74801587301588,0.266137316877992,10,79,47,81,54
FBCSP_SVM,8,38.75,8.228507357554792,40.85912698412698,-0.17301948051948052,10,81,30,79,32
FBCSP_SVM,9,37.5,9.316949906249123,43.02200577200577,-0.12960017119594452,10,81,32,79,28
FBCSP_SVM,10,45.625,12.165667767213694,48.38492063492063,-0.026488212811742195,10,84,34,76,39
FBCSP_SVM,11,61.875,9.0571104663684,65.46681096681097,0.28562049447279325,10,77,48,83,51
FBCSP_SVM,12,47.5,9.409658158863513,51.22258297258297,0.01896264985790459,10,79,36,81,40
FBCSP_SVM,13,50.0,12.499999999999998,51.27435064935065,0.03936561364049808,10,77,30,83,50
FBCSP_SVM,14,37.5,10.206207261596576,44.507936507936506,-0.10307424601542248,10,84,25,76,35
FBCSP_SVM,15,52.5,13.565683830083088,59.033910533910536,0.16401788785689717,10,89,38,71,46
FBCSP_SVM,16,44.375,10.80525206657495,47.029761904761905,-0.0744821844821845,10,84,44,76,27
FBCSP_SVM,17,45.0,10.120798167909266,50.2922077922078,0.008618968413814976,10,88,34,72,38
FBCSP_SVM,18,45.625,7.822909731466078,46.7310606060606,-0.06686931037669551,10,80,34,80,39
FBCSP_SVM,19,31.875,8.041774610674493,35.96103896103896,-0.26224687452157047,10,91,18,69,33
FBCSP_SVM,20,61.25,10.944937947136413,62.9069264069264,0.24533584535628122,10,78,42,82,56
FBCSP_SVM,21,50.625,19.420868644035696,53.83748196248197,0.08754804293450733,10,70,36,90,45
FBCSP_SVM,22,65.0,14.790199457749038,67.34217171717172,0.31951734934458303,10,90,53,70,51
FBCSP_SVM,23,55.625,10.395812458228875,60.67045454545455,0.1848424402534096,10,78,35,82,54
FBCSP_SVM,24,45.0,8.740073734751263,45.77056277056277,-0.0804408966282709,10,83,33,77,39
FBCSP_SVM,25,53.125,7.365695637359869,54.2281746031746,0.07834739486945726,10,81,45,79,40
FBCSP_SVM,26,50.625,11.19973337976301,53.2936507936508,0.0652667771672916,10,85,35,75,46
FBCSP_SVM,27,38.75,9.223309842157771,43.27777777777778,-0.11412675468865108,10,83,36,77,26
FBCSP_SVM,28,66.875,14.145204330639963,71.5,0.39612687027918136,10,72,55,88,52
FBCSP_SVM,29,40.625,16.204530402191715,43.58730158730159,-0.10158247225411403,10,79,32,81,33
FBCSP_SVM,30,57.5,12.774758097296576,58.44354256854257,0.16300106609808104,10,84,41,76,51
FBCSP_SVM,31,39.375,11.429888936954336,42.89141414141414,-0.11707548852347549,10,87,31,73,32
FBCSP_SVM,32,55.0,14.068285846778442,57.25595238095239,0.14042387894901642,10,83,40,77,48
FBCSP_SVM,33,43.125,13.959887973125795,46.88131313131313,-0.04870017151880879,10,78,32,82,37
FBCSP_SVM,34,41.875,9.793882727952631,47.143217893217894,-0.07164943215380898,10,77,30,83,37
FBCSP_SVM,35,41.25,12.569252607498631,43.6002886002886,-0.11717016285242225,10,89,31,71,35
FBCSP_SVM,36,46.875,9.432692852226475,49.807539682539684,-0.00323447736950494,10,81,35,79,40
FBCSP_SVM,37,74.375,13.959887973125795,75.72077922077922,0.5080947356708662,10,77,55,83,64
FBCSP_SVM,38,50.0,9.316949906249123,50.29761904761905,0.008430307609950649,10,78,39,82,41
FBCSP_SVM,39,44.375,11.199733379763012,49.75162337662338,-0.008160390116621319,10,87,40,73,31
FBCSP_SVM,40,63.75,13.110110602126896,65.71428571428571,0.2820035753929352,10,74,41,86,61
FBCSP_SVM,41,41.875,11.429888936954336,43.65512265512265,-0.12230328069959788,10,81,39,79,28
FBCSP_SVM,42,42.5,9.223309842157773,43.649170274170274,-0.11628271648264539,10,83,36,77,32
FBCSP_SVM,43,44.375,12.993721774593896,45.45238095238095,-0.0833898759894965,10,84,28,76,43
FBCSP_SVM,44,40.625,11.505584392903398,43.4186507936508,-0.11379516510113523,10,73,25,87,40
FBCSP_SVM,45,61.25,15.534459901922709,63.75595238095239,0.2632951094470543,10,83,45,77,53
FBCSP_SVM,46,37.5,9.771699499632145,39.60966810966811,-0.1943370215750828,10,78,21,82,39
FBCSP_SVM,47,49.375,14.267411390219943,50.585317460317455,0.012197425513247562,10,73,40,87,39
FBCSP_SVM,48,46.875,8.960755486502736,49.44642857142857,-0.007814834638795443,10,77,38,83,37
FBCSP_SVM,49,40.0,8.43685697138191,48.26587301587302,-0.03387080119278261,10,75,32,85,32
FBCSP_SVM,50,50.0,13.501543121683042,50.851190476190474,0.024643264109686015,10,83,41,77,39
