channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
21,Pz,0.1355837788,0.030524685754234275,0.00461185924,0.14264805712,250,0.783,0.34,0.41930141692
28,O2,0.13508672347999998,0.029154305266756615,-0.01927406372,0.14305378816,250,0.783,0.34,0.41930141692
17,CP3,0.11935884724,0.026273121266361978,0.0096980896,0.13839312432,250,0.783,0.34,0.41930141692
15,T3,0.11480162456000001,0.027412124349916273,0.10787734152,0.12415459988000001,250,0.783,0.34,0.41930141692
16,T4,0.11217223032,0.025269197532585684,0.0156636948,0.12678113488,250,0.783,0.34,0.41930141692
18,CP4,0.11192350776000001,0.025790057234351446,0.04012263068,0.1298251114,250,0.783,0.34,0.41930141692
27,O1,0.11183356003999999,0.025398294135797486,0.048900882039999996,0.12559935516,250,0.783,0.34,0.41930141692
13,C3,0.10990158864,0.02807018705553243,0.06048468008,0.11930777227999999,250,0.783,0.34,0.41930141692
2,Fz,0.10418759559999999,0.02547423400213791,-0.08441164363999999,0.11810039464000001,250,0.783,0.34,0.41930141692
22,P3,0.10346398516000001,0.02692216931923567,0.08737414164,0.11726555404,250,0.783,0.34,0.41930141692
23,P4,0.10124135472000001,0.030029201768946894,-0.07224640872,0.11435551320000001,250,0.783,0.34,0.41930141692
7,FCz,0.10087189136000001,0.025753914015950057,0.08505894827999999,0.1162021998,250,0.783,0.34,0.41930141692
0,Fp1,0.09698593088,0.02529068102764579,-0.07910245804,0.1098108298,250,0.783,0.34,0.41930141692
14,C4,0.09366370028,0.03427264668954844,-0.055318633400000004,0.10649650068,250,0.783,0.34,0.41930141692
4,F4,0.0925675124,0.02442105184291655,0.01729440928,0.10505362811999999,250,0.783,0.34,0.41930141692
3,F3,0.0912581606,0.023057401390369284,0.02525764584,0.10185372372000001,250,0.783,0.34,0.41930141692
24,T5,0.09123028592,0.02596135254546105,0.05680901076,0.10243660303999999,250,0.783,0.34,0.41930141692
5,F7,0.08903837384,0.024541441455956305,0.08076453656,0.1023691412,250,0.783,0.34,0.41930141692
20,TP8,0.08875812088000001,0.022410340446111923,-0.05014612504,0.10689363232,250,0.783,0.34,0.41930141692
10,FT7,0.08306782284,0.021934995628983548,-0.04552384248,0.09778103148,250,0.783,0.34,0.41930141692
19,TP7,0.08225497104,0.023727398045475384,-0.024387556759999998,0.09410943227999999,250,0.783,0.34,0.41930141692
11,FT8,0.08206092556,0.02118035438110748,0.00033000320000000017,0.09687106356,250,0.783,0.34,0.41930141692
12,Cz,0.08195787564,0.023534449660153868,0.06201662872,0.09554697472,250,0.783,0.34,0.41930141692
25,T6,0.08118874208,0.01964134048112264,-0.0431381556,0.09379828728,250,0.783,0.34,0.41930141692
26,Oz,0.07848336316,0.02145836116496262,0.036121602600000004,0.08622760208,250,0.783,0.34,0.41930141692
9,FC4,0.07486734496,0.033951044202492155,-0.04355021344,0.09101418148000001,250,0.783,0.34,0.41930141692
6,F8,0.07253522692,0.019881966647673704,-0.02574726632,0.07996689243999999,250,0.783,0.34,0.41930141692
1,Fp2,0.06832714815999999,0.01797276277699313,0.046264826440000004,0.08342129556000001,250,0.783,0.34,0.41930141692
8,FC3,0.05080939336,0.03298903468496933,-0.00193625504,0.05985902732,250,0.783,0.34,0.41930141692
