subject_id,fold_id,feature_set,cv_scheme,classifier,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,meta_sjepa_dim,meta_sjepa_pca,meta_sjepa_pca_var,meta_fused_dim
5,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.71875,0.71875,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.933408260345459,15
5,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9283997416496277,15
6,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.71875,0.71875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9515405297279358,15
6,1,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.75,0.75,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.953649640083313,15
6,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9476392269134521,15
6,3,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9524183869361877,15
6,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.75,0.75,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9585361480712891,15
7,0,sjepa,sjepa_5fold,shrinkage_lda,0.875,0.875,0.90625,0.90625,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9374247193336487,15
7,1,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,1.0,1.0,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9367272257804871,15
7,2,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,1.0,1.0,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.94380784034729,15
7,3,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,1.0,1.0,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9410748481750488,15
7,4,sjepa,sjepa_5fold,shrinkage_lda,1.0,1.0,0.9375,0.9375,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9471666216850281,15
8,0,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9693064093589783,15
8,1,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9708280563354492,15
8,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9709910154342651,15
8,3,sjepa,sjepa_5fold,shrinkage_lda,0.125,0.125,0.8125,0.8125,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9672945141792297,15
8,4,sjepa,sjepa_5fold,shrinkage_lda,0.125,0.125,0.75,0.75,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9752875566482544,15
9,0,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9402984976768494,15
9,1,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.940852701663971,15
9,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9402468800544739,15
9,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9409029483795166,15
9,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9459354877471924,15
10,0,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.9375,0.9375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9558154940605164,15
10,1,sjepa,sjepa_5fold,shrinkage_lda,1.0,1.0,0.875,0.875,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9534261226654053,15
10,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9501674175262451,15
10,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.90625,0.90625,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9547173976898193,15
10,4,sjepa,sjepa_5fold,shrinkage_lda,0.875,0.875,0.84375,0.84375,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9528696537017822,15
11,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9497469067573547,15
11,1,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9502137899398804,15
11,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]","[16, 16]","[4, 4]",32,8,64,15,0.9497217535972595,15
11,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.84375,0.84375,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9547704458236694,15
11,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9478186964988708,15
12,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]","[16, 16]","[4, 4]",32,8,64,15,0.9618134498596191,15
12,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9541090130805969,15
12,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9555374383926392,15
12,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9549689292907715,15
12,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.71875,0.71875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9564230442047119,15
13,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9383425116539001,15
13,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9398360848426819,15
13,2,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9442766308784485,15
13,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9440863132476807,15
13,4,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9403032064437866,15
14,0,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9445831775665283,15
14,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9477205872535706,15
14,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9448577761650085,15
14,3,sjepa,sjepa_5fold,shrinkage_lda,0.125,0.125,0.8125,0.8125,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9458529949188232,15
14,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9422876834869385,15
15,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.6875,0.6875,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9329087138175964,15
15,1,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.71875,0.71875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9256619215011597,15
15,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9255825281143188,15
15,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9307916164398193,15
15,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9286081194877625,15
16,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9533045291900635,15
16,1,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.75,0.75,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9567098021507263,15
16,2,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.955177903175354,15
16,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.75,0.75,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9553540945053101,15
16,4,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.625,0.625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.956325113773346,15
17,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.9375,0.9375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9430651664733887,15
17,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9425773024559021,15
17,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9303103089332581,15
17,3,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.96875,0.96875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9426020383834839,15
17,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.96875,0.96875,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.938776969909668,15
18,0,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]","[16, 16]","[4, 4]",32,8,64,15,0.9463896155357361,15
18,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.90625,0.90625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9459308981895447,15
18,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9445289373397827,15
18,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.8125,0.8125,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9503099918365479,15
18,4,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9481350779533386,15
19,0,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.6875,0.6875,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9620479941368103,15
19,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9583704471588135,15
19,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9576658010482788,15
19,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9561706781387329,15
19,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.71875,0.71875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9527799487113953,15
20,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.9375,0.9375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9737385511398315,15
20,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9703488945960999,15
20,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9750895500183105,15
20,3,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.84375,0.84375,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9724219441413879,15
20,4,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.84375,0.84375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9708939790725708,15
21,0,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9600301384925842,15
21,1,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9547525644302368,15
21,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9592851996421814,15
21,3,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9537600874900818,15
21,4,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.78125,0.78125,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9565816521644592,15
22,0,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9561979174613953,15
22,1,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.875,0.875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9550477266311646,15
22,2,sjepa,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9615584015846252,15
22,3,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.875,0.875,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.955910861492157,15
22,4,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9567752480506897,15
23,0,sjepa,sjepa_5fold,shrinkage_lda,0.75,0.75,0.84375,0.84375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9353050589561462,15
23,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.9375,0.9375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9376783967018127,15
23,2,sjepa,sjepa_5fold,shrinkage_lda,0.875,0.875,0.78125,0.78125,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9284358024597168,15
23,3,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.96875,0.96875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9320124387741089,15
23,4,sjepa,sjepa_5fold,shrinkage_lda,0.375,0.375,0.9375,0.9375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9288514852523804,15
24,0,sjepa,sjepa_5fold,shrinkage_lda,0.25,0.25,0.71875,0.71875,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9572388529777527,15
24,1,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.955897867679596,15
24,2,sjepa,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9534071087837219,15
