subject_id,rep,band,accuracy,balanced_accuracy
18,5,8-20,0.5,0.5
18,5,8-30,0.5,0.5
18,5,12-20,0.5,0.5
18,5,15-20,0.5625,0.5625
18,5,15-30,0.625,0.625
18,5,20-30,0.5,0.5
18,5,8-15,0.625,0.625
18,6,8-12,0.5,0.5079365079365079
18,6,8-20,0.5625,0.5952380952380952
18,6,8-30,0.5625,0.5793650793650793
18,6,12-20,0.4375,0.46825396825396826
18,6,15-20,0.4375,0.45238095238095233
18,6,15-30,0.5625,0.5793650793650793
18,6,20-30,0.5,0.4920634920634921
18,6,8-15,0.5625,0.5793650793650793
18,7,8-12,0.4375,0.46825396825396826
18,7,8-20,0.625,0.6349206349206349
18,7,8-30,0.6875,0.6904761904761905
18,7,12-20,0.6875,0.7063492063492063
18,7,15-20,0.5,0.5238095238095238
18,7,15-30,0.4375,0.45238095238095233
18,7,20-30,0.625,0.6507936507936507
18,7,8-15,0.4375,0.45238095238095233
18,8,8-12,0.4375,0.46825396825396826
18,8,8-20,0.625,0.6507936507936507
18,8,8-30,0.6875,0.7063492063492063
18,8,12-20,0.5,0.5238095238095238
18,8,15-20,0.25,0.2857142857142857
18,8,15-30,0.3125,0.32539682539682535
18,8,20-30,0.5,0.5079365079365079
18,8,8-15,0.5625,0.5952380952380952
18,9,8-12,0.5,0.5238095238095238
18,9,8-20,0.375,0.3968253968253968
18,9,8-30,0.5625,0.5952380952380952
18,9,12-20,0.25,0.2698412698412698
18,9,15-20,0.25,0.2698412698412698
18,9,15-30,0.375,0.3968253968253968
18,9,20-30,0.25,0.2698412698412698
18,9,8-15,0.4375,0.4365079365079365
19,0,8-12,0.375,0.4126984126984127
19,0,8-20,0.5625,0.5793650793650793
19,0,8-30,0.5,0.4920634920634921
19,0,12-20,0.4375,0.45238095238095233
19,0,15-20,0.375,0.36507936507936506
19,0,15-30,0.3125,0.2777777777777778
19,0,20-30,0.25,0.23809523809523808
19,0,8-15,0.4375,0.45238095238095233
19,1,8-12,0.3125,0.4454545454545455
19,1,8-20,0.5,0.6363636363636364
19,1,8-30,0.375,0.5454545454545454
19,1,12-20,0.3125,0.4454545454545455
19,1,15-20,0.375,0.5454545454545454
19,1,15-30,0.25,0.4
19,1,20-30,0.25,0.34545454545454546
19,1,8-15,0.25,0.34545454545454546
19,2,8-12,0.3125,0.35714285714285715
19,2,8-20,0.5,0.4920634920634921
19,2,8-30,0.375,0.38095238095238093
19,2,12-20,0.625,0.6190476190476191
19,2,15-20,0.5625,0.5634920634920635
19,2,15-30,0.4375,0.4841269841269841
19,2,20-30,0.4375,0.45238095238095233
19,2,8-15,0.4375,0.45238095238095233
19,3,8-12,0.3125,0.4454545454545455
19,3,8-20,0.4375,0.4818181818181818
19,3,8-30,0.3125,0.4454545454545455
19,3,12-20,0.3125,0.3909090909090909
19,3,15-20,0.25,0.2909090909090909
19,3,15-30,0.1875,0.3
19,3,20-30,0.3125,0.5
19,3,8-15,0.375,0.49090909090909096
19,4,8-12,0.375,0.38095238095238093
19,4,8-20,0.5625,0.5476190476190476
19,4,8-30,0.4375,0.4365079365079365
19,4,12-20,0.5,0.5079365079365079
19,4,15-20,0.4375,0.45238095238095233
19,4,15-30,0.3125,0.30952380952380953
19,4,20-30,0.375,0.3968253968253968
19,4,8-15,0.375,0.38095238095238093
19,5,8-12,0.5,0.5079365079365079
19,5,8-20,0.625,0.6190476190476191
19,5,8-30,0.625,0.6190476190476191
19,5,12-20,0.5,0.5238095238095238
19,5,15-20,0.5625,0.5793650793650793
19,5,15-30,0.625,0.6349206349206349
19,5,20-30,0.375,0.36507936507936506
19,5,8-15,0.4375,0.4365079365079365
19,6,8-12,0.4375,0.4841269841269841
19,6,8-20,0.5625,0.5952380952380952
19,6,8-30,0.4375,0.46825396825396826
19,6,12-20,0.5625,0.5952380952380952
19,6,15-20,0.625,0.6666666666666666
19,6,15-30,0.3125,0.3412698412698413
19,6,20-30,0.4375,0.45238095238095233
19,6,8-15,0.3125,0.35714285714285715
19,7,8-12,0.5625,0.5625
19,7,8-20,0.625,0.625
19,7,8-30,0.5,0.5
19,7,12-20,0.375,0.375
19,7,15-20,0.5,0.5
19,7,15-30,0.375,0.375
19,7,20-30,0.3125,0.3125
19,7,8-15,0.5,0.5
19,8,8-12,0.5625,0.6166666666666667
19,8,8-20,0.5,0.6
19,8,8-30,0.4375,0.5166666666666667
19,8,12-20,0.5625,0.6166666666666667
19,8,15-20,0.5625,0.6166666666666667
19,8,15-30,0.25,0.3
19,8,20-30,0.3125,0.4166666666666667
19,8,8-15,0.3125,0.3833333333333333
19,9,8-12,0.3125,0.4454545454545455
19,9,8-20,0.5625,0.6272727272727273
19,9,8-30,0.5,0.6363636363636364
19,9,12-20,0.5625,0.6818181818181819
19,9,15-20,0.5,0.6363636363636364
19,9,15-30,0.5,0.6363636363636364
19,9,20-30,0.3125,0.5
19,9,8-15,0.5,0.5818181818181818
20,0,8-12,0.5,0.5666666666666667
20,0,8-20,0.625,0.6
20,0,8-30,0.75,0.7333333333333334
20,0,12-20,0.6875,0.65
20,0,15-20,0.75,0.7333333333333334
20,0,15-30,0.75,0.7333333333333334
20,0,20-30,0.75,0.7333333333333334
20,0,8-15,0.5,0.6
20,1,8-12,0.3125,0.3125
20,1,8-20,0.6875,0.6875
20,1,8-30,0.625,0.625
20,1,12-20,0.75,0.75
20,1,15-20,0.6875,0.6875
20,1,15-30,0.8125,0.8125
20,1,20-30,0.75,0.75
20,1,8-15,0.625,0.625
20,2,8-12,0.375,0.3492063492063492
20,2,8-20,0.625,0.6349206349206349
20,2,8-30,0.5625,0.5634920634920635
20,2,12-20,0.75,0.7619047619047619
20,2,15-20,0.75,0.746031746031746
20,2,15-30,0.75,0.7619047619047619
20,2,20-30,0.625,0.6349206349206349
20,2,8-15,0.5625,0.5634920634920635
20,3,8-12,0.4375,0.5166666666666667
20,3,8-20,0.75,0.7666666666666666
20,3,8-30,0.6875,0.6833333333333333
20,3,12-20,0.75,0.8
20,3,15-20,0.6875,0.75
20,3,15-30,0.8125,0.8166666666666667
20,3,20-30,0.6875,0.7166666666666667
20,3,8-15,0.4375,0.4833333333333333
20,4,8-12,0.3125,0.32539682539682535
20,4,8-20,0.5625,0.5634920634920635
20,4,8-30,0.625,0.6190476190476191
20,4,12-20,0.75,0.746031746031746
20,4,15-20,0.75,0.746031746031746
20,4,15-30,0.625,0.6190476190476191
20,4,20-30,0.625,0.6507936507936507
20,4,8-15,0.375,0.38095238095238093
20,5,8-12,0.4375,0.5166666666666667
20,5,8-20,0.75,0.7666666666666666
20,5,8-30,0.75,0.7666666666666666
20,5,12-20,0.8125,0.8166666666666667
20,5,15-20,0.75,0.8
20,5,15-30,0.875,0.9
20,5,20-30,0.8125,0.8166666666666667
20,5,8-15,0.5625,0.6166666666666667
20,6,8-12,0.4375,0.42727272727272725
20,6,8-20,0.6875,0.6636363636363636
20,6,8-30,0.75,0.7636363636363637
20,6,12-20,0.625,0.6181818181818182
20,6,15-20,0.6875,0.7181818181818183
20,6,15-30,0.75,0.7636363636363637
20,6,20-30,0.4375,0.4818181818181818
20,6,8-15,0.625,0.6181818181818182
20,7,8-12,0.4375,0.46825396825396826
20,7,8-20,0.5,0.5079365079365079
20,7,8-30,0.625,0.6349206349206349
20,7,12-20,0.75,0.746031746031746
20,7,15-20,0.8125,0.8174603174603174
20,7,15-30,0.75,0.7619047619047619
20,7,20-30,0.6875,0.7063492063492063
20,7,8-15,0.5,0.5238095238095238
20,8,8-12,0.3125,0.33636363636363636
20,8,8-20,0.625,0.6727272727272727
20,8,8-30,0.75,0.8181818181818181
20,8,12-20,0.5625,0.6272727272727273
20,8,15-20,0.5625,0.6272727272727273
20,8,15-30,0.6875,0.7727272727272727
20,8,20-30,0.625,0.7272727272727273
20,8,8-15,0.5,0.5818181818181818
20,9,8-12,0.375,0.3968253968253968
20,9,8-20,0.4375,0.45238095238095233
20,9,8-30,0.5,0.5079365079365079
20,9,12-20,0.5,0.5238095238095238
20,9,15-20,0.6875,0.7222222222222222
20,9,15-30,0.625,0.6507936507936507
20,9,20-30,0.5625,0.5793650793650793
20,9,8-15,0.5,0.5079365079365079
21,0,8-12,0.4375,0.4375
21,0,8-20,0.5,0.5
21,0,8-30,0.375,0.375
21,0,12-20,0.5,0.5
21,0,15-20,0.25,0.25
21,0,15-30,0.25,0.25
21,0,20-30,0.375,0.375
21,0,8-15,0.4375,0.4375
21,1,8-12,0.6875,0.6904761904761905
21,1,8-20,0.5,0.5238095238095238
21,1,8-30,0.625,0.6507936507936507
21,1,12-20,0.5625,0.5793650793650793
21,1,15-20,0.5625,0.5317460317460317
21,1,15-30,0.6875,0.6904761904761905
21,1,20-30,0.5625,0.5634920634920635
21,1,8-15,0.5625,0.5793650793650793
21,2,8-12,0.5625,0.5634920634920635
21,2,8-20,0.4375,0.45238095238095233
21,2,8-30,0.5625,0.5634920634920635
21,2,12-20,0.4375,0.42063492063492064
21,2,15-20,0.4375,0.4365079365079365
21,2,15-30,0.625,0.5873015873015872
21,2,20-30,0.625,0.6349206349206349
21,2,8-15,0.625,0.6507936507936507
21,3,8-12,0.625,0.625
21,3,8-20,0.625,0.625
21,3,8-30,0.625,0.625
21,3,12-20,0.5,0.5
21,3,15-20,0.375,0.375
21,3,15-30,0.625,0.625
21,3,20-30,0.5,0.5
21,3,8-15,0.6875,0.6875
21,4,8-12,0.5,0.5333333333333333
21,4,8-20,0.5625,0.6166666666666667
21,4,8-30,0.5625,0.5833333333333333
21,4,12-20,0.5,0.5666666666666667
21,4,15-20,0.4375,0.55
21,4,15-30,0.625,0.6333333333333333
21,4,20-30,0.6875,0.6833333333333333
21,4,8-15,0.625,0.6666666666666667
21,5,8-12,0.4375,0.4375
21,5,8-20,0.5,0.5
21,5,8-30,0.5,0.5
21,5,12-20,0.5,0.5
21,5,15-20,0.5,0.5
21,5,15-30,0.6875,0.6875
21,5,20-30,0.625,0.625
21,5,8-15,0.625,0.625
21,6,8-12,0.5,0.5079365079365079
21,6,8-20,0.375,0.3968253968253968
21,6,8-30,0.4375,0.46825396825396826
21,6,12-20,0.4375,0.4841269841269841
21,6,15-20,0.375,0.38095238095238093
21,6,15-30,0.5,0.5238095238095238
21,6,20-30,0.375,0.4126984126984127
21,6,8-15,0.5,0.5079365079365079
21,7,8-12,0.3125,0.5416666666666666
21,7,8-20,0.3125,0.5416666666666666
21,7,8-30,0.25,0.5
21,7,12-20,0.375,0.5833333333333334
21,7,15-20,0.3125,0.5416666666666666
21,7,15-30,0.5,0.6666666666666666
21,7,20-30,0.3125,0.5416666666666666
21,7,8-15,0.3125,0.5416666666666666
21,8,8-12,0.375,0.5454545454545454
21,8,8-20,0.4375,0.5909090909090909
21,8,8-30,0.5,0.6363636363636364
21,8,12-20,0.25,0.2909090909090909
21,8,15-20,0.25,0.34545454545454546
21,8,15-30,0.3125,0.33636363636363636
21,8,20-30,0.375,0.43636363636363634
21,8,8-15,0.4375,0.5909090909090909
21,9,8-12,0.5,0.5
21,9,8-20,0.5,0.5
21,9,8-30,0.4375,0.4375
21,9,12-20,0.4375,0.4375
21,9,15-20,0.375,0.375
21,9,15-30,0.625,0.625
21,9,20-30,0.4375,0.4375
21,9,8-15,0.5625,0.5625
22,0,8-12,0.5,0.6363636363636364
22,0,8-20,0.375,0.49090909090909096
22,0,8-30,0.4375,0.5909090909090909
22,0,12-20,0.4375,0.5909090909090909
22,0,15-20,0.375,0.5454545454545454
22,0,15-30,0.375,0.49090909090909096
22,0,20-30,0.3125,0.4454545454545455
22,0,8-15,0.4375,0.5909090909090909
22,1,8-12,0.4375,0.42063492063492064
22,1,8-20,0.625,0.6349206349206349
22,1,8-30,0.6875,0.6746031746031746
22,1,12-20,0.625,0.6349206349206349
22,1,15-20,0.6875,0.6904761904761905
22,1,15-30,0.625,0.6031746031746031
22,1,20-30,0.4375,0.42063492063492064
22,1,8-15,0.5625,0.5793650793650793
22,2,8-12,0.5625,0.6166666666666667
22,2,8-20,0.75,0.7666666666666666
22,2,8-30,0.6875,0.6833333333333333
22,2,12-20,0.375,0.4666666666666667
22,2,15-20,0.5625,0.65
22,2,15-30,0.3125,0.31666666666666665
22,2,20-30,0.4375,0.5166666666666667
22,2,8-15,0.8125,0.8166666666666667
22,3,8-12,0.8125,0.8174603174603174
22,3,8-20,0.6875,0.6904761904761905
22,3,8-30,0.5,0.5396825396825397
22,3,12-20,0.6875,0.6904761904761905
22,3,15-20,0.8125,0.8174603174603174
22,3,15-30,0.5625,0.5793650793650793
22,3,20-30,0.6875,0.7063492063492063
22,3,8-15,0.625,0.6349206349206349
22,4,8-12,0.5625,0.5317460317460317
22,4,8-20,0.75,0.746031746031746
22,4,8-30,0.6875,0.6904761904761905
22,4,12-20,0.5625,0.5634920634920635
22,4,15-20,0.6875,0.6904761904761905
22,4,15-30,0.5,0.5079365079365079
22,4,20-30,0.5625,0.5952380952380952
22,4,8-15,0.6875,0.6904761904761905
22,5,8-12,0.75,0.75
22,5,8-20,0.75,0.75
22,5,8-30,0.75,0.75
22,5,12-20,0.4375,0.4375
22,5,15-20,0.3125,0.3125
22,5,15-30,0.6875,0.6875
22,5,20-30,0.5,0.5
22,5,8-15,0.875,0.875
22,6,8-12,0.75,0.75
22,6,8-20,0.6875,0.6875
22,6,8-30,0.625,0.625
22,6,12-20,0.75,0.75
22,6,15-20,0.5,0.5
22,6,15-30,0.625,0.625
22,6,20-30,0.5,0.5
22,6,8-15,0.75,0.75
22,7,8-12,0.625,0.6349206349206349
22,7,8-20,0.625,0.6349206349206349
22,7,8-30,0.5625,0.5634920634920635
22,7,12-20,0.375,0.38095238095238093
22,7,15-20,0.5625,0.5476190476190476
22,7,15-30,0.5625,0.5793650793650793
22,7,20-30,0.5,0.5238095238095238
22,7,8-15,0.75,0.746031746031746
22,8,8-12,0.5625,0.5952380952380952
22,8,8-20,0.6875,0.7063492063492063
22,8,8-30,0.75,0.7777777777777778
22,8,12-20,0.5625,0.5952380952380952
22,8,15-20,0.6875,0.7063492063492063
22,8,15-30,0.5625,0.5793650793650793
22,8,20-30,0.4375,0.46825396825396826
22,8,8-15,0.75,0.7619047619047619
22,9,8-12,0.3125,0.375
22,9,8-20,0.4375,0.5416666666666666
22,9,8-30,0.3125,0.4583333333333333
22,9,12-20,0.3125,0.4583333333333333
22,9,15-20,0.4375,0.5416666666666666
22,9,15-30,0.3125,0.5416666666666666
22,9,20-30,0.375,0.5833333333333334
22,9,8-15,0.3125,0.375
23,0,8-12,0.4375,0.46825396825396826
23,0,8-20,0.875,0.8888888888888888
23,0,8-30,0.75,0.7619047619047619
23,0,12-20,0.75,0.7619047619047619
23,0,15-20,0.5625,0.5793650793650793
23,0,15-30,0.5625,0.5634920634920635
23,0,20-30,0.4375,0.4365079365079365
23,0,8-15,0.625,0.6349206349206349
23,1,8-12,0.5,0.5079365079365079
23,1,8-20,0.75,0.7619047619047619
23,1,8-30,0.8125,0.8174603174603174
23,1,12-20,0.6875,0.7063492063492063
23,1,15-20,0.5,0.5238095238095238
23,1,15-30,0.5,0.5238095238095238
23,1,20-30,0.4375,0.4365079365079365
23,1,8-15,0.5,0.5079365079365079
23,2,8-12,0.625,0.6349206349206349
23,2,8-20,0.8125,0.8333333333333333
23,2,8-30,0.75,0.7619047619047619
23,2,12-20,0.6875,0.6904761904761905
23,2,15-20,0.6875,0.7063492063492063
23,2,15-30,0.625,0.6190476190476191
23,2,20-30,0.375,0.4126984126984127
23,2,8-15,0.6875,0.7063492063492063
23,3,8-12,0.5,0.5
23,3,8-20,0.75,0.75
23,3,8-30,0.6875,0.6875
23,3,12-20,0.875,0.875
23,3,15-20,0.6875,0.6875
23,3,15-30,0.5625,0.5625
23,3,20-30,0.25,0.25
23,3,8-15,0.6875,0.6875
23,4,8-12,0.5,0.5
23,4,8-20,0.75,0.75
23,4,8-30,0.75,0.75
23,4,12-20,0.625,0.625
23,4,15-20,0.5,0.5
23,4,15-30,0.5,0.5
23,4,20-30,0.4375,0.4375
23,4,8-15,0.5625,0.5625
23,5,8-12,0.3125,0.4454545454545455
23,5,8-20,0.5625,0.6818181818181819
23,5,8-30,0.6875,0.7727272727272727
23,5,12-20,0.5,0.6363636363636364
23,5,15-20,0.4375,0.5909090909090909
23,5,15-30,0.375,0.5454545454545454
23,5,20-30,0.375,0.5454545454545454
23,5,8-15,0.5,0.5818181818181818
23,6,8-12,0.375,0.43333333333333335
23,6,8-20,0.625,0.6333333333333333
23,6,8-30,0.75,0.7333333333333334
23,6,12-20,0.875,0.9
23,6,15-20,0.4375,0.5166666666666667
23,6,15-30,0.4375,0.4833333333333333
23,6,20-30,0.4375,0.4833333333333333
23,6,8-15,0.625,0.6333333333333333
23,7,8-12,0.4375,0.5909090909090909
23,7,8-20,0.6875,0.7181818181818183
23,7,8-30,0.75,0.7636363636363637
23,7,12-20,0.375,0.49090909090909096
23,7,15-20,0.375,0.5454545454545454
23,7,15-30,0.4375,0.5909090909090909
23,7,20-30,0.25,0.4
23,7,8-15,0.5,0.6363636363636364
23,8,8-12,0.3125,0.3909090909090909
23,8,8-20,0.75,0.8181818181818181
23,8,8-30,0.8125,0.8636363636363636
23,8,12-20,0.5625,0.6818181818181819
23,8,15-20,0.4375,0.5909090909090909
23,8,15-30,0.3125,0.4454545454545455
23,8,20-30,0.1875,0.3
23,8,8-15,0.625,0.7272727272727273
23,9,8-12,0.5625,0.5625
23,9,8-20,0.875,0.875
23,9,8-30,0.75,0.75
23,9,12-20,0.6875,0.6875
23,9,15-20,0.4375,0.4375
23,9,15-30,0.6875,0.6875
23,9,20-30,0.5,0.5
23,9,8-15,0.8125,0.8125
24,0,8-12,0.5,0.5818181818181818
24,0,8-20,0.375,0.49090909090909096
24,0,8-30,0.3125,0.28181818181818186
24,0,12-20,0.125,0.14545454545454545
24,0,15-20,0.375,0.49090909090909096
24,0,15-30,0.375,0.43636363636363634
24,0,20-30,0.5,0.5818181818181818
24,0,8-15,0.25,0.4
24,1,8-12,0.3125,0.3412698412698413
24,1,8-20,0.5,0.5079365079365079
24,1,8-30,0.5,0.5079365079365079
24,1,12-20,0.375,0.38095238095238093
24,1,15-20,0.5,0.5396825396825397
24,1,15-30,0.625,0.6507936507936507
24,1,20-30,0.75,0.7619047619047619
24,1,8-15,0.3125,0.35714285714285715
24,2,8-12,0.25,0.34545454545454546
24,2,8-20,0.3125,0.3909090909090909
24,2,8-30,0.3125,0.3909090909090909
24,2,12-20,0.375,0.43636363636363634
24,2,15-20,0.3125,0.3909090909090909
24,2,15-30,0.5625,0.6818181818181819
24,2,20-30,0.5625,0.6818181818181819
24,2,8-15,0.4375,0.4818181818181818
24,3,8-12,0.5625,0.6111111111111112
24,3,8-20,0.4375,0.46825396825396826
24,3,8-30,0.4375,0.46825396825396826
24,3,12-20,0.5,0.5238095238095238
24,3,15-20,0.4375,0.4841269841269841
24,3,15-30,0.5625,0.5952380952380952
24,3,20-30,0.5625,0.5952380952380952
24,3,8-15,0.5625,0.6111111111111112
24,4,8-12,0.5625,0.6166666666666667
24,4,8-20,0.375,0.43333333333333335
24,4,8-30,0.375,0.4666666666666667
24,4,12-20,0.6875,0.75
24,4,15-20,0.4375,0.55
24,4,15-30,0.375,0.4666666666666667
24,4,20-30,0.3125,0.3833333333333333
24,4,8-15,0.4375,0.4833333333333333
24,5,8-12,0.4375,0.4375
24,5,8-20,0.5625,0.5625
24,5,8-30,0.5,0.5
24,5,12-20,0.5625,0.5625
24,5,15-20,0.5625,0.5625
24,5,15-30,0.625,0.625
24,5,20-30,0.6875,0.6875
24,5,8-15,0.375,0.375
24,6,8-12,0.3125,0.3833333333333333
24,6,8-20,0.3125,0.3833333333333333
24,6,8-30,0.375,0.4
24,6,12-20,0.3125,0.35
24,6,15-20,0.4375,0.45
24,6,15-30,0.5625,0.5833333333333333
24,6,20-30,0.5625,0.6166666666666667
24,6,8-15,0.25,0.3333333333333333
24,7,8-12,0.375,0.42857142857142855
24,7,8-20,0.3125,0.32539682539682535
24,7,8-30,0.5625,0.5634920634920635
24,7,12-20,0.375,0.3968253968253968
24,7,15-20,0.4375,0.46825396825396826
24,7,15-30,0.5625,0.5634920634920635
24,7,20-30,0.5625,0.5476190476190476
24,7,8-15,0.25,0.2857142857142857
24,8,8-12,0.4375,0.4375
24,8,8-20,0.5,0.5
24,8,8-30,0.4375,0.4375
24,8,12-20,0.5,0.5
24,8,15-20,0.5625,0.5625
24,8,15-30,0.5,0.5
24,8,20-30,0.5,0.5
24,8,8-15,0.3125,0.3125
24,9,8-12,0.3125,0.3833333333333333
24,9,8-20,0.4375,0.45
24,9,8-30,0.375,0.4
24,9,12-20,0.375,0.43333333333333335
24,9,15-20,0.5625,0.65
24,9,15-30,0.5625,0.65
24,9,20-30,0.4375,0.5166666666666667
24,9,8-15,0.25,0.3
25,0,8-12,0.5,0.5333333333333333
25,0,8-20,0.5625,0.5833333333333333
25,0,8-30,0.5625,0.5833333333333333
25,0,12-20,0.3125,0.3833333333333333
25,0,15-20,0.5,0.5666666666666667
25,0,15-30,0.625,0.6666666666666667
25,0,20-30,0.6875,0.75
25,0,8-15,0.4375,0.4833333333333333
25,1,8-12,0.5,0.5
25,1,8-20,0.5,0.5
25,1,8-30,0.5,0.5
25,1,12-20,0.5625,0.5625
25,1,15-20,0.5,0.5
25,1,15-30,0.8125,0.8125
25,1,20-30,0.75,0.75
25,1,8-15,0.5625,0.5625
25,2,8-12,0.3125,0.3412698412698413
25,2,8-20,0.25,0.2698412698412698
25,2,8-30,0.4375,0.45238095238095233
25,2,12-20,0.4375,0.4365079365079365
25,2,15-20,0.3125,0.3412698412698413
25,2,15-30,0.5,0.5238095238095238
25,2,20-30,0.75,0.7619047619047619
25,2,8-15,0.25,0.25396825396825395
25,3,8-12,0.375,0.4666666666666667
25,3,8-20,0.3125,0.4166666666666667
25,3,8-30,0.375,0.43333333333333335
25,3,12-20,0.3125,0.35
25,3,15-20,0.5,0.5333333333333333
25,3,15-30,0.5,0.5
25,3,20-30,0.5625,0.6166666666666667
25,3,8-15,0.375,0.4666666666666667
25,4,8-12,0.375,0.36507936507936506
25,4,8-20,0.5,0.5079365079365079
25,4,8-30,0.5625,0.5476190476190476
25,4,12-20,0.5625,0.5793650793650793
25,4,15-20,0.5,0.5238095238095238
25,4,15-30,0.4375,0.4365079365079365
25,4,20-30,0.5,0.5079365079365079
25,4,8-15,0.5625,0.5634920634920635
25,5,8-12,0.375,0.4666666666666667
25,5,8-20,0.375,0.43333333333333335
25,5,8-30,0.5625,0.6166666666666667
25,5,12-20,0.5625,0.6166666666666667
25,5,15-20,0.4375,0.5166666666666667
25,5,15-30,0.5,0.5666666666666667
25,5,20-30,0.5,0.6
25,5,8-15,0.375,0.43333333333333335
25,6,8-12,0.5,0.4920634920634921
25,6,8-20,0.5625,0.5317460317460317
25,6,8-30,0.5625,0.5634920634920635
25,6,12-20,0.625,0.6349206349206349
25,6,15-20,0.5,0.5238095238095238
25,6,15-30,0.75,0.7619047619047619
25,6,20-30,0.625,0.6507936507936507
25,6,8-15,0.5625,0.5634920634920635
25,7,8-12,0.5625,0.6166666666666667
25,7,8-20,0.4375,0.4833333333333333
25,7,8-30,0.5625,0.5833333333333333
25,7,12-20,0.375,0.4
25,7,15-20,0.4375,0.4833333333333333
25,7,15-30,0.5625,0.55
25,7,20-30,0.6875,0.6833333333333333
25,7,8-15,0.625,0.6666666666666667
25,8,8-12,0.375,0.375
25,8,8-20,0.5,0.5
25,8,8-30,0.5,0.5
25,8,12-20,0.4375,0.4375
25,8,15-20,0.375,0.375
25,8,15-30,0.5,0.5
25,8,20-30,0.6875,0.6875
25,8,8-15,0.4375,0.4375
25,9,8-12,0.5625,0.5476190476190476
25,9,8-20,0.5625,0.5476190476190476
25,9,8-30,0.625,0.6349206349206349
25,9,12-20,0.375,0.36507936507936506
25,9,15-20,0.5,0.5079365079365079
25,9,15-30,0.75,0.746031746031746
25,9,20-30,0.6875,0.6904761904761905
25,9,8-15,0.5,0.4920634920634921
26,0,8-12,0.5,0.5333333333333333
26,0,8-20,0.6875,0.75
26,0,8-30,0.625,0.7
26,0,12-20,0.6875,0.75
26,0,15-20,0.5625,0.6166666666666667
26,0,15-30,0.6875,0.75
26,0,20-30,0.5,0.6
26,0,8-15,0.375,0.4
26,1,8-12,0.625,0.6349206349206349
26,1,8-20,0.75,0.7619047619047619
26,1,8-30,0.5625,0.5793650793650793
26,1,12-20,0.5625,0.5793650793650793
26,1,15-20,0.625,0.6507936507936507
26,1,15-30,0.75,0.7777777777777778
26,1,20-30,0.6875,0.7222222222222222
26,1,8-15,0.5625,0.5793650793650793
26,2,8-12,0.625,0.7
26,2,8-20,0.5625,0.55
26,2,8-30,0.4375,0.4833333333333333
26,2,12-20,0.4375,0.45
26,2,15-20,0.625,0.6
26,2,15-30,0.5625,0.6166666666666667
26,2,20-30,0.375,0.3666666666666667
26,2,8-15,0.4375,0.4833333333333333
26,3,8-12,0.5625,0.6166666666666667
26,3,8-20,0.625,0.6666666666666667
26,3,8-30,0.5,0.6
26,3,12-20,0.625,0.7
26,3,15-20,0.5,0.6
26,3,15-30,0.4375,0.55
26,3,20-30,0.25,0.3333333333333333
26,3,8-15,0.5,0.5666666666666667
26,4,8-12,0.75,0.7301587301587301
26,4,8-20,0.6875,0.6904761904761905
26,4,8-30,0.5625,0.5952380952380952
26,4,12-20,0.4375,0.46825396825396826
26,4,15-20,0.75,0.7777777777777778
26,4,15-30,0.6875,0.7063492063492063
26,4,20-30,0.5,0.4920634920634921
26,4,8-15,0.8125,0.8015873015873016
26,5,8-12,0.625,0.6666666666666667
26,5,8-20,0.375,0.43333333333333335
26,5,8-30,0.5,0.5666666666666667
26,5,12-20,0.375,0.4666666666666667
26,5,15-20,0.4375,0.5166666666666667
26,5,15-30,0.5,0.5666666666666667
26,5,20-30,0.5,0.6
26,5,8-15,0.5,0.5
26,6,8-12,0.6875,0.6875
26,6,8-20,0.75,0.75
26,6,8-30,0.5625,0.5625
26,6,12-20,0.6875,0.6875
26,6,15-20,0.4375,0.4375
26,6,15-30,0.75,0.75
26,6,20-30,0.75,0.75
26,6,8-15,0.6875,0.6875
26,7,8-12,0.875,0.875
26,7,8-20,0.625,0.625
26,7,8-30,0.5625,0.5625
26,7,12-20,0.5625,0.5625
26,7,15-20,0.5625,0.5625
26,7,15-30,0.625,0.625
26,7,20-30,0.625,0.625
26,7,8-15,0.5625,0.5625
26,8,8-12,0.5625,0.5833333333333333
26,8,8-20,0.5,0.5
26,8,8-30,0.4375,0.4833333333333333
26,8,12-20,0.5,0.5
26,8,15-20,0.625,0.7
26,8,15-30,0.6875,0.75
26,8,20-30,0.5625,0.6166666666666667
26,8,8-15,0.4375,0.4833333333333333
26,9,8-12,0.625,0.6507936507936507
26,9,8-20,0.6875,0.6904761904761905
26,9,8-30,0.5625,0.5634920634920635
26,9,12-20,0.625,0.6349206349206349
26,9,15-20,0.75,0.7619047619047619
26,9,15-30,0.6875,0.6904761904761905
26,9,20-30,0.4375,0.45238095238095233
26,9,8-15,0.625,0.6349206349206349
27,0,8-12,0.375,0.5833333333333334
27,0,8-20,0.375,0.5
27,0,8-30,0.375,0.5
27,0,12-20,0.4375,0.625
27,0,15-20,0.3125,0.5416666666666666
27,0,15-30,0.4375,0.5416666666666666
27,0,20-30,0.375,0.5833333333333334
27,0,8-15,0.3125,0.4583333333333333
27,1,8-12,0.4375,0.45238095238095233
27,1,8-20,0.375,0.4126984126984127
27,1,8-30,0.3125,0.3412698412698413
27,1,12-20,0.375,0.3968253968253968
27,1,15-20,0.3125,0.35714285714285715
27,1,15-30,0.375,0.38095238095238093
27,1,20-30,0.5,0.5079365079365079
27,1,8-15,0.375,0.4126984126984127
