subject_id,rep,band,accuracy,balanced_accuracy
9,7,15-30,0.5,0.5079365079365079
9,7,20-30,0.375,0.36507936507936506
9,7,8-15,0.5,0.4920634920634921
9,8,8-12,0.625,0.625
9,8,8-20,0.375,0.375
9,8,8-30,0.375,0.375
9,8,12-20,0.3125,0.3125
9,8,15-20,0.4375,0.4375
9,8,15-30,0.5,0.5
9,8,20-30,0.5625,0.5625
9,8,8-15,0.5,0.5
9,9,8-12,0.5,0.5238095238095238
9,9,8-20,0.5625,0.5634920634920635
9,9,8-30,0.4375,0.42063492063492064
9,9,12-20,0.375,0.38095238095238093
9,9,15-20,0.375,0.36507936507936506
9,9,15-30,0.375,0.36507936507936506
9,9,20-30,0.375,0.3492063492063492
9,9,8-15,0.4375,0.46825396825396826
10,0,8-12,0.5625,0.5625
10,0,8-20,0.4375,0.4375
10,0,8-30,0.375,0.375
10,0,12-20,0.4375,0.4375
10,0,15-20,0.5,0.5
10,0,15-30,0.5625,0.5625
10,0,20-30,0.5625,0.5625
10,0,8-15,0.5625,0.5625
10,1,8-12,0.4375,0.4375
10,1,8-20,0.3125,0.3125
10,1,8-30,0.4375,0.4375
10,1,12-20,0.5,0.5
10,1,15-20,0.5625,0.5625
10,1,15-30,0.5,0.5
10,1,20-30,0.3125,0.3125
10,1,8-15,0.125,0.125
10,2,8-12,0.5,0.4666666666666667
10,2,8-20,0.3125,0.31666666666666665
10,2,8-30,0.3125,0.31666666666666665
10,2,12-20,0.375,0.4
10,2,15-20,0.4375,0.4833333333333333
10,2,15-30,0.4375,0.41666666666666663
10,2,20-30,0.375,0.43333333333333335
10,2,8-15,0.3125,0.31666666666666665
10,3,8-12,0.5625,0.5634920634920635
10,3,8-20,0.375,0.38095238095238093
10,3,8-30,0.5,0.4920634920634921
10,3,12-20,0.375,0.36507936507936506
10,3,15-20,0.625,0.6190476190476191
10,3,15-30,0.5625,0.5634920634920635
10,3,20-30,0.625,0.6031746031746031
10,3,8-15,0.375,0.36507936507936506
10,4,8-12,0.4375,0.4833333333333333
10,4,8-20,0.375,0.4666666666666667
10,4,8-30,0.375,0.4
10,4,12-20,0.5625,0.5833333333333333
10,4,15-20,0.625,0.6333333333333333
10,4,15-30,0.5625,0.5166666666666666
10,4,20-30,0.375,0.43333333333333335
10,4,8-15,0.3125,0.4166666666666667
10,5,8-12,0.4375,0.4833333333333333
10,5,8-20,0.4375,0.4833333333333333
10,5,8-30,0.3125,0.3833333333333333
10,5,12-20,0.25,0.3
10,5,15-20,0.3125,0.31666666666666665
10,5,15-30,0.5,0.5333333333333333
10,5,20-30,0.375,0.43333333333333335
10,5,8-15,0.375,0.43333333333333335
10,6,8-12,0.3125,0.30952380952380953
10,6,8-20,0.4375,0.4365079365079365
10,6,8-30,0.5625,0.5793650793650793
10,6,12-20,0.4375,0.4365079365079365
10,6,15-20,0.5,0.5079365079365079
10,6,15-30,0.5625,0.5793650793650793
10,6,20-30,0.5625,0.5793650793650793
10,6,8-15,0.3125,0.32539682539682535
10,7,8-12,0.5,0.5666666666666667
10,7,8-20,0.5625,0.6166666666666667
10,7,8-30,0.3125,0.3833333333333333
10,7,12-20,0.3125,0.35
10,7,15-20,0.4375,0.5166666666666667
10,7,15-30,0.375,0.43333333333333335
10,7,20-30,0.3125,0.3833333333333333
10,7,8-15,0.5625,0.65
10,8,8-12,0.5,0.5555555555555556
10,8,8-20,0.5,0.5396825396825397
10,8,8-30,0.4375,0.4841269841269841
10,8,12-20,0.5,0.5396825396825397
10,8,15-20,0.5,0.5396825396825397
10,8,15-30,0.4375,0.4841269841269841
10,8,20-30,0.375,0.3968253968253968
10,8,8-15,0.4375,0.4841269841269841
10,9,8-12,0.375,0.375
10,9,8-20,0.375,0.375
10,9,8-30,0.4375,0.4375
10,9,12-20,0.5,0.5
10,9,15-20,0.625,0.625
10,9,15-30,0.625,0.625
10,9,20-30,0.4375,0.4375
10,9,8-15,0.25,0.25
11,0,8-12,0.4375,0.46825396825396826
11,0,8-20,0.5625,0.5634920634920635
11,0,8-30,0.5625,0.5634920634920635
11,0,12-20,0.5,0.5238095238095238
11,0,15-20,0.4375,0.4841269841269841
11,0,15-30,0.375,0.3968253968253968
11,0,20-30,0.5625,0.5476190476190476
11,0,8-15,0.5,0.5238095238095238
11,1,8-12,0.5625,0.5634920634920635
11,1,8-20,0.5625,0.5793650793650793
11,1,8-30,0.4375,0.42063492063492064
11,1,12-20,0.375,0.38095238095238093
11,1,15-20,0.5,0.5238095238095238
11,1,15-30,0.3125,0.30952380952380953
11,1,20-30,0.4375,0.45238095238095233
11,1,8-15,0.625,0.6349206349206349
11,2,8-12,0.5,0.5333333333333333
11,2,8-20,0.5625,0.6166666666666667
11,2,8-30,0.625,0.6666666666666667
11,2,12-20,0.5625,0.65
11,2,15-20,0.5625,0.5833333333333333
11,2,15-30,0.25,0.3333333333333333
11,2,20-30,0.375,0.5
11,2,8-15,0.5625,0.6166666666666667
11,3,8-12,0.5625,0.6166666666666667
11,3,8-20,0.5,0.5333333333333333
11,3,8-30,0.625,0.6333333333333333
11,3,12-20,0.375,0.43333333333333335
11,3,15-20,0.5,0.5333333333333333
11,3,15-30,0.3125,0.31666666666666665
11,3,20-30,0.5,0.5666666666666667
11,3,8-15,0.4375,0.4833333333333333
11,4,8-12,0.4375,0.4365079365079365
11,4,8-20,0.5,0.47619047619047616
11,4,8-30,0.3125,0.30952380952380953
11,4,12-20,0.3125,0.2936507936507936
11,4,15-20,0.5,0.5079365079365079
11,4,15-30,0.4375,0.45238095238095233
11,4,20-30,0.5,0.5238095238095238
11,4,8-15,0.375,0.3968253968253968
11,5,8-12,0.625,0.6349206349206349
11,5,8-20,0.75,0.7619047619047619
11,5,8-30,0.6875,0.6904761904761905
11,5,12-20,0.6875,0.7063492063492063
11,5,15-20,0.375,0.3968253968253968
11,5,15-30,0.5,0.5238095238095238
11,5,20-30,0.6875,0.6746031746031746
11,5,8-15,0.5,0.5079365079365079
11,6,8-12,0.625,0.6190476190476191
11,6,8-20,0.625,0.6031746031746031
11,6,8-30,0.5625,0.5476190476190476
11,6,12-20,0.5,0.5079365079365079
11,6,15-20,0.3125,0.2936507936507936
11,6,15-30,0.5,0.5238095238095238
11,6,20-30,0.375,0.3968253968253968
11,6,8-15,0.625,0.6190476190476191
11,7,8-12,0.375,0.3968253968253968
11,7,8-20,0.4375,0.45238095238095233
11,7,8-30,0.4375,0.45238095238095233
11,7,12-20,0.5,0.5079365079365079
11,7,15-20,0.4375,0.4841269841269841
11,7,15-30,0.5625,0.5793650793650793
11,7,20-30,0.625,0.6666666666666666
11,7,8-15,0.5,0.5238095238095238
11,8,8-12,0.6875,0.7727272727272727
11,8,8-20,0.625,0.6727272727272727
11,8,8-30,0.625,0.6727272727272727
11,8,12-20,0.5,0.5818181818181818
11,8,15-20,0.375,0.49090909090909096
11,8,15-30,0.4375,0.5909090909090909
11,8,20-30,0.4375,0.5909090909090909
11,8,8-15,0.5,0.5272727272727272
11,9,8-12,0.625,0.6349206349206349
11,9,8-20,0.625,0.6507936507936507
11,9,8-30,0.5625,0.5952380952380952
11,9,12-20,0.5,0.5079365079365079
11,9,15-20,0.4375,0.4841269841269841
11,9,15-30,0.5625,0.6111111111111112
11,9,20-30,0.5625,0.6111111111111112
11,9,8-15,0.5625,0.5793650793650793
12,0,8-12,0.5,0.5
12,0,8-20,0.5,0.5
12,0,8-30,0.5,0.5
12,0,12-20,0.625,0.625
12,0,15-20,0.6875,0.6875
12,0,15-30,0.625,0.625
12,0,20-30,0.4375,0.4375
12,0,8-15,0.375,0.375
12,1,8-12,0.5,0.5238095238095238
12,1,8-20,0.4375,0.45238095238095233
12,1,8-30,0.5,0.5079365079365079
12,1,12-20,0.5625,0.5793650793650793
12,1,15-20,0.625,0.6349206349206349
12,1,15-30,0.4375,0.46825396825396826
12,1,20-30,0.5625,0.5952380952380952
12,1,8-15,0.5625,0.5952380952380952
12,2,8-12,0.4375,0.4375
12,2,8-20,0.375,0.375
12,2,8-30,0.25,0.25
12,2,12-20,0.5,0.5
12,2,15-20,0.4375,0.4375
12,2,15-30,0.4375,0.4375
12,2,20-30,0.5625,0.5625
12,2,8-15,0.5,0.5
12,3,8-12,0.375,0.49090909090909096
12,3,8-20,0.375,0.5454545454545454
12,3,8-30,0.5,0.6363636363636364
12,3,12-20,0.5,0.6363636363636364
12,3,15-20,0.3125,0.3909090909090909
12,3,15-30,0.375,0.5454545454545454
12,3,20-30,0.3125,0.4454545454545455
12,3,8-15,0.4375,0.5363636363636364
12,4,8-12,0.4375,0.55
12,4,8-20,0.4375,0.55
12,4,8-30,0.5625,0.65
12,4,12-20,0.6875,0.7166666666666667
12,4,15-20,0.5,0.6
12,4,15-30,0.625,0.7
12,4,20-30,0.5625,0.65
12,4,8-15,0.375,0.5
12,5,8-12,0.375,0.375
12,5,8-20,0.5625,0.5625
12,5,8-30,0.625,0.625
12,5,12-20,0.5625,0.5625
12,5,15-20,0.75,0.75
12,5,15-30,0.75,0.75
12,5,20-30,0.5625,0.5625
12,5,8-15,0.375,0.375
12,6,8-12,0.375,0.36507936507936506
12,6,8-20,0.3125,0.32539682539682535
12,6,8-30,0.3125,0.30952380952380953
12,6,12-20,0.5,0.5396825396825397
12,6,15-20,0.625,0.6349206349206349
12,6,15-30,0.375,0.36507936507936506
12,6,20-30,0.375,0.3492063492063492
12,6,8-15,0.25,0.25396825396825395
12,7,8-12,0.3125,0.35714285714285715
12,7,8-20,0.3125,0.3412698412698413
12,7,8-30,0.4375,0.46825396825396826
12,7,12-20,0.4375,0.45238095238095233
12,7,15-20,0.6875,0.6904761904761905
12,7,15-30,0.6875,0.7063492063492063
12,7,20-30,0.375,0.3968253968253968
12,7,8-15,0.3125,0.35714285714285715
12,8,8-12,0.25,0.25
12,8,8-20,0.3125,0.3125
12,8,8-30,0.5625,0.5625
12,8,12-20,0.4375,0.4375
12,8,15-20,0.5,0.5
12,8,15-30,0.625,0.625
12,8,20-30,0.5625,0.5625
12,8,8-15,0.3125,0.3125
12,9,8-12,0.5,0.5555555555555556
12,9,8-20,0.375,0.4126984126984127
12,9,8-30,0.5,0.5238095238095238
12,9,12-20,0.625,0.6190476190476191
12,9,15-20,0.5,0.5079365079365079
12,9,15-30,0.625,0.6507936507936507
12,9,20-30,0.4375,0.45238095238095233
12,9,8-15,0.4375,0.4841269841269841
13,0,8-12,0.4375,0.4833333333333333
13,0,8-20,0.4375,0.5166666666666667
13,0,8-30,0.3125,0.3833333333333333
13,0,12-20,0.4375,0.4833333333333333
13,0,15-20,0.375,0.4
13,0,15-30,0.3125,0.35
13,0,20-30,0.375,0.4666666666666667
13,0,8-15,0.5625,0.5833333333333333
13,1,8-12,0.5,0.4920634920634921
13,1,8-20,0.5625,0.5793650793650793
13,1,8-30,0.5625,0.5793650793650793
13,1,12-20,0.3125,0.3412698412698413
13,1,15-20,0.375,0.4126984126984127
13,1,15-30,0.4375,0.46825396825396826
13,1,20-30,0.6875,0.7222222222222222
13,1,8-15,0.5625,0.5634920634920635
13,2,8-12,0.5,0.6363636363636364
13,2,8-20,0.5625,0.6818181818181819
13,2,8-30,0.5625,0.6818181818181819
13,2,12-20,0.375,0.43636363636363634
13,2,15-20,0.5625,0.6272727272727273
13,2,15-30,0.625,0.7272727272727273
13,2,20-30,0.375,0.5454545454545454
13,2,8-15,0.5625,0.6818181818181819
13,3,8-12,0.5625,0.5625
13,3,8-20,0.625,0.625
13,3,8-30,0.625,0.625
13,3,12-20,0.25,0.25
13,3,15-20,0.4375,0.4375
13,3,15-30,0.4375,0.4375
13,3,20-30,0.625,0.625
13,3,8-15,0.625,0.625
13,4,8-12,0.375,0.5833333333333334
13,4,8-20,0.375,0.5833333333333334
13,4,8-30,0.375,0.5833333333333334
13,4,12-20,0.25,0.5
13,4,15-20,0.375,0.5833333333333334
13,4,15-30,0.3125,0.4583333333333333
13,4,20-30,0.3125,0.5416666666666666
13,4,8-15,0.375,0.5833333333333334
13,5,8-12,0.625,0.6666666666666666
13,5,8-20,0.6875,0.7063492063492063
13,5,8-30,0.6875,0.6904761904761905
13,5,12-20,0.5625,0.5476190476190476
13,5,15-20,0.375,0.38095238095238093
13,5,15-30,0.375,0.38095238095238093
13,5,20-30,0.375,0.3968253968253968
13,5,8-15,0.625,0.6666666666666666
13,6,8-12,0.5625,0.5625
13,6,8-20,0.5625,0.5625
13,6,8-30,0.625,0.625
13,6,12-20,0.375,0.375
13,6,15-20,0.3125,0.3125
13,6,15-30,0.5,0.5
13,6,20-30,0.75,0.75
13,6,8-15,0.5,0.5
13,7,8-12,0.6875,0.7063492063492063
13,7,8-20,0.625,0.6507936507936507
13,7,8-30,0.5625,0.5952380952380952
13,7,12-20,0.5625,0.6111111111111112
13,7,15-20,0.5625,0.5634920634920635
13,7,15-30,0.3125,0.32539682539682535
13,7,20-30,0.5625,0.5793650793650793
13,7,8-15,0.625,0.6666666666666666
13,8,8-12,0.5,0.5238095238095238
13,8,8-20,0.4375,0.45238095238095233
13,8,8-30,0.375,0.38095238095238093
13,8,12-20,0.4375,0.45238095238095233
13,8,15-20,0.3125,0.32539682539682535
13,8,15-30,0.4375,0.45238095238095233
13,8,20-30,0.5,0.5238095238095238
13,8,8-15,0.5625,0.5793650793650793
13,9,8-12,0.625,0.6666666666666667
13,9,8-20,0.6875,0.7166666666666667
13,9,8-30,0.75,0.8
13,9,12-20,0.5,0.5666666666666667
13,9,15-20,0.5,0.5333333333333333
13,9,15-30,0.4375,0.5166666666666667
13,9,20-30,0.4375,0.55
13,9,8-15,0.625,0.6666666666666667
14,0,8-12,0.25,0.4
14,0,8-20,0.375,0.5454545454545454
14,0,8-30,0.375,0.5454545454545454
14,0,12-20,0.375,0.5454545454545454
14,0,15-20,0.4375,0.5909090909090909
14,0,15-30,0.4375,0.5909090909090909
14,0,20-30,0.3125,0.4454545454545455
14,0,8-15,0.25,0.4
14,1,8-12,0.25,0.23809523809523808
14,1,8-20,0.375,0.4126984126984127
14,1,8-30,0.4375,0.4841269841269841
14,1,12-20,0.5,0.5238095238095238
14,1,15-20,0.6875,0.7063492063492063
14,1,15-30,0.5625,0.5793650793650793
14,1,20-30,0.375,0.38095238095238093
14,1,8-15,0.25,0.2698412698412698
14,2,8-12,0.375,0.43333333333333335
14,2,8-20,0.375,0.43333333333333335
14,2,8-30,0.25,0.3
14,2,12-20,0.1875,0.18333333333333335
14,2,15-20,0.5,0.5333333333333333
14,2,15-30,0.25,0.26666666666666666
14,2,20-30,0.4375,0.45
14,2,8-15,0.375,0.43333333333333335
14,3,8-12,0.3125,0.3125
14,3,8-20,0.4375,0.4375
14,3,8-30,0.375,0.375
14,3,12-20,0.75,0.75
14,3,15-20,0.625,0.625
14,3,15-30,0.6875,0.6875
14,3,20-30,0.5625,0.5625
14,3,8-15,0.4375,0.4375
14,4,8-12,0.3125,0.30952380952380953
14,4,8-20,0.25,0.2698412698412698
14,4,8-30,0.375,0.36507936507936506
14,4,12-20,0.375,0.3968253968253968
14,4,15-20,0.4375,0.45238095238095233
14,4,15-30,0.4375,0.42063492063492064
14,4,20-30,0.375,0.36507936507936506
14,4,8-15,0.4375,0.4365079365079365
14,5,8-12,0.375,0.5
14,5,8-20,0.375,0.43333333333333335
14,5,8-30,0.3125,0.35
14,5,12-20,0.4375,0.4833333333333333
14,5,15-20,0.4375,0.5166666666666667
14,5,15-30,0.375,0.4
14,5,20-30,0.25,0.26666666666666666
14,5,8-15,0.375,0.5
14,6,8-12,0.4375,0.4375
14,6,8-20,0.5,0.5
14,6,8-30,0.375,0.375
14,6,12-20,0.4375,0.4375
14,6,15-20,0.4375,0.4375
14,6,15-30,0.5,0.5
14,6,20-30,0.5625,0.5625
14,6,8-15,0.4375,0.4375
14,7,8-12,0.25,0.25396825396825395
14,7,8-20,0.375,0.38095238095238093
14,7,8-30,0.375,0.36507936507936506
14,7,12-20,0.5,0.47619047619047616
14,7,15-20,0.625,0.6031746031746031
14,7,15-30,0.6875,0.6904761904761905
14,7,20-30,0.5625,0.5793650793650793
14,7,8-15,0.25,0.2857142857142857
14,8,8-12,0.4375,0.41666666666666663
14,8,8-20,0.4375,0.45
14,8,8-30,0.5,0.5333333333333333
14,8,12-20,0.375,0.43333333333333335
14,8,15-20,0.3125,0.4166666666666667
14,8,15-30,0.4375,0.4833333333333333
14,8,20-30,0.5625,0.65
14,8,8-15,0.25,0.23333333333333334
14,9,8-12,0.25,0.5384615384615384
14,9,8-20,0.25,0.5384615384615384
14,9,8-30,0.1875,0.5
14,9,12-20,0.125,0.3333333333333333
14,9,15-20,0.1875,0.5
14,9,15-30,0.25,0.5384615384615384
14,9,20-30,0.3125,0.5769230769230769
14,9,8-15,0.25,0.5384615384615384
15,0,8-12,0.375,0.375
15,0,8-20,0.4375,0.4375
15,0,8-30,0.5625,0.5625
15,0,12-20,0.375,0.375
15,0,15-20,0.4375,0.4375
15,0,15-30,0.5625,0.5625
15,0,20-30,0.625,0.625
15,0,8-15,0.5625,0.5625
15,1,8-12,0.3125,0.5416666666666666
15,1,8-20,0.375,0.5833333333333334
15,1,8-30,0.375,0.5833333333333334
15,1,12-20,0.3125,0.5416666666666666
15,1,15-20,0.25,0.4166666666666667
15,1,15-30,0.375,0.5833333333333334
15,1,20-30,0.3125,0.5416666666666666
15,1,8-15,0.3125,0.5416666666666666
15,2,8-12,0.5,0.5666666666666667
15,2,8-20,0.75,0.7666666666666666
15,2,8-30,0.875,0.8666666666666667
15,2,12-20,0.5625,0.65
15,2,15-20,0.4375,0.45
15,2,15-30,0.5625,0.55
15,2,20-30,0.4375,0.4833333333333333
15,2,8-15,0.5625,0.65
15,3,8-12,0.375,0.49090909090909096
15,3,8-20,0.5625,0.6818181818181819
15,3,8-30,0.375,0.5454545454545454
15,3,12-20,0.4375,0.5909090909090909
15,3,15-20,0.4375,0.5909090909090909
15,3,15-30,0.375,0.5454545454545454
15,3,20-30,0.375,0.5454545454545454
15,3,8-15,0.5,0.6363636363636364
15,4,8-12,0.5,0.6
15,4,8-20,0.5,0.4666666666666667
15,4,8-30,0.625,0.6333333333333333
15,4,12-20,0.4375,0.4833333333333333
15,4,15-20,0.375,0.4666666666666667
15,4,15-30,0.4375,0.5166666666666667
15,4,20-30,0.375,0.5
15,4,8-15,0.6875,0.75
15,5,8-12,0.6875,0.7222222222222222
15,5,8-20,0.5,0.5396825396825397
15,5,8-30,0.6875,0.7063492063492063
15,5,12-20,0.375,0.4126984126984127
15,5,15-20,0.4375,0.46825396825396826
15,5,15-30,0.4375,0.45238095238095233
15,5,20-30,0.3125,0.32539682539682535
15,5,8-15,0.625,0.6349206349206349
15,6,8-12,0.5625,0.5625
15,6,8-20,0.5625,0.5625
15,6,8-30,0.625,0.625
15,6,12-20,0.375,0.375
15,6,15-20,0.4375,0.4375
15,6,15-30,0.5625,0.5625
15,6,20-30,0.4375,0.4375
15,6,8-15,0.75,0.75
15,7,8-12,0.5625,0.5952380952380952
15,7,8-20,0.5,0.5238095238095238
15,7,8-30,0.5,0.5079365079365079
15,7,12-20,0.625,0.6190476190476191
15,7,15-20,0.5625,0.5476190476190476
15,7,15-30,0.4375,0.4365079365079365
15,7,20-30,0.375,0.36507936507936506
15,7,8-15,0.5,0.5396825396825397
15,8,8-12,0.5,0.5
15,8,8-20,0.5625,0.5625
15,8,8-30,0.5,0.5
15,8,12-20,0.375,0.375
15,8,15-20,0.625,0.625
15,8,15-30,0.5,0.5
15,8,20-30,0.3125,0.3125
15,8,8-15,0.6875,0.6875
15,9,8-12,0.5,0.5
15,9,8-20,0.625,0.625
15,9,8-30,0.5,0.5
15,9,12-20,0.5,0.5
15,9,15-20,0.75,0.75
15,9,15-30,0.4375,0.4375
15,9,20-30,0.3125,0.3125
15,9,8-15,0.625,0.625
16,0,8-12,0.375,0.38095238095238093
16,0,8-20,0.3125,0.32539682539682535
16,0,8-30,0.4375,0.46825396825396826
16,0,12-20,0.1875,0.18253968253968253
16,0,15-20,0.25,0.2698412698412698
16,0,15-30,0.375,0.42857142857142855
16,0,20-30,0.5625,0.5952380952380952
16,0,8-15,0.4375,0.45238095238095233
16,1,8-12,0.5,0.5666666666666667
16,1,8-20,0.375,0.43333333333333335
16,1,8-30,0.5625,0.6166666666666667
16,1,12-20,0.4375,0.55
16,1,15-20,0.375,0.4666666666666667
16,1,15-30,0.375,0.43333333333333335
16,1,20-30,0.1875,0.25
16,1,8-15,0.1875,0.21666666666666667
16,2,8-12,0.4375,0.45238095238095233
16,2,8-20,0.5,0.5079365079365079
16,2,8-30,0.4375,0.42063492063492064
16,2,12-20,0.25,0.25396825396825395
16,2,15-20,0.375,0.36507936507936506
16,2,15-30,0.4375,0.42063492063492064
16,2,20-30,0.4375,0.40476190476190477
16,2,8-15,0.375,0.3968253968253968
16,3,8-12,0.5625,0.5625
16,3,8-20,0.4375,0.4375
16,3,8-30,0.5625,0.5625
16,3,12-20,0.375,0.375
16,3,15-20,0.625,0.625
16,3,15-30,0.5,0.5
16,3,20-30,0.5625,0.5625
16,3,8-15,0.625,0.625
16,4,8-12,0.375,0.4126984126984127
16,4,8-20,0.375,0.3968253968253968
16,4,8-30,0.3125,0.30952380952380953
16,4,12-20,0.3125,0.2936507936507936
16,4,15-20,0.3125,0.2936507936507936
16,4,15-30,0.5,0.46031746031746035
16,4,20-30,0.5625,0.5476190476190476
16,4,8-15,0.25,0.2698412698412698
16,5,8-12,0.375,0.375
16,5,8-20,0.25,0.25
16,5,8-30,0.375,0.375
16,5,12-20,0.375,0.375
16,5,15-20,0.375,0.375
16,5,15-30,0.5,0.5
16,5,20-30,0.5625,0.5625
16,5,8-15,0.375,0.375
16,6,8-12,0.4375,0.45238095238095233
16,6,8-20,0.4375,0.45238095238095233
16,6,8-30,0.5,0.5079365079365079
16,6,12-20,0.5,0.5238095238095238
16,6,15-20,0.5625,0.5952380952380952
16,6,15-30,0.375,0.3968253968253968
16,6,20-30,0.4375,0.45238095238095233
16,6,8-15,0.4375,0.4365079365079365
16,7,8-12,0.3125,0.3412698412698413
16,7,8-20,0.4375,0.4365079365079365
16,7,8-30,0.375,0.4126984126984127
16,7,12-20,0.5,0.4920634920634921
16,7,15-20,0.1875,0.1984126984126984
16,7,15-30,0.375,0.4126984126984127
16,7,20-30,0.4375,0.45238095238095233
16,7,8-15,0.375,0.3968253968253968
16,8,8-12,0.25,0.5
16,8,8-20,0.25,0.3333333333333333
16,8,8-30,0.3125,0.4583333333333333
16,8,12-20,0.25,0.4166666666666667
16,8,15-20,0.3125,0.5416666666666666
16,8,15-30,0.3125,0.4583333333333333
16,8,20-30,0.1875,0.2916666666666667
16,8,8-15,0.3125,0.4583333333333333
16,9,8-12,0.4375,0.4833333333333333
16,9,8-20,0.4375,0.55
16,9,8-30,0.4375,0.5166666666666667
16,9,12-20,0.4375,0.4833333333333333
16,9,15-20,0.3125,0.4166666666666667
16,9,15-30,0.3125,0.3833333333333333
16,9,20-30,0.375,0.43333333333333335
16,9,8-15,0.5,0.5666666666666667
17,0,8-12,0.375,0.375
17,0,8-20,0.5,0.5
17,0,8-30,0.625,0.625
17,0,12-20,0.5625,0.5625
17,0,15-20,0.625,0.625
17,0,15-30,0.625,0.625
17,0,20-30,0.5,0.5
17,0,8-15,0.5625,0.5625
17,1,8-12,0.375,0.49090909090909096
17,1,8-20,0.5,0.5818181818181818
17,1,8-30,0.5625,0.6272727272727273
17,1,12-20,0.3125,0.4454545454545455
17,1,15-20,0.375,0.43636363636363634
17,1,15-30,0.3125,0.33636363636363636
17,1,20-30,0.375,0.49090909090909096
17,1,8-15,0.5625,0.6272727272727273
17,2,8-12,0.3125,0.3125
17,2,8-20,0.375,0.375
17,2,8-30,0.4375,0.4375
17,2,12-20,0.5625,0.5625
17,2,15-20,0.625,0.625
17,2,15-30,0.5,0.5
17,2,20-30,0.5625,0.5625
17,2,8-15,0.375,0.375
17,3,8-12,0.4375,0.4375
17,3,8-20,0.5,0.5
17,3,8-30,0.5,0.5
17,3,12-20,0.4375,0.4375
17,3,15-20,0.5,0.5
17,3,15-30,0.375,0.375
17,3,20-30,0.6875,0.6875
17,3,8-15,0.5,0.5
17,4,8-12,0.4375,0.45
17,4,8-20,0.5,0.6
17,4,8-30,0.4375,0.4833333333333333
17,4,12-20,0.5625,0.65
17,4,15-20,0.5,0.5666666666666667
17,4,15-30,0.625,0.6666666666666667
17,4,20-30,0.625,0.6333333333333333
17,4,8-15,0.375,0.43333333333333335
17,5,8-12,0.25,0.4
17,5,8-20,0.375,0.49090909090909096
17,5,8-30,0.375,0.43636363636363634
17,5,12-20,0.375,0.43636363636363634
17,5,15-20,0.4375,0.5363636363636364
17,5,15-30,0.375,0.43636363636363634
17,5,20-30,0.4375,0.5909090909090909
17,5,8-15,0.375,0.49090909090909096
17,6,8-12,0.5,0.5
17,6,8-20,0.4375,0.4375
17,6,8-30,0.5,0.5
17,6,12-20,0.5625,0.5625
17,6,15-20,0.5,0.5
17,6,15-30,0.5,0.5
17,6,20-30,0.375,0.375
17,6,8-15,0.4375,0.4375
17,7,8-12,0.3125,0.30952380952380953
17,7,8-20,0.5625,0.5634920634920635
17,7,8-30,0.4375,0.45238095238095233
17,7,12-20,0.5625,0.5952380952380952
17,7,15-20,0.375,0.36507936507936506
17,7,15-30,0.5625,0.5476190476190476
17,7,20-30,0.5,0.5079365079365079
17,7,8-15,0.4375,0.4365079365079365
17,8,8-12,0.5625,0.6111111111111112
17,8,8-20,0.625,0.6507936507936507
17,8,8-30,0.5,0.5396825396825397
17,8,12-20,0.5,0.5238095238095238
17,8,15-20,0.375,0.38095238095238093
17,8,15-30,0.375,0.4126984126984127
17,8,20-30,0.6875,0.6904761904761905
17,8,8-15,0.6875,0.7222222222222222
17,9,8-12,0.4375,0.5166666666666667
17,9,8-20,0.3125,0.3833333333333333
17,9,8-30,0.3125,0.35
17,9,12-20,0.4375,0.5166666666666667
17,9,15-20,0.375,0.4666666666666667
17,9,15-30,0.375,0.43333333333333335
17,9,20-30,0.375,0.4666666666666667
17,9,8-15,0.4375,0.4833333333333333
18,0,8-12,0.625,0.625
18,0,8-20,0.6875,0.6875
18,0,8-30,0.5625,0.5625
18,0,12-20,0.4375,0.4375
18,0,15-20,0.4375,0.4375
18,0,15-30,0.4375,0.4375
18,0,20-30,0.5625,0.5625
18,0,8-15,0.5,0.5
18,1,8-12,0.75,0.7619047619047619
18,1,8-20,0.6875,0.7222222222222222
18,1,8-30,0.625,0.6349206349206349
18,1,12-20,0.5625,0.5952380952380952
18,1,15-20,0.3125,0.32539682539682535
18,1,15-30,0.5625,0.5634920634920635
18,1,20-30,0.5625,0.5634920634920635
18,1,8-15,0.6875,0.7222222222222222
18,2,8-12,0.5,0.5238095238095238
18,2,8-20,0.5,0.5238095238095238
18,2,8-30,0.5625,0.5793650793650793
18,2,12-20,0.4375,0.46825396825396826
18,2,15-20,0.5625,0.5952380952380952
18,2,15-30,0.5625,0.5793650793650793
18,2,20-30,0.5625,0.5317460317460317
18,2,8-15,0.5625,0.5476190476190476
18,3,8-12,0.5,0.6363636363636364
18,3,8-20,0.375,0.43636363636363634
18,3,8-30,0.5,0.6363636363636364
18,3,12-20,0.3125,0.3909090909090909
18,3,15-20,0.3125,0.3909090909090909
18,3,15-30,0.4375,0.5909090909090909
18,3,20-30,0.5,0.6363636363636364
18,3,8-15,0.5,0.6363636363636364
18,4,8-12,0.5,0.4920634920634921
18,4,8-20,0.6875,0.6746031746031746
18,4,8-30,0.6875,0.6904761904761905
18,4,12-20,0.5,0.5079365079365079
18,4,15-20,0.5,0.5238095238095238
18,4,15-30,0.4375,0.45238095238095233
18,4,20-30,0.5,0.5079365079365079
18,4,8-15,0.6875,0.6904761904761905
18,5,8-12,0.625,0.625
