subject_id,fold_id,feature_set,cv_scheme,classifier,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,meta_riemann_dim_pca,meta_riemann_pca_var,meta_fused_dim
25,1,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7904347258836828,15
25,2,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7824303040054443,15
25,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.96875,0.96875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7873845514281427,15
25,4,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7613146130901555,15
26,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.875,0.875,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.754179665771099,15
26,1,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.6875,0.6875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.7735077386078819,15
26,2,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.70042563050478,15
26,3,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.7710196464968596,15
26,4,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.75,0.75,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7698179794394171,15
27,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.78125,0.78125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7986493696413196,15
27,1,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7871061564360811,15
27,2,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.75,0.75,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7839977321942777,15
27,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.801707161401947,15
27,4,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]","[16, 16]","[4, 4]",32,8,15,0.7839237439118286,15
28,0,riemann,sjepa_5fold,shrinkage_lda,0.875,0.875,0.90625,0.90625,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6466280365360715,15
28,1,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,1.0,1.0,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6498613066519218,15
28,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.9375,0.9375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.6460764007652384,15
28,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,15,0.6436276002963616,15
28,4,riemann,sjepa_5fold,shrinkage_lda,0.875,0.875,0.9375,0.9375,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6505327865352082,15
29,0,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7343858235617452,15
29,1,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6909162163013582,15
29,2,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7359356106914096,15
29,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,15,0.7358529887536474,15
29,4,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7402573391347635,15
30,0,riemann,sjepa_5fold,shrinkage_lda,0.125,0.125,0.90625,0.90625,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.697430817337268,15
30,1,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.8125,0.8125,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6897442836041058,15
30,2,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.7007753439464415,15
30,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.712330498904182,15
30,4,riemann,sjepa_5fold,shrinkage_lda,1.0,1.0,0.875,0.875,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6895802280343921,15
31,0,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7240497600798804,15
31,1,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7575851634924243,15
31,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.71875,0.71875,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]","[16, 16]","[4, 4]",32,8,15,0.7411083722907076,15
31,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.6875,0.6875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7660618139563332,15
31,4,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.75978688648377,15
32,0,riemann,sjepa_5fold,shrinkage_lda,0.125,0.125,0.8125,0.8125,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.6567409541536436,15
32,1,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6409968117412137,15
32,2,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.75,0.75,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6595264487234329,15
32,3,riemann,sjepa_5fold,shrinkage_lda,0.875,0.875,0.75,0.75,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6520689394291735,15
32,4,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.78125,0.78125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6611313861169663,15
33,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.78125,0.78125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.8172968080610675,15
33,1,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.75,0.75,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.8147113045626124,15
33,2,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.8086342412958418,15
33,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.73807830461423,15
33,4,riemann,sjepa_5fold,shrinkage_lda,0.125,0.125,0.8125,0.8125,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.8141823243469919,15
34,0,riemann,sjepa_5fold,shrinkage_lda,0.125,0.125,0.9375,0.9375,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.8690054436459098,15
34,1,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.8643208270842803,15
34,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.8742916351133309,15
34,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.6875,0.6875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.8822291919733628,15
34,4,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.78125,0.78125,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.8655521994375834,15
35,0,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.7914068439782903,15
35,1,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.75,0.75,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.8005360432195593,15
35,2,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.71875,0.71875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7942956438550427,15
35,3,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.78125,0.78125,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7959521836187927,15
35,4,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.6875,0.6875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7719979915829029,15
36,0,riemann,sjepa_5fold,shrinkage_lda,0.125,0.125,0.75,0.75,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.6735473199859662,15
36,1,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6670301722941339,15
36,2,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.71875,0.71875,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.6732784190796625,15
36,3,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.6708167770085012,15
36,4,riemann,sjepa_5fold,shrinkage_lda,0.125,0.125,0.65625,0.65625,0.25,0.0,"[[1, 3], [4, 0]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.6778996146592167,15
37,0,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7304002877089566,15
37,1,riemann,sjepa_5fold,shrinkage_lda,0.875,0.875,0.90625,0.90625,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7293000274300908,15
37,2,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7264518509935862,15
37,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.7115562272504798,15
37,4,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.875,0.875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7294477413959384,15
38,0,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.6488181334724572,15
38,1,riemann,sjepa_5fold,shrinkage_lda,0.875,0.875,0.875,0.875,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.6508982936185157,15
38,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.9375,0.9375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.6313929943840941,15
38,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.6430888111938813,15
38,4,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.875,0.875,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.6259867962486706,15
39,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.90625,0.90625,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.8324051279121276,15
39,1,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.8332906411832326,15
39,2,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.75,0.75,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.8285054437896954,15
39,3,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.71875,0.71875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.776392816026671,15
39,4,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.8230287035593471,15
40,0,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,1.0,1.0,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,15,0.6690636335278425,15
40,1,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.9375,0.9375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.6705846205656459,15
40,2,riemann,sjepa_5fold,shrinkage_lda,1.0,1.0,0.9375,0.9375,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6695910836260609,15
40,3,riemann,sjepa_5fold,shrinkage_lda,1.0,1.0,0.96875,0.96875,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6665355992160059,15
40,4,riemann,sjepa_5fold,shrinkage_lda,1.0,1.0,1.0,1.0,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6669618220474085,15
41,0,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.71875,0.71875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7877577704630225,15
41,1,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.6875,0.6875,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7731771079436973,15
41,2,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.7944543143689609,15
41,3,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.75,0.75,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.78853910720948,15
41,4,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.71875,0.71875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7777320012366291,15
42,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.75,0.75,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.8306451221505242,15
42,1,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.6875,0.6875,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.6798602570138934,15
42,2,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.8296980974929802,15
42,3,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.6875,0.6875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.8306101507674427,15
42,4,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.8334542842425472,15
43,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.78125,0.78125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.8239245446174454,15
43,1,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.84375,0.84375,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.8458553126706139,15
43,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.8004119282623875,15
43,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.843261678905582,15
43,4,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.8125,0.8125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.8400736379385689,15
44,0,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.9375,0.9375,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7727554420911547,15
44,1,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.9375,0.9375,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.769593202721378,15
44,2,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.90625,0.90625,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7597165122394777,15
44,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.6998159919694721,15
44,4,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.8125,0.8125,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7761862082702089,15
45,0,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.9375,0.9375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7440178860154092,15
45,1,riemann,sjepa_5fold,shrinkage_lda,0.875,0.875,0.875,0.875,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7321148466589373,15
45,2,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,1.0,1.0,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.7383505602291144,15
45,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.90625,0.90625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.7349247044605425,15
45,4,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.875,0.875,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7394061739573043,15
46,0,riemann,sjepa_5fold,shrinkage_lda,0.25,0.25,0.8125,0.8125,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,15,0.7101571254001198,15
46,1,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7167139171171203,15
46,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7203209028941095,15
46,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7037181083642956,15
46,4,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.7187784106653046,15
47,0,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7025711477347069,15
47,1,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7060624093457679,15
47,2,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7009630180970967,15
47,3,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.96875,0.96875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.6840146420246186,15
47,4,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,1.0,1.0,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.702703670253306,15
48,0,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.7388657745293127,15
48,1,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.78125,0.78125,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,15,0.7055612185935103,15
48,2,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.8125,0.8125,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,15,0.7267573942499572,15
48,3,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.7394486133609824,15
48,4,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.7107726712292961,15
49,0,riemann,sjepa_5fold,shrinkage_lda,0.75,0.75,0.875,0.875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,15,0.5885400646272431,15
49,1,riemann,sjepa_5fold,shrinkage_lda,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,15,0.5791478509438789,15
49,2,riemann,sjepa_5fold,shrinkage_lda,0.625,0.625,0.84375,0.84375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.585282153474492,15
49,3,riemann,sjepa_5fold,shrinkage_lda,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,15,0.5847829793634355,15
