dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Weibo2014,1,1,0,Fp1,0.07021541,0.07021541,0.08191711,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,1,Fpz,0.0177539,0.0140627,0.02042702,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,2,Fp2,0.04290141,0.01115663,0.06014689,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,3,AF3,0.09125372,0.00807579,0.09626269,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,4,AF4,0.07430236,0.01051302,0.0849661,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,5,F7,0.05915916,0.03693829,0.07137687,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,6,F5,0.07532269,0.02069187,0.07850998,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,7,F3,0.05270781,-0.02985951,0.0657402,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,8,F1,0.07975434,-0.07975434,0.09192272,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,9,Fz,0.07060958,0.07060958,0.07615526,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,10,F2,0.03942535,0.01416017,0.04220412,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,11,F4,0.07381526,0.02007461,0.07987843,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,12,F6,0.04498027,0.00610438,0.05922384,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,13,F8,0.08766751,0.05838034,0.09195125,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,14,FT7,0.05234348,-0.05234348,0.06824998,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,15,FC5,0.05705873,0.0409358,0.06860093,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,16,FC3,0.06789789,-0.0143297,0.07343323,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,17,FC1,0.05694576,0.05694576,0.06607762,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,18,FCz,0.01599143,0.00265908,0.01954218,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,19,FC2,0.08014221,0.03892548,0.08597577,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,20,FC4,0.05382044,-0.0362456,0.06568737,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,21,FC6,0.08628426,-0.0185172,0.09474089,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,22,FT8,0.05906455,0.01194994,0.06779659,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,23,T7,0.0365072,0.00419504,0.04170196,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
Weibo2014,1,1,24,C5,0.06124374,0.02131375,0.06691899,0.65625,0.65625,"[7, 25]",0.78125,False,0.03364625,0.00300453,0.0295272,True
