dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Weibo2014,1,1,0.5,0.5,"[16, 16]",0.5,False,0,0.62877346,0.10832511,0.55179759,True,0.58491044,0.96706201,3830
Weibo2014,1,2,0.5,0.5,"[16, 16]",0.5,False,0,0.63821589,0.13800275,0.56008406,True,0.57380046,0.97563554,3830
Weibo2014,1,3,0.59375,0.59375,"[13, 19]",0.59375,False,1,0.68232153,0.13618034,0.59879018,True,0.60917731,0.94196651,3830
Weibo2014,1,4,0.5,0.5,"[18, 14]",0.5625,False,0,0.76098502,0.14883456,0.66782351,True,0.6140235,0.944491,3830
Weibo2014,1,5,0.5625,0.5625,"[16, 16]",0.5,False,0,0.61835559,0.15137552,0.5426551,True,0.57262261,0.97622957,3830
Weibo2014,2,1,0.3125,0.3125,"[18, 14]",0.5625,False,0,0.60110935,0.11054542,0.52752018,True,0.55466504,0.98780765,3830
Weibo2014,2,2,0.40625,0.40625,"[17, 15]",0.53125,False,0,0.67572234,0.13768063,0.59299888,True,0.56289436,0.98380508,3830
Weibo2014,2,3,0.59375,0.59375,"[19, 13]",0.59375,False,0,0.65097587,0.13613866,0.57128193,True,0.55604982,0.98467684,3830
Weibo2014,2,4,0.40625,0.40625,"[21, 11]",0.65625,False,0,0.64708669,0.12610669,0.56786887,True,0.56913529,0.97948439,3830
Weibo2014,2,5,0.53125,0.53125,"[13, 19]",0.59375,False,1,0.69735869,0.14872426,0.61198646,True,0.6010021,0.95245394,3830
Weibo2014,3,1,0.625,0.625,"[20, 12]",0.625,False,0,0.59460794,0.1130406,0.52181469,True,0.54967388,0.98902679,3830
Weibo2014,3,2,0.53125,0.53125,"[15, 17]",0.53125,False,1,0.56272466,0.11518528,0.49383463,True,0.54150056,0.9928691,3830
Weibo2014,3,3,0.40625,0.40625,"[21, 11]",0.65625,False,0,0.72392732,0.13276843,0.63530249,True,0.57648111,0.97689685,3830
Weibo2014,3,4,0.5,0.5,"[16, 16]",0.5,False,0,0.58284644,0.10908019,0.51149306,True,0.54121572,0.99228444,3830
Weibo2014,3,5,0.59375,0.59375,"[17, 15]",0.53125,False,0,0.65437006,0.11071001,0.57426059,True,0.54523622,0.98989212,3830
Weibo2014,4,1,0.46875,0.46875,"[17, 15]",0.53125,False,0,0.70661931,0.11970688,0.62011337,True,0.54784158,0.98975501,3830
Weibo2014,4,2,0.5625,0.5625,"[14, 18]",0.5625,False,1,0.65783035,0.13008656,0.57729727,True,0.548395,0.99032727,3830
Weibo2014,4,3,0.46875,0.46875,"[13, 19]",0.59375,False,1,0.71056245,0.15907712,0.62357378,True,0.540311,0.99248059,3830
Weibo2014,4,4,0.625,0.625,"[16, 16]",0.5,False,0,0.62944054,0.13983835,0.552383,True,0.54181565,0.99300363,3830
Weibo2014,4,5,0.71875,0.71875,"[17, 15]",0.53125,False,0,0.72009516,0.15312776,0.63193948,True,0.5496892,0.98800818,3830
Weibo2014,5,1,0.5,0.5,"[12, 20]",0.625,False,1,0.49878533,0.09834387,0.4377229,True,0.53388136,0.99479042,3830
Weibo2014,5,2,0.5,0.5,"[14, 18]",0.5625,False,1,0.49500797,0.12273037,0.43440797,True,0.54200156,0.99234088,3830
Weibo2014,5,3,0.5,0.5,"[20, 12]",0.625,False,0,0.53653911,0.13017641,0.47085478,True,0.54034224,0.99284676,3830
Weibo2014,5,4,0.5,0.5,"[20, 12]",0.625,False,0,0.46721061,0.09153771,0.41001362,True,0.53196192,0.99536504,3830
Weibo2014,5,5,0.6875,0.6875,"[18, 14]",0.5625,False,0,0.48727623,0.09111101,0.42762277,True,0.5396314,0.99322364,3830
Weibo2014,6,1,0.5,0.5,"[14, 14]",0.5,False,0,0.38627869,0.0719987,0.33898958,True,0.53979137,0.99411895,3830
Weibo2014,6,2,0.6071428571428571,0.6071428571428572,"[13, 15]",0.53571429,False,1,0.39054472,0.07711857,0.34273335,True,0.54229475,0.99229756,3830
Weibo2014,6,3,0.6071428571428571,0.6071428571428572,"[13, 15]",0.53571429,False,1,0.44139633,0.09338485,0.38735959,True,0.53279314,0.99476836,3830
Weibo2014,6,4,0.5,0.5,"[12, 16]",0.57142857,False,1,0.37213722,0.07443163,0.32657934,True,0.54526268,0.99160986,3830
Weibo2014,6,5,0.42857142857142855,0.4285714285714286,"[12, 16]",0.57142857,False,1,0.37956127,0.08312815,0.33309452,True,0.53666585,0.99399612,3830
Weibo2014,7,1,0.5,0.5,"[20, 12]",0.625,False,0,0.60941494,0.13302986,0.53480898,True,0.54386756,0.99049619,3830
Weibo2014,7,2,0.59375,0.59375,"[19, 13]",0.59375,False,0,0.7237585,0.15013202,0.63515435,True,0.55294609,0.98643864,3830
Weibo2014,7,3,0.59375,0.59375,"[19, 13]",0.59375,False,0,0.66240594,0.12955814,0.5813127,True,0.56258474,0.98054383,3830
Weibo2014,7,4,0.34375,0.34375,"[13, 19]",0.59375,False,1,0.72940359,0.14003587,0.64010835,True,0.55108011,0.98667214,3830
Weibo2014,7,5,0.5,0.5,"[20, 12]",0.625,False,0,0.61592834,0.14209496,0.54052499,True,0.55668261,0.98701393,3830
Weibo2014,8,1,0.5625,0.5625,"[14, 18]",0.5625,False,1,0.80188024,0.12474109,0.70371224,True,0.54805176,0.98919932,3830
Weibo2014,8,2,0.5625,0.5625,"[14, 18]",0.5625,False,1,0.75379942,0.12494159,0.66151759,True,0.54142327,0.99247977,3830
Weibo2014,8,3,0.4375,0.4375,"[18, 14]",0.5625,False,0,0.69124628,0.128662,0.60662234,True,0.55156002,0.98930367,3830
Weibo2014,8,4,0.4375,0.4375,"[18, 14]",0.5625,False,0,0.74133088,0.13470536,0.65057547,True,0.53609045,0.99390686,3830
Weibo2014,8,5,0.5,0.5,"[12, 20]",0.625,False,1,0.7612734,0.15594962,0.66807659,True,0.5481767,0.99037163,3830
Weibo2014,9,1,0.59375,0.59375,"[15, 17]",0.53125,False,1,0.66163046,0.13008695,0.58063216,True,0.56832173,0.97902004,3830
Weibo2014,9,2,0.625,0.625,"[18, 14]",0.5625,False,0,0.62388476,0.11221486,0.54750738,True,0.54461372,0.98961126,3830
Weibo2014,9,3,0.5,0.5,"[18, 14]",0.5625,False,0,0.59837023,0.11418286,0.52511639,True,0.54973665,0.98939651,3830
Weibo2014,9,4,0.6875,0.6875,"[16, 16]",0.5,False,0,0.53124164,0.12721683,0.46620583,True,0.54851207,0.98927065,3830
Weibo2014,9,5,0.59375,0.59375,"[17, 15]",0.53125,False,0,0.60230668,0.11994279,0.52857093,True,0.55013922,0.99057602,3830
