subject_id,fold_id,cv_scheme,branches,fusion,twfb_classifier,n_train,n_test,y_test_counts,selected_window_idx,selected_band_idx,selected_inner_score,accuracy,balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts
1,0,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",0,2,0.8125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
1,1,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",2,11,0.75,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
1,2,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",0,0,0.78125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
1,3,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",0,0,0.78125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
1,4,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",0,1,0.8125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
2,0,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",6,16,0.78125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
2,1,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",4,5,0.8125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
2,2,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",5,17,0.71875,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
2,3,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",3,14,0.75,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
2,4,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",3,15,0.75,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
3,0,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",5,3,0.8125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
3,1,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",3,0,0.8125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
3,2,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",6,1,0.84375,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
3,3,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",3,3,0.78125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
3,4,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",4,8,0.75,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
4,0,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",2,3,0.78125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
4,1,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",3,2,0.90625,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
4,2,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",3,2,0.78125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
4,3,sjepa_5fold,sjepa,weighted,fgmdm,32,8,"[4, 4]",6,2,0.8125,0.5,0.5,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]"
