subject_id,channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
1,21,Pz,0.130300862,0.01830714139904207,0.009111675999999999,0.138125378,5,0.675,0.2,0.538926444
1,4,F4,0.128566178,0.02630587731288428,0.0059979560000000005,0.147201702,5,0.675,0.2,0.538926444
1,28,O2,0.12778346999999998,0.011076353595468599,-0.033901882,0.13771310799999997,5,0.675,0.2,0.538926444
1,19,TP7,0.12583578,0.03278473778843062,-0.09546896,0.14238282600000002,5,0.675,0.2,0.538926444
1,27,O1,0.119982056,0.020971064515749555,0.0577809,0.12948884600000002,5,0.675,0.2,0.538926444
1,18,CP4,0.11951365,0.03234509222471239,0.056176503999999995,0.134352302,5,0.675,0.2,0.538926444
1,22,P3,0.11802580600000001,0.014598553616888898,0.104192002,0.147137618,5,0.675,0.2,0.538926444
1,16,T4,0.11260509199999999,0.015357894479099996,-0.032684376,0.141343252,5,0.675,0.2,0.538926444
1,7,FCz,0.11038790400000001,0.02349781018145797,0.10521027599999999,0.127466886,5,0.675,0.2,0.538926444
1,14,C4,0.109201086,0.038247164604784493,-0.09016906999999999,0.124220332,5,0.675,0.2,0.538926444
1,0,Fp1,0.10876056999999999,0.010654453242771306,-0.088101818,0.11883775,5,0.675,0.2,0.538926444
1,15,T3,0.10253264399999999,0.034346585586466666,0.10155350599999999,0.110340972,5,0.675,0.2,0.538926444
1,12,Cz,0.099354372,0.03378204379538663,0.09357700799999999,0.114451156,5,0.675,0.2,0.538926444
1,5,F7,0.096943628,0.013121115521451291,0.092508292,0.11894581200000001,5,0.675,0.2,0.538926444
1,17,CP3,0.096255472,0.025875206904606006,0.025438082,0.11737953400000001,5,0.675,0.2,0.538926444
1,3,F3,0.094010908,0.017173636443388166,0.03072993,0.10774852799999998,5,0.675,0.2,0.538926444
1,20,TP8,0.092655682,0.023373765678302034,-0.050388646,0.10981576600000001,5,0.675,0.2,0.538926444
1,13,C3,0.087647698,0.02141368067683064,0.039999936,0.094513826,5,0.675,0.2,0.538926444
1,9,FC4,0.087108728,0.02921387713036512,-0.02430256,0.10012126800000001,5,0.675,0.2,0.538926444
1,23,P4,0.082414324,0.0232558101889545,-0.039161296,0.094587506,5,0.675,0.2,0.538926444
1,24,T5,0.081121752,0.019926145025706048,0.012776832000000002,0.090670262,5,0.675,0.2,0.538926444
1,26,Oz,0.077865896,0.01216646237895511,0.031678635999999996,0.085405606,5,0.675,0.2,0.538926444
1,1,Fp2,0.073865704,0.00772353804922524,0.060104738000000005,0.08840437599999999,5,0.675,0.2,0.538926444
1,6,F8,0.071817554,0.015354655605824575,-0.040514596,0.080415082,5,0.675,0.2,0.538926444
1,10,FT7,0.071582846,0.014178221181168323,-0.011087531999999999,0.081797518,5,0.675,0.2,0.538926444
