dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.375,0.375,"[3, 5]",0.625,False,1,0.00538497,0.00050001,0.00460816,True,0.50185546,0.99997959,2170
Liu2024_SourceMAT,1,2,0.375,0.375,"[7, 1]",0.875,False,0,0.08077355,0.01251986,0.06912161,True,0.50441304,0.99992859,2170
Liu2024_SourceMAT,1,3,0.375,0.375,"[3, 5]",0.625,False,1,0.07774838,0.01194464,0.06653284,True,0.50392904,0.99993699,2170
Liu2024_SourceMAT,1,4,0.375,0.375,"[5, 3]",0.625,False,0,0.00538495,0.00050001,0.00460815,True,0.50135802,0.99999282,2170
Liu2024_SourceMAT,1,5,0.5,0.5,"[6, 2]",0.75,False,0,0.08021825,0.01200234,0.06864642,True,0.50574347,0.99988482,2170
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.08094079,0.01247825,0.06926473,True,0.51055036,0.99950959,2170
Liu2024_SourceMAT,2,2,0.625,0.625,"[3, 5]",0.625,False,1,0.07966994,0.01317392,0.0681772,True,0.50477286,0.99988899,2170
Liu2024_SourceMAT,2,3,0.625,0.625,"[5, 3]",0.625,False,0,0.07781728,0.01212568,0.0665918,True,0.50735833,0.99976453,2170
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.08716049,0.01291975,0.07458721,True,0.51127862,0.9995206,2170
Liu2024_SourceMAT,2,5,0.375,0.375,"[5, 3]",0.625,False,0,0.07914221,0.01268896,0.0677256,True,0.50931736,0.99958524,2170
Liu2024_SourceMAT,3,1,0.375,0.375,"[3, 5]",0.625,False,1,0.00538501,0.00050001,0.0046082,True,0.50199578,0.99998372,2170
Liu2024_SourceMAT,3,2,0.625,0.625,"[7, 1]",0.875,False,0,0.09402391,0.0131219,0.08046056,True,0.50638755,0.99984478,2170
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.09120863,0.01304761,0.07805139,True,0.50701655,0.99980226,2170
Liu2024_SourceMAT,3,4,0.5,0.5,"[6, 2]",0.75,False,0,0.08912131,0.01281235,0.07626517,True,0.50419602,0.99992713,2170
