channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
21,Pz,0.13894356784,0.028136940231897608,0.00257773004,0.14427396244,250,0.7945,0.416,0.3472418174
28,O2,0.1324662396,0.027339751580681696,-0.01552734236,0.13914171243999998,250,0.7945,0.416,0.3472418174
17,CP3,0.12415540400000001,0.02593473129075552,0.02301585804,0.14307570812,250,0.7945,0.416,0.3472418174
15,T3,0.12030927628,0.026329600987266395,0.11169609352000001,0.1293438784,250,0.7945,0.416,0.3472418174
18,CP4,0.11267058708000001,0.022983776190029673,0.0387117246,0.13039900524,250,0.7945,0.416,0.3472418174
27,O1,0.11206774368000001,0.02284120168248799,0.04426942304,0.12438184884,250,0.7945,0.416,0.3472418174
16,T4,0.11144439112,0.02272812454663171,0.01553486404,0.1259574144,250,0.7945,0.416,0.3472418174
13,C3,0.11004953776000001,0.02457447461652273,0.0532731902,0.11796009187999999,250,0.7945,0.416,0.3472418174
22,P3,0.10643949544,0.025152582922686552,0.09257930244000001,0.11889306744,250,0.7945,0.416,0.3472418174
2,Fz,0.1056360142,0.021073238742739978,-0.09357509604,0.12030094556,250,0.7945,0.416,0.3472418174
23,P4,0.10344323944,0.02897899081913959,-0.07761496531999999,0.1163878406,250,0.7945,0.416,0.3472418174
7,FCz,0.09920481236,0.026649898245235417,0.0838448264,0.11412379628,250,0.7945,0.416,0.3472418174
0,Fp1,0.0980106962,0.0262107721223894,-0.08091513,0.11091119648,250,0.7945,0.416,0.3472418174
24,T5,0.0979125662,0.026244689797270165,0.0579864826,0.10949351423999999,250,0.7945,0.416,0.3472418174
4,F4,0.09476512844,0.02194073368648033,0.016660719400000003,0.10663649688,250,0.7945,0.416,0.3472418174
20,TP8,0.09105725808,0.024342109891691697,-0.0467173196,0.1076991618,250,0.7945,0.416,0.3472418174
14,C4,0.08978726028,0.021902816264442272,-0.06290592152,0.10241320684,250,0.7945,0.416,0.3472418174
3,F3,0.08817604968000001,0.02257706913358833,0.0290877306,0.09777200211999999,250,0.7945,0.416,0.3472418174
10,FT7,0.08660904532000001,0.021214502911389828,-0.04604519508,0.09993026188000001,250,0.7945,0.416,0.3472418174
19,TP7,0.08630282384,0.021168265612915876,-0.024378995639999998,0.09839103564,250,0.7945,0.416,0.3472418174
5,F7,0.08392193028,0.01988914988726521,0.07445837296,0.09725002431999999,250,0.7945,0.416,0.3472418174
11,FT8,0.0831211998,0.025075503760686475,-0.0006055359999999999,0.09864631375999999,250,0.7945,0.416,0.3472418174
26,Oz,0.08057073756,0.02449024111944413,0.04004902708,0.08627758324,250,0.7945,0.416,0.3472418174
12,Cz,0.08023138219999999,0.019551153376443333,0.06850943596,0.09438146724,250,0.7945,0.416,0.3472418174
25,T6,0.07959942852,0.02111462346056992,-0.0473455608,0.09151234820000001,250,0.7945,0.416,0.3472418174
6,F8,0.07631678576,0.02123588191229331,-0.017251300520000002,0.08285243771999999,250,0.7945,0.416,0.3472418174
1,Fp2,0.07065894292,0.0180531962641558,0.05137879356,0.08652241212,250,0.7945,0.416,0.3472418174
9,FC4,0.06473646468,0.02684923046705188,-0.04556049404,0.08122228844,250,0.7945,0.416,0.3472418174
8,FC3,0.0484426086,0.0349333285247505,0.00046652536,0.05729693904,250,0.7945,0.416,0.3472418174
