subject_id,split_id,model_name,n_train,n_test,train_class_counts,test_class_counts,n_channels_used,n_times,window_s,accuracy,balanced_accuracy,kappa,precision_macro,sensitivity_macro,confusion_matrix,n_filter_bands
15,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
15,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[5, 3], [7, 1]]",6.0
16,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",
16,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",6.0
16,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.21428571428571427,0.375,"[[0, 8], [2, 6]]",
16,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",6.0
16,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",
16,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",6.0
16,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.33333333333333337,0.375,"[[5, 3], [7, 1]]",
16,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[3, 5], [6, 2]]",6.0
16,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
16,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[3, 5], [1, 7]]",6.0
16,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",
16,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
16,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
16,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.7666666666666666,0.5625,"[[1, 7], [0, 8]]",6.0
16,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",
16,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.625,0.625,"[[5, 3], [3, 5]]",6.0
16,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",
16,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[3, 5], [1, 7]]",6.0
16,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.25,0.25,-0.5,0.16666666666666666,0.25,"[[4, 4], [8, 0]]",
16,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",6.0
17,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[6, 2], [5, 3]]",
17,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
17,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",
17,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",6.0
17,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",
17,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[1, 7], [2, 6]]",6.0
17,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[6, 2], [3, 5]]",
17,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",6.0
17,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
17,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[4, 4], [6, 2]]",6.0
17,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
17,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.75,0.75,"[[6, 2], [2, 6]]",6.0
17,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
17,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[2, 6], [5, 3]]",6.0
17,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.625,0.625,"[[5, 3], [3, 5]]",
17,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[1, 7], [2, 6]]",6.0
17,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[6, 2], [7, 1]]",
17,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
17,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",
17,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[1, 7], [1, 7]]",6.0
18,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",
18,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
18,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
18,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",6.0
18,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",
18,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",6.0
18,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",
18,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",6.0
18,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",
18,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",6.0
18,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",
18,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",6.0
18,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
18,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[5, 3], [2, 6]]",6.0
18,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
18,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
18,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.875,0.875,0.75,0.875,0.875,"[[7, 1], [1, 7]]",
18,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[7, 1], [4, 4]]",6.0
18,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[1, 7], [4, 4]]",
18,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[1, 7], [2, 6]]",6.0
19,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",
19,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",6.0
19,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",
19,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5727272727272728,0.5625,"[[3, 5], [2, 6]]",6.0
19,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[4, 4], [6, 2]]",
19,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
19,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",
19,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
19,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",
19,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.21428571428571427,0.375,"[[6, 2], [8, 0]]",6.0
19,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",
19,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",6.0
19,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",
19,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[3, 5], [4, 4]]",6.0
19,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
19,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[4, 4], [3, 5]]",6.0
19,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[5, 3], [6, 2]]",
19,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.3666666666666667,0.375,"[[2, 6], [4, 4]]",6.0
19,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",
19,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
20,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[6, 2], [3, 5]]",
20,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.8125,0.8125,0.625,0.8174603174603174,0.8125,"[[6, 2], [1, 7]]",6.0
20,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",
20,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.7666666666666666,0.75,"[[5, 3], [1, 7]]",6.0
20,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
20,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.75,0.75,"[[6, 2], [2, 6]]",6.0
20,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.75,0.75,"[[6, 2], [2, 6]]",
20,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.7666666666666666,0.75,"[[7, 1], [3, 5]]",6.0
20,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[3, 5], [1, 7]]",
20,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.30952380952380953,0.3125,"[[3, 5], [6, 2]]",6.0
20,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",
20,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.625,0.625,"[[5, 3], [3, 5]]",6.0
20,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",
20,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[7, 1], [7, 1]]",6.0
20,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.75,0.75,"[[6, 2], [2, 6]]",
20,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[5, 3], [2, 6]]",6.0
20,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.8076923076923077,0.6875,"[[8, 0], [5, 3]]",
20,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.8125,0.8125,0.625,0.8174603174603174,0.8125,"[[7, 1], [2, 6]]",6.0
20,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.7666666666666666,0.75,"[[5, 3], [1, 7]]",
20,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",30,2000,"[2.0, 6.0]",0.75,0.75,0.5,0.7666666666666666,0.75,"[[5, 3], [1, 7]]",6.0
21,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",
21,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[6, 2], [6, 2]]",6.0
21,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",
21,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.25,0.5,"[[0, 8], [0, 8]]",6.0
21,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
21,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[7, 1], [4, 4]]",6.0
21,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",
21,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.375,0.375,-0.25,0.375,0.375,"[[3, 5], [5, 3]]",6.0
21,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",
21,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",6.0
21,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.625,0.625,"[[5, 3], [3, 5]]",
21,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",6.0
21,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.4365079365079365,0.4375,"[[4, 4], [5, 3]]",
21,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.3125,0.3125,-0.375,0.28181818181818186,0.3125,"[[4, 4], [7, 1]]",6.0
21,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",
21,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.5634920634920635,0.5625,"[[5, 3], [4, 4]]",6.0
21,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[5, 3], [2, 6]]",
21,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[6, 2], [3, 5]]",6.0
21,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.39743589743589747,0.4375,"[[1, 7], [2, 6]]",
21,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.625,0.625,"[[5, 3], [3, 5]]",6.0
22,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
22,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",6.0
22,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
22,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6666666666666667,0.625,"[[7, 1], [5, 3]]",6.0
22,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
22,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.6025641025641025,0.5625,"[[7, 1], [6, 2]]",6.0
22,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
22,4,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[2, 6], [2, 6]]",6.0
22,5,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.9375,0.9375,0.875,0.9444444444444444,0.9375,"[[7, 1], [0, 8]]",
22,5,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[4, 4], [4, 4]]",6.0
22,6,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[3, 5], [3, 5]]",
22,6,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.4375,0.4375,-0.125,0.42727272727272725,0.4375,"[[2, 6], [3, 5]]",6.0
22,7,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5,0.5,0.0,0.5,0.5,"[[5, 3], [5, 3]]",
22,7,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[6, 2], [4, 4]]",6.0
22,8,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[6, 2], [3, 5]]",
22,8,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.8125,0.8125,0.625,0.8636363636363636,0.8125,"[[8, 0], [3, 5]]",6.0
22,9,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",
22,9,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[7, 1], [4, 4]]",6.0
22,10,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.6904761904761905,0.6875,"[[6, 2], [3, 5]]",
22,10,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[7, 1], [4, 4]]",6.0
23,1,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.6875,0.6875,0.375,0.7181818181818183,0.6875,"[[4, 4], [1, 7]]",
23,1,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.8125,0.8125,0.625,0.8174603174603174,0.8125,"[[6, 2], [1, 7]]",6.0
23,2,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.875,0.875,0.75,0.875,0.875,"[[7, 1], [1, 7]]",
23,2,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.625,0.625,0.25,0.6333333333333333,0.625,"[[4, 4], [2, 6]]",6.0
23,3,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.875,0.875,0.75,0.875,0.875,"[[7, 1], [1, 7]]",
23,3,FBCSP_SVM,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.5625,0.5625,0.125,0.6025641025641025,0.5625,"[[7, 1], [6, 2]]",6.0
23,4,CSP_LDA,24,16,"[12, 12]","[8, 8]",29,2000,"[2.0, 6.0]",0.875,0.875,0.75,0.9,0.875,"[[8, 0], [2, 6]]",
