dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Liu2024_SourceMAT,1,1,0,Fp1,0.10742366,0.10742366,0.11573659,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,1,Fp2,0.10052182,-0.07185002,0.10592628,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,2,Fz,0.06971082,0.06087013,0.08585191,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,3,F3,0.04637037,-0.02420107,0.05315193,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,4,F4,0.04551476,0.03497531,0.05569812,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,5,F7,0.08675088,0.03455544,0.09597034,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,6,F8,0.10002475,0.02551522,0.11400998,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,7,FCz,0.11038767,0.07165188,0.11727178,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,8,FC3,0.11566536,0.01653668,0.11727738,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,9,FC4,0.17424257,-0.00203816,0.17491877,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,10,FT7,0.12068181,0.04480839,0.13102645,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,11,FT8,0.09730841,-0.03589556,0.10649991,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,12,Cz,0.07168332,0.02954799,0.07617347,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,13,C3,0.12473793,0.08918693,0.1322428,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,14,C4,0.09997807,-0.00424989,0.11916733,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,15,T7,0.10500689,0.09234507,0.11632065,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,16,T8,0.07444876,-0.01345751,0.08374103,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,17,CP3,0.07042773,-0.07042773,0.08485728,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,18,CP4,0.12573315,0.06763678,0.14328457,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,19,TP7,0.08398301,-0.00750358,0.09288033,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,20,TP8,0.11646253,-0.02149842,0.12241711,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,21,Pz,0.12367542,0.04543123,0.13955528,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,22,P3,0.05830853,-0.04086749,0.06342988,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,23,P4,0.07870169,0.00596185,0.09072391,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,24,P7,0.12468955,0.03037164,0.13528183,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,25,P8,0.08539119,-0.00914966,0.1063357,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,26,Oz,0.08205217,-0.0253352,0.09045248,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,27,O1,0.04131306,0.03726711,0.05033808,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,1,28,O2,0.11019078,0.00537261,0.11926287,0.25,0.25,"[2, 6]",0.75,False,0.13170212,0.0233921,0.11270352,True
Liu2024_SourceMAT,1,2,0,Fp1,0.12123646,0.12123646,0.12943333,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,1,Fp2,0.09304949,-0.06305163,0.10104869,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,2,Fz,0.06795575,0.06795575,0.09225467,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,3,F3,0.03210765,-0.0222858,0.03953909,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,4,F4,0.0478191,0.03837278,0.06459658,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,5,F7,0.08799168,0.04345419,0.09246813,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,6,F8,0.1072133,0.02746153,0.1192142,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,7,FCz,0.11178011,0.06754404,0.11569402,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,8,FC3,0.12123026,0.01566457,0.12296233,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,9,FC4,0.16612293,-0.00131615,0.16662851,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,10,FT7,0.11707285,0.04721554,0.13149425,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,11,FT8,0.09152626,-0.03460288,0.09972258,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,12,Cz,0.0649385,0.01976286,0.07000986,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,13,C3,0.12979536,0.086044,0.13501446,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,14,C4,0.09673961,-0.01119189,0.11293792,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,15,T7,0.09596566,0.08500002,0.10858556,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,16,T8,0.0664961,-0.01650801,0.07402916,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,17,CP3,0.07628967,-0.0723074,0.09166718,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,18,CP4,0.11889762,0.05867901,0.13647325,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,19,TP7,0.09114844,-0.01482088,0.09979222,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,20,TP8,0.11906161,-0.02811002,0.12776802,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,21,Pz,0.12517858,0.04179592,0.14016467,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,22,P3,0.06322844,-0.04414269,0.06674059,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,23,P4,0.07377006,0.00322249,0.08533381,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,24,P7,0.10830197,0.01553058,0.12292206,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,25,P8,0.07556687,-0.01350465,0.09808873,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,26,Oz,0.09627756,-0.03248763,0.10484045,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,27,O1,0.03710816,0.03247757,0.04943091,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,2,28,O2,0.11923717,-0.00087528,0.12858339,0.5,0.5,"[4, 4]",0.5,False,0.14711388,0.02314196,0.12589206,True
Liu2024_SourceMAT,1,3,0,Fp1,0.11458806,0.11458806,0.12327217,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,1,Fp2,0.08915226,-0.07595208,0.10050055,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,2,Fz,0.06316244,0.06094055,0.0863696,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,3,F3,0.04537562,-0.02832327,0.0543222,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,4,F4,0.04399288,0.02991751,0.05607256,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,5,F7,0.08577345,0.03948046,0.09387831,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,6,F8,0.10508382,0.02405068,0.11729258,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,7,FCz,0.11653943,0.0683478,0.12229828,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,8,FC3,0.11589725,0.02053742,0.11849459,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,9,FC4,0.16990443,-0.00973683,0.17037751,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,10,FT7,0.11447497,0.04608889,0.12472272,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,11,FT8,0.10250808,-0.04475094,0.11334986,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,12,Cz,0.07017145,0.02322029,0.07613103,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,13,C3,0.12572749,0.0856627,0.13291907,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,14,C4,0.09912033,-0.01633531,0.11170627,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,15,T7,0.10864098,0.09554823,0.12096843,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,16,T8,0.06195624,-0.01060727,0.069344,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,17,CP3,0.07145936,-0.07145936,0.09058879,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,18,CP4,0.12635285,0.06328534,0.14155762,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,19,TP7,0.09392519,-0.00747747,0.10073084,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,20,TP8,0.1132862,-0.0167661,0.12049242,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,21,Pz,0.1249401,0.0452807,0.13930723,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
Liu2024_SourceMAT,1,3,22,P3,0.06795928,-0.05275997,0.07288636,0.25,0.25,"[6, 2]",0.75,False,0.13222899,0.02350563,0.11315439,True
