dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.25,0.25,"[2, 6]",0.75,False,1,0.13170212,0.0233921,0.11270352,True,0.73452283,0.8028913,16010
Liu2024_SourceMAT,1,2,0.5,0.5,"[4, 4]",0.5,False,0,0.14711388,0.02314196,0.12589206,True,0.72974323,0.7131195,16010
Liu2024_SourceMAT,1,3,0.25,0.25,"[6, 2]",0.75,False,0,0.13222899,0.02350563,0.11315439,True,0.70536059,0.79743082,16010
Liu2024_SourceMAT,1,4,0.5,0.5,"[4, 4]",0.5,False,0,0.13496594,0.02275368,0.11549652,True,0.71037142,0.8265417,16010
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.12397021,0.02193761,0.10608697,True,0.68229514,0.87004782,16010
Liu2024_SourceMAT,2,1,0.5,0.5,"[4, 4]",0.5,False,0,0.11988631,0.02199565,0.10259219,True,0.74439047,0.77181182,16010
Liu2024_SourceMAT,2,2,0.75,0.75,"[2, 6]",0.75,False,1,0.12088095,0.02247613,0.10344334,True,0.74407624,0.76808832,16010
Liu2024_SourceMAT,2,3,0.5,0.5,"[4, 4]",0.5,False,0,0.13100126,0.02336481,0.11210376,True,0.71526098,0.81404726,16010
Liu2024_SourceMAT,2,4,0.5,0.5,"[4, 4]",0.5,False,0,0.13824334,0.02290523,0.11830113,True,0.72970545,0.77208591,16010
Liu2024_SourceMAT,2,5,0.75,0.75,"[6, 2]",0.75,False,0,0.11814891,0.02167499,0.10110542,True,0.88364223,0.48583035,16010
Liu2024_SourceMAT,3,1,0.625,0.625,"[3, 5]",0.625,False,1,0.15177865,0.02326801,0.12988392,True,0.77931083,0.68597027,16010
Liu2024_SourceMAT,3,2,0.375,0.375,"[7, 1]",0.875,False,0,0.14777459,0.02286788,0.12645746,True,0.73833726,0.74871746,16010
Liu2024_SourceMAT,3,3,0.625,0.625,"[5, 3]",0.625,False,0,0.14450899,0.02322857,0.12366294,True,0.80184318,0.60000681,16010
Liu2024_SourceMAT,3,4,0.125,0.125,"[3, 5]",0.625,False,1,0.15832152,0.02310449,0.13548295,True,0.74600957,0.7256447,16010
Liu2024_SourceMAT,3,5,0.875,0.875,"[5, 3]",0.625,False,0,0.1422364,0.02296762,0.12171818,True,0.7418849,0.73021023,16010
Liu2024_SourceMAT,4,1,0.625,0.625,"[3, 5]",0.625,False,1,0.14265165,0.02169171,0.12207353,True,0.74882831,0.68474534,16010
Liu2024_SourceMAT,4,2,0.875,0.875,"[5, 3]",0.625,False,0,0.14665663,0.02239551,0.12550077,True,0.75946239,0.73840195,16010
Liu2024_SourceMAT,4,3,0.875,0.875,"[3, 5]",0.625,False,1,0.13416901,0.02225394,0.11481455,True,0.80388443,0.63761774,16010
Liu2024_SourceMAT,4,4,0.5,0.5,"[6, 2]",0.75,False,0,0.13814999,0.02248933,0.11822125,True,0.74220183,0.73877088,16010
Liu2024_SourceMAT,4,5,0.375,0.375,"[5, 3]",0.625,False,0,0.13273717,0.02321673,0.11358926,True,0.71849637,0.79668315,16010
Liu2024_SourceMAT,5,1,0.625,0.625,"[7, 1]",0.875,False,0,0.14788363,0.02246311,0.12655077,True,0.66415759,0.87926232,16010
Liu2024_SourceMAT,5,2,0.5,0.5,"[8, 0]",1.0,True,0,0.14608822,0.02335432,0.12501436,True,0.70407105,0.82288263,16010
Liu2024_SourceMAT,5,3,0.625,0.625,"[3, 5]",0.625,False,1,0.15809341,0.02267791,0.13528775,True,0.65105471,0.89101982,16010
Liu2024_SourceMAT,5,4,0.5,0.5,"[6, 2]",0.75,False,0,0.15167132,0.02322511,0.12979207,True,0.66981438,0.86364144,16010
Liu2024_SourceMAT,5,5,0.5,0.5,"[4, 4]",0.5,False,0,0.14468957,0.02405687,0.12381747,True,0.69803151,0.81692713,16010
Liu2024_SourceMAT,6,1,0.5,0.5,"[6, 2]",0.75,False,0,0.12862929,0.02257545,0.11007396,True,0.82294867,0.60140302,16010
Liu2024_SourceMAT,6,2,0.375,0.375,"[5, 3]",0.625,False,0,0.12389013,0.02249718,0.10601844,True,0.8619803,0.4806147,16010
Liu2024_SourceMAT,6,3,0.5,0.5,"[2, 6]",0.75,False,1,0.13378817,0.02266048,0.11448864,True,0.75071581,0.67974959,16010
Liu2024_SourceMAT,6,4,0.375,0.375,"[7, 1]",0.875,False,0,0.14154636,0.02283085,0.12112768,True,0.74988666,0.6732385,16010
Liu2024_SourceMAT,6,5,0.375,0.375,"[3, 5]",0.625,False,1,0.113822,0.02291352,0.09740269,True,0.68096991,0.86963861,16010
Liu2024_SourceMAT,7,1,0.5,0.5,"[6, 2]",0.75,False,0,0.1215784,0.0215555,0.10404018,True,0.77285166,0.72739285,16010
Liu2024_SourceMAT,7,2,0.375,0.375,"[3, 5]",0.625,False,1,0.14081822,0.02199518,0.12050458,True,0.68519139,0.82137777,16010
Liu2024_SourceMAT,7,3,0.5,0.5,"[2, 6]",0.75,False,1,0.15239314,0.02347459,0.13040977,True,0.84891535,0.4962267,16010
Liu2024_SourceMAT,7,4,0.375,0.375,"[5, 3]",0.625,False,0,0.13152695,0.02292221,0.11255362,True,0.73324519,0.74213059,16010
Liu2024_SourceMAT,7,5,0.375,0.375,"[1, 7]",0.875,False,1,0.14414047,0.02348588,0.12334758,True,0.72816262,0.75587995,16010
Liu2024_SourceMAT,8,1,0.625,0.625,"[3, 5]",0.625,False,1,0.11841566,0.02370907,0.10133369,True,0.87201843,0.4928318,16010
Liu2024_SourceMAT,8,2,0.875,0.875,"[5, 3]",0.625,False,0,0.10896107,0.02211242,0.09324296,True,0.86295117,0.46378648,16010
Liu2024_SourceMAT,8,3,1.0,1.0,"[4, 4]",0.5,False,0,0.11743855,0.02348926,0.10049753,True,0.86407954,0.47532822,16010
Liu2024_SourceMAT,8,4,0.875,0.875,"[3, 5]",0.625,False,1,0.12804922,0.0242078,0.10957756,True,0.86323122,0.4548186,16010
Liu2024_SourceMAT,8,5,0.75,0.75,"[4, 4]",0.5,False,0,0.12760686,0.02253088,0.10919901,True,0.90663262,0.35228073,16010
Liu2024_SourceMAT,9,1,0.75,0.75,"[4, 4]",0.5,False,0,0.13593662,0.02284011,0.11632717,True,0.68461338,0.88524032,16010
Liu2024_SourceMAT,9,2,0.25,0.25,"[2, 6]",0.75,False,1,0.13726804,0.02190417,0.11746653,True,0.7672426,0.71753733,16010
Liu2024_SourceMAT,9,3,0.75,0.75,"[6, 2]",0.75,False,0,0.13709426,0.02180499,0.11731782,True,0.62890442,0.9116396,16010
Liu2024_SourceMAT,9,4,0.75,0.75,"[4, 4]",0.5,False,0,0.1622922,0.02287005,0.13888084,True,0.73796468,0.79181406,16010
Liu2024_SourceMAT,9,5,0.375,0.375,"[5, 3]",0.625,False,0,0.1455099,0.02215116,0.12451947,True,0.75147159,0.72902491,16010
Liu2024_SourceMAT,10,1,0.5,0.5,"[6, 2]",0.75,False,0,0.12310073,0.02229344,0.10534291,True,0.75850771,0.72115686,16010
Liu2024_SourceMAT,10,2,0.375,0.375,"[3, 5]",0.625,False,1,0.127665,0.02279839,0.10924877,True,0.84370569,0.56396113,16010
Liu2024_SourceMAT,10,3,0.625,0.625,"[3, 5]",0.625,False,1,0.11306683,0.02097562,0.09675645,True,0.76147843,0.73493579,16010
Liu2024_SourceMAT,10,4,0.625,0.625,"[5, 3]",0.625,False,0,0.12117338,0.02266596,0.1036936,True,0.78609043,0.64069668,16010
Liu2024_SourceMAT,10,5,0.625,0.625,"[3, 5]",0.625,False,1,0.11825134,0.02286672,0.10119307,True,0.87679633,0.4904838,16010
Liu2024_SourceMAT,11,1,0.5,0.5,"[2, 6]",0.75,False,1,0.12525356,0.02358862,0.10718519,True,0.67123834,0.83436706,16010
Liu2024_SourceMAT,11,2,0.5,0.5,"[6, 2]",0.75,False,0,0.13781931,0.02240501,0.11793828,True,0.63167104,0.92101485,16010
Liu2024_SourceMAT,11,3,0.5,0.5,"[6, 2]",0.75,False,0,0.13315651,0.02272328,0.11394811,True,0.75823476,0.70548049,16010
Liu2024_SourceMAT,11,4,0.75,0.75,"[4, 4]",0.5,False,0,0.12954888,0.02338605,0.11086089,True,0.73942293,0.73487409,16010
Liu2024_SourceMAT,11,5,0.625,0.625,"[5, 3]",0.625,False,0,0.13363108,0.02198924,0.11435422,True,0.75527893,0.6817114,16010
Liu2024_SourceMAT,12,1,0.875,0.875,"[5, 3]",0.625,False,0,0.10940932,0.02333396,0.09362655,True,0.72714139,0.80751927,16010
Liu2024_SourceMAT,12,2,0.5,0.5,"[4, 4]",0.5,False,0,0.1227431,0.02261777,0.10503688,True,0.82749326,0.53535378,16010
Liu2024_SourceMAT,12,3,0.375,0.375,"[5, 3]",0.625,False,0,0.1126587,0.02216384,0.0964072,True,0.69487052,0.81336834,16010
Liu2024_SourceMAT,12,4,0.125,0.125,"[5, 3]",0.625,False,0,0.11722554,0.02181807,0.10031524,True,0.85708296,0.49038879,16010
Liu2024_SourceMAT,12,5,0.375,0.375,"[3, 5]",0.625,False,1,0.11583219,0.02167194,0.09912289,True,0.74092393,0.77093316,16010
Liu2024_SourceMAT,13,1,0.75,0.75,"[4, 4]",0.5,False,0,0.14718842,0.02382017,0.12595585,True,0.82523086,0.49857568,16010
Liu2024_SourceMAT,13,2,0.625,0.625,"[3, 5]",0.625,False,1,0.1500739,0.02538594,0.12842509,True,0.8255692,0.58115157,16010
Liu2024_SourceMAT,13,3,0.5,0.5,"[6, 2]",0.75,False,0,0.16710444,0.02509505,0.1429989,True,0.82911766,0.54887093,16010
Liu2024_SourceMAT,13,4,0.375,0.375,"[7, 1]",0.875,False,0,0.17285959,0.02462267,0.14792384,True,0.80436195,0.62147469,16010
Liu2024_SourceMAT,13,5,0.75,0.75,"[6, 2]",0.75,False,0,0.14520401,0.02425666,0.1242577,True,0.79746589,0.57373428,16010
Liu2024_SourceMAT,14,1,0.5,0.5,"[4, 4]",0.5,False,0,0.13391249,0.02204299,0.11459503,True,0.77684532,0.68409576,16010
Liu2024_SourceMAT,14,2,0.625,0.625,"[7, 1]",0.875,False,0,0.12322745,0.02198122,0.10545135,True,0.7950579,0.68244175,16010
Liu2024_SourceMAT,14,3,0.5,0.5,"[4, 4]",0.5,False,0,0.13800104,0.02114336,0.11809379,True,0.64055192,0.93677164,16010
