dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.375,0.375,"[3, 5]",0.625,False,1,0.06084741,0.01005846,0.05206991,True,0.57942395,0.97618925,16010
Liu2024_SourceMAT,1,2,0.625,0.625,"[5, 3]",0.625,False,0,0.06810558,0.01010752,0.05828105,True,0.60827029,0.93310014,16010
Liu2024_SourceMAT,1,3,0.125,0.125,"[5, 3]",0.625,False,0,0.06475893,0.00978475,0.05541717,True,0.59005371,0.9635165,16010
Liu2024_SourceMAT,1,4,0.25,0.25,"[6, 2]",0.75,False,0,0.06074448,0.01005317,0.05198182,True,0.55477231,0.98843691,16010
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.06099568,0.0095737,0.05219679,True,0.57797983,0.97463055,16010
Liu2024_SourceMAT,2,1,0.375,0.375,"[5, 3]",0.625,False,0,0.06294664,0.00950503,0.05386632,True,0.56620275,0.97816899,16010
Liu2024_SourceMAT,2,2,0.625,0.625,"[3, 5]",0.625,False,1,0.06749326,0.00961374,0.05775706,True,0.56581075,0.98115077,16010
Liu2024_SourceMAT,2,3,0.5,0.5,"[4, 4]",0.5,False,0,0.06822918,0.00954839,0.05838682,True,0.57746802,0.9781093,16010
Liu2024_SourceMAT,2,4,0.75,0.75,"[6, 2]",0.75,False,0,0.07070261,0.00977589,0.06050345,True,0.58419505,0.96561662,16010
Liu2024_SourceMAT,2,5,0.75,0.75,"[6, 2]",0.75,False,0,0.06784907,0.00961518,0.05806154,True,0.60629809,0.96126631,16010
Liu2024_SourceMAT,3,1,0.75,0.75,"[4, 4]",0.5,False,0,0.06912582,0.00997168,0.05915412,True,0.59411427,0.95624492,16010
