dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Weibo2014,1,1,0.53125,0.53125,"[27, 5]",0.84375,False,0,0.02753545,0.00298296,0.0241645,True,0.54403184,0.99251134,4342
Weibo2014,1,2,0.40625,0.40625,"[15, 17]",0.53125,False,1,0.05150365,0.00587853,0.04519846,True,0.54022866,0.99360671,4342
Weibo2014,1,3,0.5625,0.5625,"[18, 14]",0.5625,False,0,0.04496712,0.00563359,0.03946215,True,0.53599136,0.99342235,4342
Weibo2014,1,4,0.5625,0.5625,"[28, 4]",0.875,False,0,0.0313818,0.00299859,0.02753997,True,0.54865332,0.98990005,4342
Weibo2014,1,5,0.625,0.625,"[14, 18]",0.5625,False,1,0.04404445,0.00585231,0.03865243,True,0.53112096,0.99528106,4342
Weibo2014,2,1,0.46875,0.46875,"[15, 17]",0.53125,False,1,0.20150757,0.0401668,0.17683856,True,0.6436967,0.90226647,4342
Weibo2014,2,2,0.5,0.5,"[26, 6]",0.8125,False,0,0.02913689,0.00297336,0.02556988,True,0.55769975,0.9855784,4342
Weibo2014,2,3,0.71875,0.71875,"[17, 15]",0.53125,False,0,0.04232934,0.00541429,0.03714729,True,0.54047649,0.99338059,4342
Weibo2014,2,4,0.5,0.5,"[30, 2]",0.9375,True,0,0.02946826,0.00300142,0.02586069,True,0.57262161,0.98152022,4342
Weibo2014,2,5,0.53125,0.53125,"[21, 11]",0.65625,False,0,0.04844197,0.00586049,0.04251159,True,0.54987956,0.98826223,4342
Weibo2014,3,1,0.65625,0.65625,"[13, 19]",0.59375,False,1,0.05076731,0.00577601,0.04455226,True,0.53673692,0.99494971,4342
Weibo2014,3,2,0.5,0.5,"[10, 22]",0.6875,False,1,0.06597127,0.00873802,0.05789491,True,0.56617695,0.98197864,4342
Weibo2014,3,3,0.59375,0.59375,"[17, 15]",0.53125,False,0,0.05699928,0.00589254,0.0500213,True,0.53807077,0.99341503,4342
Weibo2014,3,4,0.375,0.375,"[20, 12]",0.625,False,0,0.04781894,0.00579265,0.04196483,True,0.5455486,0.99020035,4342
Weibo2014,3,5,0.40625,0.40625,"[15, 17]",0.53125,False,1,0.05147182,0.00556067,0.04517052,True,0.54285148,0.99221688,4342
Weibo2014,4,1,0.5625,0.5625,"[24, 8]",0.75,False,0,0.02882649,0.00300448,0.02529749,True,0.55201376,0.98786733,4342
Weibo2014,4,2,0.53125,0.53125,"[29, 3]",0.90625,True,0,0.02713838,0.00298409,0.02381603,True,0.57826508,0.97571106,4342
Weibo2014,4,3,0.53125,0.53125,"[29, 3]",0.90625,True,0,0.03078915,0.00300483,0.02701987,True,0.5573952,0.98668185,4342
Weibo2014,4,4,0.53125,0.53125,"[15, 17]",0.53125,False,1,0.04961222,0.00586729,0.04353858,True,0.55403137,0.98499242,4342
Weibo2014,4,5,0.53125,0.53125,"[27, 5]",0.84375,False,0,0.02937318,0.00299566,0.02577725,True,0.55515384,0.98661104,4342
Weibo2014,5,1,0.5,0.5,"[24, 8]",0.75,False,0,0.02880702,0.00300168,0.0252804,True,0.54379143,0.99091366,4342
Weibo2014,5,2,0.5,0.5,"[12, 20]",0.625,False,1,0.28560045,0.06008646,0.2506366,True,0.73299581,0.75186922,4342
Weibo2014,5,3,0.5,0.5,"[12, 20]",0.625,False,1,0.07575575,0.01118224,0.06648156,True,0.55326935,0.98685131,4342
Weibo2014,5,4,0.59375,0.59375,"[17, 15]",0.53125,False,0,0.09565696,0.01290301,0.08394642,True,0.55332097,0.98659586,4342
Weibo2014,5,5,0.59375,0.59375,"[27, 5]",0.84375,False,0,0.02855282,0.00300311,0.02505732,True,0.54345854,0.99210145,4342
Weibo2014,6,1,0.6428571428571429,0.6428571428571428,"[16, 12]",0.57142857,False,0,0.10253996,0.01675958,0.08998678,True,0.59827675,0.95701419,4342
Weibo2014,6,2,0.5714285714285714,0.5714285714285714,"[8, 20]",0.71428571,False,1,0.0521627,0.00583456,0.04577682,True,0.55569637,0.98651173,4342
Weibo2014,6,3,0.42857142857142855,0.4285714285714286,"[12, 16]",0.57142857,False,1,0.05201506,0.00566073,0.04564726,True,0.54751956,0.98993272,4342
Weibo2014,6,4,0.5,0.5,"[16, 12]",0.57142857,False,0,0.08061427,0.01046782,0.07074529,True,0.59520012,0.96212033,4342
Weibo2014,6,5,0.5,0.5,"[18, 10]",0.64285714,False,0,0.11896904,0.01829332,0.10440458,True,0.62044547,0.94050339,4342
Weibo2014,7,1,0.53125,0.53125,"[23, 9]",0.71875,False,0,0.04752059,0.00592765,0.04170301,True,0.55891939,0.9862027,4342
Weibo2014,7,2,0.4375,0.4375,"[22, 10]",0.6875,False,0,0.05285391,0.00579955,0.04638341,True,0.5485935,0.98713081,4342
Weibo2014,7,3,0.59375,0.59375,"[27, 5]",0.84375,False,0,0.03207223,0.00299988,0.02814587,True,0.55745465,0.98684308,4342
Weibo2014,7,4,0.5,0.5,"[24, 8]",0.75,False,0,0.033476,0.00298968,0.0293778,True,0.55201323,0.98894904,4342
Weibo2014,7,5,0.59375,0.59375,"[19, 13]",0.59375,False,0,0.46136468,0.09222173,0.40488337,True,0.76131654,0.70926462,4342
Weibo2014,8,1,0.46875,0.46875,"[19, 13]",0.59375,False,0,0.14507564,0.02077829,0.12731515,True,0.58406829,0.9720407,4342
