dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Weibo2014,1,1,0,Fp1,0.06999265,0.06999265,0.0819241,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,1,Fpz,0.01847661,0.01492106,0.02130834,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,2,Fp2,0.04450002,0.01038484,0.06108307,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,3,AF3,0.09052388,0.00628552,0.09563122,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,4,AF4,0.07394263,0.01183961,0.08431931,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,5,F7,0.0589014,0.03556566,0.06967048,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,6,F5,0.07233434,0.01921414,0.07519853,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,7,F3,0.04873028,-0.02842115,0.06370916,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,8,F1,0.07926686,-0.07926686,0.09105897,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,9,Fz,0.07096469,0.07096469,0.07600664,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,10,F2,0.03774988,0.01602982,0.04126669,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,11,F4,0.07554895,0.02081114,0.08215336,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,12,F6,0.04605107,0.00699302,0.06107141,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,13,F8,0.08779707,0.05843847,0.09207971,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,14,FT7,0.05347556,-0.05347556,0.0683878,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,15,FC5,0.05902035,0.04005399,0.06866283,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
Weibo2014,1,1,16,FC3,0.06792068,-0.01384266,0.07360655,0.53125,0.53125,"[27, 5]",0.84375,False,0.02753545,0.00298296,0.0241645,True
