subject_id,fold_id,method,accuracy,balanced_accuracy,outer_test_used_for_selection,outer_test_used_for_fit,shallow_retrained
sub-19,2,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-19,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-19,3,shallow_locked,0.25,0.25,False,False,False
sub-19,3,riemann_1s,0.5,0.5,False,False,False
sub-19,3,riemann_2s,0.5,0.5,False,False,False
sub-19,3,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-19,3,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-19,4,shallow_locked,0.5,0.5,False,False,False
sub-19,4,riemann_1s,0.5,0.5,False,False,False
sub-19,4,riemann_2s,0.5,0.5,False,False,False
sub-19,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-19,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-20,0,shallow_locked,0.875,0.875,False,False,False
sub-20,0,riemann_1s,0.75,0.75,False,False,False
sub-20,0,riemann_2s,0.875,0.875,False,False,False
sub-20,0,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-20,0,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-20,1,shallow_locked,0.875,0.875,False,False,False
sub-20,1,riemann_1s,1.0,1.0,False,False,False
sub-20,1,riemann_2s,0.875,0.875,False,False,False
sub-20,1,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-20,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-20,2,shallow_locked,1.0,1.0,False,False,False
sub-20,2,riemann_1s,0.875,0.875,False,False,False
sub-20,2,riemann_2s,0.875,0.875,False,False,False
sub-20,2,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-20,2,shallow_riemann_fusion,1.0,1.0,False,False,False
sub-20,3,shallow_locked,0.625,0.625,False,False,False
sub-20,3,riemann_1s,0.875,0.875,False,False,False
sub-20,3,riemann_2s,0.875,0.875,False,False,False
sub-20,3,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-20,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-20,4,shallow_locked,0.625,0.625,False,False,False
sub-20,4,riemann_1s,0.875,0.875,False,False,False
sub-20,4,riemann_2s,0.875,0.875,False,False,False
sub-20,4,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-20,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-21,0,shallow_locked,0.375,0.375,False,False,False
sub-21,0,riemann_1s,0.375,0.375,False,False,False
sub-21,0,riemann_2s,0.375,0.375,False,False,False
sub-21,0,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-21,0,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-21,1,shallow_locked,0.75,0.75,False,False,False
sub-21,1,riemann_1s,0.75,0.75,False,False,False
sub-21,1,riemann_2s,0.5,0.5,False,False,False
sub-21,1,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-21,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-21,2,shallow_locked,0.375,0.375,False,False,False
sub-21,2,riemann_1s,0.25,0.25,False,False,False
sub-21,2,riemann_2s,0.5,0.5,False,False,False
sub-21,2,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-21,2,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-21,3,shallow_locked,0.625,0.625,False,False,False
sub-21,3,riemann_1s,0.75,0.75,False,False,False
sub-21,3,riemann_2s,0.5,0.5,False,False,False
sub-21,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-21,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-21,4,shallow_locked,0.5,0.5,False,False,False
sub-21,4,riemann_1s,0.5,0.5,False,False,False
sub-21,4,riemann_2s,0.625,0.625,False,False,False
sub-21,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-21,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-22,0,shallow_locked,0.5,0.5,False,False,False
sub-22,0,riemann_1s,0.625,0.625,False,False,False
sub-22,0,riemann_2s,0.5,0.5,False,False,False
sub-22,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-22,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-22,1,shallow_locked,0.75,0.75,False,False,False
sub-22,1,riemann_1s,0.875,0.875,False,False,False
sub-22,1,riemann_2s,0.875,0.875,False,False,False
sub-22,1,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-22,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-22,2,shallow_locked,0.5,0.5,False,False,False
sub-22,2,riemann_1s,0.75,0.75,False,False,False
sub-22,2,riemann_2s,0.625,0.625,False,False,False
sub-22,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-22,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-22,3,shallow_locked,0.875,0.875,False,False,False
sub-22,3,riemann_1s,0.5,0.5,False,False,False
sub-22,3,riemann_2s,0.875,0.875,False,False,False
sub-22,3,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-22,3,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-22,4,shallow_locked,0.875,0.875,False,False,False
sub-22,4,riemann_1s,1.0,1.0,False,False,False
sub-22,4,riemann_2s,1.0,1.0,False,False,False
sub-22,4,riemann_equal_short_scales,1.0,1.0,False,False,False
sub-22,4,shallow_riemann_fusion,1.0,1.0,False,False,False
sub-23,0,shallow_locked,0.625,0.625,False,False,False
sub-23,0,riemann_1s,0.875,0.875,False,False,False
sub-23,0,riemann_2s,0.75,0.75,False,False,False
sub-23,0,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-23,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-23,1,shallow_locked,0.875,0.875,False,False,False
sub-23,1,riemann_1s,0.75,0.75,False,False,False
sub-23,1,riemann_2s,0.875,0.875,False,False,False
sub-23,1,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-23,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-23,2,shallow_locked,0.75,0.75,False,False,False
sub-23,2,riemann_1s,0.5,0.5,False,False,False
sub-23,2,riemann_2s,0.625,0.625,False,False,False
sub-23,2,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-23,2,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-23,3,shallow_locked,0.75,0.75,False,False,False
sub-23,3,riemann_1s,0.875,0.875,False,False,False
sub-23,3,riemann_2s,0.75,0.75,False,False,False
sub-23,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-23,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-23,4,shallow_locked,0.625,0.625,False,False,False
sub-23,4,riemann_1s,0.75,0.75,False,False,False
sub-23,4,riemann_2s,0.875,0.875,False,False,False
sub-23,4,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-23,4,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-24,0,shallow_locked,0.625,0.625,False,False,False
sub-24,0,riemann_1s,0.0,0.0,False,False,False
sub-24,0,riemann_2s,0.25,0.25,False,False,False
sub-24,0,riemann_equal_short_scales,0.125,0.125,False,False,False
sub-24,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-24,1,shallow_locked,0.625,0.625,False,False,False
sub-24,1,riemann_1s,0.625,0.625,False,False,False
sub-24,1,riemann_2s,0.5,0.5,False,False,False
sub-24,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-24,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-24,2,shallow_locked,0.625,0.625,False,False,False
sub-24,2,riemann_1s,0.75,0.75,False,False,False
sub-24,2,riemann_2s,0.625,0.625,False,False,False
sub-24,2,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-24,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-24,3,shallow_locked,0.25,0.25,False,False,False
sub-24,3,riemann_1s,0.625,0.625,False,False,False
sub-24,3,riemann_2s,0.75,0.75,False,False,False
sub-24,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-24,3,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-24,4,shallow_locked,0.875,0.875,False,False,False
sub-24,4,riemann_1s,0.5,0.5,False,False,False
sub-24,4,riemann_2s,0.75,0.75,False,False,False
sub-24,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-24,4,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-25,0,shallow_locked,0.625,0.625,False,False,False
sub-25,0,riemann_1s,0.875,0.875,False,False,False
sub-25,0,riemann_2s,0.75,0.75,False,False,False
sub-25,0,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-25,0,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-25,1,shallow_locked,0.5,0.5,False,False,False
sub-25,1,riemann_1s,0.625,0.625,False,False,False
sub-25,1,riemann_2s,0.875,0.875,False,False,False
sub-25,1,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-25,1,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-25,2,shallow_locked,0.75,0.75,False,False,False
sub-25,2,riemann_1s,0.5,0.5,False,False,False
sub-25,2,riemann_2s,0.375,0.375,False,False,False
sub-25,2,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-25,2,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-25,3,shallow_locked,0.75,0.75,False,False,False
sub-25,3,riemann_1s,0.75,0.75,False,False,False
sub-25,3,riemann_2s,0.875,0.875,False,False,False
sub-25,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-25,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-25,4,shallow_locked,0.75,0.75,False,False,False
sub-25,4,riemann_1s,0.5,0.5,False,False,False
sub-25,4,riemann_2s,0.375,0.375,False,False,False
sub-25,4,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-25,4,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-26,0,shallow_locked,0.5,0.5,False,False,False
sub-26,0,riemann_1s,0.5,0.5,False,False,False
sub-26,0,riemann_2s,0.625,0.625,False,False,False
sub-26,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-26,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-26,1,shallow_locked,0.625,0.625,False,False,False
sub-26,1,riemann_1s,0.625,0.625,False,False,False
sub-26,1,riemann_2s,0.625,0.625,False,False,False
sub-26,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-26,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-26,2,shallow_locked,0.375,0.375,False,False,False
sub-26,2,riemann_1s,0.625,0.625,False,False,False
sub-26,2,riemann_2s,0.625,0.625,False,False,False
sub-26,2,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-26,2,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-26,3,shallow_locked,0.625,0.625,False,False,False
sub-26,3,riemann_1s,0.875,0.875,False,False,False
sub-26,3,riemann_2s,0.625,0.625,False,False,False
sub-26,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-26,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-26,4,shallow_locked,0.5,0.5,False,False,False
sub-26,4,riemann_1s,0.625,0.625,False,False,False
sub-26,4,riemann_2s,0.5,0.5,False,False,False
sub-26,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-26,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-27,0,shallow_locked,0.625,0.625,False,False,False
sub-27,0,riemann_1s,0.5,0.5,False,False,False
sub-27,0,riemann_2s,0.625,0.625,False,False,False
sub-27,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-27,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-27,1,shallow_locked,0.875,0.875,False,False,False
sub-27,1,riemann_1s,0.625,0.625,False,False,False
sub-27,1,riemann_2s,0.625,0.625,False,False,False
sub-27,1,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-27,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-27,2,shallow_locked,0.625,0.625,False,False,False
sub-27,2,riemann_1s,0.375,0.375,False,False,False
sub-27,2,riemann_2s,0.5,0.5,False,False,False
sub-27,2,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-27,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-27,3,shallow_locked,0.625,0.625,False,False,False
sub-27,3,riemann_1s,0.375,0.375,False,False,False
sub-27,3,riemann_2s,0.25,0.25,False,False,False
sub-27,3,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-27,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-27,4,shallow_locked,0.5,0.5,False,False,False
sub-27,4,riemann_1s,0.25,0.25,False,False,False
sub-27,4,riemann_2s,0.375,0.375,False,False,False
sub-27,4,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-27,4,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-28,0,shallow_locked,0.375,0.375,False,False,False
sub-28,0,riemann_1s,0.875,0.875,False,False,False
sub-28,0,riemann_2s,0.875,0.875,False,False,False
sub-28,0,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-28,0,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-28,1,shallow_locked,0.625,0.625,False,False,False
sub-28,1,riemann_1s,0.625,0.625,False,False,False
sub-28,1,riemann_2s,0.75,0.75,False,False,False
sub-28,1,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-28,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-28,2,shallow_locked,0.75,0.75,False,False,False
sub-28,2,riemann_1s,0.75,0.75,False,False,False
sub-28,2,riemann_2s,0.75,0.75,False,False,False
sub-28,2,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-28,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-28,3,shallow_locked,0.375,0.375,False,False,False
sub-28,3,riemann_1s,0.5,0.5,False,False,False
sub-28,3,riemann_2s,0.875,0.875,False,False,False
sub-28,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-28,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-28,4,shallow_locked,0.5,0.5,False,False,False
sub-28,4,riemann_1s,0.875,0.875,False,False,False
sub-28,4,riemann_2s,0.875,0.875,False,False,False
sub-28,4,riemann_equal_short_scales,1.0,1.0,False,False,False
sub-28,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-29,0,shallow_locked,0.625,0.625,False,False,False
sub-29,0,riemann_1s,0.5,0.5,False,False,False
sub-29,0,riemann_2s,0.625,0.625,False,False,False
sub-29,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-29,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-29,1,shallow_locked,0.125,0.125,False,False,False
sub-29,1,riemann_1s,0.625,0.625,False,False,False
sub-29,1,riemann_2s,0.5,0.5,False,False,False
sub-29,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-29,1,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-29,2,shallow_locked,0.5,0.5,False,False,False
sub-29,2,riemann_1s,0.875,0.875,False,False,False
sub-29,2,riemann_2s,0.5,0.5,False,False,False
sub-29,2,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-29,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-29,3,shallow_locked,0.375,0.375,False,False,False
sub-29,3,riemann_1s,0.75,0.75,False,False,False
sub-29,3,riemann_2s,0.625,0.625,False,False,False
sub-29,3,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-29,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-29,4,shallow_locked,0.375,0.375,False,False,False
sub-29,4,riemann_1s,0.5,0.5,False,False,False
sub-29,4,riemann_2s,0.625,0.625,False,False,False
sub-29,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-29,4,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-30,0,shallow_locked,0.25,0.25,False,False,False
sub-30,0,riemann_1s,0.25,0.25,False,False,False
sub-30,0,riemann_2s,0.25,0.25,False,False,False
sub-30,0,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-30,0,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-30,1,shallow_locked,0.75,0.75,False,False,False
sub-30,1,riemann_1s,0.375,0.375,False,False,False
sub-30,1,riemann_2s,0.25,0.25,False,False,False
sub-30,1,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-30,1,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-30,2,shallow_locked,0.75,0.75,False,False,False
sub-30,2,riemann_1s,0.375,0.375,False,False,False
sub-30,2,riemann_2s,0.375,0.375,False,False,False
sub-30,2,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-30,2,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-30,3,shallow_locked,0.75,0.75,False,False,False
sub-30,3,riemann_1s,0.625,0.625,False,False,False
sub-30,3,riemann_2s,0.625,0.625,False,False,False
sub-30,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-30,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-30,4,shallow_locked,0.75,0.75,False,False,False
sub-30,4,riemann_1s,0.625,0.625,False,False,False
sub-30,4,riemann_2s,0.375,0.375,False,False,False
sub-30,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-30,4,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-31,0,shallow_locked,0.625,0.625,False,False,False
sub-31,0,riemann_1s,0.25,0.25,False,False,False
sub-31,0,riemann_2s,0.25,0.25,False,False,False
sub-31,0,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-31,0,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-31,1,shallow_locked,0.5,0.5,False,False,False
sub-31,1,riemann_1s,0.5,0.5,False,False,False
sub-31,1,riemann_2s,0.375,0.375,False,False,False
sub-31,1,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-31,1,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-31,2,shallow_locked,0.5,0.5,False,False,False
sub-31,2,riemann_1s,0.125,0.125,False,False,False
sub-31,2,riemann_2s,0.125,0.125,False,False,False
sub-31,2,riemann_equal_short_scales,0.0,0.0,False,False,False
sub-31,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-31,3,shallow_locked,0.625,0.625,False,False,False
sub-31,3,riemann_1s,0.375,0.375,False,False,False
sub-31,3,riemann_2s,0.25,0.25,False,False,False
sub-31,3,riemann_equal_short_scales,0.125,0.125,False,False,False
sub-31,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-31,4,shallow_locked,0.25,0.25,False,False,False
sub-31,4,riemann_1s,0.25,0.25,False,False,False
sub-31,4,riemann_2s,0.125,0.125,False,False,False
sub-31,4,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-31,4,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-32,0,shallow_locked,0.125,0.125,False,False,False
sub-32,0,riemann_1s,0.25,0.25,False,False,False
sub-32,0,riemann_2s,0.375,0.375,False,False,False
sub-32,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-32,0,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-32,1,shallow_locked,0.5,0.5,False,False,False
sub-32,1,riemann_1s,0.625,0.625,False,False,False
sub-32,1,riemann_2s,0.625,0.625,False,False,False
sub-32,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-32,1,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-32,2,shallow_locked,0.75,0.75,False,False,False
sub-32,2,riemann_1s,0.5,0.5,False,False,False
sub-32,2,riemann_2s,0.5,0.5,False,False,False
sub-32,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-32,2,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-32,3,shallow_locked,0.375,0.375,False,False,False
sub-32,3,riemann_1s,0.375,0.375,False,False,False
sub-32,3,riemann_2s,0.5,0.5,False,False,False
sub-32,3,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-32,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-32,4,shallow_locked,0.625,0.625,False,False,False
sub-32,4,riemann_1s,0.375,0.375,False,False,False
sub-32,4,riemann_2s,0.125,0.125,False,False,False
sub-32,4,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-32,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-33,0,shallow_locked,0.375,0.375,False,False,False
sub-33,0,riemann_1s,0.125,0.125,False,False,False
sub-33,0,riemann_2s,0.125,0.125,False,False,False
sub-33,0,riemann_equal_short_scales,0.125,0.125,False,False,False
sub-33,0,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-33,1,shallow_locked,0.75,0.75,False,False,False
sub-33,1,riemann_1s,0.875,0.875,False,False,False
sub-33,1,riemann_2s,0.875,0.875,False,False,False
sub-33,1,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-33,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-33,2,shallow_locked,0.5,0.5,False,False,False
sub-33,2,riemann_1s,0.375,0.375,False,False,False
sub-33,2,riemann_2s,0.25,0.25,False,False,False
sub-33,2,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-33,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-33,3,shallow_locked,0.625,0.625,False,False,False
sub-33,3,riemann_1s,0.625,0.625,False,False,False
sub-33,3,riemann_2s,0.625,0.625,False,False,False
sub-33,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-33,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-33,4,shallow_locked,0.5,0.5,False,False,False
sub-33,4,riemann_1s,0.25,0.25,False,False,False
sub-33,4,riemann_2s,0.25,0.25,False,False,False
sub-33,4,riemann_equal_short_scales,0.125,0.125,False,False,False
sub-33,4,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-34,0,shallow_locked,0.375,0.375,False,False,False
sub-34,0,riemann_1s,0.25,0.25,False,False,False
sub-34,0,riemann_2s,0.25,0.25,False,False,False
sub-34,0,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-34,0,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-34,1,shallow_locked,0.75,0.75,False,False,False
sub-34,1,riemann_1s,0.5,0.5,False,False,False
sub-34,1,riemann_2s,0.625,0.625,False,False,False
sub-34,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-34,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-34,2,shallow_locked,0.5,0.5,False,False,False
sub-34,2,riemann_1s,0.375,0.375,False,False,False
sub-34,2,riemann_2s,0.5,0.5,False,False,False
sub-34,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-34,2,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-34,3,shallow_locked,0.875,0.875,False,False,False
sub-34,3,riemann_1s,1.0,1.0,False,False,False
sub-34,3,riemann_2s,0.875,0.875,False,False,False
sub-34,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-34,3,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-34,4,shallow_locked,0.5,0.5,False,False,False
sub-34,4,riemann_1s,0.5,0.5,False,False,False
sub-34,4,riemann_2s,0.25,0.25,False,False,False
sub-34,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-34,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-35,0,shallow_locked,0.25,0.25,False,False,False
sub-35,0,riemann_1s,0.25,0.25,False,False,False
sub-35,0,riemann_2s,0.25,0.25,False,False,False
sub-35,0,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-35,0,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-35,1,shallow_locked,0.5,0.5,False,False,False
sub-35,1,riemann_1s,0.625,0.625,False,False,False
sub-35,1,riemann_2s,0.625,0.625,False,False,False
sub-35,1,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-35,1,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-35,2,shallow_locked,0.375,0.375,False,False,False
sub-35,2,riemann_1s,0.5,0.5,False,False,False
sub-35,2,riemann_2s,0.375,0.375,False,False,False
sub-35,2,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-35,2,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-35,3,shallow_locked,0.625,0.625,False,False,False
sub-35,3,riemann_1s,0.5,0.5,False,False,False
sub-35,3,riemann_2s,0.5,0.5,False,False,False
sub-35,3,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-35,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-35,4,shallow_locked,0.75,0.75,False,False,False
sub-35,4,riemann_1s,0.5,0.5,False,False,False
sub-35,4,riemann_2s,0.375,0.375,False,False,False
sub-35,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-35,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-36,0,shallow_locked,0.625,0.625,False,False,False
sub-36,0,riemann_1s,0.25,0.25,False,False,False
sub-36,0,riemann_2s,0.375,0.375,False,False,False
sub-36,0,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-36,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-36,1,shallow_locked,0.375,0.375,False,False,False
sub-36,1,riemann_1s,0.5,0.5,False,False,False
sub-36,1,riemann_2s,0.375,0.375,False,False,False
sub-36,1,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-36,1,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-36,2,shallow_locked,0.625,0.625,False,False,False
sub-36,2,riemann_1s,0.375,0.375,False,False,False
sub-36,2,riemann_2s,0.25,0.25,False,False,False
sub-36,2,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-36,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-36,3,shallow_locked,0.75,0.75,False,False,False
sub-36,3,riemann_1s,0.625,0.625,False,False,False
sub-36,3,riemann_2s,0.875,0.875,False,False,False
sub-36,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-36,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-36,4,shallow_locked,0.125,0.125,False,False,False
sub-36,4,riemann_1s,0.625,0.625,False,False,False
sub-36,4,riemann_2s,0.75,0.75,False,False,False
sub-36,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-36,4,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-37,0,shallow_locked,1.0,1.0,False,False,False
sub-37,0,riemann_1s,0.75,0.75,False,False,False
sub-37,0,riemann_2s,0.75,0.75,False,False,False
sub-37,0,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-37,0,shallow_riemann_fusion,1.0,1.0,False,False,False
sub-37,1,shallow_locked,0.625,0.625,False,False,False
sub-37,1,riemann_1s,0.625,0.625,False,False,False
sub-37,1,riemann_2s,0.75,0.75,False,False,False
sub-37,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-37,1,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-37,2,shallow_locked,0.625,0.625,False,False,False
sub-37,2,riemann_1s,0.625,0.625,False,False,False
sub-37,2,riemann_2s,0.75,0.75,False,False,False
sub-37,2,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-37,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-37,3,shallow_locked,0.625,0.625,False,False,False
sub-37,3,riemann_1s,0.625,0.625,False,False,False
sub-37,3,riemann_2s,0.625,0.625,False,False,False
sub-37,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-37,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-37,4,shallow_locked,1.0,1.0,False,False,False
sub-37,4,riemann_1s,0.75,0.75,False,False,False
sub-37,4,riemann_2s,0.625,0.625,False,False,False
sub-37,4,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-37,4,shallow_riemann_fusion,1.0,1.0,False,False,False
sub-38,0,shallow_locked,0.25,0.25,False,False,False
sub-38,0,riemann_1s,0.625,0.625,False,False,False
