subject_id,fold_id,view_id,training_margin_scale,fit_scope
sub-01,2,2s_2s_8-30Hz,5.308554400550845,outer_train_only
sub-01,3,1s_0s_8-12Hz,6.261341813766861,outer_train_only
sub-01,3,1s_0s_13-20Hz,5.8730040683704665,outer_train_only
sub-01,3,1s_0s_20-30Hz,6.707487886884834,outer_train_only
sub-01,3,1s_0s_8-30Hz,5.707896104259927,outer_train_only
sub-01,3,1s_1s_8-12Hz,6.129778883056492,outer_train_only
sub-01,3,1s_1s_13-20Hz,5.697332555435771,outer_train_only
sub-01,3,1s_1s_20-30Hz,5.142228749748226,outer_train_only
sub-01,3,1s_1s_8-30Hz,4.17222695979333,outer_train_only
sub-01,3,1s_2s_8-12Hz,6.82435317375962,outer_train_only
sub-01,3,1s_2s_13-20Hz,6.990445027892504,outer_train_only
sub-01,3,1s_2s_20-30Hz,7.4857689693104685,outer_train_only
sub-01,3,1s_2s_8-30Hz,6.963162852070614,outer_train_only
sub-01,3,1s_3s_8-12Hz,5.038700388266448,outer_train_only
sub-01,3,1s_3s_13-20Hz,8.140615497954244,outer_train_only
sub-01,3,1s_3s_20-30Hz,5.405942302011505,outer_train_only
sub-01,3,1s_3s_8-30Hz,5.694150538489554,outer_train_only
sub-01,3,2s_0s_8-12Hz,6.088598629171895,outer_train_only
sub-01,3,2s_0s_13-20Hz,5.019882106389835,outer_train_only
sub-01,3,2s_0s_20-30Hz,7.576985471752412,outer_train_only
sub-01,3,2s_0s_8-30Hz,4.343148224419404,outer_train_only
sub-01,3,2s_1s_8-12Hz,5.490302262585353,outer_train_only
sub-01,3,2s_1s_13-20Hz,5.048711648212644,outer_train_only
sub-01,3,2s_1s_20-30Hz,7.229912401017478,outer_train_only
sub-01,3,2s_1s_8-30Hz,4.736925321473054,outer_train_only
sub-01,3,2s_2s_8-12Hz,6.548254256545198,outer_train_only
sub-01,3,2s_2s_13-20Hz,6.483968668406011,outer_train_only
sub-01,3,2s_2s_20-30Hz,4.969707320562572,outer_train_only
sub-01,3,2s_2s_8-30Hz,4.658514116564639,outer_train_only
sub-01,4,1s_0s_8-12Hz,7.231069002385311,outer_train_only
sub-01,4,1s_0s_13-20Hz,4.3388926477464125,outer_train_only
sub-01,4,1s_0s_20-30Hz,8.69136540246264,outer_train_only
sub-01,4,1s_0s_8-30Hz,5.734130702570422,outer_train_only
sub-01,4,1s_1s_8-12Hz,5.296289297093451,outer_train_only
sub-01,4,1s_1s_13-20Hz,4.758675167451013,outer_train_only
sub-01,4,1s_1s_20-30Hz,6.414559442334948,outer_train_only
sub-01,4,1s_1s_8-30Hz,4.928855529108933,outer_train_only
sub-01,4,1s_2s_8-12Hz,7.27498963497166,outer_train_only
sub-01,4,1s_2s_13-20Hz,6.087503171334336,outer_train_only
sub-01,4,1s_2s_20-30Hz,6.372105700533231,outer_train_only
sub-01,4,1s_2s_8-30Hz,5.446569097382012,outer_train_only
sub-01,4,1s_3s_8-12Hz,4.4345632281274,outer_train_only
sub-01,4,1s_3s_13-20Hz,6.989395171839046,outer_train_only
sub-01,4,1s_3s_20-30Hz,5.367469473140389,outer_train_only
sub-01,4,1s_3s_8-30Hz,5.921220859012852,outer_train_only
sub-01,4,2s_0s_8-12Hz,5.590685929554347,outer_train_only
sub-01,4,2s_0s_13-20Hz,6.010258125240547,outer_train_only
sub-01,4,2s_0s_20-30Hz,8.726656630564388,outer_train_only
sub-01,4,2s_0s_8-30Hz,6.368415582202627,outer_train_only
sub-01,4,2s_1s_8-12Hz,6.254522018682037,outer_train_only
sub-01,4,2s_1s_13-20Hz,5.045705180189397,outer_train_only
sub-01,4,2s_1s_20-30Hz,6.817849721907342,outer_train_only
sub-01,4,2s_1s_8-30Hz,3.839958908318205,outer_train_only
sub-01,4,2s_2s_8-12Hz,5.784407127305054,outer_train_only
sub-01,4,2s_2s_13-20Hz,6.964943842109993,outer_train_only
sub-01,4,2s_2s_20-30Hz,4.91624821277539,outer_train_only
sub-01,4,2s_2s_8-30Hz,4.775652858312733,outer_train_only
sub-02,0,1s_0s_8-12Hz,7.351248503679688,outer_train_only
sub-02,0,1s_0s_13-20Hz,7.961819961579241,outer_train_only
sub-02,0,1s_0s_20-30Hz,8.287986985776858,outer_train_only
sub-02,0,1s_0s_8-30Hz,6.6488978969813735,outer_train_only
sub-02,0,1s_1s_8-12Hz,6.506172719707402,outer_train_only
sub-02,0,1s_1s_13-20Hz,5.845657939456439,outer_train_only
sub-02,0,1s_1s_20-30Hz,6.314042471415416,outer_train_only
sub-02,0,1s_1s_8-30Hz,5.840594121719138,outer_train_only
sub-02,0,1s_2s_8-12Hz,7.377310849953155,outer_train_only
sub-02,0,1s_2s_13-20Hz,7.418314579830646,outer_train_only
sub-02,0,1s_2s_20-30Hz,5.531082711649837,outer_train_only
sub-02,0,1s_2s_8-30Hz,7.060394419174013,outer_train_only
sub-02,0,1s_3s_8-12Hz,5.8065747623608885,outer_train_only
sub-02,0,1s_3s_13-20Hz,6.509682314147058,outer_train_only
sub-02,0,1s_3s_20-30Hz,6.177975494349854,outer_train_only
sub-02,0,1s_3s_8-30Hz,8.646139610686433,outer_train_only
sub-02,0,2s_0s_8-12Hz,8.49591875200872,outer_train_only
sub-02,0,2s_0s_13-20Hz,6.276008364176973,outer_train_only
sub-02,0,2s_0s_20-30Hz,8.928060937246464,outer_train_only
sub-02,0,2s_0s_8-30Hz,6.316152266194715,outer_train_only
sub-02,0,2s_1s_8-12Hz,7.738296022313149,outer_train_only
sub-02,0,2s_1s_13-20Hz,6.109209963709588,outer_train_only
sub-02,0,2s_1s_20-30Hz,8.094187017296257,outer_train_only
sub-02,0,2s_1s_8-30Hz,9.333284782065778,outer_train_only
sub-02,0,2s_2s_8-12Hz,6.384254048106789,outer_train_only
sub-02,0,2s_2s_13-20Hz,6.712432150963399,outer_train_only
sub-02,0,2s_2s_20-30Hz,5.967331963221045,outer_train_only
sub-02,0,2s_2s_8-30Hz,5.539429647350232,outer_train_only
sub-02,1,1s_0s_8-12Hz,6.197301827007583,outer_train_only
sub-02,1,1s_0s_13-20Hz,6.570266734027572,outer_train_only
sub-02,1,1s_0s_20-30Hz,6.540857266462196,outer_train_only
sub-02,1,1s_0s_8-30Hz,4.361839744902026,outer_train_only
sub-02,1,1s_1s_8-12Hz,5.99657729550707,outer_train_only
sub-02,1,1s_1s_13-20Hz,5.055665750729057,outer_train_only
sub-02,1,1s_1s_20-30Hz,7.933125961569371,outer_train_only
sub-02,1,1s_1s_8-30Hz,5.5012568372255775,outer_train_only
sub-02,1,1s_2s_8-12Hz,8.08922100025546,outer_train_only
sub-02,1,1s_2s_13-20Hz,6.8085216364696315,outer_train_only
sub-02,1,1s_2s_20-30Hz,8.09257065800601,outer_train_only
sub-02,1,1s_2s_8-30Hz,6.256552357699662,outer_train_only
sub-02,1,1s_3s_8-12Hz,6.5109403928873615,outer_train_only
sub-02,1,1s_3s_13-20Hz,7.103013105997607,outer_train_only
sub-02,1,1s_3s_20-30Hz,7.631907602655096,outer_train_only
sub-02,1,1s_3s_8-30Hz,8.939068503030978,outer_train_only
sub-02,1,2s_0s_8-12Hz,6.870777280512605,outer_train_only
sub-02,1,2s_0s_13-20Hz,5.044493975422745,outer_train_only
sub-02,1,2s_0s_20-30Hz,7.75829136930628,outer_train_only
sub-02,1,2s_0s_8-30Hz,3.8589477281371574,outer_train_only
sub-02,1,2s_1s_8-12Hz,6.903770559169977,outer_train_only
sub-02,1,2s_1s_13-20Hz,5.180058616409848,outer_train_only
sub-02,1,2s_1s_20-30Hz,9.026065092489219,outer_train_only
sub-02,1,2s_1s_8-30Hz,5.498307120330393,outer_train_only
sub-02,1,2s_2s_8-12Hz,6.504159867197373,outer_train_only
sub-02,1,2s_2s_13-20Hz,7.0425117165036575,outer_train_only
sub-02,1,2s_2s_20-30Hz,6.7371893809052175,outer_train_only
sub-02,1,2s_2s_8-30Hz,6.284225871064043,outer_train_only
sub-02,2,1s_0s_8-12Hz,5.707044815250979,outer_train_only
sub-02,2,1s_0s_13-20Hz,7.010834187118582,outer_train_only
sub-02,2,1s_0s_20-30Hz,7.147738454373179,outer_train_only
sub-02,2,1s_0s_8-30Hz,5.767276046677638,outer_train_only
sub-02,2,1s_1s_8-12Hz,5.6340298369214725,outer_train_only
sub-02,2,1s_1s_13-20Hz,5.375688375394067,outer_train_only
sub-02,2,1s_1s_20-30Hz,6.324244440194213,outer_train_only
sub-02,2,1s_1s_8-30Hz,4.705850180118265,outer_train_only
sub-02,2,1s_2s_8-12Hz,7.934983848465871,outer_train_only
sub-02,2,1s_2s_13-20Hz,5.966932527650638,outer_train_only
sub-02,2,1s_2s_20-30Hz,8.175681553287586,outer_train_only
sub-02,2,1s_2s_8-30Hz,6.375858014715182,outer_train_only
sub-02,2,1s_3s_8-12Hz,7.6024448392052495,outer_train_only
sub-02,2,1s_3s_13-20Hz,6.988697885110592,outer_train_only
sub-02,2,1s_3s_20-30Hz,5.269017631809358,outer_train_only
sub-02,2,1s_3s_8-30Hz,7.9392499417040785,outer_train_only
sub-02,2,2s_0s_8-12Hz,6.3930919382543365,outer_train_only
sub-02,2,2s_0s_13-20Hz,5.924281283264698,outer_train_only
sub-02,2,2s_0s_20-30Hz,7.5633004141192535,outer_train_only
sub-02,2,2s_0s_8-30Hz,5.853706089928639,outer_train_only
sub-02,2,2s_1s_8-12Hz,5.422771966271878,outer_train_only
sub-02,2,2s_1s_13-20Hz,5.437772661832108,outer_train_only
sub-02,2,2s_1s_20-30Hz,7.102626684379579,outer_train_only
sub-02,2,2s_1s_8-30Hz,7.565173238278859,outer_train_only
sub-02,2,2s_2s_8-12Hz,6.560244243959247,outer_train_only
sub-02,2,2s_2s_13-20Hz,5.983630080622579,outer_train_only
sub-02,2,2s_2s_20-30Hz,7.228759090639897,outer_train_only
sub-02,2,2s_2s_8-30Hz,6.246156680085235,outer_train_only
sub-02,3,1s_0s_8-12Hz,5.472863180504949,outer_train_only
sub-02,3,1s_0s_13-20Hz,6.016697062249383,outer_train_only
sub-02,3,1s_0s_20-30Hz,6.928316850509963,outer_train_only
sub-02,3,1s_0s_8-30Hz,4.940208854708377,outer_train_only
sub-02,3,1s_1s_8-12Hz,6.443398079812059,outer_train_only
sub-02,3,1s_1s_13-20Hz,5.7569904262224165,outer_train_only
sub-02,3,1s_1s_20-30Hz,7.153754332254358,outer_train_only
sub-02,3,1s_1s_8-30Hz,5.458005188371476,outer_train_only
sub-02,3,1s_2s_8-12Hz,6.982499847843265,outer_train_only
sub-02,3,1s_2s_13-20Hz,7.554618869297497,outer_train_only
sub-02,3,1s_2s_20-30Hz,6.875614140723471,outer_train_only
sub-02,3,1s_2s_8-30Hz,8.576082352555627,outer_train_only
sub-02,3,1s_3s_8-12Hz,6.203757476430232,outer_train_only
sub-02,3,1s_3s_13-20Hz,5.868379920003598,outer_train_only
sub-02,3,1s_3s_20-30Hz,5.658349502845384,outer_train_only
sub-02,3,1s_3s_8-30Hz,7.871190540939297,outer_train_only
sub-02,3,2s_0s_8-12Hz,6.059554475449442,outer_train_only
sub-02,3,2s_0s_13-20Hz,5.570948694581886,outer_train_only
sub-02,3,2s_0s_20-30Hz,9.15394300923048,outer_train_only
sub-02,3,2s_0s_8-30Hz,5.155975480678377,outer_train_only
sub-02,3,2s_1s_8-12Hz,6.2993237261620205,outer_train_only
sub-02,3,2s_1s_13-20Hz,6.042752519887269,outer_train_only
sub-02,3,2s_1s_20-30Hz,9.504784474506707,outer_train_only
sub-02,3,2s_1s_8-30Hz,7.882096778768242,outer_train_only
sub-02,3,2s_2s_8-12Hz,6.2623940712518475,outer_train_only
sub-02,3,2s_2s_13-20Hz,7.103326412082662,outer_train_only
sub-02,3,2s_2s_20-30Hz,6.3623398815474905,outer_train_only
sub-02,3,2s_2s_8-30Hz,6.611558174490835,outer_train_only
sub-02,4,1s_0s_8-12Hz,7.341862545352834,outer_train_only
sub-02,4,1s_0s_13-20Hz,6.814840260832498,outer_train_only
sub-02,4,1s_0s_20-30Hz,6.9965217398979,outer_train_only
sub-02,4,1s_0s_8-30Hz,6.127695938806898,outer_train_only
sub-02,4,1s_1s_8-12Hz,6.725830380735822,outer_train_only
sub-02,4,1s_1s_13-20Hz,8.375380795242176,outer_train_only
sub-02,4,1s_1s_20-30Hz,8.983913225276103,outer_train_only
sub-02,4,1s_1s_8-30Hz,8.429208720735826,outer_train_only
sub-02,4,1s_2s_8-12Hz,6.95737504772724,outer_train_only
sub-02,4,1s_2s_13-20Hz,5.576034932059811,outer_train_only
sub-02,4,1s_2s_20-30Hz,5.086199941430987,outer_train_only
sub-02,4,1s_2s_8-30Hz,5.141327657194638,outer_train_only
sub-02,4,1s_3s_8-12Hz,6.1612475018263595,outer_train_only
sub-02,4,1s_3s_13-20Hz,6.8955846134566485,outer_train_only
sub-02,4,1s_3s_20-30Hz,8.178027198331407,outer_train_only
sub-02,4,1s_3s_8-30Hz,9.186965462345425,outer_train_only
sub-02,4,2s_0s_8-12Hz,9.594090365462304,outer_train_only
sub-02,4,2s_0s_13-20Hz,7.542708337028824,outer_train_only
sub-02,4,2s_0s_20-30Hz,6.465870141190377,outer_train_only
sub-02,4,2s_0s_8-30Hz,6.893743639254785,outer_train_only
sub-02,4,2s_1s_8-12Hz,5.048421177756173,outer_train_only
sub-02,4,2s_1s_13-20Hz,7.453589034223799,outer_train_only
sub-02,4,2s_1s_20-30Hz,8.08199527102201,outer_train_only
sub-02,4,2s_1s_8-30Hz,7.671714621150754,outer_train_only
sub-02,4,2s_2s_8-12Hz,5.265026245074037,outer_train_only
sub-02,4,2s_2s_13-20Hz,7.224769190510998,outer_train_only
sub-02,4,2s_2s_20-30Hz,5.63450020680123,outer_train_only
sub-02,4,2s_2s_8-30Hz,5.690029091691083,outer_train_only
sub-03,0,1s_0s_8-12Hz,6.604843165844665,outer_train_only
sub-03,0,1s_0s_13-20Hz,8.804557999673378,outer_train_only
sub-03,0,1s_0s_20-30Hz,6.067811052906384,outer_train_only
sub-03,0,1s_0s_8-30Hz,8.695856591697353,outer_train_only
sub-03,0,1s_1s_8-12Hz,4.8202712571157385,outer_train_only
sub-03,0,1s_1s_13-20Hz,5.61180246701778,outer_train_only
sub-03,0,1s_1s_20-30Hz,6.7851563202192215,outer_train_only
sub-03,0,1s_1s_8-30Hz,6.771212276721645,outer_train_only
sub-03,0,1s_2s_8-12Hz,7.3846232911788,outer_train_only
sub-03,0,1s_2s_13-20Hz,7.607439753435013,outer_train_only
sub-03,0,1s_2s_20-30Hz,5.056882807789082,outer_train_only
sub-03,0,1s_2s_8-30Hz,7.839731699597083,outer_train_only
sub-03,0,1s_3s_8-12Hz,7.574412835189978,outer_train_only
sub-03,0,1s_3s_13-20Hz,7.58925143548616,outer_train_only
sub-03,0,1s_3s_20-30Hz,6.750273012354004,outer_train_only
sub-03,0,1s_3s_8-30Hz,6.857900965367911,outer_train_only
sub-03,0,2s_0s_8-12Hz,6.003470671427799,outer_train_only
sub-03,0,2s_0s_13-20Hz,6.500877780572427,outer_train_only
sub-03,0,2s_0s_20-30Hz,5.613143932941393,outer_train_only
sub-03,0,2s_0s_8-30Hz,6.682094483652786,outer_train_only
sub-03,0,2s_1s_8-12Hz,5.506757757457207,outer_train_only
sub-03,0,2s_1s_13-20Hz,5.700090874160219,outer_train_only
sub-03,0,2s_1s_20-30Hz,5.279418924277843,outer_train_only
sub-03,0,2s_1s_8-30Hz,5.8105374405618715,outer_train_only
sub-03,0,2s_2s_8-12Hz,7.768762696278904,outer_train_only
sub-03,0,2s_2s_13-20Hz,7.846642088601281,outer_train_only
sub-03,0,2s_2s_20-30Hz,5.866264265207594,outer_train_only
sub-03,0,2s_2s_8-30Hz,7.501425644415305,outer_train_only
sub-03,1,1s_0s_8-12Hz,7.895388199980119,outer_train_only
sub-03,1,1s_0s_13-20Hz,5.8950257070730725,outer_train_only
sub-03,1,1s_0s_20-30Hz,5.64090281876088,outer_train_only
sub-03,1,1s_0s_8-30Hz,10.479967780503449,outer_train_only
sub-03,1,1s_1s_8-12Hz,6.29861833716174,outer_train_only
sub-03,1,1s_1s_13-20Hz,6.5347802173864915,outer_train_only
sub-03,1,1s_1s_20-30Hz,6.1402477250731895,outer_train_only
sub-03,1,1s_1s_8-30Hz,6.035863906942828,outer_train_only
sub-03,1,1s_2s_8-12Hz,6.771515447373102,outer_train_only
sub-03,1,1s_2s_13-20Hz,8.804556928014811,outer_train_only
sub-03,1,1s_2s_20-30Hz,4.46287313364455,outer_train_only
sub-03,1,1s_2s_8-30Hz,7.650224653512135,outer_train_only
sub-03,1,1s_3s_8-12Hz,7.790232968557303,outer_train_only
sub-03,1,1s_3s_13-20Hz,6.495600267544443,outer_train_only
sub-03,1,1s_3s_20-30Hz,5.7077463476873485,outer_train_only
sub-03,1,1s_3s_8-30Hz,6.780223882991951,outer_train_only
sub-03,1,2s_0s_8-12Hz,8.283900585197806,outer_train_only
sub-03,1,2s_0s_13-20Hz,5.841112637246773,outer_train_only
sub-03,1,2s_0s_20-30Hz,5.333101388669627,outer_train_only
sub-03,1,2s_0s_8-30Hz,7.805189964179743,outer_train_only
sub-03,1,2s_1s_8-12Hz,6.6646428630603225,outer_train_only
sub-03,1,2s_1s_13-20Hz,5.859881569347129,outer_train_only
sub-03,1,2s_1s_20-30Hz,6.023123378184938,outer_train_only
sub-03,1,2s_1s_8-30Hz,6.066014478784508,outer_train_only
sub-03,1,2s_2s_8-12Hz,7.302057005161845,outer_train_only
sub-03,1,2s_2s_13-20Hz,6.853383593983063,outer_train_only
sub-03,1,2s_2s_20-30Hz,5.025899294546285,outer_train_only
sub-03,1,2s_2s_8-30Hz,8.266656801083068,outer_train_only
sub-03,2,1s_0s_8-12Hz,7.833527553082414,outer_train_only
sub-03,2,1s_0s_13-20Hz,7.360857215138962,outer_train_only
sub-03,2,1s_0s_20-30Hz,4.218863676660518,outer_train_only
sub-03,2,1s_0s_8-30Hz,8.704524506898878,outer_train_only
sub-03,2,1s_1s_8-12Hz,6.3727300124719015,outer_train_only
sub-03,2,1s_1s_13-20Hz,6.431500844422617,outer_train_only
sub-03,2,1s_1s_20-30Hz,7.655752444126761,outer_train_only
sub-03,2,1s_1s_8-30Hz,7.484690602649929,outer_train_only
sub-03,2,1s_2s_8-12Hz,9.261674457708127,outer_train_only
sub-03,2,1s_2s_13-20Hz,7.138822441365821,outer_train_only
sub-03,2,1s_2s_20-30Hz,6.322713972123758,outer_train_only
sub-03,2,1s_2s_8-30Hz,8.195155811702238,outer_train_only
sub-03,2,1s_3s_8-12Hz,7.820961751484775,outer_train_only
sub-03,2,1s_3s_13-20Hz,6.6718285825857615,outer_train_only
sub-03,2,1s_3s_20-30Hz,8.332129653172744,outer_train_only
sub-03,2,1s_3s_8-30Hz,7.042625009652403,outer_train_only
sub-03,2,2s_0s_8-12Hz,8.03281554464418,outer_train_only
sub-03,2,2s_0s_13-20Hz,6.67047440935349,outer_train_only
sub-03,2,2s_0s_20-30Hz,4.932294188287193,outer_train_only
sub-03,2,2s_0s_8-30Hz,6.947123987055782,outer_train_only
sub-03,2,2s_1s_8-12Hz,7.71787666218606,outer_train_only
sub-03,2,2s_1s_13-20Hz,5.304870014964439,outer_train_only
sub-03,2,2s_1s_20-30Hz,7.681421620033966,outer_train_only
sub-03,2,2s_1s_8-30Hz,7.131217067126225,outer_train_only
sub-03,2,2s_2s_8-12Hz,10.749061445746243,outer_train_only
sub-03,2,2s_2s_13-20Hz,6.803229262243004,outer_train_only
sub-03,2,2s_2s_20-30Hz,6.20288275801666,outer_train_only
sub-03,2,2s_2s_8-30Hz,9.399294482096016,outer_train_only
sub-03,3,1s_0s_8-12Hz,6.132929181981863,outer_train_only
sub-03,3,1s_0s_13-20Hz,7.596380767572377,outer_train_only
sub-03,3,1s_0s_20-30Hz,6.104511396526492,outer_train_only
sub-03,3,1s_0s_8-30Hz,6.622885836038408,outer_train_only
sub-03,3,1s_1s_8-12Hz,4.273235252023264,outer_train_only
sub-03,3,1s_1s_13-20Hz,5.41349724181614,outer_train_only
sub-03,3,1s_1s_20-30Hz,5.564354951917417,outer_train_only
sub-03,3,1s_1s_8-30Hz,6.212091914837042,outer_train_only
sub-03,3,1s_2s_8-12Hz,7.397827606846863,outer_train_only
sub-03,3,1s_2s_13-20Hz,6.876396091794523,outer_train_only
sub-03,3,1s_2s_20-30Hz,6.59083776140895,outer_train_only
sub-03,3,1s_2s_8-30Hz,6.8188394864324815,outer_train_only
sub-03,3,1s_3s_8-12Hz,11.554838512900384,outer_train_only
sub-03,3,1s_3s_13-20Hz,6.714137139153311,outer_train_only
sub-03,3,1s_3s_20-30Hz,5.333344228677623,outer_train_only
sub-03,3,1s_3s_8-30Hz,6.261567027285906,outer_train_only
sub-03,3,2s_0s_8-12Hz,5.386179913465478,outer_train_only
sub-03,3,2s_0s_13-20Hz,4.707317579553353,outer_train_only
sub-03,3,2s_0s_20-30Hz,5.3505242366973516,outer_train_only
sub-03,3,2s_0s_8-30Hz,5.117431256608787,outer_train_only
sub-03,3,2s_1s_8-12Hz,6.211740886534027,outer_train_only
sub-03,3,2s_1s_13-20Hz,4.002913527966401,outer_train_only
sub-03,3,2s_1s_20-30Hz,8.053412672176773,outer_train_only
sub-03,3,2s_1s_8-30Hz,6.144492590184105,outer_train_only
sub-03,3,2s_2s_8-12Hz,9.872093794257506,outer_train_only
sub-03,3,2s_2s_13-20Hz,5.949454258766658,outer_train_only
sub-03,3,2s_2s_20-30Hz,4.604355172535964,outer_train_only
sub-03,3,2s_2s_8-30Hz,6.939216489672296,outer_train_only
sub-03,4,1s_0s_8-12Hz,9.37245987585715,outer_train_only
sub-03,4,1s_0s_13-20Hz,10.80473100261311,outer_train_only
sub-03,4,1s_0s_20-30Hz,7.79009548101039,outer_train_only
sub-03,4,1s_0s_8-30Hz,12.156571572248922,outer_train_only
sub-03,4,1s_1s_8-12Hz,6.3879685746898405,outer_train_only
