pretrained_mode,strategy,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,mean_confidence,mean_normalized_prediction_entropy,collapse_rate,n_folds_total,n_subjects
from_pretrained,new,0.5,0.05821128942797497,50.0,5.821128942797499,0.5,0.05821128942797497,50.0,5.821128942797499,0.50594734112,0.9998738154400001,0.804,250,50
