subject_id,fold_id,accuracy,balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,n_train,n_test,selected_band,selected_window
46,3,0.6875,0.6875,0.5,0.875,"[[4, 4], [1, 7]]",False,0.6875,"[5, 11]",24,16,None,None
46,4,0.3125,0.3125,0.0,0.625,"[[0, 8], [3, 5]]",False,0.8125,"[3, 13]",24,16,None,None
46,5,0.4375,0.4375,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]",24,16,None,None
46,6,0.5625,0.5625,0.375,0.75,"[[3, 5], [2, 6]]",False,0.6875,"[5, 11]",24,16,None,None
46,7,0.75,0.75,0.75,0.75,"[[6, 2], [2, 6]]",False,0.5,"[8, 8]",24,16,None,None
46,8,0.5625,0.5625,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]",24,16,None,None
46,9,0.5625,0.5625,0.5,0.625,"[[4, 4], [3, 5]]",False,0.5625,"[7, 9]",24,16,None,None
47,0,0.4375,0.4375,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]",24,16,None,None
47,1,0.625,0.625,0.75,0.5,"[[6, 2], [4, 4]]",False,0.625,"[10, 6]",24,16,None,None
47,2,0.5,0.5,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]",24,16,None,None
47,3,0.5,0.5,0.25,0.75,"[[2, 6], [2, 6]]",False,0.75,"[4, 12]",24,16,None,None
47,4,0.25,0.25,0.125,0.375,"[[1, 7], [5, 3]]",False,0.625,"[6, 10]",24,16,None,None
47,5,0.5,0.5,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]",24,16,None,None
47,6,0.5625,0.5625,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]",24,16,None,None
47,7,0.625,0.625,0.375,0.875,"[[3, 5], [1, 7]]",False,0.75,"[4, 12]",24,16,None,None
47,8,0.5625,0.5625,0.25,0.875,"[[2, 6], [1, 7]]",False,0.8125,"[3, 13]",24,16,None,None
47,9,0.5625,0.5625,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]",24,16,None,None
48,0,0.375,0.375,0.75,0.0,"[[6, 2], [8, 0]]",False,0.875,"[14, 2]",24,16,None,None
48,1,0.5625,0.5625,0.75,0.375,"[[6, 2], [5, 3]]",False,0.6875,"[11, 5]",24,16,None,None
48,2,0.5625,0.5625,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]",24,16,None,None
48,3,0.625,0.625,0.875,0.375,"[[7, 1], [5, 3]]",False,0.75,"[12, 4]",24,16,None,None
48,4,0.375,0.375,0.125,0.625,"[[1, 7], [3, 5]]",False,0.75,"[4, 12]",24,16,None,None
48,5,0.4375,0.4375,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]",24,16,None,None
48,6,0.5625,0.5625,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]",24,16,None,None
48,7,0.5,0.5,0.625,0.375,"[[5, 3], [5, 3]]",False,0.625,"[10, 6]",24,16,None,None
48,8,0.5625,0.5625,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]",24,16,None,None
48,9,0.6875,0.6875,0.875,0.5,"[[7, 1], [4, 4]]",False,0.6875,"[11, 5]",24,16,None,None
49,0,0.4375,0.4375,0.25,0.625,"[[2, 6], [3, 5]]",False,0.6875,"[5, 11]",24,16,None,None
49,1,0.5,0.5,0.625,0.375,"[[5, 3], [5, 3]]",False,0.625,"[10, 6]",24,16,None,None
49,2,0.375,0.375,0.25,0.5,"[[2, 6], [4, 4]]",False,0.625,"[6, 10]",24,16,None,None
49,3,0.5,0.5,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]",24,16,None,None
49,4,0.4375,0.4375,0.25,0.625,"[[2, 6], [3, 5]]",False,0.6875,"[5, 11]",24,16,None,None
49,5,0.5,0.5,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]",24,16,None,None
49,6,0.4375,0.4375,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]",24,16,None,None
49,7,0.4375,0.4375,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]",24,16,None,None
49,8,0.5625,0.5625,0.5,0.625,"[[4, 4], [3, 5]]",False,0.5625,"[7, 9]",24,16,None,None
49,9,0.5,0.5,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]",24,16,None,None
50,0,0.875,0.875,0.875,0.875,"[[7, 1], [1, 7]]",False,0.5,"[8, 8]",24,16,None,None
50,1,0.75,0.75,0.75,0.75,"[[6, 2], [2, 6]]",False,0.5,"[8, 8]",24,16,None,None
50,2,0.6875,0.6875,0.5,0.875,"[[4, 4], [1, 7]]",False,0.6875,"[5, 11]",24,16,None,None
50,3,0.875,0.875,1.0,0.75,"[[8, 0], [2, 6]]",False,0.625,"[10, 6]",24,16,None,None
50,4,0.8125,0.8125,0.875,0.75,"[[7, 1], [2, 6]]",False,0.5625,"[9, 7]",24,16,None,None
50,5,0.6875,0.6875,0.625,0.75,"[[5, 3], [2, 6]]",False,0.5625,"[7, 9]",24,16,None,None
50,6,0.6875,0.6875,0.75,0.625,"[[6, 2], [3, 5]]",False,0.5625,"[9, 7]",24,16,None,None
50,7,0.625,0.625,0.625,0.625,"[[5, 3], [3, 5]]",False,0.5,"[8, 8]",24,16,None,None
50,8,0.75,0.75,0.75,0.75,"[[6, 2], [2, 6]]",False,0.5,"[8, 8]",24,16,None,None
50,9,0.6875,0.6875,0.75,0.625,"[[6, 2], [3, 5]]",False,0.5625,"[9, 7]",24,16,None,None
