run_id,experiment_name,sweep_group,mean_balanced_accuracy,diag.fold_mean_accuracy,diag.fold_std_accuracy,diag.fold_median_accuracy,diag.fold_q25_accuracy,diag.fold_q75_accuracy,diag.fold_pct_above_50,diag.fold_pct_above_55,diag.fold_pct_above_60,diag.fold_pct_above_70,diag.fold_collapse_rate,diag.fold_mean_best_epoch,diag.fold_median_best_epoch,diag.fold_mean_stopped_epoch,diag.fold_median_stopped_epoch,diag.fold_mode_n_train,diag.fold_mode_n_test,diag.fold_mode_train_class_counts,diag.fold_mode_test_class_counts,diag.fold_mean_mean_confidence,diag.fold_mean_mean_normalized_prediction_entropy
20260530_0249_318c0f06,hpgrid537_bs8_lr0p0004_clip1_start1_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.56,0.56,0.16434120642283864,0.5,0.5,0.625,0.34,0.34,0.34,0.184,0.42,223.824,26.5,272.508,71.0,32,8,"[16, 16]","[4, 4]",0.5685426052400001,0.94192765164
20260530_0301_a18aa2b5,hpgrid537_bs8_lr0p0004_clip1_start1_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.16122725237263869,0.5,0.5,0.625,0.328,0.328,0.328,0.192,0.432,229.024,20.0,278.184,68.0,32,8,"[16, 16]","[4, 4]",0.5680312438799999,0.9425327485999999
20260530_0313_af70e70e,hpgrid537_bs8_lr0p0004_clip1_start1_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5515,0.5515,0.15371977451292732,0.5,0.5,0.625,0.324,0.324,0.324,0.18,0.416,328.832,50.5,377.568,99.0,32,8,"[16, 16]","[4, 4]",0.57733836828,0.9375245682
20260530_0328_626aab53,hpgrid537_bs8_lr0p0004_clip1_start1_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5565,0.5565,0.15194604437630624,0.5,0.5,0.625,0.356,0.356,0.356,0.176,0.408,294.3,54.5,343.648,104.0,32,8,"[16, 16]","[4, 4]",0.5749508586800001,0.9406376869199999
20260530_0342_e2c0a389,hpgrid537_bs8_lr0p0004_clip1_start2_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.15446906736005217,0.5,0.5,0.625,0.32,0.32,0.32,0.192,0.432,226.6,23.0,275.824,72.0,32,8,"[16, 16]","[4, 4]",0.5722795865599999,0.9369827778000002
20260530_0354_f7531fb0,hpgrid537_bs8_lr0p0004_clip1_start2_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5635,0.5635,0.1577332212195808,0.5,0.5,0.625,0.34,0.34,0.34,0.196,0.416,228.256,24.0,277.72,73.0,32,8,"[16, 16]","[4, 4]",0.57371964572,0.9347369103600001
20260530_0405_a44cf6f1,hpgrid537_bs8_lr0p0004_clip1_start2_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.55,0.55,0.1531955466128439,0.5,0.5,0.625,0.312,0.312,0.312,0.18,0.408,240.356,29.0,289.84,76.0,32,8,"[16, 16]","[4, 4]",0.5698625312,0.94562194412
20260530_0418_87c46405,hpgrid537_bs8_lr0p0004_clip1_start2_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.552,0.552,0.15252559203261465,0.5,0.5,0.625,0.316,0.316,0.316,0.184,0.408,238.408,31.5,287.304,76.0,32,8,"[16, 16]","[4, 4]",0.56933407704,0.9462601164800001
20260530_0430_ad1c89b2,hpgrid537_bs8_lr0p0004_clip1_start2_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.15446906736005217,0.5,0.5,0.625,0.32,0.32,0.32,0.192,0.432,226.6,23.0,275.824,72.0,32,8,"[16, 16]","[4, 4]",0.5722795865599999,0.9369827778000002
20260530_0442_51bb5992,hpgrid537_bs8_lr0p0004_clip1_start2_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5635,0.5635,0.1577332212195808,0.5,0.5,0.625,0.34,0.34,0.34,0.196,0.416,228.256,24.0,277.72,73.0,32,8,"[16, 16]","[4, 4]",0.57371964572,0.9347369103600001
20260530_0454_443c99d7,hpgrid537_bs8_lr0p0004_clip1_start2_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.55,0.55,0.1531955466128439,0.5,0.5,0.625,0.312,0.312,0.312,0.18,0.408,240.356,29.0,289.84,76.0,32,8,"[16, 16]","[4, 4]",0.5698625312,0.94562194412
20260530_0506_948d19e0,hpgrid537_bs8_lr0p0004_clip1_start2_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.552,0.552,0.15252559203261465,0.5,0.5,0.625,0.316,0.316,0.316,0.184,0.408,238.408,31.5,287.304,76.0,32,8,"[16, 16]","[4, 4]",0.56933407704,0.9462601164800001
20260530_0518_7c45637a,hpgrid537_bs8_lr0p0004_clip2_start0_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.515,0.515,0.12634815163541868,0.5,0.5,0.5,0.2,0.2,0.2,0.108,0.5,121.14,3.0,170.58,52.5,32,8,"[16, 16]","[4, 4]",0.54876045616,0.9649683740399999
20260530_0526_30d882e4,hpgrid537_bs8_lr0p0004_clip2_start0_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.534,0.534,0.14466413115687485,0.5,0.5,0.625,0.308,0.308,0.308,0.136,0.388,139.136,25.0,188.756,73.0,32,8,"[16, 16]","[4, 4]",0.5706325524399999,0.94044261276
20260530_0535_47591424,hpgrid537_bs8_lr0p0004_clip2_start0_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5385,0.5385,0.14762255816342862,0.5,0.5,0.625,0.3,0.3,0.3,0.172,0.42,163.9,18.0,213.176,65.0,32,8,"[16, 16]","[4, 4]",0.5584247063600001,0.9508931009600001
20260530_0545_179554df,hpgrid537_bs8_lr0p0004_clip2_start0_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.556,0.556,0.16346523646982727,0.5,0.5,0.625,0.384,0.384,0.384,0.192,0.352,174.188,35.5,223.5,85.0,32,8,"[16, 16]","[4, 4]",0.58291627044,0.92176541228
20260530_0555_2d20b580,hpgrid537_bs8_lr0p0004_clip2_start0_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.515,0.515,0.12634815163541868,0.5,0.5,0.5,0.2,0.2,0.2,0.108,0.5,121.14,3.0,170.58,52.5,32,8,"[16, 16]","[4, 4]",0.54876045616,0.9649683740399999
20260530_0604_48bf07df,hpgrid537_bs8_lr0p0004_clip2_start0_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.534,0.534,0.14466413115687485,0.5,0.5,0.625,0.308,0.308,0.308,0.136,0.388,139.136,25.0,188.756,73.0,32,8,"[16, 16]","[4, 4]",0.5706325524399999,0.94044261276
20260530_0613_c3347a6b,hpgrid537_bs8_lr0p0004_clip2_start0_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5385,0.5385,0.14762255816342862,0.5,0.5,0.625,0.3,0.3,0.3,0.172,0.42,163.9,18.0,213.176,65.0,32,8,"[16, 16]","[4, 4]",0.5584247063600001,0.9508931009600001
20260530_0623_2281e5ed,hpgrid537_bs8_lr0p0004_clip2_start0_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.556,0.556,0.16346523646982727,0.5,0.5,0.625,0.384,0.384,0.384,0.192,0.352,174.188,35.5,223.5,85.0,32,8,"[16, 16]","[4, 4]",0.58291627044,0.92176541228
20260530_0633_37a55324,hpgrid537_bs8_lr0p0004_clip2_start1_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5615,0.5615,0.16359186775872187,0.5,0.5,0.625,0.344,0.344,0.344,0.184,0.42,222.704,26.5,271.228,71.0,32,8,"[16, 16]","[4, 4]",0.56823733724,0.94225770692
20260530_0645_f254f168,hpgrid537_bs8_lr0p0004_clip2_start1_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.16122725237263869,0.5,0.5,0.625,0.328,0.328,0.328,0.192,0.432,230.008,20.0,279.116,68.0,32,8,"[16, 16]","[4, 4]",0.5684939644,0.9421161908
20260530_0657_c8692e06,hpgrid537_bs8_lr0p0004_clip2_start1_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5515,0.5515,0.15371977451292732,0.5,0.5,0.625,0.324,0.324,0.324,0.18,0.416,328.896,50.5,377.464,99.0,32,8,"[16, 16]","[4, 4]",0.5773211011999999,0.93755930564
20260530_0712_9cc62203,hpgrid537_bs8_lr0p0004_clip2_start1_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5565,0.5565,0.15194604437630624,0.5,0.5,0.625,0.356,0.356,0.356,0.176,0.408,294.524,54.5,343.948,104.0,32,8,"[16, 16]","[4, 4]",0.575009192,0.94062812928
20260530_0726_9ec9dac1,hpgrid537_bs8_lr0p0004_clip2_start1_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5615,0.5615,0.16359186775872187,0.5,0.5,0.625,0.344,0.344,0.344,0.184,0.42,222.704,26.5,271.228,71.0,32,8,"[16, 16]","[4, 4]",0.56823733724,0.94225770692
20260530_0737_1b8d641a,hpgrid537_bs8_lr0p0004_clip2_start1_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.16122725237263869,0.5,0.5,0.625,0.328,0.328,0.328,0.192,0.432,230.008,20.0,279.116,68.0,32,8,"[16, 16]","[4, 4]",0.5684939644,0.9421161908
20260530_0749_61121b63,hpgrid537_bs8_lr0p0004_clip2_start1_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5515,0.5515,0.15371977451292732,0.5,0.5,0.625,0.324,0.324,0.324,0.18,0.416,328.896,50.5,377.464,99.0,32,8,"[16, 16]","[4, 4]",0.5773211011999999,0.93755930564
20260530_0804_78ebab3d,hpgrid537_bs8_lr0p0004_clip2_start1_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5565,0.5565,0.15194604437630624,0.5,0.5,0.625,0.356,0.356,0.356,0.176,0.408,294.524,54.5,343.948,104.0,32,8,"[16, 16]","[4, 4]",0.575009192,0.94062812928
20260530_0818_ba8962f7,hpgrid537_bs8_lr0p0004_clip2_start2_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.558,0.558,0.15404844593432002,0.5,0.5,0.625,0.32,0.32,0.32,0.188,0.432,226.256,23.0,275.228,72.0,32,8,"[16, 16]","[4, 4]",0.5722695586400001,0.9369781488800002
20260530_0830_98f92352,hpgrid537_bs8_lr0p0004_clip2_start2_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.564,0.564,0.15772924286962423,0.5,0.5,0.625,0.344,0.344,0.344,0.196,0.416,229.18,24.0,278.412,73.0,32,8,"[16, 16]","[4, 4]",0.5740727133600001,0.93408908036
20260530_0842_bb3514c5,hpgrid537_bs8_lr0p0004_clip2_start2_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.55,0.55,0.1531955466128439,0.5,0.5,0.625,0.312,0.312,0.312,0.18,0.408,239.468,29.0,288.948,76.0,32,8,"[16, 16]","[4, 4]",0.5697973108400002,0.945733603
20260530_0854_4f49f3bc,hpgrid537_bs8_lr0p0004_clip2_start2_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.552,0.552,0.15252559203261465,0.5,0.5,0.625,0.316,0.316,0.316,0.184,0.408,237.508,31.5,286.28,76.0,32,8,"[16, 16]","[4, 4]",0.5692657238400001,0.9463725564400001
20260530_0906_d2632108,hpgrid537_bs8_lr0p0004_clip2_start2_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.558,0.558,0.15404844593432002,0.5,0.5,0.625,0.32,0.32,0.32,0.188,0.432,226.256,23.0,275.228,72.0,32,8,"[16, 16]","[4, 4]",0.5722695586400001,0.9369781488800002
20260530_0918_e9ecdfdc,hpgrid537_bs8_lr0p0004_clip2_start2_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.564,0.564,0.15772924286962423,0.5,0.5,0.625,0.344,0.344,0.344,0.196,0.416,229.18,24.0,278.412,73.0,32,8,"[16, 16]","[4, 4]",0.5740727133600001,0.93408908036
20260530_0930_907c41ca,hpgrid537_bs8_lr0p0004_clip2_start2_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.55,0.55,0.1531955466128439,0.5,0.5,0.625,0.312,0.312,0.312,0.18,0.408,239.468,29.0,288.948,76.0,32,8,"[16, 16]","[4, 4]",0.5697973108400002,0.945733603
20260530_0942_5822e9de,hpgrid537_bs8_lr0p0004_clip2_start2_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.552,0.552,0.15252559203261465,0.5,0.5,0.625,0.316,0.316,0.316,0.184,0.408,237.508,31.5,286.28,76.0,32,8,"[16, 16]","[4, 4]",0.5692657238400001,0.9463725564400001
20260530_0954_c034117c,hpgrid537_bs8_lr0p0003_clip0_start0_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.516,0.516,0.12572680269402645,0.5,0.5,0.5,0.2,0.2,0.2,0.108,0.504,143.504,3.0,192.252,51.0,32,8,"[16, 16]","[4, 4]",0.5456442859999999,0.9680449560800001
