run_id,experiment_name,sweep_group,mean_balanced_accuracy,diag.fold_mean_accuracy,diag.fold_std_accuracy,diag.fold_median_accuracy,diag.fold_q25_accuracy,diag.fold_q75_accuracy,diag.fold_pct_above_50,diag.fold_pct_above_55,diag.fold_pct_above_60,diag.fold_pct_above_70,diag.fold_collapse_rate,diag.fold_mean_best_epoch,diag.fold_median_best_epoch,diag.fold_mean_stopped_epoch,diag.fold_median_stopped_epoch,diag.fold_mode_n_train,diag.fold_mode_n_test,diag.fold_mode_train_class_counts,diag.fold_mode_test_class_counts,diag.fold_mean_mean_confidence,diag.fold_mean_mean_normalized_prediction_entropy
<<<<<<< Updated upstream
20260529_2014_c1025f06,hpgrid537_bs8_lr0p0004_clip0_start0_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.515,0.515,0.12634815163541868,0.5,0.5,0.5,0.2,0.2,0.2,0.108,0.5,119.64,3.0,169.08,52.5,32,8,"[16, 16]","[4, 4]",0.54865333556,0.96521884604
20260529_2022_28e1282d,hpgrid537_bs8_lr0p0004_clip0_start0_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.534,0.534,0.14466413115687485,0.5,0.5,0.625,0.308,0.308,0.308,0.136,0.388,139.172,25.0,188.696,73.0,32,8,"[16, 16]","[4, 4]",0.5706080623999998,0.94047852692
20260529_2031_414c8fe6,hpgrid537_bs8_lr0p0004_clip0_start0_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5385,0.5385,0.14762255816342862,0.5,0.5,0.625,0.3,0.3,0.3,0.172,0.42,163.9,18.0,213.172,65.0,32,8,"[16, 16]","[4, 4]",0.55843301404,0.95088262652
20260529_2040_d1026a86,hpgrid537_bs8_lr0p0004_clip0_start0_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.556,0.556,0.16346523646982727,0.5,0.5,0.625,0.384,0.384,0.384,0.192,0.352,174.336,35.5,223.644,85.0,32,8,"[16, 16]","[4, 4]",0.58292815624,0.9217321093599999
20260529_2050_1cecfca1,hpgrid537_bs8_lr0p0004_clip0_start0_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.515,0.515,0.12634815163541868,0.5,0.5,0.5,0.2,0.2,0.2,0.108,0.5,119.64,3.0,169.08,52.5,32,8,"[16, 16]","[4, 4]",0.54865333556,0.96521884604
20260529_2058_10847735,hpgrid537_bs8_lr0p0004_clip0_start0_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.534,0.534,0.14466413115687485,0.5,0.5,0.625,0.308,0.308,0.308,0.136,0.388,139.172,25.0,188.696,73.0,32,8,"[16, 16]","[4, 4]",0.5706080623999998,0.94047852692
20260529_2107_b14f68cd,hpgrid537_bs8_lr0p0004_clip0_start0_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5385,0.5385,0.14762255816342862,0.5,0.5,0.625,0.3,0.3,0.3,0.172,0.42,163.9,18.0,213.172,65.0,32,8,"[16, 16]","[4, 4]",0.55843301404,0.95088262652
20260529_2117_b96891b8,hpgrid537_bs8_lr0p0004_clip0_start0_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.556,0.556,0.16346523646982727,0.5,0.5,0.625,0.384,0.384,0.384,0.192,0.352,174.336,35.5,223.644,85.0,32,8,"[16, 16]","[4, 4]",0.58292815624,0.9217321093599999
20260529_2127_59c125b3,hpgrid537_bs8_lr0p0004_clip0_start1_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5615,0.5615,0.16359186775872187,0.5,0.5,0.625,0.344,0.344,0.344,0.184,0.42,222.532,26.5,271.244,71.0,32,8,"[16, 16]","[4, 4]",0.568253185,0.9422378856800001
20260529_2138_bb8ec4c3,hpgrid537_bs8_lr0p0004_clip0_start1_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.16122725237263869,0.5,0.5,0.625,0.328,0.328,0.328,0.192,0.432,230.008,20.0,279.116,68.0,32,8,"[16, 16]","[4, 4]",0.5684942237599999,0.9421166194
20260529_2150_b4f2a126,hpgrid537_bs8_lr0p0004_clip0_start1_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5515,0.5515,0.15371977451292732,0.5,0.5,0.625,0.324,0.324,0.324,0.18,0.416,328.888,50.5,377.464,99.0,32,8,"[16, 16]","[4, 4]",0.5773232248,0.9375580758
20260529_2204_bd45d260,hpgrid537_bs8_lr0p0004_clip0_start1_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5565,0.5565,0.15194604437630624,0.5,0.5,0.625,0.356,0.356,0.356,0.176,0.408,294.524,54.5,343.948,104.0,32,8,"[16, 16]","[4, 4]",0.57501216188,0.94062562628
20260529_2218_f6e623c2,hpgrid537_bs8_lr0p0004_clip0_start1_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5615,0.5615,0.16359186775872187,0.5,0.5,0.625,0.344,0.344,0.344,0.184,0.42,222.532,26.5,271.244,71.0,32,8,"[16, 16]","[4, 4]",0.568253185,0.9422378856800001
20260529_2229_0b471923,hpgrid537_bs8_lr0p0004_clip0_start1_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.16122725237263869,0.5,0.5,0.625,0.328,0.328,0.328,0.192,0.432,230.008,20.0,279.116,68.0,32,8,"[16, 16]","[4, 4]",0.5684942237599999,0.9421166194
20260529_2241_61fecf6c,hpgrid537_bs8_lr0p0004_clip0_start1_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5515,0.5515,0.15371977451292732,0.5,0.5,0.625,0.324,0.324,0.324,0.18,0.416,328.888,50.5,377.464,99.0,32,8,"[16, 16]","[4, 4]",0.5773232248,0.9375580758
20260529_2255_5e658f85,hpgrid537_bs8_lr0p0004_clip0_start1_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5565,0.5565,0.15194604437630624,0.5,0.5,0.625,0.356,0.356,0.356,0.176,0.408,294.524,54.5,343.948,104.0,32,8,"[16, 16]","[4, 4]",0.57501216188,0.94062562628
20260529_2309_1f4117c6,hpgrid537_bs8_lr0p0004_clip0_start2_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.558,0.558,0.15404844593432002,0.5,0.5,0.625,0.32,0.32,0.32,0.188,0.432,226.356,23.0,275.336,72.0,32,8,"[16, 16]","[4, 4]",0.57231934856,0.9369068369600001
20260529_2320_d6b3c799,hpgrid537_bs8_lr0p0004_clip0_start2_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.564,0.564,0.15772924286962423,0.5,0.5,0.625,0.344,0.344,0.344,0.196,0.416,228.952,24.0,278.256,73.0,32,8,"[16, 16]","[4, 4]",0.5740544313600001,0.93413901032
20260529_2332_9c551536,hpgrid537_bs8_lr0p0004_clip0_start2_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.55,0.55,0.1531955466128439,0.5,0.5,0.625,0.312,0.312,0.312,0.18,0.408,239.468,29.0,288.948,76.0,32,8,"[16, 16]","[4, 4]",0.56979741056,0.94573421212
20260529_2343_944642a4,hpgrid537_bs8_lr0p0004_clip0_start2_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.552,0.552,0.15252559203261465,0.5,0.5,0.625,0.316,0.316,0.316,0.184,0.408,237.508,31.5,286.28,76.0,32,8,"[16, 16]","[4, 4]",0.5692658728000001,0.9463731086399999
20260529_2355_16391c5a,hpgrid537_bs8_lr0p0004_clip0_start2_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.558,0.558,0.15404844593432002,0.5,0.5,0.625,0.32,0.32,0.32,0.188,0.432,226.356,23.0,275.336,72.0,32,8,"[16, 16]","[4, 4]",0.57231934856,0.9369068369600001
20260530_0007_fa502fb8,hpgrid537_bs8_lr0p0004_clip0_start2_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.564,0.564,0.15772924286962423,0.5,0.5,0.625,0.344,0.344,0.344,0.196,0.416,228.952,24.0,278.256,73.0,32,8,"[16, 16]","[4, 4]",0.5740544313600001,0.93413901032
20260530_0018_5d666412,hpgrid537_bs8_lr0p0004_clip0_start2_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.55,0.55,0.1531955466128439,0.5,0.5,0.625,0.312,0.312,0.312,0.18,0.408,239.468,29.0,288.948,76.0,32,8,"[16, 16]","[4, 4]",0.56979741056,0.94573421212
20260530_0030_dad298db,hpgrid537_bs8_lr0p0004_clip0_start2_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.552,0.552,0.15252559203261465,0.5,0.5,0.625,0.316,0.316,0.316,0.184,0.408,237.508,31.5,286.28,76.0,32,8,"[16, 16]","[4, 4]",0.5692658728000001,0.9463731086399999
20260530_0042_ec2bd9c1,hpgrid537_bs8_lr0p0004_clip1_start0_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5155,0.5155,0.12703069388441135,0.5,0.5,0.5,0.2,0.2,0.2,0.112,0.5,120.976,3.0,170.356,52.5,32,8,"[16, 16]","[4, 4]",0.5488287282800001,0.96534732232
20260530_0050_4058355b,hpgrid537_bs8_lr0p0004_clip1_start0_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.534,0.534,0.14466413115687485,0.5,0.5,0.625,0.308,0.308,0.308,0.136,0.388,139.02,25.0,188.588,73.0,32,8,"[16, 16]","[4, 4]",0.57030896856,0.9408992423200001
20260530_0059_832bf379,hpgrid537_bs8_lr0p0004_clip1_start0_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.538,0.538,0.14711414031670952,0.5,0.5,0.625,0.3,0.3,0.3,0.168,0.42,163.608,18.0,212.916,65.0,32,8,"[16, 16]","[4, 4]",0.5581709413999999,0.95130036332
20260530_0109_dba94336,hpgrid537_bs8_lr0p0004_clip1_start0_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.555,0.555,0.16303780328869993,0.5,0.5,0.625,0.384,0.384,0.384,0.192,0.352,170.796,35.5,220.416,85.0,32,8,"[16, 16]","[4, 4]",0.5820937230800001,0.9230685136
20260530_0119_f2336ec6,hpgrid537_bs8_lr0p0004_clip1_start0_test0p4_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5155,0.5155,0.12703069388441135,0.5,0.5,0.5,0.2,0.2,0.2,0.112,0.5,120.976,3.0,170.356,52.5,32,8,"[16, 16]","[4, 4]",0.5488287282800001,0.96534732232
20260530_0128_5a206bda,hpgrid537_bs8_lr0p0004_clip1_start0_test0p4_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.534,0.534,0.14466413115687485,0.5,0.5,0.625,0.308,0.308,0.308,0.136,0.388,139.02,25.0,188.588,73.0,32,8,"[16, 16]","[4, 4]",0.57030896856,0.9408992423200001
20260530_0137_3434a0c5,hpgrid537_bs8_lr0p0004_clip1_start0_test0p4_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.538,0.538,0.14711414031670952,0.5,0.5,0.625,0.3,0.3,0.3,0.168,0.42,163.608,18.0,212.916,65.0,32,8,"[16, 16]","[4, 4]",0.5581709413999999,0.95130036332
20260530_0146_d308f033,hpgrid537_bs8_lr0p0004_clip1_start0_test0p4_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.555,0.555,0.16303780328869993,0.5,0.5,0.625,0.384,0.384,0.384,0.192,0.352,170.796,35.5,220.416,85.0,32,8,"[16, 16]","[4, 4]",0.5820937230800001,0.9230685136
20260530_0157_83fdc16c,hpgrid537_bs8_lr0p0004_clip1_start1_test0p2_fir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.56,0.56,0.16434120642283864,0.5,0.5,0.625,0.34,0.34,0.34,0.184,0.42,223.824,26.5,272.508,71.0,32,8,"[16, 16]","[4, 4]",0.5685426052400001,0.94192765164
20260530_0208_460f891f,hpgrid537_bs8_lr0p0004_clip1_start1_test0p2_fir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5585,0.5585,0.16122725237263869,0.5,0.5,0.625,0.328,0.328,0.328,0.192,0.432,229.024,20.0,278.184,68.0,32,8,"[16, 16]","[4, 4]",0.5680312438799999,0.9425327485999999
20260530_0220_0ad92a02,hpgrid537_bs8_lr0p0004_clip1_start1_test0p2_iir_trial_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5515,0.5515,0.15371977451292732,0.5,0.5,0.625,0.324,0.324,0.324,0.18,0.416,328.832,50.5,377.568,99.0,32,8,"[16, 16]","[4, 4]",0.57733836828,0.9375245682
20260530_0235_7062120a,hpgrid537_bs8_lr0p0004_clip1_start1_test0p2_iir_baseline_window_mean,537_hpgrid_batch_lr_clip_start_test_filter_demean,0.5565,0.5565,0.15194604437630624,0.5,0.5,0.625,0.356,0.356,0.356,0.176,0.408,294.3,54.5,343.648,104.0,32,8,"[16, 16]","[4, 4]",0.5749508586800001,0.9406376869199999
