run_id,fold_id,fold_label,model_name,strategy,n_train,n_test,best_epoch,stopped_epoch,best_valid_loss,accuracy,balanced_accuracy,confusion_matrix,prediction_histogram,collapse_diagnostics,spatial_conv,spatial_update_stats,subject_id
20260519_1211_c26c8716,2,subject=32,SignalJEPA_PreLocal,full,32,8,76,100,0.5989583730697632,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]","{'prediction_histogram': [3, 5], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.08857267, 0.0941629, 0.08533427, 0.04263646, 0.022959, 0.07313007, 0.08999884, 0.13498667, 0.1268131, 0.16400112, 0.11429383, 0.09680144, 0.10054525, 0.12791917, 0.10530043, 0.10132994, 0.07102992, 0.05965818, 0.12433283, 0.09535196, 0.1182468, 0.12714514, 0.05247755, 0.09188063, 0.09819812, 0.07965294, 0.09433957, 0.0308309, 0.1217242], 'channel_signed_mean': [0.08857267, -0.07244343, 0.07436552, -0.03347124, 0.022959, 0.03381423, 0.01411968, 0.07576957, 0.01864955, 0.00242579, 0.05149461, -0.01962763, 0.02876782, 0.10519321, -0.01239976, 0.09271573, -0.01154978, -0.0558366, 0.06488943, -0.00172454, -0.01264372, 0.03024114, -0.03864448, 0.00709996, 0.01565943, 0.00555792, -0.02981584, 0.02146264, 0.00689588], 'channel_l2': [0.18674082, 0.20729442, 0.21388774, 0.10797801, 0.07028319, 0.14923337, 0.21191373, 0.28654262, 0.25702187, 0.33244073, 0.24708842, 0.19911984, 0.21481931, 0.2991972, 0.24282001, 0.2397265, 0.16103755, 0.15175958, 0.28504002, 0.20038009, 0.25926337, 0.26595554, 0.11276814, 0.21772456, 0.23108508, 0.21065404, 0.20164873, 0.0692612, 0.27852872], 'global_abs_mean': 0.09426393, 'global_l2': 1.18663287}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.18663281, 'delta_l2': 0.2275063, 'delta_max_abs': 0.05138202, 'relative_delta': 0.19468753, 'changed': True}",32
20260519_1211_c26c8716,2,subject=26,SignalJEPA_PreLocal,full,32,8,1,100,0.693225085735321,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]","{'prediction_histogram': [1, 7], 'collapse_ratio': 0.875, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11782507, 0.06924009, 0.06676819, 0.03290497, 0.03843889, 0.11555442, 0.07779668, 0.12646437, 0.13079919, 0.16863386, 0.13235022, 0.09537584, 0.08232529, 0.11661049, 0.11445104, 0.12736642, 0.0718118, 0.09243764, 0.11142156, 0.09752458, 0.11070417, 0.12311666, 0.07183399, 0.0671482, 0.11634333, 0.06642654, 0.10100062, 0.03040092, 0.11551845], 'channel_signed_mean': [0.11782507, -0.06239703, 0.06676819, -0.0080212, 0.03843889, 0.0661284, 0.02260149, 0.06542524, 0.04240767, 0.00189406, 0.07297845, -0.04010905, 0.00950591, 0.09965502, -0.02734092, 0.0951654, -0.02237927, -0.0745012, 0.04058437, -0.01819372, -0.02720518, 0.03671818, -0.05595157, -0.01979685, 0.0113495, -0.02020331, -0.04598925, 0.01473892, -0.00329395], 'channel_l2': [0.25946453, 0.1543764, 0.16376796, 0.07303855, 0.09978312, 0.24035145, 0.16436353, 0.25916696, 0.27854559, 0.34081268, 0.26848626, 0.20881043, 0.18106265, 0.28282741, 0.24949624, 0.26612493, 0.14946572, 0.21909098, 0.25362518, 0.21657515, 0.24687646, 0.26556817, 0.16440447, 0.18635464, 0.26888633, 0.16891779, 0.21651407, 0.07715669, 0.24770996], 'global_abs_mean': 0.0961584, 'global_l2': 1.19595897}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.19595897, 'delta_l2': 0.26907449, 'delta_max_abs': 0.04723261, 'relative_delta': 0.23025933, 'changed': True}",26
20260519_1211_c26c8716,5,subject=31,SignalJEPA_PreLocal,full,32,8,1,100,0.6939489245414734,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]","{'prediction_histogram': [2, 6], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11460584, 0.086091, 0.06611779, 0.04261331, 0.03520531, 0.09156983, 0.09053773, 0.09390028, 0.1055336, 0.15808716, 0.15043674, 0.10540885, 0.06363044, 0.13040572, 0.08907487, 0.09922583, 0.06342995, 0.07998241, 0.10348846, 0.0774826, 0.10847641, 0.16551812, 0.10456648, 0.09657392, 0.10818973, 0.08725219, 0.06760006, 0.0463916, 0.10575369], 'channel_signed_mean': [0.11460584, -0.07218023, 0.05807368, -0.03234415, 0.02595319, 0.03164299, 0.01699521, 0.06145258, 0.02141956, -0.01689596, 0.05595115, -0.04486619, 0.00940907, 0.10428729, -0.00150313, 0.07533585, 0.00830809, -0.07998241, 0.06306061, -0.0202637, -0.00322642, 0.02867314, -0.06103068, 0.01543394, 0.02489508, 0.00037959, 0.01177061, 0.02208792, 0.01840559], 'channel_l2': [0.23829974, 0.2037192, 0.16775374, 0.10350571, 0.08674853, 0.19965521, 0.20234017, 0.20194131, 0.21572249, 0.32003993, 0.3069472, 0.22956517, 0.14894435, 0.29376614, 0.19408457, 0.21592017, 0.1614465, 0.18767315, 0.23820497, 0.17032485, 0.2372237, 0.34643906, 0.21328616, 0.21814042, 0.23526897, 0.20376699, 0.18197033, 0.10362855, 0.23576269], 'global_abs_mean': 0.09438448, 'global_l2': 1.16945398}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.1694539, 'delta_l2': 0.25809976, 'delta_max_abs': 0.04848129, 'relative_delta': 0.22086775, 'changed': True}",31
20260519_1211_c26c8716,1,subject=38,SignalJEPA_PreLocal,full,32,8,1,100,0.6936870217323303,0.875,0.875,"[[3, 1], [0, 4]]","[3, 5]","{'prediction_histogram': [3, 5], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11938478, 0.09178015, 0.08174194, 0.03121298, 0.04070276, 0.07945283, 0.11147196, 0.12238701, 0.10902514, 0.1900015, 0.0960267, 0.08169658, 0.07222667, 0.11195895, 0.09221122, 0.12512207, 0.06560671, 0.09565119, 0.09811684, 0.10685495, 0.11635898, 0.12884007, 0.07748166, 0.06720679, 0.09975517, 0.09620649, 0.07443306, 0.05400254, 0.13173471], 'channel_signed_mean': [0.11938478, -0.05515089, 0.07982707, -0.01739145, 0.03831519, 0.0289902, 0.04359711, 0.0778621, 0.0096559, 0.01083248, 0.038061, -0.00594189, 0.01508758, 0.06927221, -0.01328081, 0.09293201, -0.02604587, -0.09565119, 0.04281273, -0.00171237, -0.02296454, 0.00840681, -0.06083255, -0.01495242, 0.00043082, 0.0144698, -0.03163684, 0.00944871, -0.00695125], 'channel_l2': [0.26743889, 0.19322605, 0.21086954, 0.06494335, 0.12936476, 0.1906631, 0.24185148, 0.25703907, 0.22032896, 0.38302627, 0.20975439, 0.16385123, 0.16277058, 0.23426974, 0.21023333, 0.27711487, 0.14455085, 0.21290007, 0.22392587, 0.22834034, 0.25254825, 0.27092686, 0.16333702, 0.17639536, 0.23421173, 0.23207028, 0.15257652, 0.11726157, 0.28142393], 'global_abs_mean': 0.09547078, 'global_l2': 1.17986381}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.17986379, 'delta_l2': 0.27428469, 'delta_max_abs': 0.04848488, 'relative_delta': 0.23471794, 'changed': True}",38
20260519_1211_c26c8716,3,subject=26,SignalJEPA_PreLocal,full,32,8,1,100,0.6931179761886597,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]","{'prediction_histogram': [4, 4], 'collapse_ratio': 0.5, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11148725, 0.07848182, 0.07132617, 0.04234551, 0.03203066, 0.111054, 0.09064633, 0.09532489, 0.12213385, 0.16764829, 0.1355013, 0.09730417, 0.07226516, 0.11824498, 0.11221862, 0.12720047, 0.07438784, 0.09740443, 0.11212332, 0.09514995, 0.12637523, 0.14288643, 0.06606751, 0.07120346, 0.12285379, 0.06308285, 0.07948739, 0.03969545, 0.11230811], 'channel_signed_mean': [0.11148725, -0.05318976, 0.04456767, -0.02004607, 0.02777969, 0.06752974, 0.01280661, 0.03414514, 0.02451771, -0.00821259, 0.05826475, -0.03802942, 0.00049568, 0.10264292, -0.0309773, 0.09323995, -0.0206237, -0.0831261, 0.05190756, -0.00059519, -0.03909976, 0.04769269, -0.04596081, -0.00306675, 0.0331521, -0.00788358, -0.02371164, 0.03969545, 0.00488543], 'channel_l2': [0.25228325, 0.16266488, 0.1734958, 0.09406971, 0.08750759, 0.2317936, 0.20113561, 0.20220678, 0.25146747, 0.33872071, 0.27470687, 0.21269605, 0.17462215, 0.28433415, 0.24294294, 0.26606181, 0.1541947, 0.22297384, 0.23735586, 0.20376813, 0.27973196, 0.30645737, 0.15447435, 0.17454807, 0.2700893, 0.17853016, 0.17984517, 0.093724, 0.25098875], 'global_abs_mean': 0.09614619, 'global_l2': 1.19096541}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.19096546, 'delta_l2': 0.25430675, 'delta_max_abs': 0.04477985, 'relative_delta': 0.2176219, 'changed': True}",26
20260519_1211_c26c8716,4,subject=26,SignalJEPA_PreLocal,full,32,8,1,100,0.6937150955200195,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]","{'prediction_histogram': [2, 6], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11692218, 0.08572667, 0.06761809, 0.03975379, 0.0404718, 0.08248261, 0.08711388, 0.1215658, 0.12471568, 0.14713801, 0.13397239, 0.10250451, 0.0730193, 0.10174194, 0.10635985, 0.12926722, 0.07474816, 0.08628172, 0.11582676, 0.09254839, 0.12419482, 0.14063114, 0.07616682, 0.08102322, 0.10230967, 0.06941163, 0.09557815, 0.03534135, 0.11236769], 'channel_signed_mean': [0.11692218, -0.05401643, 0.0526645, -0.0318463, 0.0404718, 0.03953594, 0.01957821, 0.07411595, 0.03834243, 0.00315289, 0.04170723, -0.02185287, 0.00677269, 0.08416335, -0.00957491, 0.09231094, -0.03458784, -0.08052829, 0.05931219, -0.00846495, -0.02573126, 0.04993215, -0.06657837, 0.00359711, 0.01596151, -0.00979184, -0.04250304, 0.0337404, 0.00120639], 'channel_l2': [0.2569918, 0.18076949, 0.17644952, 0.10120052, 0.09344263, 0.17261903, 0.18989331, 0.25214222, 0.26396534, 0.29821625, 0.28637701, 0.21475594, 0.1761, 0.23525213, 0.25271237, 0.26844367, 0.16313787, 0.20828529, 0.25721934, 0.21026675, 0.26328263, 0.30007473, 0.17660859, 0.19252348, 0.22720379, 0.18246748, 0.19821543, 0.08676401, 0.24405411], 'global_abs_mean': 0.095407, 'global_l2': 1.17752707}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.17752709, 'delta_l2': 0.22117145, 'delta_max_abs': 0.04491827, 'relative_delta': 0.18926651, 'changed': True}",26
20260519_1211_c26c8716,5,subject=26,SignalJEPA_PreLocal,full,32,8,1,100,0.6938636898994446,0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]","{'prediction_histogram': [8, 0], 'collapse_ratio': 1.0, 'collapse_threshold': 0.9, 'collapse_flag': True, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11363859, 0.07680807, 0.07294988, 0.04271278, 0.02837595, 0.10487431, 0.0930149, 0.1222458, 0.12014486, 0.1378648, 0.13754942, 0.09584694, 0.08106827, 0.11689733, 0.10209081, 0.12693068, 0.07499403, 0.10502926, 0.126899, 0.0988773, 0.11324129, 0.12606043, 0.07816781, 0.07926692, 0.11106019, 0.07730987, 0.08628397, 0.03281985, 0.10802644], 'channel_signed_mean': [0.11363859, -0.05003488, 0.05310799, -0.0339729, 0.0247383, 0.05970224, 0.02822738, 0.0613166, 0.04623365, -0.00167872, 0.07175013, -0.05279269, 0.00901567, 0.09791295, 0.0182435, 0.1048829, -0.03351988, -0.08377688, 0.07590326, -0.01857295, -0.04957236, 0.0450281, -0.070308, 0.00025968, 0.01097633, -0.01467137, -0.03279145, 0.03281985, -0.01537029], 'channel_l2': [0.25937966, 0.16510721, 0.17671768, 0.11012931, 0.07274742, 0.22389956, 0.19396372, 0.2553747, 0.25793615, 0.27693477, 0.28362358, 0.22034875, 0.18419234, 0.26944926, 0.24595904, 0.27577487, 0.15375818, 0.23232876, 0.2786195, 0.21155542, 0.26075646, 0.27360857, 0.18157019, 0.19151707, 0.25897616, 0.19765313, 0.1894253, 0.08284643, 0.24212806], 'global_abs_mean': 0.09624309, 'global_l2': 1.19643891}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.19643892, 'delta_l2': 0.23463138, 'delta_max_abs': 0.0415892, 'relative_delta': 0.20078479, 'changed': True}",26
20260519_1211_c26c8716,1,subject=27,SignalJEPA_PreLocal,full,32,8,18,100,0.6888980865478516,0.25,0.25,"[[2, 2], [4, 0]]","[6, 2]","{'prediction_histogram': [6, 2], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.09521212, 0.10389312, 0.06667718, 0.04319854, 0.0345948, 0.11211518, 0.10647511, 0.11195119, 0.11850637, 0.16577829, 0.13297977, 0.09378496, 0.06846203, 0.12695697, 0.11180054, 0.11148233, 0.06930899, 0.07397804, 0.11048412, 0.09205116, 0.10017155, 0.13194183, 0.08076548, 0.07481416, 0.11643602, 0.08863764, 0.05156932, 0.04278513, 0.11932874], 'channel_signed_mean': [0.09521212, -0.09559856, 0.06467995, -0.02150231, 0.02869665, 0.05079593, 0.02590131, 0.06717329, 0.02787298, 0.00267471, 0.06220611, -0.03938119, 0.01806303, 0.09317161, -0.02111603, 0.0999349, -0.01562876, -0.06820377, 0.04309452, -0.00822537, -0.00585949, 0.03982062, -0.05004151, 0.00875043, 0.02748395, 0.00440157, -0.00610914, 0.01429239, 0.01824903], 'channel_l2': [0.21611699, 0.23529121, 0.17812946, 0.09720808, 0.09071241, 0.23403822, 0.23950924, 0.2399019, 0.24371593, 0.33359954, 0.27414361, 0.20537692, 0.15311572, 0.27362651, 0.24898021, 0.25095704, 0.14767893, 0.17753161, 0.24425785, 0.21007387, 0.20493807, 0.29114267, 0.16711888, 0.17249985, 0.24894182, 0.21902145, 0.12713878, 0.1150741, 0.26935652], 'global_abs_mean': 0.09503934, 'global_l2': 1.17726159}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.17726164, 'delta_l2': 0.19287263, 'delta_max_abs': 0.04187253, 'relative_delta': 0.16504992, 'changed': True}",27
20260519_1211_c26c8716,2,subject=27,SignalJEPA_PreLocal,full,32,8,13,100,0.6920139193534851,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]","{'prediction_histogram': [5, 3], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.12037019, 0.10368393, 0.07903332, 0.04162042, 0.03870145, 0.09543025, 0.12098004, 0.12120593, 0.10858974, 0.15769041, 0.1116951, 0.10426353, 0.07662784, 0.11723648, 0.09981644, 0.11046773, 0.07285888, 0.07892239, 0.09548028, 0.09776811, 0.09467168, 0.13150294, 0.07480542, 0.0913333, 0.10272523, 0.08998977, 0.07709376, 0.02005826, 0.10090771], 'channel_signed_mean': [0.12037019, -0.07762524, 0.07903332, -0.01533057, 0.03870145, 0.04125066, 0.02876755, 0.07673386, 0.02611944, -0.00392715, 0.0409271, -0.03158704, 0.020525, 0.08976996, -0.01476175, 0.09316979, -0.01019676, -0.07229289, 0.05441717, -0.00512409, -0.007707, 0.03226391, -0.05179261, 0.01708855, 0.01704311, -0.0008167, -0.0310254, 0.01768454, -0.00389691], 'channel_l2': [0.25107908, 0.22184847, 0.19112368, 0.09249195, 0.09322027, 0.22035591, 0.2644195, 0.2563965, 0.22380051, 0.31754109, 0.25091314, 0.21790507, 0.16406479, 0.26201761, 0.2267991, 0.24301165, 0.16479169, 0.18983594, 0.22523594, 0.21071477, 0.20265481, 0.28662291, 0.15698576, 0.20683546, 0.22571062, 0.21403424, 0.17805162, 0.05779864, 0.21248436], 'global_abs_mean': 0.09432864, 'global_l2': 1.15913224}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.15913231, 'delta_l2': 0.18893788, 'delta_max_abs': 0.04798868, 'relative_delta': 0.16168277, 'changed': True}",27
20260519_1211_c26c8716,3,subject=27,SignalJEPA_PreLocal,full,32,8,13,100,0.6901830434799194,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]","{'prediction_histogram': [4, 4], 'collapse_ratio': 0.5, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.12181625, 0.08198378, 0.06832652, 0.03966037, 0.03312944, 0.09224603, 0.11355933, 0.11239804, 0.10639694, 0.15426877, 0.1182215, 0.09646459, 0.07585737, 0.11246984, 0.09683308, 0.11128812, 0.07556644, 0.07678191, 0.11458367, 0.09745484, 0.09914045, 0.1302097, 0.08192718, 0.09214356, 0.10599537, 0.09527567, 0.08358344, 0.04927423, 0.1187881], 'channel_signed_mean': [0.12181625, -0.0688858, 0.06832652, -0.0205639, 0.03312944, 0.02646814, 0.02504553, 0.07005131, 0.02786049, -0.01359308, 0.03589256, -0.03395937, 0.01472454, 0.0822681, -0.01677389, 0.09516793, -0.00203124, -0.07626846, 0.05573079, -0.00912697, -0.01504094, 0.0351227, -0.06212724, 0.01227178, 0.01475713, 0.00640337, -0.01977207, 0.03838085, -0.00158247], 'channel_l2': [0.26070729, 0.18127713, 0.18231423, 0.09653317, 0.08057914, 0.20840517, 0.24597768, 0.23544246, 0.22032268, 0.31272447, 0.25680056, 0.20491821, 0.16813549, 0.24778064, 0.21982382, 0.24691939, 0.17529838, 0.18742406, 0.24984689, 0.20612873, 0.21483646, 0.28267634, 0.17319749, 0.2148152, 0.24627657, 0.23267016, 0.19198658, 0.11388361, 0.24536037], 'global_abs_mean': 0.09502222, 'global_l2': 1.16630816}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16630821, 'delta_l2': 0.16201869, 'delta_max_abs': 0.03847304, 'relative_delta': 0.13864679, 'changed': True}",27
20260519_1211_c26c8716,4,subject=27,SignalJEPA_PreLocal,full,32,8,13,100,0.6937893629074097,0.75,0.75,"[[4, 0], [2, 2]]","[6, 2]","{'prediction_histogram': [6, 2], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11604834, 0.07863007, 0.07443851, 0.04349399, 0.04054169, 0.08515775, 0.1008195, 0.1140755, 0.10555552, 0.15721433, 0.14274688, 0.09615752, 0.07758473, 0.12706387, 0.10970254, 0.10384928, 0.07455398, 0.07214204, 0.10138732, 0.10875927, 0.11163198, 0.13377339, 0.07442999, 0.08816954, 0.10355406, 0.08271615, 0.06638443, 0.03648664, 0.12515399], 'channel_signed_mean': [0.11604834, -0.07445969, 0.07043354, -0.02632444, 0.03207196, 0.01929269, 0.02117111, 0.06851915, 0.01954173, -9.219e-05, 0.0588119, -0.03169513, 0.0250862, 0.09819516, -0.02741143, 0.09238417, -0.01021635, -0.06400466, 0.04948755, -0.01573616, -0.01549008, 0.04102344, -0.05007449, 0.01845352, 0.00771628, -0.00128373, -0.02456023, 0.02498606, 0.02889287], 'channel_l2': [0.24812028, 0.18863843, 0.19656651, 0.10251892, 0.10922415, 0.19874674, 0.21795468, 0.2459861, 0.21502046, 0.31758815, 0.29627356, 0.20257214, 0.16741496, 0.27796996, 0.24559461, 0.24039839, 0.16390289, 0.17207173, 0.23489872, 0.2277835, 0.23261641, 0.2939035, 0.15747961, 0.20505513, 0.24304679, 0.2111676, 0.16523397, 0.08774133, 0.28487036], 'global_abs_mean': 0.09490423, 'global_l2': 1.18141484}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.18141483, 'delta_l2': 0.16864396, 'delta_max_abs': 0.04541273, 'relative_delta': 0.14431633, 'changed': True}",27
