run_id,fold_id,fold_label,model_name,strategy,n_train,n_test,best_epoch,stopped_epoch,best_valid_loss,accuracy,balanced_accuracy,confusion_matrix,prediction_histogram,collapse_diagnostics,spatial_conv,spatial_update_stats,subject_id
20260519_1133_d351ce6c,2,subject=7,SignalJEPA_PreLocal,full,32,8,1,100,0.6966107487678528,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]","{'prediction_histogram': [3, 5], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.07912944, 0.09429829, 0.07586129, 0.04186717, 0.0442789, 0.08662699, 0.10046973, 0.11090943, 0.11317056, 0.15019785, 0.12485169, 0.10538445, 0.07167479, 0.11632669, 0.09380484, 0.1009747, 0.0686947, 0.05910861, 0.12899771, 0.09911804, 0.0949723, 0.12480466, 0.03969441, 0.10439886, 0.12938686, 0.09371956, 0.06946416, 0.03987078, 0.09356256], 'channel_signed_mean': [0.07912944, -0.08574699, 0.07452419, -0.02100279, 0.0442789, 0.01957141, 0.05124889, 0.0823656, 0.01912283, 0.01956516, 0.05894256, -0.05150155, 0.03351764, 0.10895082, 0.01599811, 0.07164422, -0.00558292, -0.05633304, 0.07403496, 0.02040856, -0.01876445, 0.06363623, -0.02296215, 0.01670862, 0.05127645, -0.02237735, -0.01438849, 0.03987078, 0.00802126], 'channel_l2': [0.1921836, 0.20890552, 0.21884817, 0.09307643, 0.09919488, 0.20403302, 0.2199209, 0.24119875, 0.23733802, 0.30338109, 0.28252175, 0.24933983, 0.17209433, 0.2659876, 0.23819961, 0.23280445, 0.16108935, 0.13756083, 0.29301134, 0.21804713, 0.21375749, 0.28778681, 0.08891203, 0.24632308, 0.2746847, 0.21667932, 0.15785843, 0.0952086, 0.19632158], 'global_abs_mean': 0.0915731, 'global_l2': 1.16923082}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16923081, 'delta_l2': 0.31913211, 'delta_max_abs': 0.0538182, 'relative_delta': 0.27309592, 'changed': True}",7
20260519_1133_d351ce6c,1,subject=7,SignalJEPA_PreLocal,full,32,8,1,100,0.6920345425605774,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]","{'prediction_histogram': [6, 2], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11425775, 0.07267504, 0.08153449, 0.0322853, 0.04183914, 0.08170824, 0.0994611, 0.11554046, 0.1292199, 0.15392551, 0.13127187, 0.11769295, 0.07700561, 0.11348327, 0.10357858, 0.10298409, 0.07336703, 0.06435842, 0.1142066, 0.09853066, 0.09455824, 0.11286031, 0.04625311, 0.08692136, 0.12548257, 0.09480221, 0.09130348, 0.04604854, 0.10981255], 'channel_signed_mean': [0.11425775, -0.04103725, 0.08153449, 0.00170528, 0.02680017, 0.03188921, 0.03999491, 0.07387653, 0.03484352, -0.00665186, 0.05774015, -0.03452534, 0.02862742, 0.09885681, -0.00409591, 0.06531543, -0.0270032, -0.05501918, 0.05943002, 0.00687538, -0.0371167, 0.03668339, -0.02603796, 0.00883708, 0.04057525, -0.0266964, -0.0424231, 0.02150711, -0.00720738], 'channel_l2': [0.24269606, 0.15680163, 0.20368025, 0.06941579, 0.09203833, 0.17187731, 0.22491671, 0.24535729, 0.26895192, 0.30898494, 0.27705202, 0.2461962, 0.1620883, 0.25206125, 0.24928741, 0.21459104, 0.1605344, 0.15901682, 0.25061592, 0.21659735, 0.21263877, 0.25686935, 0.1016583, 0.2035758, 0.26853371, 0.24295053, 0.19467124, 0.10446783, 0.23369569], 'global_abs_mean': 0.09403339, 'global_l2': 1.15762067}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.15762066, 'delta_l2': 0.2468687, 'delta_max_abs': 0.0482401, 'relative_delta': 0.21125682, 'changed': True}",7
20260519_1133_d351ce6c,5,subject=6,SignalJEPA_PreLocal,full,32,8,40,100,0.6772134900093079,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]","{'prediction_histogram': [4, 4], 'collapse_ratio': 0.5, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.10121866, 0.08610551, 0.07313152, 0.05556302, 0.05636377, 0.06769576, 0.08968645, 0.11729626, 0.10606967, 0.17857358, 0.12706611, 0.09018518, 0.08073343, 0.11084739, 0.08681846, 0.11684347, 0.0634511, 0.07301529, 0.1137799, 0.11394379, 0.10949303, 0.14056684, 0.07907416, 0.08846883, 0.11541979, 0.10690651, 0.0812262, 0.04796911, 0.1010076], 'channel_signed_mean': [0.10121866, -0.06355962, 0.06852579, -0.04038164, 0.03647278, 0.00490239, 0.0291031, 0.07821749, -0.00452195, -0.01036722, 0.05718824, -0.0310547, 0.02843462, 0.06435338, -0.00258639, 0.08790331, 0.00425111, -0.07301529, 0.07665402, -0.01206979, -0.0022731, 0.03751928, -0.04263411, 0.02045928, 0.02666456, -0.01223323, -0.02309822, 0.04106197, -0.00053704], 'channel_l2': [0.22027731, 0.18267758, 0.19408259, 0.12859248, 0.1190802, 0.16399102, 0.20395635, 0.26200265, 0.21271218, 0.35805219, 0.27985469, 0.19125408, 0.18042922, 0.23472984, 0.21082053, 0.26245862, 0.15997034, 0.18630408, 0.26330051, 0.24099724, 0.2311624, 0.29841882, 0.16033237, 0.20488144, 0.24970914, 0.24367611, 0.19167753, 0.10755267, 0.21686542], 'global_abs_mean': 0.09581104, 'global_l2': 1.17969978}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.17969982, 'delta_l2': 0.24173603, 'delta_max_abs': 0.04538689, 'relative_delta': 0.20686456, 'changed': True}",6
20260519_1133_d351ce6c,2,subject=1,SignalJEPA_PreLocal,full,32,8,61,100,0.5887177586555481,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]","{'prediction_histogram': [5, 3], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.12141358, 0.10323238, 0.08588883, 0.02857164, 0.05097567, 0.07385173, 0.08053717, 0.11312482, 0.10926057, 0.14366236, 0.10804715, 0.13263619, 0.07504639, 0.1208977, 0.09571049, 0.10004106, 0.05239247, 0.06988751, 0.12670934, 0.06826459, 0.12040976, 0.15461183, 0.06715433, 0.08652118, 0.09597763, 0.09285538, 0.09617615, 0.0425479, 0.09837995], 'channel_signed_mean': [0.12141358, -0.08648819, 0.07699767, -0.01552466, 0.04945403, 0.02436201, 0.01780487, 0.07225624, 0.01471622, 0.0140883, 0.02490142, -0.03026607, 0.01998873, 0.0865605, 0.00237503, 0.07620296, 0.01234449, -0.0693922, 0.05282054, -0.00783988, 0.00934779, 0.04187051, -0.05799037, 0.02995705, 0.01136588, 0.01224267, -0.02881472, 0.03295086, 0.00408033], 'channel_l2': [0.26342574, 0.22881109, 0.23163003, 0.05846877, 0.14043696, 0.16952258, 0.18405207, 0.23705296, 0.22440776, 0.28942752, 0.25533697, 0.27285504, 0.15760502, 0.25092664, 0.20772344, 0.21837281, 0.12546825, 0.1733768, 0.27844319, 0.15808925, 0.25605807, 0.32807669, 0.15230264, 0.19924405, 0.22419807, 0.22029459, 0.20174463, 0.10514622, 0.21598227], 'global_abs_mean': 0.0936133, 'global_l2': 1.1624887}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16248873, 'delta_l2': 0.27650248, 'delta_max_abs': 0.04750345, 'relative_delta': 0.23661579, 'changed': True}",1
20260519_1133_d351ce6c,3,subject=1,SignalJEPA_PreLocal,full,32,8,39,100,0.68317711353302,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]","{'prediction_histogram': [3, 5], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11689452, 0.09704731, 0.07571238, 0.03645768, 0.04147145, 0.09213684, 0.0740088, 0.11089049, 0.12432409, 0.14572233, 0.1351677, 0.0921751, 0.0934848, 0.12038217, 0.10602615, 0.10623039, 0.04306096, 0.06376281, 0.12731718, 0.07732626, 0.11086282, 0.13922766, 0.06517002, 0.06614883, 0.10663933, 0.08281572, 0.0707734, 0.03479415, 0.09720169], 'channel_signed_mean': [0.11689452, -0.08666334, 0.06941886, -0.01503126, 0.03353403, 0.03334981, 0.00660525, 0.07127161, 0.02736848, 0.00074204, 0.04707412, -0.03983092, 0.03517423, 0.10424273, -0.00151488, 0.10623039, 0.00194161, -0.05933867, 0.06682432, -0.00691446, -0.010063, 0.05010688, -0.05639226, 0.01922539, 0.01835425, -0.00928912, -0.02593245, 0.03479264, 0.01101837], 'channel_l2': [0.25491247, 0.21521235, 0.19997267, 0.08232944, 0.09646887, 0.21018559, 0.18671329, 0.2420861, 0.25878143, 0.29327857, 0.29389602, 0.20408149, 0.19458275, 0.26385874, 0.24331209, 0.24448808, 0.10325383, 0.17993858, 0.29222652, 0.18813728, 0.23411164, 0.30710903, 0.14482689, 0.17020376, 0.25175482, 0.20989248, 0.15638748, 0.08702557, 0.21515389], 'global_abs_mean': 0.0914908, 'global_l2': 1.16667712}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16667716, 'delta_l2': 0.26205308, 'delta_max_abs': 0.04828452, 'relative_delta': 0.22425079, 'changed': True}",1
20260519_1133_d351ce6c,4,subject=1,SignalJEPA_PreLocal,full,32,8,1,100,0.6936641931533813,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]","{'prediction_histogram': [5, 3], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.11077197, 0.10943263, 0.07020807, 0.03648423, 0.05659254, 0.10421873, 0.07592922, 0.1143143, 0.12641126, 0.13915998, 0.11491647, 0.09531079, 0.08908655, 0.11334942, 0.07992131, 0.10559913, 0.06639746, 0.07161608, 0.12330867, 0.08025844, 0.1093156, 0.14956722, 0.0562079, 0.08408721, 0.10855473, 0.08193009, 0.09796208, 0.04869912, 0.11036736], 'channel_signed_mean': [0.11077197, -0.08839902, 0.06720519, -0.01762801, 0.03329321, 0.03391211, 0.02210069, 0.0768937, 0.01677489, 0.00213738, 0.04842201, -0.03156275, 0.03534202, 0.0893122, -0.00602994, 0.09582167, -0.02257588, -0.0650529, 0.08392358, -0.01132989, -0.002916, 0.03562913, -0.03914777, 0.02963791, 0.00463559, 0.01914543, -0.0380221, 0.01942121, 0.00745465], 'channel_l2': [0.23306675, 0.23993358, 0.17724782, 0.08265554, 0.12435851, 0.23465504, 0.16753389, 0.25545609, 0.25998098, 0.27892911, 0.24902746, 0.20408969, 0.18255401, 0.2416714, 0.1899785, 0.23762231, 0.14801446, 0.16695404, 0.28845116, 0.16966124, 0.24145499, 0.3180134, 0.13640916, 0.1790069, 0.26453027, 0.20933688, 0.20331271, 0.10133235, 0.252031], 'global_abs_mean': 0.09413718, 'global_l2': 1.16108286}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16108289, 'delta_l2': 0.25870823, 'delta_max_abs': 0.04589648, 'relative_delta': 0.22138845, 'changed': True}",1
20260519_1133_d351ce6c,5,subject=1,SignalJEPA_PreLocal,full,32,8,49,100,0.6343831419944763,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]","{'prediction_histogram': [3, 5], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.12463533, 0.096142, 0.0719099, 0.05035047, 0.05721851, 0.08147434, 0.09129583, 0.10655056, 0.12610492, 0.14126593, 0.10665518, 0.10671198, 0.08538734, 0.10207025, 0.07858713, 0.09833422, 0.05740135, 0.06641649, 0.14203651, 0.08701863, 0.10534731, 0.12169375, 0.05168564, 0.08835522, 0.10109148, 0.09041801, 0.08265124, 0.04040701, 0.10272599], 'channel_signed_mean': [0.12463533, -0.07373473, 0.05732539, -0.01352404, 0.05721851, 0.0082763, 0.03512714, 0.05544157, 0.02236673, 0.01462245, 0.02612816, -0.05090164, 0.02209116, 0.08660153, 0.0067141, 0.07047853, 0.00061647, -0.06641649, 0.07685488, -0.00277324, 0.00901583, 0.05230613, -0.05148151, 0.03484625, -0.00536838, 0.01984143, -0.03017327, 0.02517986, -0.00319337], 'channel_l2': [0.27515244, 0.20341951, 0.16473335, 0.10790801, 0.14788611, 0.19767451, 0.2100735, 0.23621327, 0.25696737, 0.28440499, 0.24037911, 0.23742101, 0.18442608, 0.22034819, 0.17752506, 0.20708561, 0.13285132, 0.16752335, 0.32078663, 0.1933993, 0.21966247, 0.28035384, 0.12717263, 0.19501305, 0.25359017, 0.22395004, 0.18756472, 0.10235671, 0.22352928], 'global_abs_mean': 0.09179114, 'global_l2': 1.14539766}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.14539772, 'delta_l2': 0.2794495, 'delta_max_abs': 0.04846524, 'relative_delta': 0.2391377, 'changed': True}",1
20260519_1133_d351ce6c,1,subject=2,SignalJEPA_PreLocal,full,32,8,49,100,0.5786070823669434,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]","{'prediction_histogram': [2, 6], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.13679877, 0.06694772, 0.0606242, 0.03319321, 0.02906948, 0.08186292, 0.10758386, 0.10939801, 0.10666457, 0.1691626, 0.12188154, 0.08799055, 0.09215335, 0.11349465, 0.10440411, 0.11808941, 0.07527566, 0.0753755, 0.11603358, 0.10013363, 0.10785062, 0.13912077, 0.07278025, 0.08702517, 0.10568403, 0.07752385, 0.08903541, 0.05037146, 0.09444086], 'channel_signed_mean': [0.13679877, -0.05811077, 0.05078237, -0.02834795, 0.01664998, 0.03612873, 0.0404108, 0.04976833, 0.01934917, -0.00832441, 0.04467065, -0.05438416, 0.02056605, 0.09602086, -0.00184242, 0.08970703, -0.0007328, -0.0753755, 0.04731412, -0.00481515, -0.00717255, 0.04036422, -0.05949803, 0.0142186, 0.01529814, 0.00656491, -0.02214918, 0.02437624, 0.01130289], 'channel_l2': [0.29168022, 0.15048586, 0.15828328, 0.08855686, 0.08802123, 0.17705624, 0.22056201, 0.22739562, 0.21839511, 0.34195057, 0.2599093, 0.21095115, 0.20008168, 0.2564345, 0.24892619, 0.25134307, 0.18508953, 0.17493521, 0.26665646, 0.21703568, 0.22823451, 0.29674566, 0.15538441, 0.19937789, 0.23632252, 0.18945456, 0.19742632, 0.11935266, 0.21964696], 'global_abs_mean': 0.09413688, 'global_l2': 1.16961741}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16961739, 'delta_l2': 0.19491857, 'delta_max_abs': 0.03968006, 'relative_delta': 0.16680072, 'changed': True}",2
20260519_1133_d351ce6c,2,subject=2,SignalJEPA_PreLocal,full,32,8,55,100,0.40555691719055176,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]","{'prediction_histogram': [3, 5], 'collapse_ratio': 0.625, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.10746054, 0.09582801, 0.08147953, 0.04553845, 0.0379997, 0.08624238, 0.11707651, 0.09706421, 0.10650793, 0.16615821, 0.11972428, 0.09878815, 0.06924468, 0.10517455, 0.09046996, 0.11297387, 0.06738549, 0.06617116, 0.1200387, 0.09422543, 0.09690006, 0.13284811, 0.06842948, 0.08716095, 0.11018395, 0.10891092, 0.07753381, 0.05427355, 0.09870799], 'channel_signed_mean': [0.10746054, -0.07088646, 0.05623925, -0.03925095, 0.01553853, 0.03222291, 0.04188373, 0.0536936, 0.00490433, -0.00545981, 0.03075437, -0.01347841, 0.01621392, 0.08737286, 0.00944725, 0.09098005, 0.00814131, -0.06617116, 0.07036416, -0.01806339, -0.01216688, 0.05281012, -0.05140929, 0.0210496, 0.0216445, 0.01008731, -0.02504377, 0.0355017, 0.01220184], 'channel_l2': [0.22472316, 0.20611404, 0.20257625, 0.11517145, 0.11123648, 0.18679467, 0.25563526, 0.20966685, 0.22192128, 0.34127015, 0.26761946, 0.20185739, 0.15710554, 0.23128067, 0.20674931, 0.24640001, 0.17075369, 0.15262657, 0.26304084, 0.21599445, 0.19769055, 0.29653037, 0.14499415, 0.20041175, 0.24229854, 0.26401338, 0.18574715, 0.12110736, 0.24141631], 'global_abs_mean': 0.09381036, 'global_l2': 1.16444445}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16444442, 'delta_l2': 0.23475284, 'delta_max_abs': 0.04353442, 'relative_delta': 0.20088872, 'changed': True}",2
20260519_1133_d351ce6c,3,subject=2,SignalJEPA_PreLocal,full,32,8,39,100,0.6688171029090881,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]","{'prediction_histogram': [2, 6], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 1}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.12432741, 0.08610635, 0.08094933, 0.05636103, 0.04296797, 0.1023155, 0.09546387, 0.09202744, 0.10623579, 0.16864215, 0.11565843, 0.08686379, 0.06740458, 0.1287623, 0.09452795, 0.12818922, 0.07184787, 0.07109808, 0.12770765, 0.09477708, 0.10200794, 0.13245484, 0.07329969, 0.09265622, 0.10275319, 0.09649056, 0.07914823, 0.04063695, 0.09671266], 'channel_signed_mean': [0.12432741, -0.05967336, 0.04966888, -0.03502049, 0.01802834, 0.04136992, 0.02822919, 0.04922439, 0.0108396, -0.02159014, 0.0409878, -0.03653806, 0.01485148, 0.09414706, 0.00368839, 0.10677543, -0.00111106, -0.04783792, 0.07220626, -0.00397388, -0.01883579, 0.05139463, -0.04419788, 0.02030155, 0.01367868, 0.01015936, -0.02846018, 0.02803149, 0.00375225], 'channel_l2': [0.27327481, 0.18291579, 0.19237278, 0.12352062, 0.11520296, 0.22603431, 0.20612526, 0.20011638, 0.21548043, 0.34782529, 0.25667548, 0.18858391, 0.15999645, 0.27012867, 0.21983084, 0.28285128, 0.17692713, 0.15224476, 0.27920198, 0.20754036, 0.21777178, 0.2939457, 0.14903329, 0.21116953, 0.22963454, 0.22280028, 0.17636773, 0.10566097, 0.21973579], 'global_abs_mean': 0.09511705, 'global_l2': 1.1713773}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.17137728, 'delta_l2': 0.21618996, 'delta_max_abs': 0.04278227, 'relative_delta': 0.18500362, 'changed': True}",2
20260519_1133_d351ce6c,4,subject=2,SignalJEPA_PreLocal,full,32,8,34,100,0.6608862280845642,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]","{'prediction_histogram': [6, 2], 'collapse_ratio': 0.75, 'collapse_threshold': 0.9, 'collapse_flag': False, 'majority_predicted_class': 0}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'weight_shape': [4, 29], 'channel_names': ['Fp1', 'Fp2', 'Fz', 'F3', 'F4', 'F7', 'F8', 'FCz', 'FC3', 'FC4', 'FT7', 'FT8', 'Cz', 'C3', 'C4', 'T7', 'T8', 'CP3', 'CP4', 'TP7', 'TP8', 'Pz', 'P3', 'P4', 'P7', 'P8', 'Oz', 'O1', 'O2'], 'channel_abs_mean': [0.12766632, 0.06978772, 0.07458095, 0.04575497, 0.02429419, 0.09360994, 0.12520003, 0.10309963, 0.09595089, 0.16335185, 0.11928649, 0.0970815, 0.06535645, 0.11809842, 0.08858857, 0.10690128, 0.07396382, 0.09082246, 0.11858518, 0.0969432, 0.0940853, 0.13832682, 0.09232523, 0.0891315, 0.09781928, 0.096127, 0.07541749, 0.04990682, 0.10320111], 'channel_signed_mean': [0.12766632, -0.04434461, 0.06062841, -0.00344473, 0.01584989, 0.03587898, 0.03053196, 0.06122555, 0.02372237, -0.00776306, 0.02390626, -0.06252364, 0.01160458, 0.08086272, 0.00321618, 0.0752949, 0.00415334, -0.09082246, 0.06658758, -0.01617317, -0.01757944, 0.04713359, -0.06538884, 0.02121212, 0.00820344, 0.00481739, -0.01538591, 0.02403066, 0.0101161], 'channel_l2': [0.27930748, 0.14842838, 0.19629438, 0.0923453, 0.06295919, 0.20304184, 0.27332374, 0.2243271, 0.19970435, 0.32830805, 0.26857564, 0.23184294, 0.15103194, 0.24623245, 0.20272432, 0.22396603, 0.18328771, 0.1984043, 0.2559118, 0.2179281, 0.20249321, 0.30318886, 0.19063006, 0.20605364, 0.22381815, 0.23848499, 0.1669288, 0.11811897, 0.22857907], 'global_abs_mean': 0.09431947, 'global_l2': 1.16802156}","{'available': True, 'parameter_name': 'spatial_conv.1.weight', 'shape': [4, 29], 'init_l2': 1.16857152, 'final_l2': 1.16802165, 'delta_l2': 0.23287837, 'delta_max_abs': 0.04534323, 'relative_delta': 0.19928466, 'changed': True}",2
