dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.75,0.75,"[2, 6]",0.75,False,1,0.13924945,0.02474825,0.11916211,True,0.56931895,0.98142915,16010
Liu2024_SourceMAT,1,2,0.5,0.5,"[6, 2]",0.75,False,0,0.15906873,0.02633923,0.13612238,True,0.58171478,0.97013887,16010
Liu2024_SourceMAT,1,3,0.375,0.375,"[3, 5]",0.625,False,1,0.14954133,0.0269697,0.12796934,True,0.59017771,0.97339609,16010
Liu2024_SourceMAT,1,4,0.625,0.625,"[5, 3]",0.625,False,0,0.1526959,0.02687368,0.13066885,True,0.60562495,0.95345611,16010
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.1609951,0.02675123,0.13777085,True,0.57849121,0.97408536,16010
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.14052705,0.02338347,0.12025541,True,0.82749344,0.60660729,16010
Liu2024_SourceMAT,2,2,0.625,0.625,"[1, 7]",0.875,False,1,0.14304155,0.02688496,0.12240718,True,0.62051027,0.93352068,16010
Liu2024_SourceMAT,2,3,0.75,0.75,"[4, 4]",0.5,False,0,0.14772548,0.02606735,0.12641544,True,0.68294346,0.85810172,16010
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.13853311,0.02522189,0.11854911,True,0.78623496,0.69046722,16010
Liu2024_SourceMAT,2,5,0.625,0.625,"[5, 3]",0.625,False,0,0.1398804,0.02605548,0.11970204,True,0.73535843,0.74452197,16010
Liu2024_SourceMAT,3,1,0.625,0.625,"[3, 5]",0.625,False,1,0.18104745,0.0269386,0.15493057,True,0.65145614,0.87236361,16010
Liu2024_SourceMAT,3,2,0.625,0.625,"[7, 1]",0.875,False,0,0.17061678,0.02697977,0.14600457,True,0.66068872,0.89422017,16010
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.18848057,0.02703148,0.16129143,True,0.66082793,0.91350664,16010
Liu2024_SourceMAT,3,4,0.625,0.625,"[5, 3]",0.625,False,0,0.16512302,0.02677273,0.1413033,True,0.59677145,0.96021255,16010
Liu2024_SourceMAT,3,5,0.75,0.75,"[4, 4]",0.5,False,0,0.17276888,0.02696285,0.14784622,True,0.63095763,0.92963803,16010
Liu2024_SourceMAT,4,1,0.625,0.625,"[3, 5]",0.625,False,1,0.1598145,0.02755874,0.13676057,True,0.75448073,0.75018036,16010
Liu2024_SourceMAT,4,2,0.75,0.75,"[4, 4]",0.5,False,0,0.1747915,0.02701236,0.14957706,True,0.61636107,0.92571342,16010
Liu2024_SourceMAT,4,3,0.875,0.875,"[3, 5]",0.625,False,1,0.15223413,0.02763658,0.13027369,True,0.65850911,0.91091656,16010
Liu2024_SourceMAT,4,4,0.875,0.875,"[3, 5]",0.625,False,1,0.19255079,0.0280522,0.1647745,True,0.74685524,0.78587188,16010
Liu2024_SourceMAT,4,5,0.5,0.5,"[6, 2]",0.75,False,0,0.15771852,0.02689202,0.13496694,True,0.73102611,0.78969151,16010
Liu2024_SourceMAT,5,1,0.5,0.5,"[6, 2]",0.75,False,0,0.17821868,0.02767198,0.15250986,True,0.55569702,0.98636102,16010
Liu2024_SourceMAT,5,2,0.75,0.75,"[4, 4]",0.5,False,0,0.17403365,0.02688165,0.14892854,True,0.53889664,0.99401512,16010
Liu2024_SourceMAT,5,3,0.75,0.75,"[4, 4]",0.5,False,0,0.18546499,0.02699889,0.15871086,True,0.53840825,0.99430273,16010
Liu2024_SourceMAT,5,4,0.375,0.375,"[7, 1]",0.875,False,0,0.17636957,0.02750571,0.1509275,True,0.52378216,0.99725372,16010
Liu2024_SourceMAT,5,5,0.625,0.625,"[7, 1]",0.875,False,0,0.17861189,0.0268359,0.15284635,True,0.54249784,0.99092661,16010
Liu2024_SourceMAT,6,1,0.5,0.5,"[6, 2]",0.75,False,0,0.16732148,0.02737985,0.14318463,True,0.67594589,0.87823377,16010
Liu2024_SourceMAT,6,2,0.75,0.75,"[4, 4]",0.5,False,0,0.16361182,0.0280325,0.14001011,True,0.68622764,0.83441497,16010
Liu2024_SourceMAT,6,3,0.25,0.25,"[4, 4]",0.5,False,0,0.16767063,0.02755141,0.14348341,True,0.65814275,0.86957875,16010
Liu2024_SourceMAT,6,4,0.375,0.375,"[5, 3]",0.625,False,0,0.16316654,0.02688046,0.13962906,True,0.62260389,0.93235955,16010
Liu2024_SourceMAT,6,5,0.625,0.625,"[3, 5]",0.625,False,1,0.15174598,0.02584434,0.12985596,True,0.66021086,0.88432534,16010
Liu2024_SourceMAT,7,1,0.5,0.5,"[6, 2]",0.75,False,0,0.14849936,0.02621469,0.12707768,True,0.61387592,0.95089706,16010
Liu2024_SourceMAT,7,2,0.5,0.5,"[6, 2]",0.75,False,0,0.18904106,0.02791135,0.16177107,True,0.64994574,0.88688062,16010
Liu2024_SourceMAT,7,3,0.625,0.625,"[3, 5]",0.625,False,1,0.17876259,0.0275588,0.15297531,True,0.66680216,0.88240853,16010
Liu2024_SourceMAT,7,4,0.375,0.375,"[5, 3]",0.625,False,0,0.17913434,0.02656964,0.15329343,True,0.57930647,0.97630364,16010
Liu2024_SourceMAT,7,5,0.375,0.375,"[5, 3]",0.625,False,0,0.17109544,0.02754176,0.14641418,True,0.6049574,0.94598856,16010
Liu2024_SourceMAT,8,1,0.75,0.75,"[2, 6]",0.75,False,1,0.14715328,0.02787223,0.12592578,True,0.74540827,0.74214179,16010
