dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.75,0.75,"[2, 6]",0.75,False,1,0.14270767,0.02509686,0.12212147,True,0.58972459,0.97214839,16010
Liu2024_SourceMAT,1,2,0.5,0.5,"[6, 2]",0.75,False,0,0.16698699,0.02780229,0.14289839,True,0.60707361,0.94151467,16010
Liu2024_SourceMAT,1,3,0.375,0.375,"[3, 5]",0.625,False,1,0.15912691,0.02821562,0.13617216,True,0.61975621,0.94929813,16010
Liu2024_SourceMAT,1,4,0.5,0.5,"[6, 2]",0.75,False,0,0.15906092,0.02797126,0.13611569,True,0.63886559,0.92507397,16010
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.16491606,0.02766564,0.1411262,True,0.59598541,0.96110398,16010
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.13998585,0.0242276,0.11979228,True,0.86582358,0.50881381,16010
Liu2024_SourceMAT,2,2,0.625,0.625,"[1, 7]",0.875,False,1,0.15329591,0.02784631,0.13118231,True,0.64100079,0.90479453,16010
Liu2024_SourceMAT,2,3,0.625,0.625,"[3, 5]",0.625,False,1,0.1517096,0.02737112,0.12982483,True,0.71070012,0.81875093,16010
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.1432069,0.02639408,0.12254868,True,0.81820756,0.60905135,16010
Liu2024_SourceMAT,2,5,0.5,0.5,"[4, 4]",0.5,False,0,0.14283206,0.02677877,0.12222791,True,0.76893149,0.68316499,16010
Liu2024_SourceMAT,3,1,0.625,0.625,"[3, 5]",0.625,False,1,0.18853488,0.02777438,0.1613379,True,0.68950697,0.82542208,16010
Liu2024_SourceMAT,3,2,0.625,0.625,"[7, 1]",0.875,False,0,0.17524673,0.02817691,0.14996663,True,0.69096132,0.84580896,16010
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.19407909,0.02809574,0.16608234,True,0.69629168,0.87008219,16010
Liu2024_SourceMAT,3,4,0.75,0.75,"[4, 4]",0.5,False,0,0.16708946,0.02776682,0.14298608,True,0.6027927,0.95198892,16010
Liu2024_SourceMAT,3,5,0.75,0.75,"[4, 4]",0.5,False,0,0.17623692,0.02797845,0.15081398,True,0.67076441,0.88923329,16010
Liu2024_SourceMAT,4,1,0.625,0.625,"[3, 5]",0.625,False,1,0.1647343,0.02853327,0.14097066,True,0.79729163,0.65125756,16010
Liu2024_SourceMAT,4,2,0.75,0.75,"[4, 4]",0.5,False,0,0.17852906,0.02791046,0.15277547,True,0.63850138,0.89554945,16010
Liu2024_SourceMAT,4,3,0.875,0.875,"[3, 5]",0.625,False,1,0.15410637,0.02859774,0.13187586,True,0.69996603,0.85818765,16010
Liu2024_SourceMAT,4,4,0.875,0.875,"[3, 5]",0.625,False,1,0.20208292,0.02917448,0.17293158,True,0.80908913,0.66089495,16010
Liu2024_SourceMAT,4,5,0.5,0.5,"[6, 2]",0.75,False,0,0.16283469,0.02752355,0.13934508,True,0.78339386,0.6910537,16010
Liu2024_SourceMAT,5,1,0.5,0.5,"[6, 2]",0.75,False,0,0.18533178,0.02872024,0.15859687,True,0.5725016,0.97685472,16010
Liu2024_SourceMAT,5,2,0.75,0.75,"[4, 4]",0.5,False,0,0.17688104,0.02803028,0.15136518,True,0.5481209,0.99091779,16010
Liu2024_SourceMAT,5,3,0.75,0.75,"[4, 4]",0.5,False,0,0.1907041,0.02806118,0.1631942,True,0.54897206,0.99089061,16010
Liu2024_SourceMAT,5,4,0.375,0.375,"[7, 1]",0.875,False,0,0.17914039,0.02836655,0.15329861,True,0.52856646,0.9959716,16010
Liu2024_SourceMAT,5,5,0.625,0.625,"[7, 1]",0.875,False,0,0.18425016,0.02817593,0.15767127,True,0.55621135,0.98494853,16010
Liu2024_SourceMAT,6,1,0.5,0.5,"[6, 2]",0.75,False,0,0.17194486,0.02832547,0.14714107,True,0.70633132,0.83203413,16010
Liu2024_SourceMAT,6,2,0.75,0.75,"[4, 4]",0.5,False,0,0.16406256,0.02878579,0.14039582,True,0.71884526,0.77570447,16010
Liu2024_SourceMAT,6,3,0.25,0.25,"[4, 4]",0.5,False,0,0.17052566,0.02819356,0.14592659,True,0.67233761,0.84180855,16010
Liu2024_SourceMAT,6,4,0.25,0.25,"[4, 4]",0.5,False,0,0.16893358,0.02789596,0.14456417,True,0.65106213,0.89238027,16010
Liu2024_SourceMAT,6,5,0.625,0.625,"[3, 5]",0.625,False,1,0.15220947,0.02658697,0.1302526,True,0.69388419,0.83754933,16010
Liu2024_SourceMAT,7,1,0.5,0.5,"[6, 2]",0.75,False,0,0.15254174,0.02718048,0.13053693,True,0.66465605,0.90243524,16010
Liu2024_SourceMAT,7,2,0.5,0.5,"[6, 2]",0.75,False,0,0.19442256,0.02900429,0.16637626,True,0.68352836,0.82784477,16010
Liu2024_SourceMAT,7,3,0.625,0.625,"[3, 5]",0.625,False,1,0.18615853,0.02862331,0.15930435,True,0.7094707,0.80859472,16010
Liu2024_SourceMAT,7,4,0.375,0.375,"[5, 3]",0.625,False,0,0.18620034,0.02797684,0.15934013,True,0.59514039,0.96151676,16010
Liu2024_SourceMAT,7,5,0.5,0.5,"[4, 4]",0.5,False,0,0.17592557,0.0286454,0.15054754,True,0.63615422,0.91540485,16010
Liu2024_SourceMAT,8,1,0.75,0.75,"[2, 6]",0.75,False,1,0.14383642,0.0288966,0.12308739,True,0.78479281,0.6624909,16010
Liu2024_SourceMAT,8,2,0.875,0.875,"[5, 3]",0.625,False,0,0.12330047,0.02566921,0.10551384,True,0.85856196,0.54793911,16010
Liu2024_SourceMAT,8,3,0.875,0.875,"[3, 5]",0.625,False,1,0.1215917,0.02746406,0.10405157,True,0.77587207,0.64126304,16010
Liu2024_SourceMAT,8,4,0.75,0.75,"[4, 4]",0.5,False,0,0.15940393,0.02846069,0.13640922,True,0.7893135,0.60108782,16010
Liu2024_SourceMAT,8,5,0.75,0.75,"[4, 4]",0.5,False,0,0.14697549,0.02844533,0.12577364,True,0.80685278,0.52302018,16010
Liu2024_SourceMAT,9,1,0.75,0.75,"[6, 2]",0.75,False,0,0.15846659,0.02685108,0.1356071,True,0.63483704,0.92464499,16010
Liu2024_SourceMAT,9,2,0.625,0.625,"[3, 5]",0.625,False,1,0.16148216,0.02794563,0.13818765,True,0.67250106,0.81965538,16010
Liu2024_SourceMAT,9,3,0.625,0.625,"[5, 3]",0.625,False,0,0.15852776,0.02840433,0.13565944,True,0.62561449,0.93097891,16010
