pretrained_mode,strategy,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,mean_confidence,mean_normalized_prediction_entropy,collapse_rate,n_folds_total,n_subjects
from_pretrained,new,0.5485,0.15631053044408375,54.85,15.631053044408374,0.5485,0.15631053044408375,54.85,15.631053044408374,0.54909199564,0.96826484816,0.428,250,50
