subject_id,fold_id,method,accuracy,balanced_accuracy,outer_test_used_for_center,outer_test_used_for_fit,outer_test_used_for_selection
sub-33,1,riemannian_recentered,0.5,0.5,False,False,False
sub-33,2,target_only,0.25,0.25,False,False,False
sub-33,2,pooled_unaligned,0.5,0.5,False,False,False
sub-33,2,riemannian_recentered,0.875,0.875,False,False,False
sub-33,3,target_only,0.625,0.625,False,False,False
sub-33,3,pooled_unaligned,0.375,0.375,False,False,False
sub-33,3,riemannian_recentered,0.25,0.25,False,False,False
sub-33,4,target_only,0.125,0.125,False,False,False
sub-33,4,pooled_unaligned,0.25,0.25,False,False,False
sub-33,4,riemannian_recentered,0.375,0.375,False,False,False
sub-34,0,target_only,0.25,0.25,False,False,False
sub-34,0,pooled_unaligned,0.375,0.375,False,False,False
sub-34,0,riemannian_recentered,0.5,0.5,False,False,False
sub-34,1,target_only,0.625,0.625,False,False,False
sub-34,1,pooled_unaligned,0.5,0.5,False,False,False
sub-34,1,riemannian_recentered,0.5,0.5,False,False,False
sub-34,2,target_only,0.5,0.5,False,False,False
sub-34,2,pooled_unaligned,0.5,0.5,False,False,False
sub-34,2,riemannian_recentered,0.5,0.5,False,False,False
sub-34,3,target_only,0.875,0.875,False,False,False
sub-34,3,pooled_unaligned,0.625,0.625,False,False,False
sub-34,3,riemannian_recentered,0.5,0.5,False,False,False
sub-34,4,target_only,0.5,0.5,False,False,False
sub-34,4,pooled_unaligned,0.625,0.625,False,False,False
sub-34,4,riemannian_recentered,0.5,0.5,False,False,False
sub-35,0,target_only,0.25,0.25,False,False,False
sub-35,0,pooled_unaligned,0.625,0.625,False,False,False
sub-35,0,riemannian_recentered,0.5,0.5,False,False,False
sub-35,1,target_only,0.5,0.5,False,False,False
sub-35,1,pooled_unaligned,0.5,0.5,False,False,False
sub-35,1,riemannian_recentered,0.5,0.5,False,False,False
sub-35,2,target_only,0.375,0.375,False,False,False
sub-35,2,pooled_unaligned,0.375,0.375,False,False,False
sub-35,2,riemannian_recentered,0.375,0.375,False,False,False
sub-35,3,target_only,0.5,0.5,False,False,False
sub-35,3,pooled_unaligned,0.625,0.625,False,False,False
sub-35,3,riemannian_recentered,0.375,0.375,False,False,False
sub-35,4,target_only,0.5,0.5,False,False,False
sub-35,4,pooled_unaligned,0.625,0.625,False,False,False
sub-35,4,riemannian_recentered,0.625,0.625,False,False,False
sub-36,0,target_only,0.25,0.25,False,False,False
sub-36,0,pooled_unaligned,0.5,0.5,False,False,False
sub-36,0,riemannian_recentered,0.5,0.5,False,False,False
sub-36,1,target_only,0.5,0.5,False,False,False
sub-36,1,pooled_unaligned,0.625,0.625,False,False,False
sub-36,1,riemannian_recentered,0.75,0.75,False,False,False
sub-36,2,target_only,0.25,0.25,False,False,False
sub-36,2,pooled_unaligned,0.625,0.625,False,False,False
sub-36,2,riemannian_recentered,0.5,0.5,False,False,False
sub-36,3,target_only,0.875,0.875,False,False,False
sub-36,3,pooled_unaligned,0.5,0.5,False,False,False
sub-36,3,riemannian_recentered,0.25,0.25,False,False,False
sub-36,4,target_only,0.625,0.625,False,False,False
sub-36,4,pooled_unaligned,0.5,0.5,False,False,False
sub-36,4,riemannian_recentered,0.375,0.375,False,False,False
sub-37,0,target_only,0.625,0.625,False,False,False
sub-37,0,pooled_unaligned,0.625,0.625,False,False,False
sub-37,0,riemannian_recentered,0.625,0.625,False,False,False
sub-37,1,target_only,0.625,0.625,False,False,False
sub-37,1,pooled_unaligned,0.5,0.5,False,False,False
sub-37,1,riemannian_recentered,0.75,0.75,False,False,False
sub-37,2,target_only,0.625,0.625,False,False,False
sub-37,2,pooled_unaligned,0.5,0.5,False,False,False
sub-37,2,riemannian_recentered,0.875,0.875,False,False,False
sub-37,3,target_only,0.625,0.625,False,False,False
sub-37,3,pooled_unaligned,0.625,0.625,False,False,False
sub-37,3,riemannian_recentered,0.625,0.625,False,False,False
sub-37,4,target_only,0.75,0.75,False,False,False
sub-37,4,pooled_unaligned,0.875,0.875,False,False,False
sub-37,4,riemannian_recentered,0.75,0.75,False,False,False
sub-38,0,target_only,0.625,0.625,False,False,False
sub-38,0,pooled_unaligned,0.5,0.5,False,False,False
sub-38,0,riemannian_recentered,0.875,0.875,False,False,False
sub-38,1,target_only,1.0,1.0,False,False,False
sub-38,1,pooled_unaligned,0.5,0.5,False,False,False
sub-38,1,riemannian_recentered,0.75,0.75,False,False,False
sub-38,2,target_only,0.5,0.5,False,False,False
sub-38,2,pooled_unaligned,0.5,0.5,False,False,False
sub-38,2,riemannian_recentered,0.875,0.875,False,False,False
sub-38,3,target_only,0.625,0.625,False,False,False
sub-38,3,pooled_unaligned,0.625,0.625,False,False,False
sub-38,3,riemannian_recentered,0.875,0.875,False,False,False
sub-38,4,target_only,0.5,0.5,False,False,False
sub-38,4,pooled_unaligned,0.625,0.625,False,False,False
sub-38,4,riemannian_recentered,0.75,0.75,False,False,False
sub-39,0,target_only,0.25,0.25,False,False,False
sub-39,0,pooled_unaligned,0.5,0.5,False,False,False
sub-39,0,riemannian_recentered,0.875,0.875,False,False,False
sub-39,1,target_only,0.625,0.625,False,False,False
sub-39,1,pooled_unaligned,0.5,0.5,False,False,False
sub-39,1,riemannian_recentered,0.625,0.625,False,False,False
sub-39,2,target_only,0.5,0.5,False,False,False
sub-39,2,pooled_unaligned,0.75,0.75,False,False,False
sub-39,2,riemannian_recentered,0.75,0.75,False,False,False
sub-39,3,target_only,0.5,0.5,False,False,False
sub-39,3,pooled_unaligned,0.5,0.5,False,False,False
sub-39,3,riemannian_recentered,0.5,0.5,False,False,False
sub-39,4,target_only,0.75,0.75,False,False,False
sub-39,4,pooled_unaligned,0.75,0.75,False,False,False
sub-39,4,riemannian_recentered,0.625,0.625,False,False,False
sub-40,0,target_only,0.25,0.25,False,False,False
sub-40,0,pooled_unaligned,0.375,0.375,False,False,False
sub-40,0,riemannian_recentered,0.25,0.25,False,False,False
sub-40,1,target_only,0.75,0.75,False,False,False
sub-40,1,pooled_unaligned,0.5,0.5,False,False,False
sub-40,1,riemannian_recentered,0.5,0.5,False,False,False
sub-40,2,target_only,1.0,1.0,False,False,False
sub-40,2,pooled_unaligned,0.75,0.75,False,False,False
sub-40,2,riemannian_recentered,0.875,0.875,False,False,False
sub-40,3,target_only,0.875,0.875,False,False,False
sub-40,3,pooled_unaligned,0.5,0.5,False,False,False
sub-40,3,riemannian_recentered,0.625,0.625,False,False,False
sub-40,4,target_only,0.875,0.875,False,False,False
sub-40,4,pooled_unaligned,0.75,0.75,False,False,False
sub-40,4,riemannian_recentered,0.875,0.875,False,False,False
sub-41,0,target_only,0.375,0.375,False,False,False
sub-41,0,pooled_unaligned,0.375,0.375,False,False,False
sub-41,0,riemannian_recentered,0.5,0.5,False,False,False
sub-41,1,target_only,0.5,0.5,False,False,False
sub-41,1,pooled_unaligned,0.5,0.5,False,False,False
sub-41,1,riemannian_recentered,0.5,0.5,False,False,False
sub-41,2,target_only,0.375,0.375,False,False,False
sub-41,2,pooled_unaligned,0.5,0.5,False,False,False
sub-41,2,riemannian_recentered,0.625,0.625,False,False,False
sub-41,3,target_only,0.25,0.25,False,False,False
sub-41,3,pooled_unaligned,0.5,0.5,False,False,False
sub-41,3,riemannian_recentered,0.375,0.375,False,False,False
sub-41,4,target_only,0.625,0.625,False,False,False
sub-41,4,pooled_unaligned,0.625,0.625,False,False,False
sub-41,4,riemannian_recentered,0.5,0.5,False,False,False
sub-42,0,target_only,0.5,0.5,False,False,False
sub-42,0,pooled_unaligned,0.75,0.75,False,False,False
sub-42,0,riemannian_recentered,0.75,0.75,False,False,False
sub-42,1,target_only,0.5,0.5,False,False,False
sub-42,1,pooled_unaligned,0.875,0.875,False,False,False
sub-42,1,riemannian_recentered,0.875,0.875,False,False,False
sub-42,2,target_only,0.625,0.625,False,False,False
sub-42,2,pooled_unaligned,0.375,0.375,False,False,False
sub-42,2,riemannian_recentered,0.5,0.5,False,False,False
sub-42,3,target_only,0.5,0.5,False,False,False
sub-42,3,pooled_unaligned,0.75,0.75,False,False,False
sub-42,3,riemannian_recentered,0.625,0.625,False,False,False
sub-42,4,target_only,0.625,0.625,False,False,False
sub-42,4,pooled_unaligned,0.625,0.625,False,False,False
sub-42,4,riemannian_recentered,0.625,0.625,False,False,False
sub-43,0,target_only,0.375,0.375,False,False,False
sub-43,0,pooled_unaligned,0.625,0.625,False,False,False
sub-43,0,riemannian_recentered,0.625,0.625,False,False,False
sub-43,1,target_only,0.5,0.5,False,False,False
sub-43,1,pooled_unaligned,0.875,0.875,False,False,False
sub-43,1,riemannian_recentered,0.5,0.5,False,False,False
sub-43,2,target_only,0.375,0.375,False,False,False
sub-43,2,pooled_unaligned,0.25,0.25,False,False,False
sub-43,2,riemannian_recentered,0.25,0.25,False,False,False
sub-43,3,target_only,0.625,0.625,False,False,False
sub-43,3,pooled_unaligned,0.375,0.375,False,False,False
sub-43,3,riemannian_recentered,0.375,0.375,False,False,False
sub-43,4,target_only,0.5,0.5,False,False,False
sub-43,4,pooled_unaligned,0.5,0.5,False,False,False
sub-43,4,riemannian_recentered,0.5,0.5,False,False,False
sub-44,0,target_only,0.375,0.375,False,False,False
sub-44,0,pooled_unaligned,0.375,0.375,False,False,False
sub-44,0,riemannian_recentered,0.375,0.375,False,False,False
sub-44,1,target_only,0.875,0.875,False,False,False
sub-44,1,pooled_unaligned,0.625,0.625,False,False,False
sub-44,1,riemannian_recentered,0.75,0.75,False,False,False
sub-44,2,target_only,0.5,0.5,False,False,False
sub-44,2,pooled_unaligned,0.625,0.625,False,False,False
sub-44,2,riemannian_recentered,0.75,0.75,False,False,False
sub-44,3,target_only,0.875,0.875,False,False,False
sub-44,3,pooled_unaligned,0.875,0.875,False,False,False
sub-44,3,riemannian_recentered,0.875,0.875,False,False,False
sub-44,4,target_only,0.625,0.625,False,False,False
sub-44,4,pooled_unaligned,0.625,0.625,False,False,False
sub-44,4,riemannian_recentered,0.75,0.75,False,False,False
sub-45,0,target_only,0.625,0.625,False,False,False
sub-45,0,pooled_unaligned,0.25,0.25,False,False,False
sub-45,0,riemannian_recentered,0.25,0.25,False,False,False
sub-45,1,target_only,1.0,1.0,False,False,False
sub-45,1,pooled_unaligned,0.375,0.375,False,False,False
sub-45,1,riemannian_recentered,0.625,0.625,False,False,False
sub-45,2,target_only,0.5,0.5,False,False,False
sub-45,2,pooled_unaligned,0.625,0.625,False,False,False
sub-45,2,riemannian_recentered,0.375,0.375,False,False,False
sub-45,3,target_only,0.5,0.5,False,False,False
sub-45,3,pooled_unaligned,0.375,0.375,False,False,False
sub-45,3,riemannian_recentered,0.375,0.375,False,False,False
sub-45,4,target_only,0.875,0.875,False,False,False
sub-45,4,pooled_unaligned,0.5,0.5,False,False,False
sub-45,4,riemannian_recentered,0.625,0.625,False,False,False
sub-46,0,target_only,0.5,0.5,False,False,False
sub-46,0,pooled_unaligned,0.75,0.75,False,False,False
sub-46,0,riemannian_recentered,0.75,0.75,False,False,False
sub-46,1,target_only,0.375,0.375,False,False,False
sub-46,1,pooled_unaligned,0.625,0.625,False,False,False
sub-46,1,riemannian_recentered,0.625,0.625,False,False,False
sub-46,2,target_only,0.25,0.25,False,False,False
sub-46,2,pooled_unaligned,0.75,0.75,False,False,False
sub-46,2,riemannian_recentered,0.625,0.625,False,False,False
sub-46,3,target_only,1.0,1.0,False,False,False
sub-46,3,pooled_unaligned,0.5,0.5,False,False,False
sub-46,3,riemannian_recentered,0.625,0.625,False,False,False
sub-46,4,target_only,0.75,0.75,False,False,False
sub-46,4,pooled_unaligned,0.75,0.75,False,False,False
sub-46,4,riemannian_recentered,0.625,0.625,False,False,False
sub-47,0,target_only,0.125,0.125,False,False,False
sub-47,0,pooled_unaligned,0.375,0.375,False,False,False
sub-47,0,riemannian_recentered,0.25,0.25,False,False,False
sub-47,1,target_only,0.5,0.5,False,False,False
sub-47,1,pooled_unaligned,0.5,0.5,False,False,False
sub-47,1,riemannian_recentered,0.375,0.375,False,False,False
sub-47,2,target_only,0.75,0.75,False,False,False
sub-47,2,pooled_unaligned,0.375,0.375,False,False,False
sub-47,2,riemannian_recentered,0.875,0.875,False,False,False
sub-47,3,target_only,0.625,0.625,False,False,False
sub-47,3,pooled_unaligned,0.25,0.25,False,False,False
sub-47,3,riemannian_recentered,0.25,0.25,False,False,False
sub-47,4,target_only,0.5,0.5,False,False,False
sub-47,4,pooled_unaligned,0.75,0.75,False,False,False
sub-47,4,riemannian_recentered,0.875,0.875,False,False,False
sub-48,0,target_only,0.25,0.25,False,False,False
sub-48,0,pooled_unaligned,0.625,0.625,False,False,False
sub-48,0,riemannian_recentered,0.75,0.75,False,False,False
sub-48,1,target_only,0.625,0.625,False,False,False
sub-48,1,pooled_unaligned,0.625,0.625,False,False,False
sub-48,1,riemannian_recentered,0.5,0.5,False,False,False
sub-48,2,target_only,0.625,0.625,False,False,False
sub-48,2,pooled_unaligned,0.25,0.25,False,False,False
sub-48,2,riemannian_recentered,0.25,0.25,False,False,False
sub-48,3,target_only,0.75,0.75,False,False,False
sub-48,3,pooled_unaligned,0.5,0.5,False,False,False
sub-48,3,riemannian_recentered,0.25,0.25,False,False,False
sub-48,4,target_only,0.375,0.375,False,False,False
sub-48,4,pooled_unaligned,0.5,0.5,False,False,False
sub-48,4,riemannian_recentered,0.5,0.5,False,False,False
sub-49,0,target_only,0.875,0.875,False,False,False
sub-49,0,pooled_unaligned,0.5,0.5,False,False,False
sub-49,0,riemannian_recentered,0.875,0.875,False,False,False
sub-49,1,target_only,0.625,0.625,False,False,False
sub-49,1,pooled_unaligned,0.375,0.375,False,False,False
sub-49,1,riemannian_recentered,0.5,0.5,False,False,False
sub-49,2,target_only,0.75,0.75,False,False,False
sub-49,2,pooled_unaligned,0.75,0.75,False,False,False
sub-49,2,riemannian_recentered,0.75,0.75,False,False,False
sub-49,3,target_only,0.75,0.75,False,False,False
sub-49,3,pooled_unaligned,0.5,0.5,False,False,False
sub-49,3,riemannian_recentered,0.25,0.25,False,False,False
sub-49,4,target_only,0.5,0.5,False,False,False
sub-49,4,pooled_unaligned,0.625,0.625,False,False,False
sub-49,4,riemannian_recentered,0.75,0.75,False,False,False
sub-50,0,target_only,0.75,0.75,False,False,False
sub-50,0,pooled_unaligned,0.375,0.375,False,False,False
sub-50,0,riemannian_recentered,0.25,0.25,False,False,False
sub-50,1,target_only,0.5,0.5,False,False,False
sub-50,1,pooled_unaligned,0.625,0.625,False,False,False
sub-50,1,riemannian_recentered,0.75,0.75,False,False,False
sub-50,2,target_only,0.75,0.75,False,False,False
sub-50,2,pooled_unaligned,0.75,0.75,False,False,False
sub-50,2,riemannian_recentered,0.75,0.75,False,False,False
sub-50,3,target_only,1.0,1.0,False,False,False
sub-50,3,pooled_unaligned,0.5,0.5,False,False,False
sub-50,3,riemannian_recentered,0.25,0.25,False,False,False
sub-50,4,target_only,0.375,0.375,False,False,False
sub-50,4,pooled_unaligned,0.75,0.75,False,False,False
sub-50,4,riemannian_recentered,0.875,0.875,False,False,False
