target_subject,fold_id,method,view_id,n_fit_trials,training_margin_scale,fit_scope
sub-01,0,target_only,1s_0s_8-12Hz,32,5.893513244010382,method_training_only
sub-01,0,pooled_unaligned,1s_0s_8-12Hz,1992,0.2880520023480723,method_training_only
sub-01,0,riemannian_recentered,1s_0s_8-12Hz,1992,0.3353871737380437,method_training_only
sub-01,0,target_only,1s_0s_13-20Hz,32,4.809743273449218,method_training_only
sub-01,0,pooled_unaligned,1s_0s_13-20Hz,1992,0.2793882204345636,method_training_only
sub-01,0,riemannian_recentered,1s_0s_13-20Hz,1992,0.3169228319009546,method_training_only
sub-01,0,target_only,1s_0s_20-30Hz,32,8.734690584306811,method_training_only
sub-01,0,pooled_unaligned,1s_0s_20-30Hz,1992,0.3178852290023393,method_training_only
sub-01,0,riemannian_recentered,1s_0s_20-30Hz,1992,0.3580100272711817,method_training_only
sub-01,0,target_only,1s_0s_8-30Hz,32,4.879113473477531,method_training_only
sub-01,0,pooled_unaligned,1s_0s_8-30Hz,1992,0.2724379021365109,method_training_only
sub-01,0,riemannian_recentered,1s_0s_8-30Hz,1992,0.3526601388752878,method_training_only
sub-01,0,target_only,1s_1s_8-12Hz,32,6.772150201680262,method_training_only
sub-01,0,pooled_unaligned,1s_1s_8-12Hz,1992,0.2764675578720102,method_training_only
sub-01,0,riemannian_recentered,1s_1s_8-12Hz,1992,0.32276260272256824,method_training_only
sub-01,0,target_only,1s_1s_13-20Hz,32,4.433478937297517,method_training_only
sub-01,0,pooled_unaligned,1s_1s_13-20Hz,1992,0.3235123692214056,method_training_only
sub-01,0,riemannian_recentered,1s_1s_13-20Hz,1992,0.35756791735697063,method_training_only
sub-01,0,target_only,1s_1s_20-30Hz,32,6.540318738304976,method_training_only
sub-01,0,pooled_unaligned,1s_1s_20-30Hz,1992,0.29924538292116887,method_training_only
sub-01,0,riemannian_recentered,1s_1s_20-30Hz,1992,0.3410167936696011,method_training_only
sub-01,0,target_only,1s_1s_8-30Hz,32,4.239733742628724,method_training_only
sub-01,0,pooled_unaligned,1s_1s_8-30Hz,1992,0.29932437079309016,method_training_only
sub-01,0,riemannian_recentered,1s_1s_8-30Hz,1992,0.35328775477924934,method_training_only
sub-01,0,target_only,1s_2s_8-12Hz,32,7.722964674118687,method_training_only
sub-01,0,pooled_unaligned,1s_2s_8-12Hz,1992,0.27393956858237073,method_training_only
sub-01,0,riemannian_recentered,1s_2s_8-12Hz,1992,0.3179859768757898,method_training_only
sub-01,0,target_only,1s_2s_13-20Hz,32,5.841527031635258,method_training_only
sub-01,0,pooled_unaligned,1s_2s_13-20Hz,1992,0.2879484443611402,method_training_only
sub-01,0,riemannian_recentered,1s_2s_13-20Hz,1992,0.36469676034978904,method_training_only
sub-01,0,target_only,1s_2s_20-30Hz,32,8.85392740221819,method_training_only
sub-01,0,pooled_unaligned,1s_2s_20-30Hz,1992,0.26564672414867685,method_training_only
sub-01,0,riemannian_recentered,1s_2s_20-30Hz,1992,0.32424192781971145,method_training_only
sub-01,0,target_only,1s_2s_8-30Hz,32,6.371076824530145,method_training_only
sub-01,0,pooled_unaligned,1s_2s_8-30Hz,1992,0.2946395349800077,method_training_only
sub-01,0,riemannian_recentered,1s_2s_8-30Hz,1992,0.3641954165240513,method_training_only
sub-01,0,target_only,1s_3s_8-12Hz,32,4.793355703732229,method_training_only
sub-01,0,pooled_unaligned,1s_3s_8-12Hz,1992,0.2576482414511424,method_training_only
sub-01,0,riemannian_recentered,1s_3s_8-12Hz,1992,0.2871701202355876,method_training_only
sub-01,0,target_only,1s_3s_13-20Hz,32,8.392121126666819,method_training_only
sub-01,0,pooled_unaligned,1s_3s_13-20Hz,1992,0.27417905388879904,method_training_only
sub-01,0,riemannian_recentered,1s_3s_13-20Hz,1992,0.3004715319917398,method_training_only
sub-01,0,target_only,1s_3s_20-30Hz,32,5.634267521291138,method_training_only
sub-01,0,pooled_unaligned,1s_3s_20-30Hz,1992,0.23955877316350785,method_training_only
sub-01,0,riemannian_recentered,1s_3s_20-30Hz,1992,0.2802049846398791,method_training_only
sub-01,0,target_only,1s_3s_8-30Hz,32,6.070075199964521,method_training_only
sub-01,0,pooled_unaligned,1s_3s_8-30Hz,1992,0.23071135741766935,method_training_only
sub-01,0,riemannian_recentered,1s_3s_8-30Hz,1992,0.27834917224023964,method_training_only
sub-01,0,target_only,2s_0s_8-12Hz,32,5.679358279153955,method_training_only
sub-01,0,pooled_unaligned,2s_0s_8-12Hz,1992,0.28519720828584294,method_training_only
sub-01,0,riemannian_recentered,2s_0s_8-12Hz,1992,0.36187157226734945,method_training_only
sub-01,0,target_only,2s_0s_13-20Hz,32,4.760246487603854,method_training_only
sub-01,0,pooled_unaligned,2s_0s_13-20Hz,1992,0.2921406013611678,method_training_only
sub-01,0,riemannian_recentered,2s_0s_13-20Hz,1992,0.3613088245184619,method_training_only
sub-01,0,target_only,2s_0s_20-30Hz,32,9.46413071853529,method_training_only
sub-01,0,pooled_unaligned,2s_0s_20-30Hz,1992,0.29497085067756246,method_training_only
sub-01,0,riemannian_recentered,2s_0s_20-30Hz,1992,0.3582599285794346,method_training_only
sub-01,0,target_only,2s_0s_8-30Hz,32,4.031659151025934,method_training_only
sub-01,0,pooled_unaligned,2s_0s_8-30Hz,1992,0.295266056851448,method_training_only
sub-01,0,riemannian_recentered,2s_0s_8-30Hz,1992,0.3828104812937977,method_training_only
sub-01,0,target_only,2s_1s_8-12Hz,32,5.336583002727922,method_training_only
sub-01,0,pooled_unaligned,2s_1s_8-12Hz,1992,0.25948405325593116,method_training_only
sub-01,0,riemannian_recentered,2s_1s_8-12Hz,1992,0.30316049621949753,method_training_only
sub-01,0,target_only,2s_1s_13-20Hz,32,4.828104433336789,method_training_only
sub-01,0,pooled_unaligned,2s_1s_13-20Hz,1992,0.2865359257340798,method_training_only
sub-01,0,riemannian_recentered,2s_1s_13-20Hz,1992,0.3575608904994887,method_training_only
sub-01,0,target_only,2s_1s_20-30Hz,32,8.175289323176965,method_training_only
sub-01,0,pooled_unaligned,2s_1s_20-30Hz,1992,0.2668185339267588,method_training_only
sub-01,0,riemannian_recentered,2s_1s_20-30Hz,1992,0.3188351273677623,method_training_only
sub-01,0,target_only,2s_1s_8-30Hz,32,4.639273029204722,method_training_only
sub-01,0,pooled_unaligned,2s_1s_8-30Hz,1992,0.2992272423504161,method_training_only
sub-01,0,riemannian_recentered,2s_1s_8-30Hz,1992,0.3764753324218098,method_training_only
sub-01,0,target_only,2s_2s_8-12Hz,32,6.899573133482633,method_training_only
sub-01,0,pooled_unaligned,2s_2s_8-12Hz,1992,0.23101961089035758,method_training_only
sub-01,0,riemannian_recentered,2s_2s_8-12Hz,1992,0.2822842667787907,method_training_only
sub-01,0,target_only,2s_2s_13-20Hz,32,6.678366851466074,method_training_only
sub-01,0,pooled_unaligned,2s_2s_13-20Hz,1992,0.25910446457209824,method_training_only
sub-01,0,riemannian_recentered,2s_2s_13-20Hz,1992,0.3223141859677865,method_training_only
sub-01,0,target_only,2s_2s_20-30Hz,32,5.731478291961544,method_training_only
sub-01,0,pooled_unaligned,2s_2s_20-30Hz,1992,0.2462131382675038,method_training_only
sub-01,0,riemannian_recentered,2s_2s_20-30Hz,1992,0.31206974627855655,method_training_only
sub-01,0,target_only,2s_2s_8-30Hz,32,5.617497419123952,method_training_only
sub-01,0,pooled_unaligned,2s_2s_8-30Hz,1992,0.21849103945937612,method_training_only
sub-01,0,riemannian_recentered,2s_2s_8-30Hz,1992,0.2920318759832444,method_training_only
sub-01,1,target_only,1s_0s_8-12Hz,32,5.595484108292963,method_training_only
sub-01,1,pooled_unaligned,1s_0s_8-12Hz,1992,0.28882097878905116,method_training_only
sub-01,1,riemannian_recentered,1s_0s_8-12Hz,1992,0.33451232150172594,method_training_only
sub-01,1,target_only,1s_0s_13-20Hz,32,5.49598950461558,method_training_only
sub-01,1,pooled_unaligned,1s_0s_13-20Hz,1992,0.27827952736949324,method_training_only
sub-01,1,riemannian_recentered,1s_0s_13-20Hz,1992,0.3129362124562409,method_training_only
sub-01,1,target_only,1s_0s_20-30Hz,32,6.2847699280811415,method_training_only
sub-01,1,pooled_unaligned,1s_0s_20-30Hz,1992,0.3255542785374004,method_training_only
sub-01,1,riemannian_recentered,1s_0s_20-30Hz,1992,0.3623933379029775,method_training_only
sub-01,1,target_only,1s_0s_8-30Hz,32,5.376429035741934,method_training_only
sub-01,1,pooled_unaligned,1s_0s_8-30Hz,1992,0.2691716438331009,method_training_only
sub-01,1,riemannian_recentered,1s_0s_8-30Hz,1992,0.35681423794923695,method_training_only
sub-01,1,target_only,1s_1s_8-12Hz,32,5.83138844448572,method_training_only
sub-01,1,pooled_unaligned,1s_1s_8-12Hz,1992,0.27522296765522414,method_training_only
sub-01,1,riemannian_recentered,1s_1s_8-12Hz,1992,0.3247461650487567,method_training_only
sub-01,1,target_only,1s_1s_13-20Hz,32,5.435717892924034,method_training_only
sub-01,1,pooled_unaligned,1s_1s_13-20Hz,1992,0.3264146237769416,method_training_only
sub-01,1,riemannian_recentered,1s_1s_13-20Hz,1992,0.3515797176843379,method_training_only
sub-01,1,target_only,1s_1s_20-30Hz,32,6.314112255716477,method_training_only
sub-01,1,pooled_unaligned,1s_1s_20-30Hz,1992,0.29570839541241595,method_training_only
sub-01,1,riemannian_recentered,1s_1s_20-30Hz,1992,0.3437691044092126,method_training_only
sub-01,1,target_only,1s_1s_8-30Hz,32,4.418640581583218,method_training_only
sub-01,1,pooled_unaligned,1s_1s_8-30Hz,1992,0.2908953274599848,method_training_only
sub-01,1,riemannian_recentered,1s_1s_8-30Hz,1992,0.3417311881274103,method_training_only
sub-01,1,target_only,1s_2s_8-12Hz,32,6.24624755627241,method_training_only
sub-01,1,pooled_unaligned,1s_2s_8-12Hz,1992,0.27039275800563123,method_training_only
sub-01,1,riemannian_recentered,1s_2s_8-12Hz,1992,0.32142039048030496,method_training_only
sub-01,1,target_only,1s_2s_13-20Hz,32,8.00887775789188,method_training_only
sub-01,1,pooled_unaligned,1s_2s_13-20Hz,1992,0.288883684214167,method_training_only
sub-01,1,riemannian_recentered,1s_2s_13-20Hz,1992,0.3632223636185812,method_training_only
sub-01,1,target_only,1s_2s_20-30Hz,32,6.449467553115003,method_training_only
sub-01,1,pooled_unaligned,1s_2s_20-30Hz,1992,0.2636641570242433,method_training_only
sub-01,1,riemannian_recentered,1s_2s_20-30Hz,1992,0.3285704738073857,method_training_only
sub-01,1,target_only,1s_2s_8-30Hz,32,6.393493579476067,method_training_only
sub-01,1,pooled_unaligned,1s_2s_8-30Hz,1992,0.29804086216111747,method_training_only
sub-01,1,riemannian_recentered,1s_2s_8-30Hz,1992,0.3566529823606457,method_training_only
sub-01,1,target_only,1s_3s_8-12Hz,32,6.3053709376275915,method_training_only
sub-01,1,pooled_unaligned,1s_3s_8-12Hz,1992,0.25183726142769797,method_training_only
sub-01,1,riemannian_recentered,1s_3s_8-12Hz,1992,0.2891489218580139,method_training_only
sub-01,1,target_only,1s_3s_13-20Hz,32,9.235059567018924,method_training_only
sub-01,1,pooled_unaligned,1s_3s_13-20Hz,1992,0.2734408494249425,method_training_only
sub-01,1,riemannian_recentered,1s_3s_13-20Hz,1992,0.3032386503157498,method_training_only
sub-01,1,target_only,1s_3s_20-30Hz,32,5.177382487572427,method_training_only
sub-01,1,pooled_unaligned,1s_3s_20-30Hz,1992,0.2359797024574359,method_training_only
sub-01,1,riemannian_recentered,1s_3s_20-30Hz,1992,0.2793635314606409,method_training_only
sub-01,1,target_only,1s_3s_8-30Hz,32,6.987225099398284,method_training_only
sub-01,1,pooled_unaligned,1s_3s_8-30Hz,1992,0.2331870927589521,method_training_only
sub-01,1,riemannian_recentered,1s_3s_8-30Hz,1992,0.2826674895706561,method_training_only
sub-01,1,target_only,2s_0s_8-12Hz,32,5.526613591974738,method_training_only
sub-01,1,pooled_unaligned,2s_0s_8-12Hz,1992,0.2848680365671885,method_training_only
sub-01,1,riemannian_recentered,2s_0s_8-12Hz,1992,0.36005064768063855,method_training_only
sub-01,1,target_only,2s_0s_13-20Hz,32,6.137744118593853,method_training_only
sub-01,1,pooled_unaligned,2s_0s_13-20Hz,1992,0.2889464135630205,method_training_only
sub-01,1,riemannian_recentered,2s_0s_13-20Hz,1992,0.3530996103107028,method_training_only
sub-01,1,target_only,2s_0s_20-30Hz,32,7.583738096522055,method_training_only
sub-01,1,pooled_unaligned,2s_0s_20-30Hz,1992,0.3007981741472189,method_training_only
sub-01,1,riemannian_recentered,2s_0s_20-30Hz,1992,0.360313095234294,method_training_only
sub-01,1,target_only,2s_0s_8-30Hz,32,4.889291158696703,method_training_only
sub-01,1,pooled_unaligned,2s_0s_8-30Hz,1992,0.2920426777169607,method_training_only
sub-01,1,riemannian_recentered,2s_0s_8-30Hz,1992,0.3760758255355601,method_training_only
sub-01,1,target_only,2s_1s_8-12Hz,32,5.7425936748335795,method_training_only
sub-01,1,pooled_unaligned,2s_1s_8-12Hz,1992,0.2629405666250374,method_training_only
sub-01,1,riemannian_recentered,2s_1s_8-12Hz,1992,0.3002587489193097,method_training_only
sub-01,1,target_only,2s_1s_13-20Hz,32,6.266812002442066,method_training_only
sub-01,1,pooled_unaligned,2s_1s_13-20Hz,1992,0.288805244615718,method_training_only
sub-01,1,riemannian_recentered,2s_1s_13-20Hz,1992,0.3590477642054243,method_training_only
sub-01,1,target_only,2s_1s_20-30Hz,32,8.38896136743347,method_training_only
sub-01,1,pooled_unaligned,2s_1s_20-30Hz,1992,0.2685940195050339,method_training_only
sub-01,1,riemannian_recentered,2s_1s_20-30Hz,1992,0.32401039300251816,method_training_only
sub-01,1,target_only,2s_1s_8-30Hz,32,5.328068954325971,method_training_only
sub-01,1,pooled_unaligned,2s_1s_8-30Hz,1992,0.2971492613578527,method_training_only
sub-01,1,riemannian_recentered,2s_1s_8-30Hz,1992,0.36885111270849813,method_training_only
sub-01,1,target_only,2s_2s_8-12Hz,32,5.999299385478715,method_training_only
sub-01,1,pooled_unaligned,2s_2s_8-12Hz,1992,0.23403451478669213,method_training_only
sub-01,1,riemannian_recentered,2s_2s_8-12Hz,1992,0.27809802730787536,method_training_only
sub-01,1,target_only,2s_2s_13-20Hz,32,8.556228517087568,method_training_only
sub-01,1,pooled_unaligned,2s_2s_13-20Hz,1992,0.26363204040563915,method_training_only
sub-01,1,riemannian_recentered,2s_2s_13-20Hz,1992,0.31826972122708463,method_training_only
sub-01,1,target_only,2s_2s_20-30Hz,32,5.234286734717651,method_training_only
sub-01,1,pooled_unaligned,2s_2s_20-30Hz,1992,0.24366785234915106,method_training_only
sub-01,1,riemannian_recentered,2s_2s_20-30Hz,1992,0.3080853897449751,method_training_only
sub-01,1,target_only,2s_2s_8-30Hz,32,6.3033121837581945,method_training_only
sub-01,1,pooled_unaligned,2s_2s_8-30Hz,1992,0.2191472086962851,method_training_only
sub-01,1,riemannian_recentered,2s_2s_8-30Hz,1992,0.291056228440023,method_training_only
sub-01,2,target_only,1s_0s_8-12Hz,32,5.393195469467583,method_training_only
sub-01,2,pooled_unaligned,1s_0s_8-12Hz,1992,0.289469366076222,method_training_only
sub-01,2,riemannian_recentered,1s_0s_8-12Hz,1992,0.3339089865435998,method_training_only
sub-01,2,target_only,1s_0s_13-20Hz,32,7.002564312955775,method_training_only
sub-01,2,pooled_unaligned,1s_0s_13-20Hz,1992,0.27553844500906843,method_training_only
sub-01,2,riemannian_recentered,1s_0s_13-20Hz,1992,0.3219459788685079,method_training_only
sub-01,2,target_only,1s_0s_20-30Hz,32,6.597178908392584,method_training_only
sub-01,2,pooled_unaligned,1s_0s_20-30Hz,1992,0.3271780478115809,method_training_only
sub-01,2,riemannian_recentered,1s_0s_20-30Hz,1992,0.36774285064305345,method_training_only
sub-01,2,target_only,1s_0s_8-30Hz,32,6.270004595247598,method_training_only
sub-01,2,pooled_unaligned,1s_0s_8-30Hz,1992,0.27213747116950926,method_training_only
sub-01,2,riemannian_recentered,1s_0s_8-30Hz,1992,0.35149177073743143,method_training_only
sub-01,2,target_only,1s_1s_8-12Hz,32,6.210993717523105,method_training_only
sub-01,2,pooled_unaligned,1s_1s_8-12Hz,1992,0.269052136963951,method_training_only
sub-01,2,riemannian_recentered,1s_1s_8-12Hz,1992,0.3187520517329583,method_training_only
sub-01,2,target_only,1s_1s_13-20Hz,32,4.38048483071106,method_training_only
sub-01,2,pooled_unaligned,1s_1s_13-20Hz,1992,0.3224142147372211,method_training_only
sub-01,2,riemannian_recentered,1s_1s_13-20Hz,1992,0.35387303371801576,method_training_only
sub-01,2,target_only,1s_1s_20-30Hz,32,6.572381052010331,method_training_only
sub-01,2,pooled_unaligned,1s_1s_20-30Hz,1992,0.29709955158437684,method_training_only
sub-01,2,riemannian_recentered,1s_1s_20-30Hz,1992,0.34856105928680803,method_training_only
sub-01,2,target_only,1s_1s_8-30Hz,32,3.7470343732466564,method_training_only
sub-01,2,pooled_unaligned,1s_1s_8-30Hz,1992,0.29178605115570905,method_training_only
sub-01,2,riemannian_recentered,1s_1s_8-30Hz,1992,0.34110418372335494,method_training_only
sub-01,2,target_only,1s_2s_8-12Hz,32,7.202545816628717,method_training_only
sub-01,2,pooled_unaligned,1s_2s_8-12Hz,1992,0.27445886780583195,method_training_only
sub-01,2,riemannian_recentered,1s_2s_8-12Hz,1992,0.3181699640259822,method_training_only
sub-01,2,target_only,1s_2s_13-20Hz,32,8.131330129871127,method_training_only
sub-01,2,pooled_unaligned,1s_2s_13-20Hz,1992,0.2870940855812686,method_training_only
sub-01,2,riemannian_recentered,1s_2s_13-20Hz,1992,0.36317459124873486,method_training_only
sub-01,2,target_only,1s_2s_20-30Hz,32,5.722233712713031,method_training_only
sub-01,2,pooled_unaligned,1s_2s_20-30Hz,1992,0.2566039998308963,method_training_only
sub-01,2,riemannian_recentered,1s_2s_20-30Hz,1992,0.318848767465322,method_training_only
sub-01,2,target_only,1s_2s_8-30Hz,32,5.434377718139302,method_training_only
sub-01,2,pooled_unaligned,1s_2s_8-30Hz,1992,0.28974136608574114,method_training_only
sub-01,2,riemannian_recentered,1s_2s_8-30Hz,1992,0.35208531645251084,method_training_only
sub-01,2,target_only,1s_3s_8-12Hz,32,5.2151313554711445,method_training_only
sub-01,2,pooled_unaligned,1s_3s_8-12Hz,1992,0.2527670439588569,method_training_only
sub-01,2,riemannian_recentered,1s_3s_8-12Hz,1992,0.28706104773458707,method_training_only
sub-01,2,target_only,1s_3s_13-20Hz,32,9.281538022821053,method_training_only
sub-01,2,pooled_unaligned,1s_3s_13-20Hz,1992,0.2768214150536399,method_training_only
sub-01,2,riemannian_recentered,1s_3s_13-20Hz,1992,0.3048328891328439,method_training_only
sub-01,2,target_only,1s_3s_20-30Hz,32,5.661503917582977,method_training_only
sub-01,2,pooled_unaligned,1s_3s_20-30Hz,1992,0.2412408022851872,method_training_only
sub-01,2,riemannian_recentered,1s_3s_20-30Hz,1992,0.2843987876019121,method_training_only
sub-01,2,target_only,1s_3s_8-30Hz,32,5.462691182786985,method_training_only
sub-01,2,pooled_unaligned,1s_3s_8-30Hz,1992,0.2345435703653157,method_training_only
sub-01,2,riemannian_recentered,1s_3s_8-30Hz,1992,0.2824196618198561,method_training_only
sub-01,2,target_only,2s_0s_8-12Hz,32,6.133023532940252,method_training_only
sub-01,2,pooled_unaligned,2s_0s_8-12Hz,1992,0.28592463103659027,method_training_only
sub-01,2,riemannian_recentered,2s_0s_8-12Hz,1992,0.3643299064590354,method_training_only
sub-01,2,target_only,2s_0s_13-20Hz,32,5.9534293017783915,method_training_only
sub-01,2,pooled_unaligned,2s_0s_13-20Hz,1992,0.2952830045696059,method_training_only
sub-01,2,riemannian_recentered,2s_0s_13-20Hz,1992,0.35260043516233974,method_training_only
sub-01,2,target_only,2s_0s_20-30Hz,32,7.825950221873418,method_training_only
sub-01,2,pooled_unaligned,2s_0s_20-30Hz,1992,0.2954523030288127,method_training_only
sub-01,2,riemannian_recentered,2s_0s_20-30Hz,1992,0.3633172692057074,method_training_only
sub-01,2,target_only,2s_0s_8-30Hz,32,4.395093032873234,method_training_only
sub-01,2,pooled_unaligned,2s_0s_8-30Hz,1992,0.2916017786469942,method_training_only
sub-01,2,riemannian_recentered,2s_0s_8-30Hz,1992,0.38027770321203835,method_training_only
sub-01,2,target_only,2s_1s_8-12Hz,32,6.3265205882047395,method_training_only
sub-01,2,pooled_unaligned,2s_1s_8-12Hz,1992,0.25983476722947463,method_training_only
