subject_id,view_id,mean_oas_shrinkage,mean_effective_rank,mean_condition_number,all_trace_one
sub-01,1s_0s_8-12Hz,0.00820025794269474,3.2830292222025887,987.3878420150664,True
sub-01,1s_0s_13-20Hz,0.009495599439661245,3.8113761759733813,739.7418363274344,True
sub-01,1s_0s_20-30Hz,0.010354636867128184,4.12877853392211,638.7302746438418,True
sub-01,1s_0s_8-30Hz,0.010657929978597488,4.287980551579601,589.3821713701838,True
sub-01,1s_1s_8-12Hz,0.00856399055928316,3.394614822353708,914.8452929438841,True
sub-01,1s_1s_13-20Hz,0.009972434116094966,4.003149489769536,695.5194235557698,True
sub-01,1s_1s_20-30Hz,0.010567596105451882,4.265192087555138,631.6074122924255,True
sub-01,1s_1s_8-30Hz,0.011126807421866487,4.468823689617245,556.8864632604009,True
sub-01,1s_2s_8-12Hz,0.008922642528110243,3.456905577225136,848.7590572652513,True
sub-01,1s_2s_13-20Hz,0.010316707079569849,4.114292334096184,650.841328150572,True
sub-01,1s_2s_20-30Hz,0.01039144729324416,4.186890828878641,654.358796670889,True
sub-01,1s_2s_8-30Hz,0.011115430061271412,4.437173243467147,540.1579699422078,True
sub-01,1s_3s_8-12Hz,0.00829138989492093,3.2334662391042412,975.3304123289345,True
sub-01,1s_3s_13-20Hz,0.010112299885918904,4.024124374826984,666.6401044444951,True
sub-01,1s_3s_20-30Hz,0.010408541801776309,4.214261519401272,647.2556176806116,True
sub-01,1s_3s_8-30Hz,0.011276835994492486,4.461084698162531,531.9582466149843,True
sub-01,2s_0s_8-12Hz,0.004696359796368227,3.7503569830052896,1540.946124347638,True
sub-01,2s_0s_13-20Hz,0.005321253863965211,4.210833767677244,1197.0103131421263,True
sub-01,2s_0s_20-30Hz,0.005622546812882499,4.409200734446155,1132.6650455315944,True
sub-01,2s_0s_8-30Hz,0.005672526863845291,4.470075336560063,1040.1422914862887,True
sub-01,2s_1s_8-12Hz,0.004783001949237762,3.809725901801876,1477.6347174939315,True
sub-01,2s_1s_13-20Hz,0.005530586676769489,4.387833092689422,1135.942989161632,True
sub-01,2s_1s_20-30Hz,0.005641832790236071,4.472460032164219,1098.7037029375851,True
sub-01,2s_1s_8-30Hz,0.005825839973734986,4.579009985352541,980.0677597527003,True
sub-01,2s_2s_8-12Hz,0.0047212942560509496,3.7260197122749603,1538.0041490144108,True
sub-01,2s_2s_13-20Hz,0.005584995755794195,4.408158515388351,1099.0782749733146,True
sub-01,2s_2s_20-30Hz,0.005608981985499323,4.458203667221161,1126.4834304498713,True
sub-01,2s_2s_8-30Hz,0.005851614789975784,4.5658911833816225,975.8026053199843,True
sub-02,1s_0s_8-12Hz,0.008243931053151502,3.1671481129566152,980.8573387629615,True
sub-02,1s_0s_13-20Hz,0.00901603836029754,3.543069326409589,843.7420089790688,True
sub-02,1s_0s_20-30Hz,0.00941021111719667,3.7604019987716057,795.3961666525963,True
sub-02,1s_0s_8-30Hz,0.010412579917846351,4.11455500324937,628.9472806893612,True
sub-02,1s_1s_8-12Hz,0.008187842329555333,3.1637624292400286,969.0077431765494,True
sub-02,1s_1s_13-20Hz,0.009129764096989249,3.6211206465471037,812.1134074156682,True
sub-02,1s_1s_20-30Hz,0.009276483320509007,3.7212501468775363,827.2222585920497,True
sub-02,1s_1s_8-30Hz,0.01057368088166084,4.177871186691865,612.7728374541388,True
sub-02,1s_2s_8-12Hz,0.008698600284511502,3.310956675394556,881.5735333939225,True
sub-02,1s_2s_13-20Hz,0.009397813584465366,3.7332372813482224,782.7543410901394,True
sub-02,1s_2s_20-30Hz,0.009837957831864523,3.8859646714305667,764.0673656071087,True
sub-02,1s_2s_8-30Hz,0.010770769135243002,4.248346313131125,590.9235245729104,True
sub-02,1s_3s_8-12Hz,0.008398612347432804,3.2162984084464457,931.2820992102154,True
sub-02,1s_3s_13-20Hz,0.009005257251203649,3.573741543128371,840.2844186255955,True
sub-02,1s_3s_20-30Hz,0.009051175652043216,3.660320404288234,859.6500462105063,True
sub-02,1s_3s_8-30Hz,0.010436598364494672,4.117701540322785,637.8794466308901,True
sub-02,2s_0s_8-12Hz,0.00466631328813903,3.561955453136169,1506.1544281163401,True
sub-02,2s_0s_13-20Hz,0.004900461767147105,3.816892427824088,1444.4682375114826,True
sub-02,2s_0s_20-30Hz,0.004937854692324857,3.9068862405496345,1467.9137184561582,True
sub-02,2s_0s_8-30Hz,0.005494371116452598,4.248313576422098,1136.5423342995407,True
sub-02,2s_1s_8-12Hz,0.004822570649514071,3.657842115349884,1430.0584249780754,True
sub-02,2s_1s_13-20Hz,0.005110067490515739,3.988274398424065,1305.0091268797019,True
sub-02,2s_1s_20-30Hz,0.005045856875696642,3.993721038597228,1411.2785597786487,True
sub-02,2s_1s_8-30Hz,0.005663555478627697,4.359123626245152,1060.1279058011555,True
sub-02,2s_2s_8-12Hz,0.004814226017118195,3.6515060703969646,1443.8871424448193,True
sub-02,2s_2s_13-20Hz,0.004957444812506343,3.912165698304709,1431.793831321899,True
sub-02,2s_2s_20-30Hz,0.004928116363038779,3.943090644939211,1476.147947013303,True
sub-02,2s_2s_8-30Hz,0.005540353346962098,4.294323596903214,1121.6874077592463,True
sub-03,1s_0s_8-12Hz,0.007606376079126514,2.9218114874009777,1178.274339022422,True
sub-03,1s_0s_13-20Hz,0.010968088268680058,4.3374960115066035,606.1388671375496,True
sub-03,1s_0s_20-30Hz,0.011663780695366128,4.663713188705465,557.0929997429445,True
sub-03,1s_0s_8-30Hz,0.01155464940441102,4.6347907514536555,553.2437500310289,True
sub-03,1s_1s_8-12Hz,0.007851792815355451,3.0509017423296267,1125.411525246584,True
sub-03,1s_1s_13-20Hz,0.010362733667591582,4.153295697723347,671.8257395581807,True
sub-03,1s_1s_20-30Hz,0.011658329006650467,4.6559356905243945,562.6067152671039,True
sub-03,1s_1s_8-30Hz,0.011832356007249531,4.717065360664925,544.1374928532501,True
sub-03,1s_2s_8-12Hz,0.00786408789579256,3.0543025257021483,1096.5858120314506,True
sub-03,1s_2s_13-20Hz,0.010874882408959041,4.2947473266915654,607.6452241613293,True
sub-03,1s_2s_20-30Hz,0.011888368266544293,4.687606052889151,561.5956070303364,True
sub-03,1s_2s_8-30Hz,0.011765227430157382,4.688021543645315,549.9618022241027,True
sub-03,1s_3s_8-12Hz,0.00793528865871712,3.0733088575348755,1126.2674297614053,True
sub-03,1s_3s_13-20Hz,0.010356075595630494,4.184994339039408,657.980816008605,True
sub-03,1s_3s_20-30Hz,0.011987523760549854,4.728168689009882,526.6325973711996,True
sub-03,1s_3s_8-30Hz,0.011676510611287627,4.64700536298866,560.9155420436912,True
sub-03,2s_0s_8-12Hz,0.00420782178516106,3.3155650248096946,1984.4068389259835,True
sub-03,2s_0s_13-20Hz,0.00601395674147292,4.676912134893737,993.5513515407949,True
sub-03,2s_0s_20-30Hz,0.006369520263599782,4.983180298922077,969.3563118067208,True
sub-03,2s_0s_8-30Hz,0.006230161989065531,4.8656591661743285,945.7558113210692,True
sub-03,2s_1s_8-12Hz,0.004168218646530652,3.2935987725448803,2002.921198300599,True
sub-03,2s_1s_13-20Hz,0.005975996869553498,4.645524812448884,1016.9926295774778,True
sub-03,2s_1s_20-30Hz,0.006395355364752474,4.989371294865026,976.3593988997261,True
sub-03,2s_1s_8-30Hz,0.0062549456743645395,4.86093032436433,979.5371452787624,True
sub-03,2s_2s_8-12Hz,0.004294614803620393,3.378859064545124,1892.5963059970497,True
sub-03,2s_2s_13-20Hz,0.0061084286249104,4.713673118126229,954.1508061291581,True
sub-03,2s_2s_20-30Hz,0.0065286610297558435,5.030108160200263,914.4678909778352,True
sub-03,2s_2s_8-30Hz,0.0061993869428708225,4.837372878492741,971.7277152028324,True
sub-04,1s_0s_8-12Hz,0.008209601319995983,3.1788682173111207,994.444361185896,True
sub-04,1s_0s_13-20Hz,0.011558294970477672,4.541996126405965,534.8278113908867,True
sub-04,1s_0s_20-30Hz,0.011921949030271725,4.620610038935615,556.4500712346468,True
sub-04,1s_0s_8-30Hz,0.012638765447674538,4.999520731068031,455.92715667851337,True
sub-04,1s_1s_8-12Hz,0.007992597771045048,3.058680409903773,1016.8926342204389,True
sub-04,1s_1s_13-20Hz,0.010991385360705385,4.386511122558829,591.4641439811841,True
sub-04,1s_1s_20-30Hz,0.011612721573294427,4.556835005898923,596.2404970706779,True
sub-04,1s_1s_8-30Hz,0.011818395412507746,4.773051724515829,506.47431253593516,True
sub-04,1s_2s_8-12Hz,0.007909019135822388,3.0320585751353533,1063.3379891785992,True
sub-04,1s_2s_13-20Hz,0.011224583498216178,4.513525809604509,576.8065096550292,True
sub-04,1s_2s_20-30Hz,0.011660243825869785,4.546689680762721,584.2851627247068,True
sub-04,1s_2s_8-30Hz,0.01180336341344105,4.787845341224109,512.1430232038324,True
sub-04,1s_3s_8-12Hz,0.007846716797187828,3.0450043510061233,1041.3833039936285,True
sub-04,1s_3s_13-20Hz,0.010947204820967794,4.406273520445962,594.8646986490119,True
sub-04,1s_3s_20-30Hz,0.01132036754988623,4.448558446040051,628.8483161734437,True
sub-04,1s_3s_8-30Hz,0.011851675108405117,4.79085743990644,500.32719710928467,True
sub-04,2s_0s_8-12Hz,0.004373343356048619,3.397074022523401,1729.0000741975805,True
sub-04,2s_0s_13-20Hz,0.006282765825937814,4.8734850417148206,907.179373268862,True
