target,branch,strategy,K,rep,balanced_accuracy
22,riemann,within_only,12,2,0.6785714285714286
22,riemann,transfer_only,12,2,0.4642857142857143
22,riemann,transfer_plus_cal,12,2,0.5357142857142857
22,riemann,within_only,12,3,0.7857142857142857
22,riemann,transfer_only,12,3,0.4642857142857143
22,riemann,transfer_plus_cal,12,3,0.4642857142857143
22,riemann,within_only,12,4,0.6071428571428572
22,riemann,transfer_only,12,4,0.5357142857142857
22,riemann,transfer_plus_cal,12,4,0.6428571428571429
22,riemann,within_only,12,5,0.6785714285714286
22,riemann,transfer_only,12,5,0.5
22,riemann,transfer_plus_cal,12,5,0.6071428571428572
22,riemann,within_only,12,6,0.6428571428571429
22,riemann,transfer_only,12,6,0.42857142857142855
22,riemann,transfer_plus_cal,12,6,0.5357142857142857
22,riemann,within_only,12,7,0.6428571428571428
22,riemann,transfer_only,12,7,0.5714285714285714
22,riemann,transfer_plus_cal,12,7,0.6071428571428571
22,riemann,within_only,12,8,0.7142857142857142
22,riemann,transfer_only,12,8,0.4642857142857143
22,riemann,transfer_plus_cal,12,8,0.4642857142857143
22,riemann,within_only,12,9,0.7142857142857143
22,riemann,transfer_only,12,9,0.5714285714285714
22,riemann,transfer_plus_cal,12,9,0.75
22,riemann,within_only,16,0,0.75
22,riemann,transfer_only,16,0,0.5
22,riemann,transfer_plus_cal,16,0,0.5
22,riemann,within_only,16,1,0.625
22,riemann,transfer_only,16,1,0.4166666666666667
22,riemann,transfer_plus_cal,16,1,0.4166666666666667
22,riemann,within_only,16,2,0.75
22,riemann,transfer_only,16,2,0.5416666666666666
22,riemann,transfer_plus_cal,16,2,0.5416666666666666
22,riemann,within_only,16,3,0.875
22,riemann,transfer_only,16,3,0.5
22,riemann,transfer_plus_cal,16,3,0.7083333333333334
22,riemann,within_only,16,4,0.7916666666666666
22,riemann,transfer_only,16,4,0.45833333333333337
22,riemann,transfer_plus_cal,16,4,0.5833333333333333
22,riemann,within_only,16,5,0.625
22,riemann,transfer_only,16,5,0.33333333333333337
22,riemann,transfer_plus_cal,16,5,0.375
22,riemann,within_only,16,6,0.75
22,riemann,transfer_only,16,6,0.41666666666666663
22,riemann,transfer_plus_cal,16,6,0.5416666666666666
22,riemann,within_only,16,7,0.7083333333333333
22,riemann,transfer_only,16,7,0.5416666666666666
22,riemann,transfer_plus_cal,16,7,0.5833333333333334
22,riemann,within_only,16,8,0.75
22,riemann,transfer_only,16,8,0.45833333333333337
22,riemann,transfer_plus_cal,16,8,0.5833333333333334
22,riemann,within_only,16,9,0.6666666666666667
22,riemann,transfer_only,16,9,0.4583333333333333
22,riemann,transfer_plus_cal,16,9,0.5416666666666666
22,riemann,within_only,24,0,0.6875
22,riemann,transfer_only,24,0,0.5
22,riemann,transfer_plus_cal,24,0,0.625
22,riemann,within_only,24,1,0.875
22,riemann,transfer_only,24,1,0.5625
22,riemann,transfer_plus_cal,24,1,0.75
22,riemann,within_only,24,2,0.6875
22,riemann,transfer_only,24,2,0.5625
22,riemann,transfer_plus_cal,24,2,0.6875
22,riemann,within_only,24,3,0.75
22,riemann,transfer_only,24,3,0.4375
22,riemann,transfer_plus_cal,24,3,0.625
22,riemann,within_only,24,4,0.6875
22,riemann,transfer_only,24,4,0.4375
22,riemann,transfer_plus_cal,24,4,0.625
22,riemann,within_only,24,5,0.8125
22,riemann,transfer_only,24,5,0.5625
22,riemann,transfer_plus_cal,24,5,0.6875
22,riemann,within_only,24,6,0.875
22,riemann,transfer_only,24,6,0.3125
22,riemann,transfer_plus_cal,24,6,0.5625
22,riemann,within_only,24,7,0.6875
22,riemann,transfer_only,24,7,0.5625
22,riemann,transfer_plus_cal,24,7,0.625
22,riemann,within_only,24,8,0.6875
22,riemann,transfer_only,24,8,0.4375
22,riemann,transfer_plus_cal,24,8,0.5
22,riemann,within_only,24,9,0.625
22,riemann,transfer_only,24,9,0.5
22,riemann,transfer_plus_cal,24,9,0.5625
22,sjepa,transfer_only,0,0,0.375
22,sjepa,transfer_plus_cal,0,0,0.375
22,sjepa,transfer_only,0,1,0.375
22,sjepa,transfer_plus_cal,0,1,0.375
22,sjepa,transfer_only,0,2,0.375
22,sjepa,transfer_plus_cal,0,2,0.375
22,sjepa,transfer_only,0,3,0.375
22,sjepa,transfer_plus_cal,0,3,0.375
22,sjepa,transfer_only,0,4,0.375
22,sjepa,transfer_plus_cal,0,4,0.375
22,sjepa,transfer_only,0,5,0.375
22,sjepa,transfer_plus_cal,0,5,0.375
22,sjepa,transfer_only,0,6,0.375
22,sjepa,transfer_plus_cal,0,6,0.375
22,sjepa,transfer_only,0,7,0.375
22,sjepa,transfer_plus_cal,0,7,0.375
22,sjepa,transfer_only,0,8,0.375
22,sjepa,transfer_plus_cal,0,8,0.375
22,sjepa,transfer_only,0,9,0.375
22,sjepa,transfer_plus_cal,0,9,0.375
22,sjepa,within_only,4,0,0.5833333333333334
22,sjepa,transfer_only,4,0,0.3888888888888889
22,sjepa,transfer_plus_cal,4,0,0.41666666666666663
22,sjepa,within_only,4,1,0.6388888888888888
22,sjepa,transfer_only,4,1,0.41666666666666663
22,sjepa,transfer_plus_cal,4,1,0.41666666666666663
22,sjepa,within_only,4,2,0.4722222222222222
22,sjepa,transfer_only,4,2,0.3611111111111111
22,sjepa,transfer_plus_cal,4,2,0.41666666666666663
22,sjepa,within_only,4,3,0.3888888888888889
22,sjepa,transfer_only,4,3,0.41666666666666663
22,sjepa,transfer_plus_cal,4,3,0.4444444444444444
22,sjepa,within_only,4,4,0.5555555555555556
22,sjepa,transfer_only,4,4,0.38888888888888884
22,sjepa,transfer_plus_cal,4,4,0.4444444444444444
22,sjepa,within_only,4,5,0.4722222222222222
22,sjepa,transfer_only,4,5,0.3611111111111111
22,sjepa,transfer_plus_cal,4,5,0.38888888888888884
22,sjepa,within_only,4,6,0.5
22,sjepa,transfer_only,4,6,0.3611111111111111
22,sjepa,transfer_plus_cal,4,6,0.41666666666666663
22,sjepa,within_only,4,7,0.6666666666666667
22,sjepa,transfer_only,4,7,0.3888888888888889
22,sjepa,transfer_plus_cal,4,7,0.41666666666666663
22,sjepa,within_only,4,8,0.5277777777777778
22,sjepa,transfer_only,4,8,0.38888888888888884
22,sjepa,transfer_plus_cal,4,8,0.41666666666666663
22,sjepa,within_only,4,9,0.4722222222222222
22,sjepa,transfer_only,4,9,0.3611111111111111
22,sjepa,transfer_plus_cal,4,9,0.38888888888888884
22,sjepa,within_only,8,0,0.53125
22,sjepa,transfer_only,8,0,0.34375
22,sjepa,transfer_plus_cal,8,0,0.375
22,sjepa,within_only,8,1,0.40625
22,sjepa,transfer_only,8,1,0.375
22,sjepa,transfer_plus_cal,8,1,0.375
22,sjepa,within_only,8,2,0.5
22,sjepa,transfer_only,8,2,0.375
22,sjepa,transfer_plus_cal,8,2,0.375
22,sjepa,within_only,8,3,0.3125
22,sjepa,transfer_only,8,3,0.375
22,sjepa,transfer_plus_cal,8,3,0.375
22,sjepa,within_only,8,4,0.5625
22,sjepa,transfer_only,8,4,0.4375
22,sjepa,transfer_plus_cal,8,4,0.4375
22,sjepa,within_only,8,5,0.53125
22,sjepa,transfer_only,8,5,0.40625
22,sjepa,transfer_plus_cal,8,5,0.4375
22,sjepa,within_only,8,6,0.46875
22,sjepa,transfer_only,8,6,0.40625
22,sjepa,transfer_plus_cal,8,6,0.40625
22,sjepa,within_only,8,7,0.5625
22,sjepa,transfer_only,8,7,0.34375
22,sjepa,transfer_plus_cal,8,7,0.375
22,sjepa,within_only,8,8,0.53125
22,sjepa,transfer_only,8,8,0.34375
22,sjepa,transfer_plus_cal,8,8,0.40625
22,sjepa,within_only,8,9,0.53125
22,sjepa,transfer_only,8,9,0.375
22,sjepa,transfer_plus_cal,8,9,0.40625
22,sjepa,within_only,12,0,0.5
22,sjepa,transfer_only,12,0,0.3214285714285714
22,sjepa,transfer_plus_cal,12,0,0.3571428571428571
22,sjepa,within_only,12,1,0.4642857142857143
22,sjepa,transfer_only,12,1,0.4642857142857143
22,sjepa,transfer_plus_cal,12,1,0.5
22,sjepa,within_only,12,2,0.35714285714285715
22,sjepa,transfer_only,12,2,0.39285714285714285
22,sjepa,transfer_plus_cal,12,2,0.42857142857142855
22,sjepa,within_only,12,3,0.6785714285714286
22,sjepa,transfer_only,12,3,0.39285714285714285
22,sjepa,transfer_plus_cal,12,3,0.5
22,sjepa,within_only,12,4,0.5
22,sjepa,transfer_only,12,4,0.2857142857142857
22,sjepa,transfer_plus_cal,12,4,0.2857142857142857
22,sjepa,within_only,12,5,0.4642857142857143
22,sjepa,transfer_only,12,5,0.39285714285714285
22,sjepa,transfer_plus_cal,12,5,0.39285714285714285
22,sjepa,within_only,12,6,0.7857142857142858
22,sjepa,transfer_only,12,6,0.4285714285714286
22,sjepa,transfer_plus_cal,12,6,0.4642857142857143
22,sjepa,within_only,12,7,0.5357142857142857
22,sjepa,transfer_only,12,7,0.2857142857142857
22,sjepa,transfer_plus_cal,12,7,0.2857142857142857
22,sjepa,within_only,12,8,0.5
22,sjepa,transfer_only,12,8,0.35714285714285715
22,sjepa,transfer_plus_cal,12,8,0.39285714285714285
22,sjepa,within_only,12,9,0.4642857142857143
22,sjepa,transfer_only,12,9,0.35714285714285715
22,sjepa,transfer_plus_cal,12,9,0.35714285714285715
22,sjepa,within_only,16,0,0.5
22,sjepa,transfer_only,16,0,0.2916666666666667
22,sjepa,transfer_plus_cal,16,0,0.375
22,sjepa,within_only,16,1,0.5416666666666666
22,sjepa,transfer_only,16,1,0.375
22,sjepa,transfer_plus_cal,16,1,0.41666666666666663
22,sjepa,within_only,16,2,0.625
22,sjepa,transfer_only,16,2,0.375
22,sjepa,transfer_plus_cal,16,2,0.4583333333333333
22,sjepa,within_only,16,3,0.5833333333333333
22,sjepa,transfer_only,16,3,0.375
22,sjepa,transfer_plus_cal,16,3,0.41666666666666663
22,sjepa,within_only,16,4,0.5416666666666667
22,sjepa,transfer_only,16,4,0.4166666666666667
22,sjepa,transfer_plus_cal,16,4,0.375
22,sjepa,within_only,16,5,0.5416666666666667
22,sjepa,transfer_only,16,5,0.375
22,sjepa,transfer_plus_cal,16,5,0.41666666666666663
22,sjepa,within_only,16,6,0.625
22,sjepa,transfer_only,16,6,0.5
22,sjepa,transfer_plus_cal,16,6,0.5416666666666667
22,sjepa,within_only,16,7,0.6666666666666667
22,sjepa,transfer_only,16,7,0.375
22,sjepa,transfer_plus_cal,16,7,0.375
22,sjepa,within_only,16,8,0.4166666666666667
22,sjepa,transfer_only,16,8,0.41666666666666663
22,sjepa,transfer_plus_cal,16,8,0.45833333333333337
22,sjepa,within_only,16,9,0.6666666666666667
22,sjepa,transfer_only,16,9,0.375
22,sjepa,transfer_plus_cal,16,9,0.4166666666666667
22,sjepa,within_only,24,0,0.5625
22,sjepa,transfer_only,24,0,0.4375
22,sjepa,transfer_plus_cal,24,0,0.5
22,sjepa,within_only,24,1,0.6875
22,sjepa,transfer_only,24,1,0.375
22,sjepa,transfer_plus_cal,24,1,0.375
22,sjepa,within_only,24,2,0.5
22,sjepa,transfer_only,24,2,0.3125
22,sjepa,transfer_plus_cal,24,2,0.3125
22,sjepa,within_only,24,3,0.6875
22,sjepa,transfer_only,24,3,0.375
22,sjepa,transfer_plus_cal,24,3,0.4375
22,sjepa,within_only,24,4,0.375
22,sjepa,transfer_only,24,4,0.1875
22,sjepa,transfer_plus_cal,24,4,0.1875
22,sjepa,within_only,24,5,0.5625
22,sjepa,transfer_only,24,5,0.25
22,sjepa,transfer_plus_cal,24,5,0.25
22,sjepa,within_only,24,6,0.625
22,sjepa,transfer_only,24,6,0.25
22,sjepa,transfer_plus_cal,24,6,0.25
22,sjepa,within_only,24,7,0.625
22,sjepa,transfer_only,24,7,0.25
22,sjepa,transfer_plus_cal,24,7,0.3125
22,sjepa,within_only,24,8,0.625
22,sjepa,transfer_only,24,8,0.4375
22,sjepa,transfer_plus_cal,24,8,0.5
22,sjepa,within_only,24,9,0.5625
22,sjepa,transfer_only,24,9,0.4375
22,sjepa,transfer_plus_cal,24,9,0.4375
22,fusion,transfer_only,0,0,0.5249999999999999
22,fusion,transfer_plus_cal,0,0,0.5249999999999999
22,fusion,transfer_only,0,1,0.5249999999999999
22,fusion,transfer_plus_cal,0,1,0.5249999999999999
22,fusion,transfer_only,0,2,0.5249999999999999
22,fusion,transfer_plus_cal,0,2,0.5249999999999999
22,fusion,transfer_only,0,3,0.5249999999999999
22,fusion,transfer_plus_cal,0,3,0.5249999999999999
22,fusion,transfer_only,0,4,0.5249999999999999
22,fusion,transfer_plus_cal,0,4,0.5249999999999999
22,fusion,transfer_only,0,5,0.5249999999999999
22,fusion,transfer_plus_cal,0,5,0.5249999999999999
22,fusion,transfer_only,0,6,0.5249999999999999
22,fusion,transfer_plus_cal,0,6,0.5249999999999999
22,fusion,transfer_only,0,7,0.5249999999999999
22,fusion,transfer_plus_cal,0,7,0.5249999999999999
22,fusion,transfer_only,0,8,0.5249999999999999
22,fusion,transfer_plus_cal,0,8,0.5249999999999999
22,fusion,transfer_only,0,9,0.5249999999999999
22,fusion,transfer_plus_cal,0,9,0.5249999999999999
22,fusion,within_only,4,0,0.5833333333333334
22,fusion,transfer_only,4,0,0.5
22,fusion,transfer_plus_cal,4,0,0.5
22,fusion,within_only,4,1,0.6944444444444444
22,fusion,transfer_only,4,1,0.5277777777777778
22,fusion,transfer_plus_cal,4,1,0.5
22,fusion,within_only,4,2,0.7222222222222222
22,fusion,transfer_only,4,2,0.5
22,fusion,transfer_plus_cal,4,2,0.5555555555555556
22,fusion,within_only,4,3,0.5833333333333333
22,fusion,transfer_only,4,3,0.4722222222222222
22,fusion,transfer_plus_cal,4,3,0.4444444444444444
22,fusion,within_only,4,4,0.6666666666666666
22,fusion,transfer_only,4,4,0.5277777777777778
22,fusion,transfer_plus_cal,4,4,0.5277777777777778
22,fusion,within_only,4,5,0.5555555555555556
22,fusion,transfer_only,4,5,0.5
22,fusion,transfer_plus_cal,4,5,0.5
22,fusion,within_only,4,6,0.6388888888888888
22,fusion,transfer_only,4,6,0.5
22,fusion,transfer_plus_cal,4,6,0.5833333333333333
22,fusion,within_only,4,7,0.6666666666666667
22,fusion,transfer_only,4,7,0.5
22,fusion,transfer_plus_cal,4,7,0.5
22,fusion,within_only,4,8,0.6111111111111112
22,fusion,transfer_only,4,8,0.4722222222222222
22,fusion,transfer_plus_cal,4,8,0.4722222222222222
22,fusion,within_only,4,9,0.6666666666666667
22,fusion,transfer_only,4,9,0.5277777777777778
22,fusion,transfer_plus_cal,4,9,0.5833333333333333
22,fusion,within_only,8,0,0.59375
22,fusion,transfer_only,8,0,0.53125
22,fusion,transfer_plus_cal,8,0,0.5625
22,fusion,within_only,8,1,0.8125
22,fusion,transfer_only,8,1,0.53125
22,fusion,transfer_plus_cal,8,1,0.625
22,fusion,within_only,8,2,0.6875
22,fusion,transfer_only,8,2,0.59375
22,fusion,transfer_plus_cal,8,2,0.65625
22,fusion,within_only,8,3,0.625
22,fusion,transfer_only,8,3,0.46875
22,fusion,transfer_plus_cal,8,3,0.53125
22,fusion,within_only,8,4,0.78125
22,fusion,transfer_only,8,4,0.5
22,fusion,transfer_plus_cal,8,4,0.53125
22,fusion,within_only,8,5,0.8125
22,fusion,transfer_only,8,5,0.5625
22,fusion,transfer_plus_cal,8,5,0.59375
22,fusion,within_only,8,6,0.6875
22,fusion,transfer_only,8,6,0.5
22,fusion,transfer_plus_cal,8,6,0.53125
22,fusion,within_only,8,7,0.59375
22,fusion,transfer_only,8,7,0.5
22,fusion,transfer_plus_cal,8,7,0.5
22,fusion,within_only,8,8,0.75
22,fusion,transfer_only,8,8,0.53125
22,fusion,transfer_plus_cal,8,8,0.5625
22,fusion,within_only,8,9,0.65625
22,fusion,transfer_only,8,9,0.46875
22,fusion,transfer_plus_cal,8,9,0.53125
22,fusion,within_only,12,0,0.6785714285714286
22,fusion,transfer_only,12,0,0.5357142857142857
22,fusion,transfer_plus_cal,12,0,0.6071428571428571
22,fusion,within_only,12,1,0.6428571428571429
22,fusion,transfer_only,12,1,0.5357142857142857
22,fusion,transfer_plus_cal,12,1,0.5357142857142857
22,fusion,within_only,12,2,0.6428571428571429
22,fusion,transfer_only,12,2,0.5
22,fusion,transfer_plus_cal,12,2,0.5714285714285714
22,fusion,within_only,12,3,0.75
22,fusion,transfer_only,12,3,0.5
22,fusion,transfer_plus_cal,12,3,0.5357142857142857
22,fusion,within_only,12,4,0.5714285714285714
22,fusion,transfer_only,12,4,0.5714285714285714
22,fusion,transfer_plus_cal,12,4,0.6071428571428572
22,fusion,within_only,12,5,0.6785714285714286
22,fusion,transfer_only,12,5,0.5
22,fusion,transfer_plus_cal,12,5,0.6071428571428572
22,fusion,within_only,12,6,0.6785714285714286
22,fusion,transfer_only,12,6,0.4642857142857143
22,fusion,transfer_plus_cal,12,6,0.5
22,fusion,within_only,12,7,0.6785714285714286
22,fusion,transfer_only,12,7,0.5
22,fusion,transfer_plus_cal,12,7,0.5714285714285714
22,fusion,within_only,12,8,0.75
22,fusion,transfer_only,12,8,0.4642857142857143
22,fusion,transfer_plus_cal,12,8,0.5
22,fusion,within_only,12,9,0.6785714285714286
22,fusion,transfer_only,12,9,0.6071428571428572
22,fusion,transfer_plus_cal,12,9,0.6428571428571428
22,fusion,within_only,16,0,0.7916666666666667
22,fusion,transfer_only,16,0,0.5
22,fusion,transfer_plus_cal,16,0,0.5833333333333334
22,fusion,within_only,16,1,0.6666666666666667
22,fusion,transfer_only,16,1,0.375
22,fusion,transfer_plus_cal,16,1,0.41666666666666663
22,fusion,within_only,16,2,0.8333333333333334
22,fusion,transfer_only,16,2,0.5
22,fusion,transfer_plus_cal,16,2,0.5833333333333333
22,fusion,within_only,16,3,0.8333333333333333
22,fusion,transfer_only,16,3,0.5416666666666666
22,fusion,transfer_plus_cal,16,3,0.6666666666666667
22,fusion,within_only,16,4,0.75
22,fusion,transfer_only,16,4,0.5
22,fusion,transfer_plus_cal,16,4,0.625
22,fusion,within_only,16,5,0.5833333333333334
22,fusion,transfer_only,16,5,0.41666666666666663
22,fusion,transfer_plus_cal,16,5,0.4166666666666667
22,fusion,within_only,16,6,0.75
22,fusion,transfer_only,16,6,0.5
22,fusion,transfer_plus_cal,16,6,0.5416666666666666
22,fusion,within_only,16,7,0.7083333333333333
22,fusion,transfer_only,16,7,0.5416666666666666
22,fusion,transfer_plus_cal,16,7,0.6666666666666667
22,fusion,within_only,16,8,0.7916666666666667
22,fusion,transfer_only,16,8,0.5
22,fusion,transfer_plus_cal,16,8,0.5416666666666667
22,fusion,within_only,16,9,0.6666666666666667
22,fusion,transfer_only,16,9,0.4583333333333333
22,fusion,transfer_plus_cal,16,9,0.5
22,fusion,within_only,24,0,0.6875
22,fusion,transfer_only,24,0,0.5
22,fusion,transfer_plus_cal,24,0,0.5625
22,fusion,within_only,24,1,0.875
22,fusion,transfer_only,24,1,0.5625
22,fusion,transfer_plus_cal,24,1,0.625
22,fusion,within_only,24,2,0.6875
22,fusion,transfer_only,24,2,0.625
22,fusion,transfer_plus_cal,24,2,0.625
22,fusion,within_only,24,3,0.8125
22,fusion,transfer_only,24,3,0.5625
22,fusion,transfer_plus_cal,24,3,0.625
22,fusion,within_only,24,4,0.6875
22,fusion,transfer_only,24,4,0.4375
22,fusion,transfer_plus_cal,24,4,0.5625
22,fusion,within_only,24,5,0.875
22,fusion,transfer_only,24,5,0.4375
22,fusion,transfer_plus_cal,24,5,0.625
22,fusion,within_only,24,6,0.8125
22,fusion,transfer_only,24,6,0.375
22,fusion,transfer_plus_cal,24,6,0.4375
22,fusion,within_only,24,7,0.75
22,fusion,transfer_only,24,7,0.5625
22,fusion,transfer_plus_cal,24,7,0.625
22,fusion,within_only,24,8,0.5
22,fusion,transfer_only,24,8,0.375
22,fusion,transfer_plus_cal,24,8,0.4375
22,fusion,within_only,24,9,0.625
22,fusion,transfer_only,24,9,0.5625
22,fusion,transfer_plus_cal,24,9,0.625
23,riemann,transfer_only,0,0,0.525
23,riemann,transfer_plus_cal,0,0,0.525
23,riemann,transfer_only,0,1,0.525
23,riemann,transfer_plus_cal,0,1,0.525
23,riemann,transfer_only,0,2,0.525
23,riemann,transfer_plus_cal,0,2,0.525
23,riemann,transfer_only,0,3,0.525
23,riemann,transfer_plus_cal,0,3,0.525
23,riemann,transfer_only,0,4,0.525
23,riemann,transfer_plus_cal,0,4,0.525
23,riemann,transfer_only,0,5,0.525
23,riemann,transfer_plus_cal,0,5,0.525
23,riemann,transfer_only,0,6,0.525
23,riemann,transfer_plus_cal,0,6,0.525
23,riemann,transfer_only,0,7,0.525
23,riemann,transfer_plus_cal,0,7,0.525
23,riemann,transfer_only,0,8,0.525
23,riemann,transfer_plus_cal,0,8,0.525
23,riemann,transfer_only,0,9,0.525
23,riemann,transfer_plus_cal,0,9,0.525
23,riemann,within_only,4,0,0.3888888888888889
23,riemann,transfer_only,4,0,0.5277777777777778
23,riemann,transfer_plus_cal,4,0,0.5
23,riemann,within_only,4,1,0.5
23,riemann,transfer_only,4,1,0.5
23,riemann,transfer_plus_cal,4,1,0.5
23,riemann,within_only,4,2,0.4166666666666667
23,riemann,transfer_only,4,2,0.5555555555555556
23,riemann,transfer_plus_cal,4,2,0.5555555555555556
23,riemann,within_only,4,3,0.4722222222222222
23,riemann,transfer_only,4,3,0.5
23,riemann,transfer_plus_cal,4,3,0.5
23,riemann,within_only,4,4,0.5555555555555556
23,riemann,transfer_only,4,4,0.5
23,riemann,transfer_plus_cal,4,4,0.5
23,riemann,within_only,4,5,0.36111111111111116
23,riemann,transfer_only,4,5,0.5
23,riemann,transfer_plus_cal,4,5,0.5
23,riemann,within_only,4,6,0.4166666666666667
23,riemann,transfer_only,4,6,0.5277777777777778
23,riemann,transfer_plus_cal,4,6,0.5
23,riemann,within_only,4,7,0.5277777777777778
23,riemann,transfer_only,4,7,0.5
23,riemann,transfer_plus_cal,4,7,0.4444444444444444
23,riemann,within_only,4,8,0.4722222222222222
23,riemann,transfer_only,4,8,0.5555555555555556
23,riemann,transfer_plus_cal,4,8,0.5555555555555556
23,riemann,within_only,4,9,0.4444444444444444
23,riemann,transfer_only,4,9,0.5
23,riemann,transfer_plus_cal,4,9,0.4722222222222222
23,riemann,within_only,8,0,0.375
23,riemann,transfer_only,8,0,0.53125
23,riemann,transfer_plus_cal,8,0,0.53125
23,riemann,within_only,8,1,0.5
23,riemann,transfer_only,8,1,0.53125
23,riemann,transfer_plus_cal,8,1,0.5
23,riemann,within_only,8,2,0.53125
23,riemann,transfer_only,8,2,0.46875
23,riemann,transfer_plus_cal,8,2,0.5
23,riemann,within_only,8,3,0.53125
23,riemann,transfer_only,8,3,0.53125
23,riemann,transfer_plus_cal,8,3,0.5
23,riemann,within_only,8,4,0.40625
23,riemann,transfer_only,8,4,0.5625
23,riemann,transfer_plus_cal,8,4,0.5625
23,riemann,within_only,8,5,0.5
23,riemann,transfer_only,8,5,0.59375
23,riemann,transfer_plus_cal,8,5,0.53125
23,riemann,within_only,8,6,0.4375
23,riemann,transfer_only,8,6,0.46875
23,riemann,transfer_plus_cal,8,6,0.46875
23,riemann,within_only,8,7,0.53125
23,riemann,transfer_only,8,7,0.5
23,riemann,transfer_plus_cal,8,7,0.46875
23,riemann,within_only,8,8,0.46875
23,riemann,transfer_only,8,8,0.53125
23,riemann,transfer_plus_cal,8,8,0.5
23,riemann,within_only,8,9,0.46875
23,riemann,transfer_only,8,9,0.5625
23,riemann,transfer_plus_cal,8,9,0.53125
23,riemann,within_only,12,0,0.6071428571428571
23,riemann,transfer_only,12,0,0.5357142857142857
23,riemann,transfer_plus_cal,12,0,0.5
23,riemann,within_only,12,1,0.42857142857142855
23,riemann,transfer_only,12,1,0.5357142857142857
23,riemann,transfer_plus_cal,12,1,0.4285714285714286
23,riemann,within_only,12,2,0.4285714285714286
23,riemann,transfer_only,12,2,0.5714285714285714
23,riemann,transfer_plus_cal,12,2,0.5357142857142857
23,riemann,within_only,12,3,0.4285714285714286
23,riemann,transfer_only,12,3,0.4285714285714286
23,riemann,transfer_plus_cal,12,3,0.4285714285714286
23,riemann,within_only,12,4,0.75
23,riemann,transfer_only,12,4,0.5357142857142857
23,riemann,transfer_plus_cal,12,4,0.5357142857142857
23,riemann,within_only,12,5,0.6071428571428571
23,riemann,transfer_only,12,5,0.5357142857142857
23,riemann,transfer_plus_cal,12,5,0.5357142857142857
23,riemann,within_only,12,6,0.5357142857142857
23,riemann,transfer_only,12,6,0.4642857142857143
23,riemann,transfer_plus_cal,12,6,0.39285714285714285
23,riemann,within_only,12,7,0.5357142857142857
23,riemann,transfer_only,12,7,0.5
23,riemann,transfer_plus_cal,12,7,0.4642857142857143
23,riemann,within_only,12,8,0.4642857142857143
23,riemann,transfer_only,12,8,0.5357142857142857
23,riemann,transfer_plus_cal,12,8,0.5357142857142857
23,riemann,within_only,12,9,0.4285714285714286
23,riemann,transfer_only,12,9,0.5
23,riemann,transfer_plus_cal,12,9,0.4642857142857143
23,riemann,within_only,16,0,0.4583333333333333
23,riemann,transfer_only,16,0,0.625
23,riemann,transfer_plus_cal,16,0,0.5833333333333334
23,riemann,within_only,16,1,0.4583333333333333
23,riemann,transfer_only,16,1,0.5416666666666666
23,riemann,transfer_plus_cal,16,1,0.5
23,riemann,within_only,16,2,0.625
23,riemann,transfer_only,16,2,0.5833333333333334
23,riemann,transfer_plus_cal,16,2,0.5416666666666666
23,riemann,within_only,16,3,0.5833333333333334
23,riemann,transfer_only,16,3,0.5416666666666666
23,riemann,transfer_plus_cal,16,3,0.5416666666666667
23,riemann,within_only,16,4,0.5416666666666666
23,riemann,transfer_only,16,4,0.5
23,riemann,transfer_plus_cal,16,4,0.41666666666666663
23,riemann,within_only,16,5,0.41666666666666663
23,riemann,transfer_only,16,5,0.625
23,riemann,transfer_plus_cal,16,5,0.5833333333333334
23,riemann,within_only,16,6,0.45833333333333337
23,riemann,transfer_only,16,6,0.4166666666666667
23,riemann,transfer_plus_cal,16,6,0.375
23,riemann,within_only,16,7,0.45833333333333337
23,riemann,transfer_only,16,7,0.5
23,riemann,transfer_plus_cal,16,7,0.4166666666666667
23,riemann,within_only,16,8,0.4583333333333333
23,riemann,transfer_only,16,8,0.5
23,riemann,transfer_plus_cal,16,8,0.5
23,riemann,within_only,16,9,0.5416666666666666
23,riemann,transfer_only,16,9,0.45833333333333337
23,riemann,transfer_plus_cal,16,9,0.45833333333333337
23,riemann,within_only,24,0,0.4375
23,riemann,transfer_only,24,0,0.625
23,riemann,transfer_plus_cal,24,0,0.5625
23,riemann,within_only,24,1,0.3125
23,riemann,transfer_only,24,1,0.5
23,riemann,transfer_plus_cal,24,1,0.4375
23,riemann,within_only,24,2,0.4375
23,riemann,transfer_only,24,2,0.5
23,riemann,transfer_plus_cal,24,2,0.4375
23,riemann,within_only,24,3,0.5625
23,riemann,transfer_only,24,3,0.375
23,riemann,transfer_plus_cal,24,3,0.375
23,riemann,within_only,24,4,0.625
23,riemann,transfer_only,24,4,0.5
23,riemann,transfer_plus_cal,24,4,0.5
23,riemann,within_only,24,5,0.375
23,riemann,transfer_only,24,5,0.5
23,riemann,transfer_plus_cal,24,5,0.375
23,riemann,within_only,24,6,0.5625
23,riemann,transfer_only,24,6,0.6875
23,riemann,transfer_plus_cal,24,6,0.5625
23,riemann,within_only,24,7,0.4375
23,riemann,transfer_only,24,7,0.625
23,riemann,transfer_plus_cal,24,7,0.625
23,riemann,within_only,24,8,0.5
23,riemann,transfer_only,24,8,0.5625
23,riemann,transfer_plus_cal,24,8,0.5625
23,riemann,within_only,24,9,0.5625
23,riemann,transfer_only,24,9,0.375
23,riemann,transfer_plus_cal,24,9,0.4375
23,sjepa,transfer_only,0,0,0.525
