channel_index,channel_name,mean_abs_update,std_abs_update,mean_signed_update,mean_l2_update,n_fold_values,mean_balanced_accuracy,mean_collapse_ratio,collapse_rate,mean_confidence,mean_normalized_prediction_entropy,group
0,Fp1,0.0007813032857142869,0.0006829125397472418,-6.0852904761906325e-05,0.0016237729917058178,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
1,Fp2,0.0008216942857142864,0.0008297082017367139,4.586047619047627e-05,0.001679524621024062,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
2,Fz,0.0008172098333333346,0.0008331002801385789,-3.932402380952245e-05,0.0016721337747594542,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
3,F3,0.0008111597619047612,0.0008161521186646422,-0.0001176661904761909,0.00167880961121618,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
4,F4,0.000771294619047619,0.0006896527240822792,0.00011307033333333488,0.0016182326321304845,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
5,F7,0.0007761794523809511,0.0007036029567114873,-2.9625166666664755e-05,0.0016142931743738111,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
6,F8,0.0008108935238095243,0.0007911349236391517,9.144609523809704e-05,0.0016828412577349957,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
7,FCz,0.000781695571428572,0.0007245028310579389,-7.505914285714296e-05,0.0016162256268433916,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
8,FC3,0.0007714441666666665,0.000751749875571466,-0.000129423452380952,0.0016100807073486038,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
9,FC4,0.0007823065476190478,0.0007208198420974995,0.00013317992857142988,0.0016507366805377228,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
10,FT7,0.0007733550952380963,0.0006833273596238974,-2.945390476190584e-05,0.0016146406100978033,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
11,FT8,0.000813203000000001,0.0008229845745192805,0.00012907776190476105,0.0016802338546305041,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
12,Cz,0.000781404333333333,0.0007068273292918197,1.8399333333334487e-05,0.0016276957000970049,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
13,C3,0.0007702513095238101,0.0007035832575209795,-7.908859523809593e-05,0.001604180235888454,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
14,C4,0.0007850850952380958,0.0007890043574972389,5.6968714285714046e-05,0.0016233159489010848,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
15,T3,0.0008211990714285728,0.000797925579077889,-7.866502380952306e-05,0.0016882584139742663,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
16,T4,0.0007644422857142877,0.000646270393309212,-4.583761904760976e-06,0.0016064803508768744,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
17,CP3,0.0008074619047619046,0.0008282144642802205,-9.317585714286118e-05,0.0016772622207575564,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
18,CP4,0.0008309743571428584,0.0008908636560268074,5.904507142857071e-05,0.0017160745701497026,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
19,TP7,0.0007811031428571431,0.0007194027759117601,-7.22326190476201e-05,0.0016256726186956835,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
20,TP8,0.0007902703095238103,0.0007778965978776523,0.00011081049999999974,0.0016286144558079923,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
21,Pz,0.0007921495714285708,0.0007382175360745396,7.740666666667045e-05,0.0016333165769229572,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
22,P3,0.0008398668095238102,0.0008967733556593952,-0.00010071838095238133,0.0017152489405291283,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
23,P4,0.0008435130714285698,0.000915127625240151,6.37677380952368e-05,0.0017226727928539966,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
24,T5,0.000772865904761904,0.0007341217504329844,1.8167142857196626e-06,0.0016023397342910747,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
25,T6,0.0007850195952380964,0.0008045372374402691,2.843464285714133e-05,0.0016332005927259614,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
26,Oz,0.0008217518095238099,0.0008418261131973732,-4.146952380953493e-06,0.0016922370584759592,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
27,O1,0.0008246675476190497,0.0008154836898524582,-2.7645785714287564e-05,0.0016955146365591324,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
28,O2,0.0008514706190476147,0.0009234690303590615,6.032904761899457e-06,0.0017436028022412519,105,0.5,1.0,1.0,0.5068503982857143,0.9998407460952381,Collapsed
