subject_id,dimension,hedges_g,rank_biserial,difference_right_minus_left,permutation_p,bh_q,correction
1,0,0.17316962762829802,0.034999967,0.0011205553,0.6066966516741629,0.8418190904547725,BH across 64 dimensions within subject
1,1,-0.27921931643237297,-0.110000014,-0.0014332817,0.3808095952023988,0.8418190904547725,BH across 64 dimensions within subject
1,2,0.092347147685659,0.024999976,0.00044130674,0.7726136931534233,0.8829870778896266,BH across 64 dimensions within subject
1,3,0.06786062129703341,0.06500006,0.00027186517,0.8345827086456772,0.9053100568359889,BH across 64 dimensions within subject
1,4,-0.18450289988451743,0.004999995,-0.0011761133,0.6041979010494752,0.8418190904547725,BH across 64 dimensions within subject
1,5,0.29722973374952494,0.15499997,0.0013407769,0.34832583708145926,0.8418190904547725,BH across 64 dimensions within subject
1,6,0.21686494101312231,0.13,0.00073477067,0.4782608695652174,0.8418190904547725,BH across 64 dimensions within subject
1,7,0.3095915753683821,0.21000004,0.001953521,0.3343328335832084,0.8418190904547725,BH across 64 dimensions within subject
1,8,0.30449924540301865,0.0,0.0016776872,0.36881559220389803,0.8418190904547725,BH across 64 dimensions within subject
1,9,0.2094379608684149,0.06500006,0.0013434594,0.4867566216891554,0.8418190904547725,BH across 64 dimensions within subject
1,10,-0.5754454783357829,-0.39999998,-0.0037920438,0.07296351824087956,0.8173690932311621,BH across 64 dimensions within subject
1,11,-0.33197237242219385,-0.185,-0.001388,0.2798600699650175,0.8418190904547725,BH across 64 dimensions within subject
1,12,0.11493788490085802,0.13999999,0.00059794076,0.7221389305347327,0.8720168217777904,BH across 64 dimensions within subject
1,13,0.13471266814426922,0.049999952,0.00075049326,0.657671164417791,0.8418190904547725,BH across 64 dimensions within subject
1,14,0.21133480274472904,0.01999998,0.0008254316,0.504247876061969,0.8418190904547725,BH across 64 dimensions within subject
1,15,-0.15611736830575695,-0.014999986,-0.00065168086,0.6166916541729135,0.8418190904547725,BH across 64 dimensions within subject
1,16,0.02264917000564824,-0.035000026,0.00011865981,0.9435282358820589,0.9690154922538731,BH across 64 dimensions within subject
1,17,-0.2838484650690586,-0.125,-0.0015787436,0.3588205897051474,0.8418190904547725,BH across 64 dimensions within subject
1,18,0.5030882336896642,0.28999996,0.0022372066,0.11494252873563218,0.8173690932311621,BH across 64 dimensions within subject
1,19,0.2365206354116936,0.11500001,0.00081318314,0.447776111944028,0.8418190904547725,BH across 64 dimensions within subject
1,20,-0.25713710741879064,-0.125,-0.0010582055,0.4272863568215892,0.8418190904547725,BH across 64 dimensions within subject
1,21,-0.5472074491140181,-0.32,-0.0023623416,0.08445777111444278,0.8173690932311621,BH across 64 dimensions within subject
1,22,0.43654293391051485,0.33500004,0.0019543471,0.1714142928535732,0.8418190904547725,BH across 64 dimensions within subject
1,23,0.2691851627566471,0.120000005,0.0010246198,0.3893053473263368,0.8418190904547725,BH across 64 dimensions within subject
1,24,0.03621713993866816,0.08000004,0.00017643534,0.8990504747626187,0.9589871730801266,BH across 64 dimensions within subject
1,25,0.6561730494812817,0.32500005,0.0031684684,0.03948025987006497,0.8173690932311621,BH across 64 dimensions within subject
1,26,0.5841113169098446,0.32000005,0.0020781916,0.07096451774112944,0.8173690932311621,BH across 64 dimensions within subject
1,27,-0.4531347984055335,-0.3,-0.0022484781,0.1519240379810095,0.8418190904547725,BH across 64 dimensions within subject
1,28,0.21529955937280867,0.029999971,0.00094123906,0.5097451274362819,0.8418190904547725,BH across 64 dimensions within subject
1,29,0.2671890133739462,0.15999997,0.0011255294,0.40379810094952523,0.8418190904547725,BH across 64 dimensions within subject
1,30,0.0975556827144102,0.004999995,0.0005659072,0.7511244377811095,0.8763618190904549,BH across 64 dimensions within subject
1,31,0.14350017752663,0.01999998,0.00093712535,0.655672163918041,0.8418190904547725,BH across 64 dimensions within subject
1,32,0.39652192887439763,0.35500002,0.0023291903,0.21839080459770116,0.8418190904547725,BH across 64 dimensions within subject
1,33,0.15674014522275928,0.07000005,0.00079372246,0.623688155922039,0.8418190904547725,BH across 64 dimensions within subject
1,34,-0.21281829108708378,-0.100000024,-0.00052530743,0.5167416291854073,0.8418190904547725,BH across 64 dimensions within subject
1,35,-0.3068073073111115,-0.15499997,-0.0011286864,0.3468265867066467,0.8418190904547725,BH across 64 dimensions within subject
1,36,0.5177035187648281,0.27999997,0.0021592807,0.10994502748625687,0.8173690932311621,BH across 64 dimensions within subject
1,37,-0.16343040402388737,-0.125,-0.00071073486,0.5782108945527237,0.8418190904547725,BH across 64 dimensions within subject
1,38,-0.32692939216593925,-0.24000001,-0.0010330048,0.3188405797101449,0.8418190904547725,BH across 64 dimensions within subject
1,39,-0.02460831672099505,0.03999996,-9.53963e-05,0.9330334832583708,0.9690154922538731,BH across 64 dimensions within subject
1,40,-0.010357313548763108,-0.04000002,-4.244712e-05,0.9690154922538731,0.9690154922538731,BH across 64 dimensions within subject
1,41,0.4560625626633026,0.26999998,0.0016925442,0.13043478260869565,0.8347826086956521,BH across 64 dimensions within subject
1,42,0.09494979719012057,0.09500003,0.00047686743,0.7531234382808596,0.8763618190904549,BH across 64 dimensions within subject
1,43,-0.5275624369061768,-0.29000002,-0.0018845306,0.09645177411294353,0.8173690932311621,BH across 64 dimensions within subject
1,44,-0.14070779754487625,-0.07499999,-0.0005467639,0.6456771614192903,0.8418190904547725,BH across 64 dimensions within subject
1,45,0.6689183988086415,0.38,0.003081281,0.04247876061969016,0.8173690932311621,BH across 64 dimensions within subject
1,46,-0.26719254187001135,-0.08499998,-0.0017898377,0.41179410294852575,0.8418190904547725,BH across 64 dimensions within subject
1,47,-0.28665641352777266,-0.100000024,-0.001945008,0.36681659170414793,0.8418190904547725,BH across 64 dimensions within subject
1,48,-0.015288137208513209,0.059999943,-7.039425e-05,0.9615192403798101,0.9690154922538731,BH across 64 dimensions within subject
1,49,0.13131596951980007,0.049999952,0.00060688704,0.6831584207896052,0.8572968417751908,BH across 64 dimensions within subject
1,50,0.35526557276624277,0.16499996,0.0019520887,0.25337331334332835,0.8418190904547725,BH across 64 dimensions within subject
1,51,-0.19684088049260076,-0.13499999,-0.0011859213,0.5232383808095952,0.8418190904547725,BH across 64 dimensions within subject
1,52,-0.33298313443997607,-0.23500001,-0.0010852227,0.28285857071464265,0.8418190904547725,BH across 64 dimensions within subject
1,53,-0.16529610883404863,-0.125,-0.00065936986,0.6051974012993503,0.8418190904547725,BH across 64 dimensions within subject
1,54,0.07013231556197808,0.100000024,0.0003766051,0.824087956021989,0.9053100568359889,BH across 64 dimensions within subject
1,55,0.06521067572293994,0.044999957,0.0004176274,0.8100949525237381,0.9053100568359889,BH across 64 dimensions within subject
1,56,-0.14081141801524194,-0.11500001,-0.00070256117,0.6531734132933533,0.8418190904547725,BH across 64 dimensions within subject
1,57,-0.10583024173344946,-0.055000007,-0.0004457964,0.7206396801599201,0.8720168217777904,BH across 64 dimensions within subject
1,58,-0.5309583804436829,-0.315,-0.0021490813,0.09895052473763119,0.8173690932311621,BH across 64 dimensions within subject
1,59,0.4149498509073789,0.15999997,0.0016461988,0.20339830084957522,0.8418190904547725,BH across 64 dimensions within subject
1,60,0.17684814959447145,0.13999999,0.00076118554,0.5757121439280359,0.8418190904547725,BH across 64 dimensions within subject
1,61,-0.19876043953624806,0.07000005,-0.000849721,0.5302348825587206,0.8418190904547725,BH across 64 dimensions within subject
1,62,-0.4094610240431632,-0.265,-0.0017218101,0.1839080459770115,0.8418190904547725,BH across 64 dimensions within subject
1,63,0.36547716226564964,0.22500002,0.0021835507,0.23888055972013994,0.8418190904547725,BH across 64 dimensions within subject
2,0,0.03608273247486852,-0.04000002,0.0001580658,0.8985507246376812,0.9985007496251874,BH across 64 dimensions within subject
2,1,-0.40060170541003315,-0.255,-0.0013761715,0.20439780109945027,0.9985007496251874,BH across 64 dimensions within subject
2,2,-0.00038776742799943,-0.004999995,-1.5241094e-06,0.9985007496251874,0.9985007496251874,BH across 64 dimensions within subject
2,3,-0.7259865715126103,-0.365,-0.0027727485,0.029985007496251874,0.8715642178910544,BH across 64 dimensions within subject
2,4,-0.04281287214826467,-0.035000026,-0.00014774175,0.8940529735132434,0.9985007496251874,BH across 64 dimensions within subject
2,5,0.5484537059623754,0.40499997,0.0021783006,0.08445777111444278,0.9985007496251874,BH across 64 dimensions within subject
2,6,0.44632871978156047,0.34000003,0.0016856976,0.16691654172913542,0.9985007496251874,BH across 64 dimensions within subject
2,7,0.34812908263287495,0.32000005,0.0013624729,0.25537231384307846,0.9985007496251874,BH across 64 dimensions within subject
2,8,0.11535862166709558,0.029999971,0.0003661309,0.7286356821589205,0.9985007496251874,BH across 64 dimensions within subject
2,9,0.14311374756997977,0.07000005,0.0008235909,0.6626686656671664,0.9985007496251874,BH across 64 dimensions within subject
2,10,-0.22299127131951565,-0.14999998,-0.000984607,0.4827586206896552,0.9985007496251874,BH across 64 dimensions within subject
2,11,0.06899285883727863,0.059999943,0.0002905453,0.8195902048975512,0.9985007496251874,BH across 64 dimensions within subject
2,12,-0.0906200013548036,0.004999995,-0.00037824083,0.782608695652174,0.9985007496251874,BH across 64 dimensions within subject
2,13,0.2514970760596522,0.16999996,0.0013164631,0.4337831084457771,0.9985007496251874,BH across 64 dimensions within subject
2,14,-0.32258608892045565,-0.17500001,-0.0010878739,0.31634182908545727,0.9985007496251874,BH across 64 dimensions within subject
2,15,0.005550002209470776,-0.024999976,2.3475615e-05,0.9875062468765617,0.9985007496251874,BH across 64 dimensions within subject
2,16,0.09259687578740743,0.17499995,0.00043640076,0.7621189405297352,0.9985007496251874,BH across 64 dimensions within subject
2,17,0.07776213800338881,-0.00999999,0.00044323085,0.8065967016491754,0.9985007496251874,BH across 64 dimensions within subject
2,18,0.040836261923184174,-0.08499998,0.00018241757,0.8975512243878061,0.9985007496251874,BH across 64 dimensions within subject
