subject_id,channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
1,21,Pz,0.153039036,0.00017680851868617865,0.006832368,0.15323534,5,1.0,1.0,0.0045117379999999995
1,28,O2,0.144291374,0.0002850390324674755,-0.023739539999999996,0.14703148,5,1.0,1.0,0.0045117379999999995
1,15,T3,0.126383916,0.00013613452053024507,0.126383916,0.131604166,5,1.0,1.0,0.0045117379999999995
1,16,T4,0.122337596,0.000176755482602382,0.013365936,0.13480950200000003,5,1.0,1.0,0.0045117379999999995
1,27,O1,0.122012114,0.00028503683995231003,0.056083028,0.132315866,5,1.0,1.0,0.0045117379999999995
1,17,CP3,0.120924392,0.00011180228092485565,0.03294354,0.139291908,5,1.0,1.0,0.0045117379999999995
1,13,C3,0.115230902,0.0001767696244268224,0.072466488,0.117403208,5,1.0,1.0,0.0045117379999999995
1,18,CP4,0.110883128,0.00020915843341830752,0.034709474,0.12735228199999998,5,1.0,1.0,0.0045117379999999995
1,0,Fp1,0.11015674,0.00013693063937628995,-0.09595119599999999,0.12288874400000001,5,1.0,1.0,0.0045117379999999995
1,22,P3,0.10805743799999998,0.00022360567975791563,0.10805743799999998,0.117205118,5,1.0,1.0,0.0045117379999999995
1,24,T5,0.105105546,0.00013692516215071325,0.073138826,0.11452925,5,1.0,1.0,0.0045117379999999995
1,23,P4,0.10476338,0.00011178105966575586,-0.093115276,0.116809766,5,1.0,1.0,0.0045117379999999995
1,2,Fz,0.103701724,0.00011177771034512677,-0.097981538,0.117059508,5,1.0,1.0,0.0045117379999999995
1,7,FCz,0.099182888,0.0003061596818981884,0.099182888,0.11437187200000001,5,1.0,1.0,0.0045117379999999995
1,4,F4,0.09778284400000001,0.00017676962445510884,0.012600034000000001,0.10804653,5,1.0,1.0,0.0045117379999999995
1,10,FT7,0.090719792,0.00020915843294020575,-0.058576218,0.104221508,5,1.0,1.0,0.0045117379999999995
1,20,TP8,0.088819476,0.00011178998313802711,-0.059413402000000004,0.10807615200000001,5,1.0,1.0,0.0045117379999999995
1,3,F3,0.08782068800000001,0.00020914468812284105,0.027663216,0.094595676,5,1.0,1.0,0.0045117379999999995
1,14,C4,0.08535488,0.00011180339909859095,-0.07507459600000001,0.095824744,5,1.0,1.0,0.0045117379999999995
1,19,TP7,0.084377718,0.00020915544499247666,-0.019081485999999998,0.09446554199999999,5,1.0,1.0,0.0045117379999999995
1,5,F7,0.083855864,0.00024999500001000305,0.081576752,0.097496532,5,1.0,1.0,0.0045117379999999995
1,25,T6,0.08147545599999999,0.00022358667900838956,-0.062456555999999996,0.092660704,5,1.0,1.0,0.0045117379999999995
1,11,FT8,0.079741194,0.00022360344391355525,-0.0034877979999999994,0.096909434,5,1.0,1.0,0.0045117379999999995
1,1,Fp2,0.077708192,0.00013692790080915035,0.061460181999999995,0.09514813800000001,5,1.0,1.0,0.0045117379999999995
1,6,F8,0.077692062,0.00011179892763350146,-0.029156452,0.07872195,5,1.0,1.0,0.0045117379999999995
1,26,Oz,0.077670766,0.00011180004485687454,0.04216759,0.07996484,5,1.0,1.0,0.0045117379999999995
1,12,Cz,0.077002234,0.0002738507807730349,0.075883646,0.092711348,5,1.0,1.0,0.0045117379999999995
1,9,FC4,0.057691746,0.00011179445482670632,-0.057691746,0.075888602,5,1.0,1.0,0.0045117379999999995
1,8,FC3,0.031090269999999996,0.00013692607512815074,0.006072124,0.037606726,5,1.0,1.0,0.0045117379999999995
10,17,CP3,0.144349814,0.029480169107515816,0.0071560239999999995,0.16368773,5,0.7,0.2,0.584926734
10,21,Pz,0.13653538599999998,0.033716761060628736,0.039299918,0.149377614,5,0.7,0.2,0.584926734
10,28,O2,0.131846468,0.028013329185372977,-0.029460784,0.13832236199999998,5,0.7,0.2,0.584926734
10,20,TP8,0.125588692,0.05633735586435806,-0.011962844,0.136276644,5,0.7,0.2,0.584926734
10,10,FT7,0.118694166,0.025780430619726468,-0.061778160000000006,0.12841309,5,0.7,0.2,0.584926734
10,15,T3,0.11863199799999999,0.01569391140627218,0.1155898,0.12967451,5,0.7,0.2,0.584926734
10,3,F3,0.112632696,0.019570497988705596,0.036864219999999996,0.135216058,5,0.7,0.2,0.584926734
10,24,T5,0.11021646,0.03437159789977838,0.046752919999999996,0.125814766,5,0.7,0.2,0.584926734
10,22,P3,0.10632499,0.038962063481808175,0.057326112,0.11992241,5,0.7,0.2,0.584926734
10,27,O1,0.10486820799999999,0.025601046012445856,0.03005059,0.117234094,5,0.7,0.2,0.584926734
10,18,CP4,0.10374430400000001,0.026203575997990804,0.048130860000000004,0.11930340400000002,5,0.7,0.2,0.584926734
10,14,C4,0.10148544799999999,0.03532946847365694,-0.05131708,0.121657312,5,0.7,0.2,0.584926734
10,2,Fz,0.09869473399999999,0.009354777855520146,-0.076175622,0.11536974600000001,5,0.7,0.2,0.584926734
10,25,T6,0.096183974,0.04447630472367427,-0.034379506,0.10986881,5,0.7,0.2,0.584926734
10,13,C3,0.094328122,0.02738286361513839,0.027350928000000004,0.10677835199999999,5,0.7,0.2,0.584926734
10,16,T4,0.093120688,0.03239091574072382,0.01773808,0.109283442,5,0.7,0.2,0.584926734
10,26,Oz,0.089875392,0.02067356953390173,0.049563303999999996,0.099405926,5,0.7,0.2,0.584926734
10,4,F4,0.08899506,0.020672964879293432,0.033766922,0.10688567600000001,5,0.7,0.2,0.584926734
10,0,Fp1,0.088590232,0.019398678417115685,-0.083094318,0.106900892,5,0.7,0.2,0.584926734
10,23,P4,0.085964286,0.022994404773736373,-0.055377394,0.09719442,5,0.7,0.2,0.584926734
10,7,FCz,0.08587518000000001,0.03609006634903156,0.06664144400000001,0.101051136,5,0.7,0.2,0.584926734
10,5,F7,0.08159603800000001,0.01440236170345232,0.077668966,0.092194166,5,0.7,0.2,0.584926734
10,12,Cz,0.07743467,0.024971614821277577,0.024192355999999998,0.091999646,5,0.7,0.2,0.584926734
10,11,FT8,0.07398690599999999,0.007170209513175327,-0.012739277999999998,0.091286676,5,0.7,0.2,0.584926734
10,6,F8,0.073169634,0.03273586833950766,-0.031502854000000004,0.07915724,5,0.7,0.2,0.584926734
