subject_id,channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values,mean_collapse_ratio,collapse_rate,mean_spatial_relative_delta
1,21,Pz,0.142864598,0.012573678295573255,0.015596308,0.14897695,5,0.775,0.2,0.28043550400000006
1,27,O1,0.141464572,0.0330747660470678,0.078319366,0.15129326,5,0.775,0.2,0.28043550400000006
1,13,C3,0.12335890600000002,0.033661882572558685,0.06579275600000001,0.125903582,5,0.775,0.2,0.28043550400000006
1,28,O2,0.122639142,0.02738688008889147,-0.0060481300000000005,0.12792329,5,0.775,0.2,0.28043550400000006
1,17,CP3,0.122353362,0.006169864017161966,0.022048768000000003,0.14083274399999998,5,0.775,0.2,0.28043550400000006
1,0,Fp1,0.119670198,0.012733024254360004,-0.08998431,0.128665316,5,0.775,0.2,0.28043550400000006
1,16,T4,0.11736626800000001,0.00532545915246,-0.010340116,0.14318612000000003,5,0.775,0.2,0.28043550400000006
1,15,T3,0.115787912,0.015184069853244877,0.11316215999999998,0.127679364,5,0.775,0.2,0.28043550400000006
1,18,CP4,0.111303906,0.005306248200624426,0.038519371999999996,0.135851256,5,0.775,0.2,0.28043550400000006
1,4,F4,0.10668525799999999,0.02639465247001597,0.019456876,0.116770126,5,0.775,0.2,0.28043550400000006
1,7,FCz,0.103560692,0.0051561280922917336,0.095998536,0.122486922,5,0.775,0.2,0.28043550400000006
1,2,Fz,0.102184876,0.02243378221785239,-0.091425442,0.11477541,5,0.775,0.2,0.28043550400000006
1,24,T5,0.10201094200000001,0.017898470414492683,0.058387136000000006,0.113680954,5,0.775,0.2,0.28043550400000006
1,14,C4,0.09567716799999999,0.024385877678797414,-0.079328818,0.10658760599999999,5,0.775,0.2,0.28043550400000006
1,19,TP7,0.094628754,0.016442457311430972,-0.048473718,0.11225405200000001,5,0.775,0.2,0.28043550400000006
1,22,P3,0.09383414,0.016755676413712752,0.087137358,0.10971581999999999,5,0.775,0.2,0.28043550400000006
1,20,TP8,0.091262592,0.0085505968453974,-0.043708576,0.10421156000000001,5,0.775,0.2,0.28043550400000006
1,23,P4,0.08556876,0.021857077391353126,-0.08074951999999999,0.099493574,5,0.775,0.2,0.28043550400000006
1,12,Cz,0.084125872,0.010782825625487508,0.083578438,0.100719504,5,0.775,0.2,0.28043550400000006
1,10,FT7,0.08369014599999999,0.009805944007607325,-0.030638506,0.097389938,5,0.775,0.2,0.28043550400000006
1,5,F7,0.080461002,0.0039005898254648643,0.07306896,0.093297484,5,0.775,0.2,0.28043550400000006
1,1,Fp2,0.078510872,0.009002001342913695,0.05287615,0.095431088,5,0.775,0.2,0.28043550400000006
